,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Cliff Flycatcher,Hirundinea ferruginea,passeriformes,tyrannidae,hirundinea,"(Gmelin, 1788)",3.6 years,"3,900 metres",Increasing,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Cliff Flycatcher,https://www.iucnredlist.org/species/22699738/95076112
0,Red-billed Tyrannulet,Zimmerius cinereicapilla,passeriformes,tyrannidae,zimmerius,"(Cabanis, 1873)",3.6 years,"1,350 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Red-billed Tyrannulet,https://www.iucnredlist.org/species/22699135/93716730
0,Mishana Tyrannulet,Zimmerius villarejoi,passeriformes,tyrannidae,zimmerius,"Alvarez Alonso & Whitney, 2001",3.6 years,"1,100 metres",Decreasing,Forest,Vulnerable,Mishana Tyrannulet,https://www.iucnredlist.org/species/22729454/95015636
0,Chico's Tyrannulet,Zimmerius chicomendesi,passeriformes,tyrannidae,zimmerius,"Whitney, Schunck, Rêgo & Silveira, 2013",,,Decreasing,"Forest, Shrubland",Near Threatened,Chico's Tyrannulet,https://www.iucnredlist.org/species/103680766/132190673
0,Paltry Tyrannulet,Zimmerius vilissimus,passeriformes,tyrannidae,zimmerius,"(Sclater & Salvin, 1859)",2.67 years,"3,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Paltry Tyrannulet,https://www.iucnredlist.org/species/103680824/140053750
0,Mistletoe Tyrannulet,Zimmerius parvus,passeriformes,tyrannidae,zimmerius,"(Lawrence, 1862)",2.3 years,"3,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Mistletoe Tyrannulet,https://www.iucnredlist.org/species/103680835/140054318
0,Venezuelan Tyrannulet,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Venezuelan%20Tyrannulet&searchType=species
0,Mountain Tyrannulet,Zimmerius improbus,passeriformes,tyrannidae,zimmerius,"(Sclater & Salvin, 1871)",3.6 years,"3,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Mountain Tyrannulet,https://www.iucnredlist.org/species/104008963/112284037
0,Golden-faced Tyrannulet,Zimmerius chrysops,passeriformes,tyrannidae,zimmerius,"(Sclater, 1859)",3.6 years,"2,700 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Golden-faced Tyrannulet,https://www.iucnredlist.org/species/22735791/95118164
0,Choco Tyrannulet,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Choco%20Tyrannulet&searchType=species
0,Peruvian Tyrannulet,Zimmerius viridiflavus,passeriformes,tyrannidae,zimmerius,"(Tschudi, 1844)",3.6 years,"2,500 metres",Decreasing,Forest,Least Concern,"Peruvian Tyrannulet, Tschudi's Tyrannulet",https://www.iucnredlist.org/species/22699156/93716981
0,Slender-footed Tyrannulet,Zimmerius gracilipes,passeriformes,tyrannidae,zimmerius,"(Sclater & Salvin, 1867)",3.6 years,500 metres,Increasing,"Forest, Artificial/Terrestrial",Least Concern,Slender-footed Tyrannulet,https://www.iucnredlist.org/species/22735526/118572626
0,Guianan Tyrannulet,Zimmerius acer,passeriformes,tyrannidae,zimmerius,"(Salvin & Godman, 1883)",3.6 years,500 metres,Increasing,"Forest, Artificial/Terrestrial",Least Concern,Guianan Tyrannulet,https://www.iucnredlist.org/species/22735531/118642033
0,Bolivian Tyrannulet,Zimmerius bolivianus,passeriformes,tyrannidae,zimmerius,"(d'Orbigny, 1840)",3.6 years,"2,830 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Bolivian Tyrannulet,https://www.iucnredlist.org/species/22699132/93716554
0,Lesser Wagtail-tyrant,Stigmatura napensis,passeriformes,tyrannidae,stigmatura,"Chapman, 1926",3.6 years,300 metres,Stable,"Shrubland, Wetlands (inland)",Least Concern,Lesser Wagtail-tyrant,https://www.iucnredlist.org/species/103681041/112284739
0,Bahia Wagtail-tyrant,Stigmatura bahiae,passeriformes,tyrannidae,stigmatura,"Chapman, 1926",3.6 years,300 metres,Stable,"Shrubland, Wetlands (inland)",Least Concern,Bahia Wagtail-tyrant,https://www.iucnredlist.org/species/22731687/104076827
0,Greater Wagtail-tyrant,Stigmatura budytoides,passeriformes,tyrannidae,stigmatura,"(D'Orbigny & Lafresnaye, 1837)",3.6 years,"2,700 metres",Stable,"Forest, Savanna, Shrubland",Least Concern,"Greater Wagtail-tyrant, Greater Wagtail-Tyrant",https://www.iucnredlist.org/species/22699365/93728524
0,Slender-billed Tyrannulet,Inezia tenuirostris,passeriformes,tyrannidae,inezia,"Cory, 1913",3.6 years,800 metres,Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,"Slender-billed Tyrannulet, Slender-billed Inezia",https://www.iucnredlist.org/species/22699346/93727960
0,Plain Tyrannulet,Inezia inornata,passeriformes,tyrannidae,inezia,"(Salvadori, 1897)",3.6 years,700 metres,Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland)",Least Concern,"Plain Tyrannulet, Plain Inezia",https://www.iucnredlist.org/species/22699350/93728140
0,Amazonian Tyrannulet,Inezia subflava,passeriformes,tyrannidae,inezia,"(Sclater & Salvin, 1873)",3.6 years,200 metres,Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Amazonian Tyrannulet, Amazonian Inezia",https://www.iucnredlist.org/species/22733832/95066338
0,Pale-tipped Tyrannulet,Inezia caudata,passeriformes,tyrannidae,inezia,"(Salvin, 1897)",3.6 years,400 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Pale-tipped Tyrannulet, Pale-tipped Inezia",https://www.iucnredlist.org/species/22733120/95054482
0,Tawny-crowned Pygmy-tyrant,Euscarthmus meloryphus,passeriformes,tyrannidae,euscarthmus,"Wied, 1831",3.6 years,"2,100 metres",Increasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Tawny-crowned Pygmy-tyrant,https://www.iucnredlist.org/species/103681055/93732060
0,Tawny-fronted Pygmy-tyrant,Euscarthmus fulviceps,passeriformes,tyrannidae,euscarthmus,"Sclater, 1871",3.6 years,"2,100 metres",Increasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Tawny-fronted Pygmy-tyrant,https://www.iucnredlist.org/species/103681074/104077027
0,Rufous-sided Pygmy-tyrant,Euscarthmus rufomarginatus,passeriformes,tyrannidae,euscarthmus,"(Pelzeln, 1868)",3.6 years,"1,000 metres",Decreasing,"Savanna, Shrubland, Grassland",Near Threatened,"Rufous-sided Pygmy-tyrant, Rufous-sided Pygmy Tyrant, Rufous-sided Pygmy-Tyrant",https://www.iucnredlist.org/species/22699453/110734005
0,Yellow-bellied Tyrannulet,Ornithion semiflavum,passeriformes,tyrannidae,ornithion,"(Sclater & Salvin, 1860)",3.6 years,"1,500 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Yellow-bellied Tyrannulet,https://www.iucnredlist.org/species/22699163/93717359
0,Brown-capped Tyrannulet,Ornithion brunneicapillus,passeriformes,tyrannidae,ornithion,"(Lawrence, 1862)",3.6 years,"1,200 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Brown-capped Tyrannulet,https://www.iucnredlist.org/species/22699166/93717575
0,White-lored Tyrannulet,Ornithion inerme,passeriformes,tyrannidae,ornithion,"Hartlaub, 1853",3.6 years,"1,200 metres",Decreasing,"Forest, Shrubland",Least Concern,White-lored Tyrannulet,https://www.iucnredlist.org/species/22699160/93717141
0,Northern Beardless Tyrannulet,Camptostoma imberbe,passeriformes,tyrannidae,camptostoma,"Sclater, 1857",2.15 years,"1,500 metres",Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland), Desert, Artificial/Terrestrial",Least Concern,"Northern Beardless Tyrannulet, Northern Beardless-Tyrannulet, Northern Beardless-tyrannulet",https://www.iucnredlist.org/species/22699177/138120667
0,Southern Beardless Tyrannulet,Camptostoma obsoletum,passeriformes,tyrannidae,camptostoma,"(Temminck, 1824)",2.22 years,"2,800 metres",Stable,"Forest, Shrubland, Wetlands (inland), Desert, Artificial/Terrestrial",Least Concern,"Southern Beardless Tyrannulet, Southern Beardless-Tyrannulet, Southern Beardless-tyrannulet",https://www.iucnredlist.org/species/22699182/138117855
0,Rufous-crowned Elaenia,Elaenia ruficeps,passeriformes,tyrannidae,elaenia,"Pelzeln, 1868",4.6 years,"1,400 metres",Stable,"Forest, Savanna, Shrubland",Least Concern,Rufous-crowned Elaenia,https://www.iucnredlist.org/species/22699292/110733323
0,Plain-crested Elaenia,Elaenia cristata,passeriformes,tyrannidae,elaenia,"Pelzeln, 1868",4.6 years,"1,500 metres",Decreasing,"Savanna, Shrubland, Wetlands (inland)",Least Concern,Plain-crested Elaenia,https://www.iucnredlist.org/species/22699289/93724122
0,Mottle-backed Elaenia,Elaenia gigas,passeriformes,tyrannidae,elaenia,"Sclater, 1871",4.6 years,"1,250 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Mottle-backed Elaenia,https://www.iucnredlist.org/species/22699283/93723742
0,Great Elaenia,Elaenia dayi,passeriformes,tyrannidae,elaenia,"Chapman, 1929",4.6 years,"2,600 metres",Decreasing,"Forest, Savanna, Shrubland",Least Concern,Great Elaenia,https://www.iucnredlist.org/species/22699304/93725203
0,Brazilian Elaenia,Elaenia sordida,passeriformes,tyrannidae,elaenia,"J.T. Zimmer, 1941",4.6 years,"2,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Brazilian Elaenia,https://www.iucnredlist.org/species/103681211/104077255
0,Highland Elaenia,Elaenia obscura,passeriformes,tyrannidae,elaenia,"(d'Orbigny & Lafresnaye, 1837)",4.6 years,"3,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Highland Elaenia,https://www.iucnredlist.org/species/103681177/93724998
0,Slaty Elaenia,Elaenia strepera,passeriformes,tyrannidae,elaenia,"Cabanis, 1883",4.6 years,"2,000 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Slaty Elaenia,https://www.iucnredlist.org/species/22699277/93723324
0,Yellow-bellied Elaenia,Elaenia flavogaster,passeriformes,tyrannidae,elaenia,"(Thunberg, 1822)",3.06 years,"2,500 metres",Stable,"Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Yellow-bellied Elaenia,https://www.iucnredlist.org/species/22699262/138103607
0,Small-billed Elaenia,Elaenia parvirostris,passeriformes,tyrannidae,elaenia,"Pelzeln, 1868",4.6 years,"1,000 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Small-billed Elaenia,https://www.iucnredlist.org/species/22699274/130202229
0,Brownish Elaenia,Elaenia pelzelni,passeriformes,tyrannidae,elaenia,"Berlepsch, 1907",4.6 years,200 metres,Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Brownish Elaenia,https://www.iucnredlist.org/species/22699286/130203235
0,Large Elaenia,Elaenia spectabilis,passeriformes,tyrannidae,elaenia,"Pelzeln, 1868",4.6 years,"1,000 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Large Elaenia,https://www.iucnredlist.org/species/22699265/93722196
0,Noronha Elaenia,Elaenia ridleyana,passeriformes,tyrannidae,elaenia,"Sharpe, 1888",4.6 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Vulnerable,Noronha Elaenia,https://www.iucnredlist.org/species/22699268/93722423
0,Coopman's Elaenia,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Coopman%27s%20Elaenia&searchType=species
0,Lesser Elaenia,Elaenia chiriquensis,passeriformes,tyrannidae,elaenia,"Lawrence, 1865",4.6 years,"2,000 metres",Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Lesser Elaenia,https://www.iucnredlist.org/species/103681244/93724512
0,Olivaceous Elaenia,Elaenia mesoleuca,passeriformes,tyrannidae,elaenia,"(Deppe, 1830)",4.6 years,"2,100 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Olivaceous Elaenia,https://www.iucnredlist.org/species/22699280/130202634
0,Sierran Elaenia,Elaenia pallatangae,passeriformes,tyrannidae,elaenia,"Sclater, 1861",4.6 years,"3,650 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Sierran Elaenia,https://www.iucnredlist.org/species/103681315/112296859
0,Tepui Elaenia,Elaenia olivina,passeriformes,tyrannidae,elaenia,"Salvin & Godman, 1884",4.6 years,"3,650 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Tepui Elaenia,https://www.iucnredlist.org/species/103681376/112297147
0,White-crested Elaenia,Elaenia albiceps,passeriformes,tyrannidae,elaenia,"(D'Orbigny & Lafresnaye, 1837)",4.6 years,"3,300 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-crested Elaenia,https://www.iucnredlist.org/species/22699271/155514417
0,Mountain Elaenia,Elaenia frantzii,passeriformes,tyrannidae,elaenia,"Lawrence, 1865",3.27 years,"3,600 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Mountain Elaenia,https://www.iucnredlist.org/species/22699298/138099816
0,Caribbean Elaenia,Elaenia martinica,passeriformes,tyrannidae,elaenia,"(Linnaeus, 1766)",3.53 years,700 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Caribbean Elaenia,https://www.iucnredlist.org/species/22699259/138105722
0,Hispaniolan Elaenia,Elaenia cherriei,passeriformes,tyrannidae,elaenia,"Cory, 1895",4.6 years,"2,000 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Hispaniolan Elaenia,https://www.iucnredlist.org/species/103681502/112285103
0,Large Jamaican Elaenia,Elaenia fallax,passeriformes,tyrannidae,elaenia,"Sclater, 1861",4.6 years,"2,000 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Large Jamaican Elaenia,https://www.iucnredlist.org/species/103681452/93725612
0,Yellow-crowned Tyrannulet,Tyrannulus elatus,passeriformes,tyrannidae,tyrannulus,"(Latham, 1790)",2.6 years,"1,200 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Yellow-crowned Tyrannulet,https://www.iucnredlist.org/species/22699227/168254420
0,Atlantic Grey Elaenia,Myiopagis caniceps,passeriformes,tyrannidae,myiopagis,"(Swainson, 1835)",3.6 years,"1,200 metres",Decreasing,Forest,Least Concern,Atlantic Grey Elaenia,https://www.iucnredlist.org/species/103681536/93720261
0,Amazonian Grey Elaenia,Myiopagis cinerea,passeriformes,tyrannidae,myiopagis,"(von Pelzeln, 1868)",3.6 years,"1,200 metres",Decreasing,Forest,Least Concern,Amazonian Grey Elaenia,https://www.iucnredlist.org/species/103681580/104078041
0,Choco Grey Elaenia,Myiopagis parambae,passeriformes,tyrannidae,myiopagis,"(Hellmayr, 1904)",3.6 years,"1,200 metres",Decreasing,Forest,Least Concern,Choco Grey Elaenia,https://www.iucnredlist.org/species/103681584/104078270
0,Foothill Elaenia,Myiopagis olallai,passeriformes,tyrannidae,myiopagis,"Coopmans & Krabbe, 2000",3.6 years,"1,500 metres",Decreasing,Forest,Least Concern,Foothill Elaenia,https://www.iucnredlist.org/species/22729451/154077532
0,Forest Elaenia,Myiopagis gaimardii,passeriformes,tyrannidae,myiopagis,"(d'Orbigny, 1840)",3.6 years,"1,500 metres",Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Forest Elaenia,https://www.iucnredlist.org/species/22699230/93720029
0,Pacific Elaenia,Myiopagis subplacens,passeriformes,tyrannidae,myiopagis,"(Sclater, 1861)",3.6 years,"1,750 metres",Decreasing,"Forest, Shrubland",Least Concern,Pacific Elaenia,https://www.iucnredlist.org/species/22699239/93720486
0,Yellow-crowned Elaenia,Myiopagis flavivertex,passeriformes,tyrannidae,myiopagis,"(Sclater, 1887)",3.6 years,300 metres,Decreasing,Forest,Least Concern,Yellow-crowned Elaenia,https://www.iucnredlist.org/species/22699242/130201929
0,Greenish Elaenia,Myiopagis viridicata,passeriformes,tyrannidae,myiopagis,"(Vieillot, 1817)",3.6 years,"2,500 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Greenish Elaenia,https://www.iucnredlist.org/species/22699248/93721019
0,Small Jamaican Elaenia,Myiopagis cotta,passeriformes,tyrannidae,myiopagis,"(Gosse, 1849)",3.6 years,"2,000 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Small Jamaican Elaenia, Jamaican Elaenia",https://www.iucnredlist.org/species/22699245/93720844
0,Suiriri Flycatcher,Suiriri suiriri,passeriformes,tyrannidae,suiriri,"(Vieillot, 1818)",3.6 years,"3,000 metres",Decreasing,"Forest, Savanna",Least Concern,"Suiriri Flycatcher, Chaco Suiriri",https://www.iucnredlist.org/species/22734643/95093172
0,Chapada Flycatcher,Guyramemua affinis,passeriformes,tyrannidae,guyramemua,"(Burmeister, 1856)",3.6 years,750 metres,Increasing,Savanna,Near Threatened,"Chapada Flycatcher, Chapada Suiriri",https://www.iucnredlist.org/species/22729445/95015145
0,Yellow Tyrannulet,Capsiempis flaveola,passeriformes,tyrannidae,capsiempis,"(Lichtenstein, 1823)",2.42 years,"1,500 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Yellow Tyrannulet,https://www.iucnredlist.org/species/22699194/138117196
0,Planalto Tyrannulet,Phyllomyias fasciatus,passeriformes,tyrannidae,phyllomyias,"(Thunberg, 1822)",3.6 years,"1,900 metres",Decreasing,Forest,Least Concern,Planalto Tyrannulet,https://www.iucnredlist.org/species/22699072/130199777
0,Yungas Tyrannulet,Phyllomyias weedeni,passeriformes,tyrannidae,phyllomyias,"Herzog, Kessler & Balderrama, 2008",3.6 years,"1,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Yungas Tyrannulet,https://www.iucnredlist.org/species/22736120/95124885
0,Rough-legged Tyrannulet,Phyllomyias burmeisteri,passeriformes,tyrannidae,phyllomyias,"Cabanis & Heine, 1859",3.6 years,"1,850 metres",Stable,Forest,Least Concern,Rough-legged Tyrannulet,https://www.iucnredlist.org/species/22699081/95080079
0,White-fronted Tyrannulet,Phyllomyias zeledoni,passeriformes,tyrannidae,phyllomyias,"(Lawrence, 1869)",3.6 years,"1,850 metres",Stable,Forest,Least Concern,"White-fronted Tyrannulet, Zeledon's Tyrannulet",https://www.iucnredlist.org/species/22699075/118644088
0,Greenish Tyrannulet,Phyllomyias virescens,passeriformes,tyrannidae,phyllomyias,"(Temminck, 1824)",3.6 years,"1,800 metres",Decreasing,Forest,Least Concern,Greenish Tyrannulet,https://www.iucnredlist.org/species/22699092/93714671
0,Reiser's Tyrannulet,Phyllomyias reiseri,passeriformes,tyrannidae,phyllomyias,"Hellmayr, 1905",3.6 years,"1,000 metres",Decreasing,Forest,Least Concern,Reiser's Tyrannulet,https://www.iucnredlist.org/species/22699086/93714507
0,Urich's Tyrannulet,Phyllomyias urichi,passeriformes,tyrannidae,phyllomyias,"(Chapman, 1899)",3.6 years,"1,100 metres",Decreasing,Forest,Endangered,Urich's Tyrannulet,https://www.iucnredlist.org/species/22728377/94982868
0,Sclater's Tyrannulet,Phyllomyias sclateri,passeriformes,tyrannidae,phyllomyias,"Berlepsch, 1901",3.6 years,"2,400 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Sclater's Tyrannulet,https://www.iucnredlist.org/species/22699097/93714835
0,Grey-capped Tyrannulet,Phyllomyias griseocapilla,passeriformes,tyrannidae,phyllomyias,"Sclater, 1861",3.6 years,"1,850 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Grey-capped Tyrannulet, Gray-capped Tyrannulet",https://www.iucnredlist.org/species/22699100/93715006
0,Sooty-headed Tyrannulet,Phyllomyias griseiceps,passeriformes,tyrannidae,phyllomyias,"(Sclater & Salvin, 1871)",3.6 years,"1,300 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Sooty-headed Tyrannulet,https://www.iucnredlist.org/species/22699107/130200424
0,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,passeriformes,tyrannidae,phyllomyias,"(Lawrence, 1869)",3.6 years,"2,200 metres",Stable,Forest,Least Concern,Plumbeous-crowned Tyrannulet,https://www.iucnredlist.org/species/22699110/93715493
0,Black-capped Tyrannulet,Phyllomyias nigrocapillus,passeriformes,tyrannidae,phyllomyias,"(Lafresnaye, 1845)",3.6 years,"3,400 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Black-capped Tyrannulet,https://www.iucnredlist.org/species/22699113/93715652
0,Ashy-headed Tyrannulet,Phyllomyias cinereiceps,passeriformes,tyrannidae,phyllomyias,"(Sclater, 1860)",3.6 years,"2,700 metres",Stable,Forest,Least Concern,Ashy-headed Tyrannulet,https://www.iucnredlist.org/species/22699116/93715831
0,Tawny-rumped Tyrannulet,Phyllomyias uropygialis,passeriformes,tyrannidae,phyllomyias,"(Lawrence, 1869)",3.6 years,"3,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Tawny-rumped Tyrannulet,https://www.iucnredlist.org/species/22699119/93715990
0,Tumbes Tyrannulet,Phaeomyias tumbezana,passeriformes,tyrannidae,phaeomyias,"(Taczanowski, 1877)",3.6 years,"2,400 metres",Increasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Tumbes Tyrannulet,https://www.iucnredlist.org/species/103681912/104078737
0,Mouse-colored Tyrannulet,Phaeomyias murina,passeriformes,tyrannidae,phaeomyias,"(von Spix, 1825)",3.6 years,"2,400 metres",Increasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Mouse-colored Tyrannulet,https://www.iucnredlist.org/species/103681893/93718334
0,Cocos Flycatcher,Nesotriccus ridgwayi,passeriformes,tyrannidae,nesotriccus,"Townsend, 1895",2.79 years,570 metres,Stable,"Forest, Shrubland, Wetlands (inland)",Vulnerable,Cocos Flycatcher,https://www.iucnredlist.org/species/22699191/179473022
0,Grey-and-white Tyrannulet,Pseudelaenia leucospodia,passeriformes,tyrannidae,pseudelaenia,"(Taczanowski, 1877)",3.6 years,800 metres,Decreasing,"Shrubland, Wetlands (inland)",Least Concern,"Grey-and-white Tyrannulet, Gray-and-white Tyrannulet",https://www.iucnredlist.org/species/22699251/93721311
0,White-tailed Tyrannulet,Mecocerculus poecilocercus,passeriformes,tyrannidae,mecocerculus,"Sclater & Salvin, 1873",3.6 years,"3,050 metres",Stable,Forest,Least Concern,White-tailed Tyrannulet,https://www.iucnredlist.org/species/22699316/93726012
0,Buff-banded Tyrannulet,Mecocerculus hellmayri,passeriformes,tyrannidae,mecocerculus,"Berlepsch, 1907",3.6 years,"3,000 metres",Stable,Forest,Least Concern,Buff-banded Tyrannulet,https://www.iucnredlist.org/species/22699319/93726171
0,White-banded Tyrannulet,Mecocerculus stictopterus,passeriformes,tyrannidae,mecocerculus,"(Sclater, 1858)",3.6 years,"3,600 metres",Stable,"Forest, Shrubland",Least Concern,White-banded Tyrannulet,https://www.iucnredlist.org/species/22699328/93726689
0,White-throated Tyrannulet,Mecocerculus leucophrys,passeriformes,tyrannidae,mecocerculus,"(D'Orbigny & Lafresnaye, 1837)",3.6 years,"4,400 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-throated Tyrannulet,https://www.iucnredlist.org/species/22699313/93725805
0,Rufous-winged Tyrannulet,Mecocerculus calopterus,passeriformes,tyrannidae,mecocerculus,"(Sclater, 1859)",3.6 years,"1,950 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Rufous-winged Tyrannulet,https://www.iucnredlist.org/species/22699322/93726344
0,Sulphur-bellied Tyrannulet,Mecocerculus minor,passeriformes,tyrannidae,mecocerculus,"(Taczanowski, 1879)",3.6 years,"2,700 metres",Increasing,"Forest, Artificial/Terrestrial",Least Concern,Sulphur-bellied Tyrannulet,https://www.iucnredlist.org/species/22699325/93726519
