,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Black-headed Bunting,Emberiza melanocephala,passeriformes,emberizidae,emberiza,"Scopoli, 1769",3.6 years,,Unknown,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Black-headed Bunting,https://www.iucnredlist.org/species/22720990/89314245
0,Red-headed Bunting,Emberiza bruniceps,passeriformes,emberizidae,emberiza,"Brandt, 1841",3.6 years,,Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Red-headed Bunting,https://www.iucnredlist.org/species/22720993/111138222
0,Corn Bunting,Emberiza calandra,passeriformes,emberizidae,emberiza,"Linnaeus, 1758",4.4 years,500 metres,Decreasing,"Grassland, Artificial/Terrestrial",Least Concern,Corn Bunting,https://www.iucnredlist.org/species/22721020/155499724
0,Chestnut-eared Bunting,Emberiza fucata,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Stable,"Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Chestnut-eared Bunting,https://www.iucnredlist.org/species/22720951/94691882
0,Tibetan Bunting,Emberiza koslowi,passeriformes,emberizidae,emberiza,"Bianchi, 1904",3.6 years,"4,600 metres",Stable,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Near Threatened,Tibetan Bunting,https://www.iucnredlist.org/species/22720891/111133847
0,Jankowski's Bunting,Emberiza jankowskii,passeriformes,emberizidae,emberiza,"Taczanowski, 1888",3.6 years,,Decreasing,"Shrubland, Grassland",Endangered,"Jankowski's Bunting, Rufous-backed Bunting",https://www.iucnredlist.org/species/22720905/132004685
0,Rock Bunting,Emberiza cia,passeriformes,emberizidae,emberiza,"Linnaeus, 1766",3.6 years,,Increasing,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,"Rock Bunting, European Rock Bunting",https://www.iucnredlist.org/species/22720894/111134095
0,Meadow Bunting,Emberiza cioides,passeriformes,emberizidae,emberiza,"Brandt, 1843",3.6 years,,Stable,"Forest, Shrubland, Grassland",Least Concern,Meadow Bunting,https://www.iucnredlist.org/species/22720902/94689064
0,Godlewski's Bunting,Emberiza godlewskii,passeriformes,emberizidae,emberiza,"Taczanowski, 1874",3.6 years,,Stable,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Godlewski's Bunting,https://www.iucnredlist.org/species/22720899/132004461
0,Grey-necked Bunting,Emberiza buchanani,passeriformes,emberizidae,emberiza,"Blyth, 1844",3.6 years,,Stable,"Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,Grey-necked Bunting,https://www.iucnredlist.org/species/22720909/111135183
0,Cinereous Bunting,Emberiza cineracea,passeriformes,emberizidae,emberiza,"Brehm, 1855",2.75 years,"2,200 metres",Decreasing,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial, Other",Near Threatened,Cinereous Bunting,https://www.iucnredlist.org/species/22720912/205540097
0,Ortolan Bunting,Emberiza hortulana,passeriformes,emberizidae,emberiza,"Linnaeus, 1758",3.6 years,"2,400 metres",Decreasing,"Shrubland, Grassland, Desert, Artificial/Terrestrial",Least Concern,Ortolan Bunting,https://www.iucnredlist.org/species/22720916/111136121
0,Cretzschmar's Bunting,Emberiza caesia,passeriformes,emberizidae,emberiza,"Cretzschmar, 1828",3.6 years,"1,300 metres",Stable,"Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Cretzschmar's Bunting,https://www.iucnredlist.org/species/22720920/155518025
0,Cirl Bunting,Emberiza cirlus,passeriformes,emberizidae,emberiza,"Linnaeus, 1766",3.6 years,,Increasing,"Shrubland, Artificial/Terrestrial",Least Concern,Cirl Bunting,https://www.iucnredlist.org/species/22720888/132004013
0,White-capped Bunting,Emberiza stewarti,passeriformes,emberizidae,emberiza,"(Blyth, 1854)",3.6 years,"2,500 metres",Stable,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,"White-capped Bunting, Chestnut-breasted Bunting",https://www.iucnredlist.org/species/22720884/132003759
0,Yellowhammer,Emberiza citrinella,passeriformes,emberizidae,emberiza,"Linnaeus, 1758",3.7 years,,Decreasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Yellowhammer,https://www.iucnredlist.org/species/22720878/89289181
0,Pine Bunting,Emberiza leucocephalos,passeriformes,emberizidae,emberiza,"Gmelin, 1771",3.6 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,Pine Bunting,https://www.iucnredlist.org/species/22720881/111133257
0,Cabanis's Bunting,Emberiza cabanisi,passeriformes,emberizidae,emberiza,"Reichenow, 1875",3.6 years,,Stable,"Forest, Savanna, Shrubland",Least Concern,Cabanis's Bunting,https://www.iucnredlist.org/species/22720986/94693725
0,Golden-breasted Bunting,Emberiza poliopleura,passeriformes,emberizidae,emberiza,"(Salvadori, 1888)",3.6 years,,Stable,"Forest, Savanna, Shrubland",Least Concern,"Somali Bunting, Somali Golden-breasted Bunting",https://www.iucnredlist.org/species/22720977/94693236
0,Somali Bunting,Emberiza poliopleura,passeriformes,emberizidae,emberiza,"(Salvadori, 1888)",3.6 years,,Stable,"Forest, Savanna, Shrubland",Least Concern,"Somali Bunting, Somali Golden-breasted Bunting",https://www.iucnredlist.org/species/22720977/94693236
0,Cape Bunting,Emberiza capensis,passeriformes,emberizidae,emberiza,"Linnaeus, 1766",3.6 years,,Stable,"Savanna, Shrubland, Grassland",Least Concern,Cape Bunting,https://www.iucnredlist.org/species/22720944/132005268
0,Lark-like Bunting,Emberiza impetuani,passeriformes,emberizidae,emberiza,"Smith, 1836",3.6 years,,Stable,"Savanna, Shrubland, Grassland",Least Concern,Lark-like Bunting,https://www.iucnredlist.org/species/22720931/132005046
0,Socotra Bunting,Emberiza socotrana,passeriformes,emberizidae,emberiza,"(Ogilvie-Grant & Forbes, 1899)",3.6 years,"1,160 metres",Stable,"Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks)",Near Threatened,Socotra Bunting,https://www.iucnredlist.org/species/22720940/118847061
0,House Bunting,Emberiza sahari,passeriformes,emberizidae,emberiza,"Levaillant, 1850",3.6 years,"2,500 metres",Increasing,"Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,House Bunting,https://www.iucnredlist.org/species/22734808/104265494
0,Striolated Bunting,Emberiza striolata,passeriformes,emberizidae,emberiza,"(Lichtenstein, 1823)",3.6 years,"2,500 metres",Increasing,"Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,"Striolated Bunting, Mountain Bunting",https://www.iucnredlist.org/species/22735007/94690112
0,Grey-throated Bunting,Emberiza goslingi,passeriformes,emberizidae,emberiza,"Alexander, 1906",3.6 years,"2,900 metres",Stable,"Savanna, Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Grey-throated Bunting,https://www.iucnredlist.org/species/103767684/104334096
0,Cinnamon-breasted Bunting,Emberiza tahapisi,passeriformes,emberizidae,emberiza,"Smith, 1836",3.6 years,"2,900 metres",Stable,"Savanna, Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Cinnamon-breasted Bunting,https://www.iucnredlist.org/species/103767669/94690689
0,Yellow-throated Bunting,Emberiza elegans,passeriformes,emberizidae,emberiza,"Temminck, 1835",3.6 years,,Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Yellow-throated Bunting,https://www.iucnredlist.org/species/22720963/132005507
0,Slaty Bunting,Emberiza siemsseni,passeriformes,emberizidae,emberiza,"(Martens, 1906)",3.8 years,"2,100 metres",Stable,Shrubland,Least Concern,Slaty Bunting,https://www.iucnredlist.org/species/22720875/155525664
0,Ochre-rumped Bunting,Emberiza yessoensis,passeriformes,emberizidae,emberiza,"(Swinhoe, 1863)",2.8 years,,Decreasing,"Grassland, Wetlands (inland), Marine Intertidal",Near Threatened,"Ochre-rumped Bunting, Japanese Reed Bunting",https://www.iucnredlist.org/species/22721016/181093139
0,Reed Bunting,Emberiza pallasi,passeriformes,emberizidae,emberiza,"(Cabanis, 1851)",3.6 years,,Stable,"Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Pallas's Bunting, Pallas's Reed Bunting, Pallas's Reed Hunting",https://www.iucnredlist.org/species/22721007/155521748
0,Pallas's Bunting,Emberiza pallasi,passeriformes,emberizidae,emberiza,"(Cabanis, 1851)",3.6 years,,Stable,"Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Pallas's Bunting, Pallas's Reed Bunting, Pallas's Reed Hunting",https://www.iucnredlist.org/species/22721007/155521748
0,Yellow-breasted Bunting,Emberiza aureola,passeriformes,emberizidae,emberiza,"Pallas, 1773",3.6 years,,Decreasing,"Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Critically Endangered,Yellow-breasted Bunting,https://www.iucnredlist.org/species/22720966/119335690
0,Rustic Bunting,Emberiza rustica,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Vulnerable,Rustic Bunting,https://www.iucnredlist.org/species/22720960/89641304
0,Little Bunting,Emberiza pusilla,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Stable,"Forest, Shrubland, Grassland",Least Concern,Little Bunting,https://www.iucnredlist.org/species/22720954/111137474
0,Black-faced Bunting,Emberiza spodocephala,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Black-faced Bunting,https://www.iucnredlist.org/species/103768039/94694421
0,Masked Bunting,Emberiza personata,passeriformes,emberizidae,emberiza,"Temminck, 1836",3.6 years,,Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Masked Bunting,https://www.iucnredlist.org/species/103768261/132042793
0,Yellow Bunting,Emberiza sulphurata,passeriformes,emberizidae,emberiza,"Temminck & Schlegel, 1848",3.6 years,"1,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Vulnerable,"Yellow Bunting, Japanese Yellow Bunting",https://www.iucnredlist.org/species/22720996/94694052
0,Chestnut Bunting,Emberiza rutila,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,Chestnut Bunting,https://www.iucnredlist.org/species/22720969/94692628
0,Yellow-browed Bunting,Emberiza chrysophrys,passeriformes,emberizidae,emberiza,"Pallas, 1776",3.6 years,,Stable,Forest,Least Concern,Yellow-browed Bunting,https://www.iucnredlist.org/species/22720957/94692182
0,Tristram's Bunting,Emberiza tristrami,passeriformes,emberizidae,emberiza,"Swinhoe, 1870",3.6 years,,Stable,Forest,Least Concern,Tristram's Bunting,https://www.iucnredlist.org/species/22720948/94691650
0,Grey Bunting,Emberiza variabilis,passeriformes,emberizidae,emberiza,"Temminck, 1835",3.6 years,,Stable,"Forest, Wetlands (inland)",Least Concern,"Grey Bunting, Gray Bunting",https://www.iucnredlist.org/species/22721003/132005733
0,Chipping Sparrow,Spizella passerina,passeriformes,passerellidae,spizella,"(Bechstein, 1798)",2.41 years,"3,800 metres",Decreasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Chipping Sparrow,https://www.iucnredlist.org/species/22721162/138527131
0,Clay-colored Sparrow,Spizella pallida,passeriformes,passerellidae,spizella,"(Swainson, 1832)",2.05 years,,Decreasing,"Forest, Shrubland, Grassland, Wetlands (inland)",Least Concern,"Clay-colored Sparrow, Clay-coloured Sparrow",https://www.iucnredlist.org/species/22721165/136933440
0,Black-chinned Sparrow,Spizella atrogularis,passeriformes,passerellidae,spizella,"(Cabanis, 1851)",2.34 years,"2,300 metres",Decreasing,Shrubland,Least Concern,Black-chinned Sparrow,https://www.iucnredlist.org/species/22721185/136929897
0,Field Sparrow,Spizella pusilla,passeriformes,passerellidae,spizella,"(Wilson, 1810)",2.61 years,,Decreasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Field Sparrow,https://www.iucnredlist.org/species/22721179/136931238
0,Brewer's Sparrow,Spizella breweri,passeriformes,passerellidae,spizella,"Cassin, 1856",2.31 years,"2,000 metres",Decreasing,"Shrubland, Grassland",Least Concern,Brewer's Sparrow,https://www.iucnredlist.org/species/22734705/138492496
0,Worthen's Sparrow,Spizella wortheni,passeriformes,passerellidae,spizella,"Ridgway, 1884",3.8 years,"2,450 metres",Decreasing,"Shrubland, Grassland",Endangered,Worthen's Sparrow,https://www.iucnredlist.org/species/22721182/118141491
0,Black-throated Sparrow,Amphispiza bilineata,passeriformes,passerellidae,amphispiza,"(Cassin, 1850)",2.39 years,"2,200 metres",Decreasing,"Shrubland, Desert",Least Concern,Black-throated Sparrow,https://www.iucnredlist.org/species/22721194/138490451
0,Five-striped Sparrow,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Five-striped%20Sparrow&searchType=species
0,Lark Sparrow,Chondestes grammacus,passeriformes,passerellidae,chondestes,"(Say, 1823)",3.02 years,"2,400 metres",Decreasing,"Forest, Grassland, Artificial/Terrestrial",Least Concern,Lark Sparrow,https://www.iucnredlist.org/species/22721191/136926221
0,Lark Bunting,Calamospiza melanocorys,passeriformes,passerellidae,calamospiza,"Stejneger, 1885",3.1 years,,Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Lark Bunting,https://www.iucnredlist.org/species/22721049/189197819
0,Tumbes Sparrow,Rhynchospiza stolzmanni,passeriformes,passerellidae,rhynchospiza,"(Taczanowski, 1877)",3.7 years,"1,400 metres",Stable,"Forest, Shrubland, Wetlands (inland)",Least Concern,Tumbes Sparrow,https://www.iucnredlist.org/species/22721248/94705253
0,Stripe-capped Sparrow,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Stripe-capped%20Sparrow&searchType=species
0,Cinnamon-tailed Sparrow,Peucaea sumichrasti,passeriformes,passerellidae,peucaea,"(Lawrence, 1871)",2.35 years,900 metres,Stable,"Shrubland, Artificial/Terrestrial",Near Threatened,Cinnamon-tailed Sparrow,https://www.iucnredlist.org/species/22721232/179892410
0,Rufous-winged Sparrow,Peucaea carpalis,passeriformes,passerellidae,peucaea,"(Coues, 1873)",2.0 years,"1,200 metres",Decreasing,"Shrubland, Grassland",Least Concern,Rufous-winged Sparrow,https://www.iucnredlist.org/species/22721280/136938349
0,Stripe-headed Sparrow,Peucaea ruficauda,passeriformes,passerellidae,peucaea,"(Bonaparte, 1853)",2.5 years,"1,800 metres",Stable,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Stripe-headed Sparrow,https://www.iucnredlist.org/species/22721224/136937386
0,Black-chested Sparrow,Peucaea humeralis,passeriformes,passerellidae,peucaea,"(Cabanis, 1851)",2.3 years,"1,500 metres",Decreasing,Shrubland,Least Concern,Black-chested Sparrow,https://www.iucnredlist.org/species/22721216/136936903
0,Bridled Sparrow,Peucaea mystacalis,passeriformes,passerellidae,peucaea,"(Hartlaub, 1852)",2.3 years,"1,900 metres",Decreasing,Shrubland,Least Concern,Bridled Sparrow,https://www.iucnredlist.org/species/22721208/136936501
0,Botteri's Sparrow,Peucaea botterii,passeriformes,passerellidae,peucaea,"(Sclater, 1858)",2.3 years,"2,400 metres",Stable,"Forest, Shrubland, Grassland",Least Concern,Botteri's Sparrow,https://www.iucnredlist.org/species/22721264/138529356
0,Cassin's Sparrow,Peucaea cassinii,passeriformes,passerellidae,peucaea,"(Woodhouse, 1852)",2.71 years,"1,800 metres",Decreasing,"Shrubland, Grassland",Least Concern,Cassin's Sparrow,https://www.iucnredlist.org/species/22721272/136935565
0,Bachman's Sparrow,Peucaea aestivalis,passeriformes,passerellidae,peucaea,"(Lichtenstein, 1823)",2.19 years,900 metres,Decreasing,"Forest, Shrubland",Near Threatened,Bachman's Sparrow,https://www.iucnredlist.org/species/22721256/179939235
0,Olive Sparrow,Arremonops rufivirgatus,passeriformes,passerellidae,arremonops,"(Lawrence, 1851)",2.79 years,"1,800 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Olive Sparrow,https://www.iucnredlist.org/species/22721392/138547833
0,Green-backed Sparrow,Arremonops chloronotus,passeriformes,passerellidae,arremonops,"(Salvin, 1861)",2.6 years,900 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Green-backed Sparrow,https://www.iucnredlist.org/species/22721398/138547311
0,Tocuyo Sparrow,Arremonops tocuyensis,passeriformes,passerellidae,arremonops,"Todd, 1912",3.3 years,200 metres,Stable,"Forest, Shrubland",Least Concern,Tocuyo Sparrow,https://www.iucnredlist.org/species/22721395/94710373
0,Black-striped Sparrow,Arremonops conirostris,passeriformes,passerellidae,arremonops,"(Bonaparte, 1850)",3.0 years,"1,650 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Black-striped Sparrow,https://www.iucnredlist.org/species/22721401/167211611
0,Grasshopper Sparrow,Ammodramus savannarum,passeriformes,passerellidae,ammodramus,"(Gmelin, 1789)",2.51 years,"1,300 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Grasshopper Sparrow,https://www.iucnredlist.org/species/22721144/138486868
0,Grassland Sparrow,Ammodramus humeralis,passeriformes,passerellidae,ammodramus,"(Bosc, 1792)",3.9 years,"1,100 metres",Stable,"Savanna, Shrubland, Grassland",Least Concern,Grassland Sparrow,https://www.iucnredlist.org/species/22721147/132007785
0,Yellow-browed Sparrow,Ammodramus aurifrons,passeriformes,passerellidae,ammodramus,"(Spix, 1825)",3.9 years,"1,500 metres",Stable,Grassland,Least Concern,Yellow-browed Sparrow,https://www.iucnredlist.org/species/22721150/94701317
0,Tanager Finch,Oreothraupis arremonops,passeriformes,passerellidae,oreothraupis,"(Sclater, 1855)",3.8 years,"2,800 metres",Decreasing,Forest,Least Concern,"Tanager Finch, Tanager-finch",https://www.iucnredlist.org/species/22723024/131506146
0,Common Bush-tanager,Chlorospingus flavopectus,passeriformes,passerellidae,chlorospingus,"(Lafresnaye, 1840)",2.8 years,"2,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Common Bush-tanager, Common Bush Tanager, Common Bush-Tanager",https://www.iucnredlist.org/species/22722162/138464447
0,Tacarcuna Bush-tanager,Chlorospingus tacarcunae,passeriformes,passerellidae,chlorospingus,"Griscom, 1924",2.9 years,"1,500 metres",Decreasing,Forest,Least Concern,"Tacarcuna Bush-tanager, Tacarcuna Bush Tanager, Tacarcuna Bush-Tanager",https://www.iucnredlist.org/species/22722167/138463825
0,Pirre Bush-tanager,Chlorospingus inornatus,passeriformes,passerellidae,chlorospingus,"(Nelson, 1912)",3.1 years,"1,550 metres",Stable,"Forest, Shrubland",Least Concern,"Pirre Bush-tanager, Pirre Bush Tanager, Pirre Bush-Tanager",https://www.iucnredlist.org/species/22722172/138463322
0,Dusky Bush-tanager,Chlorospingus semifuscus,passeriformes,passerellidae,chlorospingus,"Sclater & Salvin, 1873",3.7 years,"2,500 metres",Decreasing,Forest,Least Concern,"Dusky Bush-tanager, Dusky Bush Tanager, Dusky Bush-Tanager",https://www.iucnredlist.org/species/22722177/94753582
0,Sooty-capped Bush-tanager,Chlorospingus pileatus,passeriformes,passerellidae,chlorospingus,"Salvin, 1864",3.0 years,"3,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Sooty-capped Bush-tanager, Sooty-capped Bush Tanager, Sooty-capped Bush-Tanager",https://www.iucnredlist.org/species/22722182/136814725
0,Short-billed Bush-Tanager,Chlorospingus parvirostris,passeriformes,passerellidae,chlorospingus,"Chapman, 1901",3.7 years,"2,000 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Short-billed Bush-Tanager, Yellow-whiskered Bush Tanager, Yellow-whiskered Bush-Tanager, Yellow-whiskered Bush-tanager",https://www.iucnredlist.org/species/22722187/132013789
0,Orange-throated Bush-tanager,Chlorospingus hypophaeus,passeriformes,passerellidae,chlorospingus,"Sclater & Salvin, 1868",3.7 years,"1,600 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Orange-throated Bush-tanager,https://www.iucnredlist.org/species/103768825/104266701
0,Yellow-throated Bush-tanager,Chlorospingus flavigularis,passeriformes,passerellidae,chlorospingus,"(Sclater, 1852)",2.4 years,"1,600 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Yellow-throated Bush-tanager,https://www.iucnredlist.org/species/103768776/167998541
0,Ashy-throated Bush-tanager,Chlorospingus canigularis,passeriformes,passerellidae,chlorospingus,"(Lafresnaye, 1848)",2.9 years,"1,700 metres",Decreasing,Forest,Least Concern,"Ashy-throated Bush-tanager, Ashy-throated Bush Tanager, Ashy-throated Bush-Tanager",https://www.iucnredlist.org/species/22722203/138461868
0,Sooty-faced Finch,Arremon crassirostris,passeriformes,passerellidae,arremon,"(Cassin, 1865)",3.3 years,"2,000 metres",Decreasing,"Forest, Wetlands (inland)",Least Concern,Sooty-faced Finch,https://www.iucnredlist.org/species/22721566/136958440
0,Olive Finch,Arremon castaneiceps,passeriformes,passerellidae,arremon,"(Sclater, 1859)",3.8 years,"2,200 metres",Decreasing,Forest,Near Threatened,Olive Finch,https://www.iucnredlist.org/species/22721572/132010016
0,Chestnut-capped Brush-finch,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Chestnut-capped%20Brush-finch&searchType=species
0,Green-striped Brush-finch,Arremon virenticeps,passeriformes,passerellidae,arremon,"(Bonaparte, 1855)",3.5 years,"3,000 metres",Decreasing,Forest,Least Concern,"Green-striped Brush-finch, Green-striped Brush Finch, Green-striped Brush-Finch",https://www.iucnredlist.org/species/22721533/136957627
0,Costa Rican Brush-finch,Arremon costaricensis,passeriformes,passerellidae,arremon,"(Bangs, 1907)",2.4 years,"3,300 metres",Unknown,"Forest, Artificial/Terrestrial",Least Concern,Costa Rican Brush-finch,https://www.iucnredlist.org/species/22724923/136955934
0,Grey-browed Brush-finch,Arremon assimilis,passeriformes,passerellidae,arremon,"(Boissonneau, 1840)",3.8 years,"3,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Grey-browed Brush-finch,https://www.iucnredlist.org/species/22724905/104267109
0,Sierra Nevada Brush-finch,Arremon basilicus,passeriformes,passerellidae,arremon,"(Bangs, 1898)",3.8 years,"3,300 metres",Decreasing,Forest,Near Threatened,Sierra Nevada Brush-finch,https://www.iucnredlist.org/species/22724893/104267733
0,Perija Brush-finch,Arremon perijanus,passeriformes,passerellidae,arremon,"(Phelps, Sr and Gilliard, 1940)",3.8 years,"1,900 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Perija Brush-finch,https://www.iucnredlist.org/species/22724899/104268260
0,White-browed Brush-finch,Arremon torquatus,passeriformes,passerellidae,arremon,"(d'Orbigny & Lafresnaye, 1837)",3.8 years,"3,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,White-browed Brush-finch,https://www.iucnredlist.org/species/103769530/95076870
0,Black-headed Brush-finch,Arremon atricapillus,passeriformes,passerellidae,arremon,"(Lawrence, 1874)",3.8 years,"3,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Black-headed Brush-finch,https://www.iucnredlist.org/species/22724887/132030157
0,Caracas Brush-finch,Arremon phaeopleurus,passeriformes,passerellidae,arremon,"(Sclater, 1856)",3.8 years,"3,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Caracas Brush-finch,https://www.iucnredlist.org/species/22724911/104268558
0,Paria Brush-finch,Arremon phygas,passeriformes,passerellidae,arremon,"(Berlepsch, 1912)",3.8 years,,Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Paria Brush-finch,https://www.iucnredlist.org/species/22724917/104268890
0,Stripe-crowned Sparrow,Arremon dorbignii,passeriformes,passerellidae,arremon,"Sclater, 1856",3.8 years,"1,400 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Stripe-crowned Sparrow,https://www.iucnredlist.org/species/155185351/155636089
0,Saffron-billed Sparrow,Arremon flavirostris,passeriformes,passerellidae,arremon,"Swainson, 1838",3.8 years,"1,400 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Saffron-billed Sparrow,https://www.iucnredlist.org/species/155185342/155636080
0,Yellow-mandibled Sparrow,Arremon axillaris,passeriformes,passerellidae,arremon,"Sclater, 1855",3.8 years,"1,100 metres",Stable,Forest,Least Concern,Yellow-mandibled Sparrow,https://www.iucnredlist.org/species/103771596/104269347
0,Pectoral Sparrow,Arremon taciturnus,passeriformes,passerellidae,arremon,"(Hermann, 1783)",3.8 years,"1,100 metres",Stable,Forest,Least Concern,Pectoral Sparrow,https://www.iucnredlist.org/species/103771491/94709610
0,Half-collared Sparrow,Arremon semitorquatus,passeriformes,passerellidae,arremon,"Swainson, 1837",3.8 years,"1,000 metres",Decreasing,Forest,Least Concern,Half-collared Sparrow,https://www.iucnredlist.org/species/22729332/132033488
0,Sao Francisco Sparrow,Arremon franciscanus,passeriformes,passerellidae,arremon,"Raposo, 1997",3.8 years,,Decreasing,Shrubland,Near Threatened,"Sao Francisco Sparrow, São Francisco Sparrow",https://www.iucnredlist.org/species/22728418/94984346
0,Black-capped Sparrow,Arremon abeillei,passeriformes,passerellidae,arremon,"Lesson, 1844",3.8 years,800 metres,Decreasing,Forest,Least Concern,Black-capped Sparrow,https://www.iucnredlist.org/species/103771714/94709803
0,Maranon Sparrow,Arremon nigriceps,passeriformes,passerellidae,arremon,"Taczanowski, 1880",3.8 years,800 metres,Decreasing,Forest,Least Concern,Maranon Sparrow,https://www.iucnredlist.org/species/103771846/104277763
0,Orange-billed Sparrow,Arremon aurantiirostris,passeriformes,passerellidae,arremon,"Lafresnaye, 1847",3.3 years,"1,200 metres",Decreasing,"Forest, Shrubland",Least Concern,Orange-billed Sparrow,https://www.iucnredlist.org/species/22721367/137027956
0,Golden-winged Sparrow,Arremon schlegeli,passeriformes,passerellidae,arremon,"Bonaparte, 1851",3.8 years,"1,400 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Golden-winged Sparrow,https://www.iucnredlist.org/species/22721372/94709438
0,Collared Towhee,Pipilo ocai,passeriformes,passerellidae,pipilo,"(Lawrence, 1867)",2.8 years,"3,750 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Collared Towhee,https://www.iucnredlist.org/species/22721307/136952692
0,Green-tailed Towhee,Pipilo chlorurus,passeriformes,passerellidae,pipilo,"(Audubon, 1839)",2.82 years,,Stable,"Forest, Shrubland",Least Concern,Green-tailed Towhee,https://www.iucnredlist.org/species/22721304/136950106
0,Spotted Towhee,Pipilo maculatus,passeriformes,passerellidae,pipilo,"Swainson, 1827",3.36 years,"3,300 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Spotted Towhee,https://www.iucnredlist.org/species/103772680/138548877
0,Socorro Towhee,Pipilo socorroensis,passeriformes,passerellidae,pipilo,"Grayson, 1867",2.62 years,"3,300 metres",Decreasing,Shrubland,Endangered,Socorro Towhee,https://www.iucnredlist.org/species/103773037/179961716
0,Eastern Towhee,Pipilo erythrophthalmus,passeriformes,passerellidae,pipilo,"(Linnaeus, 1758)",3.09 years,"3,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Eastern Towhee,https://www.iucnredlist.org/species/22721310/136948895
