,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Berlepsch's Tinamou,Crypturellus berlepschi,struthioniformes,tinamidae,crypturellus,"Rothschild, 1897",6.8 years,500 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Berlepsch's Tinamou,https://www.iucnredlist.org/species/22678163/92759082
0,Cinereous Tinamou,Crypturellus cinereus,struthioniformes,tinamidae,crypturellus,"(Gmelin, 1789)",6.8 years,700 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Cinereous Tinamou,https://www.iucnredlist.org/species/22678166/92759241
0,Tepui Tinamou,Crypturellus ptaritepui,struthioniformes,tinamidae,crypturellus,"Zimmer & Phelps, 1945",6.8 years,"1,800 metres",Stable,Forest,Least Concern,"Tepui Tinamou, Tepuí Tinamou",https://www.iucnredlist.org/species/22678172/92759757
0,Little Tinamou,Crypturellus soui,struthioniformes,tinamidae,crypturellus,"(Hermann, 1783)",5.1 years,"2,000 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Little Tinamou,https://www.iucnredlist.org/species/22678169/136873223
0,Brown Tinamou,Crypturellus obsoletus,struthioniformes,tinamidae,crypturellus,"(Temminck, 1815)",6.8 years,"2,900 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Brown Tinamou,https://www.iucnredlist.org/species/22678176/92759944
0,Undulated Tinamou,Crypturellus undulatus,struthioniformes,tinamidae,crypturellus,"(Temminck, 1815)",6.8 years,900 metres,Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Undulated Tinamou,https://www.iucnredlist.org/species/22678182/92760164
0,Brazilian Tinamou,Crypturellus strigulosus,struthioniformes,tinamidae,crypturellus,"(Temminck, 1815)",6.8 years,500 metres,Decreasing,Forest,Least Concern,Brazilian Tinamou,https://www.iucnredlist.org/species/22678188/92760653
0,Grey-legged Tinamou,Crypturellus duidae,struthioniformes,tinamidae,crypturellus,"Zimmer, 1938",5.5 years,500 metres,Decreasing,"Forest, Savanna, Shrubland",Least Concern,"Grey-legged Tinamou, Gray-legged Tinamou",https://www.iucnredlist.org/species/22678213/179777501
0,Red-legged Tinamou,Crypturellus erythropus,struthioniformes,tinamidae,crypturellus,"(Pelzeln, 1863)",6.8 years,"1,700 metres",Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Red-legged Tinamou,https://www.iucnredlist.org/species/22729569/95231636
0,Yellow-legged Tinamou,Crypturellus noctivagus,struthioniformes,tinamidae,crypturellus,"(Wied, 1820)",6.8 years,700 metres,Decreasing,"Forest, Savanna, Shrubland",Near Threatened,Yellow-legged Tinamou,https://www.iucnredlist.org/species/22678217/92761578
0,Black-capped Tinamou,Crypturellus atrocapillus,struthioniformes,tinamidae,crypturellus,"(Tschudi, 1844)",5.8 years,900 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Black-capped Tinamou,https://www.iucnredlist.org/species/22678220/179819416
0,Western Thicket Tinamou,Crypturellus occidentalis,struthioniformes,tinamidae,crypturellus,"(Salvadori, 1985)",5.6 years,"1,850 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Western Thicket Tinamou,https://www.iucnredlist.org/species/61214775/163772348
0,Eastern Thicket Tinamou,Crypturellus cinnamomeus,struthioniformes,tinamidae,crypturellus,"(Lesson, 1842)",5.61 years,"1,850 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Eastern Thicket Tinamou,https://www.iucnredlist.org/species/61214753/163771920
0,Pale-browed Tinamou,Crypturellus transfasciatus,struthioniformes,tinamidae,crypturellus,"(Sclater & Salvin, 1878)",5.0 years,"1,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,Pale-browed Tinamou,https://www.iucnredlist.org/species/22678185/136903049
0,Slaty-breasted Tinamou,Crypturellus boucardi,struthioniformes,tinamidae,crypturellus,"(Sclater, 1859)",6.8 years,"1,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Slaty-breasted Tinamou,https://www.iucnredlist.org/species/22678191/92760820
0,Choco Tinamou,Crypturellus kerriae,struthioniformes,tinamidae,crypturellus,"(Chapman, 1915)",6.8 years,"1,500 metres",Decreasing,Forest,Vulnerable,"Choco Tinamou, Chocó Tinamou",https://www.iucnredlist.org/species/22678194/92761019
0,Variegated Tinamou,Crypturellus variegatus,struthioniformes,tinamidae,crypturellus,"(Gmelin, 1789)",6.8 years,"1,300 metres",Decreasing,Forest,Least Concern,Variegated Tinamou,https://www.iucnredlist.org/species/22678223/92762055
0,Rusty Tinamou,Crypturellus brevirostris,struthioniformes,tinamidae,crypturellus,"(Pelzeln, 1863)",6.8 years,500 metres,Decreasing,Forest,Least Concern,Rusty Tinamou,https://www.iucnredlist.org/species/22678226/92762278
0,Bartlett's Tinamou,Crypturellus bartletti,struthioniformes,tinamidae,crypturellus,"(Sclater & Salvin, 1873)",6.8 years,500 metres,Decreasing,Forest,Least Concern,Bartlett's Tinamou,https://www.iucnredlist.org/species/22678229/92762469
0,Barred Tinamou,Crypturellus casiquiare,struthioniformes,tinamidae,crypturellus,"(Chapman, 1929)",6.8 years,200 metres,Decreasing,Forest,Least Concern,Barred Tinamou,https://www.iucnredlist.org/species/22678235/130021978
0,Small-billed Tinamou,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Small-billed%20Tinamou&searchType=species
0,Tataupa Tinamou,Crypturellus tataupa,struthioniformes,tinamidae,crypturellus,"(Temminck, 1815)",6.8 years,"1,400 metres",Decreasing,Forest,Least Concern,Tataupa Tinamou,https://www.iucnredlist.org/species/22678238/130022788
0,Red-winged Tinamou,Rhynchotus rufescens,struthioniformes,tinamidae,rhynchotus,"(Temminck, 1815)",6.43 years,"2,500 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Red-winged Tinamou,https://www.iucnredlist.org/species/22733941/191566346
0,Huayco Tinamou,Rhynchotus maculicollis,struthioniformes,tinamidae,rhynchotus,"G.R. Gray, 1867",6.8 years,"3,050 metres",Decreasing,"Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Huayco Tinamou,https://www.iucnredlist.org/species/22733250/95055784
0,Taczanowski's Tinamou,Nothoprocta taczanowskii,struthioniformes,tinamidae,nothoprocta,"Sclater & Salvin, 1875",6.8 years,"4,000 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Vulnerable,Taczanowski's Tinamou,https://www.iucnredlist.org/species/22678246/131106939
0,Ornate Tinamou,Nothoprocta ornata,struthioniformes,tinamidae,nothoprocta,"(Gray, 1867)",6.8 years,"4,800 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Ornate Tinamou,https://www.iucnredlist.org/species/22678254/92763523
0,Chilean Tinamou,Nothoprocta perdicaria,struthioniformes,tinamidae,nothoprocta,"(Kittlitz, 1830)",6.8 years,"2,000 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Chilean Tinamou,https://www.iucnredlist.org/species/22678265/132048936
0,Brushland Tinamou,Nothoprocta cinerascens,struthioniformes,tinamidae,nothoprocta,"(Burmeister, 1860)",6.8 years,"2,000 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Brushland Tinamou,https://www.iucnredlist.org/species/22678262/92763901
0,Andean Tinamou,Nothoprocta pentlandii,struthioniformes,tinamidae,nothoprocta,"(Gray, 1867)",6.8 years,"4,000 metres",Stable,"Shrubland, Artificial/Terrestrial",Least Concern,Andean Tinamou,https://www.iucnredlist.org/species/22678259/92763713
0,Curve-billed Tinamou,Nothoprocta curvirostris,struthioniformes,tinamidae,nothoprocta,"Sclater & Salvin, 1873",6.8 years,"3,700 metres",Stable,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Curve-billed Tinamou,https://www.iucnredlist.org/species/22678268/92764282
0,White-bellied Nothura,Nothura boraquira,struthioniformes,tinamidae,nothura,"(Spix, 1825)",6.8 years,500 metres,Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,White-bellied Nothura,https://www.iucnredlist.org/species/22678283/92765354
0,Lesser Nothura,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Lesser%20Nothura&searchType=species
0,Darwin's Nothura,Nothura darwinii,struthioniformes,tinamidae,nothura,"Gray, 1867",6.8 years,"4,300 metres",Increasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,Darwin's Nothura,https://www.iucnredlist.org/species/22678271/92764444
0,Spotted Nothura,Nothura maculosa,struthioniformes,tinamidae,nothura,"(Temminck, 1815)",6.8 years,"2,300 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Spotted Nothura,https://www.iucnredlist.org/species/154589710/154590418
0,Dwarf Tinamou,Taoniscus nanus,struthioniformes,tinamidae,taoniscus,"(Temminck, 1815)",6.8 years,"1,000 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Endangered,Dwarf Tinamou,https://www.iucnredlist.org/species/22678286/142255701
0,Elegant Crested Tinamou,Eudromia elegans,struthioniformes,tinamidae,eudromia,"Geoffroy Saint-Hilaire, 1832",6.8 years,"2,500 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Elegant Crested Tinamou, Elegant Crested Tinamou, Elegant Crested-Tinamou",https://www.iucnredlist.org/species/22678289/92765892
0,Quebracho Crested Tinamou,Eudromia formosa,struthioniformes,tinamidae,eudromia,"(Lillo, 1905)",6.8 years,500 metres,Decreasing,"Forest, Savanna",Least Concern,"Quebracho Crested Tinamou, Quebracho Crested Tinamou, Quebracho Crested-Tinamou",https://www.iucnredlist.org/species/22678294/92766095
0,Puna Tinamou,Tinamotis pentlandii,struthioniformes,tinamidae,tinamotis,"Vigors, 1837",6.8 years,"5,300 metres",Stable,"Shrubland, Grassland",Least Concern,Puna Tinamou,https://www.iucnredlist.org/species/22678299/92766253
0,Patagonian Tinamou,Tinamotis ingoufi,struthioniformes,tinamidae,tinamotis,"Oustalet, 1890",6.8 years,800 metres,Stable,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Patagonian Tinamou,https://www.iucnredlist.org/species/22678302/92766436
0,Southern Cassowary,Casuarius casuarius,struthioniformes,casuariidae,casuarius,"(Linnaeus, 1758)",12.5 years,"1,400 metres",Decreasing,"Forest, Savanna",Least Concern,Southern Cassowary,https://www.iucnredlist.org/species/22678108/131902050
0,Dwarf Cassowary,Casuarius bennetti,struthioniformes,casuariidae,casuarius,"Gould, 1857",11.3 years,"3,600 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Dwarf Cassowary,https://www.iucnredlist.org/species/22678111/92755192
0,Northern Cassowary,Casuarius unappendiculatus,struthioniformes,casuariidae,casuarius,"Blyth, 1860",10 years,700 metres,Decreasing,Forest,Least Concern,Northern Cassowary,https://www.iucnredlist.org/species/22678114/118134784
0,Common Emu,Dromaius novaehollandiae,struthioniformes,casuariidae,dromaius,"(Latham, 1790)",10.5 years,"1,600 metres",Stable,"Savanna, Shrubland, Grassland",Least Concern,"Common Emu, Emu",https://www.iucnredlist.org/species/22678117/131902466
0,King Island Emu,Dromaius minor,struthioniformes,casuariidae,dromaius,"Spencer, 1906",10.5 years,,Unspecified,Savanna,Extinct,King Island Emu,https://www.iucnredlist.org/species/22728643/94992893
0,Kangaroo Island Emu,Dromaius baudinianus,struthioniformes,casuariidae,dromaius,"S. A. Parker, 1984",10.5 years,,Unspecified,Forest,Extinct,Kangaroo Island Emu,https://www.iucnredlist.org/species/22724449/94867311
0,Great Spotted Kiwi,Apteryx haastii,struthioniformes,apterygidae,apteryx,"Potts, 1872",20 years,"1,600 metres",Decreasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Vulnerable,Great Spotted Kiwi,https://www.iucnredlist.org/species/22678132/92756666
0,Little Spotted Kiwi,,struthioniformes,apterygidae,apteryx,,9 years,700 metres,Increasing,"Forest, Shrubland, Grassland",Near Threatened,,https://www.iucnredlist.org/species/22678129/92756395
0,North Island Brown Kiwi,Apteryx mantelli,struthioniformes,apterygidae,apteryx,"Bartlett, 1851",8.8 years,"1,000 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Vulnerable,"North Island Brown Kiwi, Brown kiwi, Northern Brown Kiwi",https://www.iucnredlist.org/species/45353580/119177586
0,Southern Brown Kiwi,,,,,"Shaw, 1813",20 years,"1,500 metres",Decreasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Vulnerable,Southern Brown Kiwi,https://www.iucnredlist.org/species/22678122/155418586
0,Okarito Kiwi,Apteryx rowi,struthioniformes,apterygidae,apteryx,"Tennyson, Palma, Robertson, Worthy & Gill, 2003",10.45 years,"1,000 metres",Increasing,Forest,Vulnerable,"Okarito Kiwi, Okarito Brown Kiwi",https://www.iucnredlist.org/species/22732871/180757495
0,Australian Brush-turkey,Alectura lathami,galliformes,megapodiidae,alectura,"Gray, 1831",13.5 years,,Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,"Australian Brush-turkey, Australian Brushturkey",https://www.iucnredlist.org/species/22678551/131902671
0,Wattled Brush-turkey,Aepypodius arfakianus,galliformes,megapodiidae,aepypodius,"(Salvadori, 1877)",13.5 years,"2,800 metres",Stable,Forest,Least Concern,"Wattled Brush-turkey, Wattled Brushturkey",https://www.iucnredlist.org/species/22678555/92778438
0,Waigeo Brush-turkey,Aepypodius bruijnii,galliformes,megapodiidae,aepypodius,"(Oustalet, 1880)",8.42 years,970 metres,Decreasing,Forest,Endangered,"Waigeo Brush-turkey, Waigeo Brush-turkey, Waigeo Brushturkey",https://www.iucnredlist.org/species/22678559/188436669
0,Red-billed Brush-turkey,Talegalla cuvieri,galliformes,megapodiidae,talegalla,"Lesson, 1828",7.83 years,"1,600 metres",Decreasing,Forest,Least Concern,"Red-billed Brush-turkey, Red-billed Brushturkey",https://www.iucnredlist.org/species/22678564/192450192
0,Black-billed Brush-turkey,Talegalla fuscirostris,galliformes,megapodiidae,talegalla,"Salvadori, 1877",13.5 years,800 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Black-billed Brush-turkey, Black-billed Brushturkey",https://www.iucnredlist.org/species/22678568/92779092
0,Collared Brush-turkey,Talegalla jobiensis,galliformes,megapodiidae,talegalla,"Meyer, 1874",13.5 years,"1,800 metres",Decreasing,Forest,Least Concern,"Collared Brush-turkey, Collared Brushturkey",https://www.iucnredlist.org/species/22678572/92779263
0,Malleefowl,Leipoa ocellata,galliformes,megapodiidae,leipoa,"Gould, 1840",16.8 years,,Decreasing,"Forest, Savanna, Shrubland",Vulnerable,Malleefowl,https://www.iucnredlist.org/species/22678646/92782728
0,Maleo,Macrocephalon maleo,galliformes,megapodiidae,macrocephalon,"Müller, 1846",10.8 years,"1,065 metres",Decreasing,"Forest, Wetlands (inland), Marine Intertidal",Critically Endangered,"Maleo, Gray's Brush-turkey, Maleo Megapode",https://www.iucnredlist.org/species/22678576/194673255
0,Moluccan Scrubfowl,Eulipoa wallacei,galliformes,megapodiidae,eulipoa,"(Gray, 1860)",7 years,"2,000 metres",Decreasing,"Forest, Marine Intertidal",Vulnerable,"Moluccan Scrubfowl, Moluccan Scrubfowl",https://www.iucnredlist.org/species/22678632/195133155
0,Nicobar Scrubfowl,Megapodius nicobariensis,galliformes,megapodiidae,megapodius,"Blyth, 1846",6.8 years,600 metres,Stable,Forest,Vulnerable,"Nicobar Scrubfowl, Nicobar Scrubfowl",https://www.iucnredlist.org/species/22678583/195335202
0,Philippine Scrubfowl,Megapodius cumingii,galliformes,megapodiidae,megapodius,"Dillwyn, 1853",8 years,"2,100 metres",Decreasing,"Forest, Shrubland, Marine Intertidal",Least Concern,"Philippine Scrubfowl, Philippine Megapode, Tabon Scrubfowl",https://www.iucnredlist.org/species/22678588/195820544
0,Sula Scrubfowl,Megapodius bernsteinii,galliformes,megapodiidae,megapodius,"Schlegel, 1866",6.7 years,450 metres,Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Vulnerable,"Sula Scrubfowl, Sula Scrubfowl",https://www.iucnredlist.org/species/22678593/195438398
0,Tanimbar Scrubfowl,Megapodius tenimberensis,galliformes,megapodiidae,megapodius,"P.L. Sclater, 1883",4 years,,Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Tanimbar Scrubfowl,https://www.iucnredlist.org/species/22732420/156285707
0,Vanuatu Scrubfowl,Megapodius layardi,galliformes,megapodiidae,megapodius,"Tristram, 1879",4 years,800 metres,Decreasing,Forest,Vulnerable,"Vanuatu Scrubfowl, New Hebrides Scrubfowl, Vanuatu Scrubfowl",https://www.iucnredlist.org/species/22678615/92781287
0,Micronesian Scrubfowl,Megapodius laperouse,galliformes,megapodiidae,megapodius,"Gaimard, 1823",5.35 years,50 metres,Unknown,"Forest, Shrubland, Marine Coastal/Supratidal, Artificial/Terrestrial",Near Threatened,"Micronesian Scrubfowl, Mariana Megapode, Marianas Scrubfowl, Megapode Scrubfowl, Micronesian Megapode, Palau Scriubfowl",https://www.iucnredlist.org/species/22678620/191672833
0,Tongan Scrubfowl,Megapodius pritchardii,galliformes,megapodiidae,megapodius,"Gray, 1864",4 years,50 metres,Increasing,"Forest, Wetlands (inland), Marine Intertidal",Vulnerable,"Tongan Scrubfowl, Nevafou Megapode, Niaufoou Scrubfowl, Polynesian Scrubfowl, Tongan Megapode",https://www.iucnredlist.org/species/22678625/156113936
0,Dusky Scrubfowl,Megapodius freycinet,galliformes,megapodiidae,megapodius,"Gaimard, 1823",5.36 years,450 metres,Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Dusky Scrubfowl,https://www.iucnredlist.org/species/22678602/196317346
0,Biak Scrubfowl,Megapodius geelvinkianus,galliformes,megapodiidae,megapodius,"Meyer, 1874",5.43 years,450 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Near Threatened,Biak Scrubfowl,https://www.iucnredlist.org/species/22728514/194262692
0,New Guinea Scrubfowl,Megapodius decollatus,galliformes,megapodiidae,megapodius,"Oustalet, 1878",4 years,"2,950 metres",Stable,Forest,Least Concern,"New Guinea Scrubfowl, New Guinea Scrubfowl",https://www.iucnredlist.org/species/22678607/92780941
0,Melanesian Scrubfowl,Megapodius eremita,galliformes,megapodiidae,megapodius,"Hartlaub, 1867",4 years,"1,500 metres",Decreasing,"Forest, Marine Intertidal",Least Concern,"Melanesian Scrubfowl, Melanesian Scrubfowl",https://www.iucnredlist.org/species/22678611/132049670
0,Orange-footed Scrubfowl,Megapodius reinwardt,galliformes,megapodiidae,megapodius,"Dumont, 1823",4 years,"1,900 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Orange-footed Scrubfowl, Orange-footed Scrubfowl, Scrubfowl",https://www.iucnredlist.org/species/22734302/95081879
0,Black Guan,Chamaepetes unicolor,galliformes,cracidae,chamaepetes,"Salvin, 1867",7.6 years,"2,250 metres",Decreasing,Forest,Least Concern,Black Guan,https://www.iucnredlist.org/species/22678443/163464474
0,Sickle-winged Guan,Chamaepetes goudotii,galliformes,cracidae,chamaepetes,"(Lesson, 1828)",5.7 years,"3,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Sickle-winged Guan,https://www.iucnredlist.org/species/22678446/92774138
0,Highland Guan,Penelopina nigra,galliformes,cracidae,penelopina,"(Fraser, 1852)",7.51 years,"3,300 metres",Decreasing,Forest,Vulnerable,Highland Guan,https://www.iucnredlist.org/species/22678449/177946411
0,Band-tailed Guan,Penelope argyrotis,galliformes,cracidae,penelope,"(Bonaparte, 1856)",5.7 years,"2,400 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Band-tailed Guan,https://www.iucnredlist.org/species/22678354/92769048
0,Bearded Guan,Penelope barbata,galliformes,cracidae,penelope,"Chapman, 1921",5.7 years,"3,200 metres",Decreasing,Forest,Near Threatened,Bearded Guan,https://www.iucnredlist.org/species/22678357/136646577
0,Baudo Guan,Penelope ortoni,galliformes,cracidae,penelope,"Salvin, 1874",5.7 years,"1,500 metres",Decreasing,Forest,Endangered,"Baudo Guan, Baudó Guan",https://www.iucnredlist.org/species/22678360/136649810
0,Andean Guan,Penelope montagnii,galliformes,cracidae,penelope,"(Bonaparte, 1856)",5.7 years,"3,450 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Andean Guan,https://www.iucnredlist.org/species/22678364/92769891
0,Marail Guan,Penelope marail,galliformes,cracidae,penelope,"(Müller, 1776)",5.7 years,700 metres,Decreasing,Forest,Least Concern,Marail Guan,https://www.iucnredlist.org/species/22678367/92770105
0,Rusty-margined Guan,Penelope superciliaris,galliformes,cracidae,penelope,"Temminck, 1815",6.31 years,"1,100 metres",Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Near Threatened,Rusty-margined Guan,https://www.iucnredlist.org/species/22678370/195175974
0,Red-faced Guan,Penelope dabbenei,galliformes,cracidae,penelope,"Hellmayr & Conover, 1942",5.7 years,"2,500 metres",Decreasing,Forest,Least Concern,Red-faced Guan,https://www.iucnredlist.org/species/22678373/92770503
0,Spix's Guan,Penelope jacquacu,galliformes,cracidae,penelope,"Spix, 1825",5.7 years,"1,800 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Spix's Guan,https://www.iucnredlist.org/species/22678386/92771552
0,Crested Guan,Penelope purpurascens,galliformes,cracidae,penelope,"Wagler, 1830",8.0 years,"2,000 metres",Decreasing,Forest,Near Threatened,Crested Guan,https://www.iucnredlist.org/species/22678376/137687015
0,Cauca Guan,Penelope perspicax,galliformes,cracidae,penelope,"Bangs, 1911",7.7 years,"2,150 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Cauca Guan,https://www.iucnredlist.org/species/22678379/188319595
0,White-winged Guan,Penelope albipennis,galliformes,cracidae,penelope,"Taczanowski, 1878",5.7 years,"1,385 metres",Stable,Forest,Endangered,White-winged Guan,https://www.iucnredlist.org/species/22678382/131447454
0,Dusky-legged Guan,Penelope obscura,galliformes,cracidae,penelope,"Temminck, 1815",5.7 years,"2,200 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Dusky-legged Guan,https://www.iucnredlist.org/species/22678389/92771775
0,White-crested Guan,Penelope pileata,galliformes,cracidae,penelope,"Wagler, 1830",7.19 years,800 metres,Decreasing,"Forest, Savanna, Artificial/Terrestrial",Vulnerable,White-crested Guan,https://www.iucnredlist.org/species/22678392/192636909
0,Chestnut-bellied Guan,Penelope ochrogaster,galliformes,cracidae,penelope,"Pelzeln, 1870",7.68 years,,Decreasing,"Forest, Savanna",Vulnerable,Chestnut-bellied Guan,https://www.iucnredlist.org/species/22678395/193448118
0,White-browed Guan,Penelope jacucaca,galliformes,cracidae,penelope,"Spix, 1825",5.7 years,"1,600 metres",Decreasing,"Forest, Savanna",Vulnerable,White-browed Guan,https://www.iucnredlist.org/species/22678398/92772529
0,Trinidad Piping-guan,Pipile pipile,galliformes,cracidae,pipile,"(Jacquin, 1784)",8.5 years,900 metres,Increasing,"Forest, Artificial/Terrestrial",Critically Endangered,"Trinidad Piping-guan, Common Piping Guan, Trinidad Piping-Guan, Trinidad White-headed Curassow, Trinidad White-headed Piping Guan",https://www.iucnredlist.org/species/22678401/177972653
0,Blue-throated Piping-guan,Pipile cumanensis,galliformes,cracidae,pipile,"(Jacquin, 1784)",5.7 years,"1,100 metres",Decreasing,"Forest, Savanna, Wetlands (inland)",Least Concern,"Blue-throated Piping-guan, Blue-throated Piping-Guan",https://www.iucnredlist.org/species/22727323/94946598
0,White-throated Piping-guan,Pipile grayi,galliformes,cracidae,pipile,"(Pelzeln, 1870)",7.7 years,"1,100 metres",Decreasing,"Forest, Savanna, Wetlands (inland)",Near Threatened,White-throated Piping-guan,https://www.iucnredlist.org/species/22727333/197503950
0,Red-throated Piping-guan,Pipile cujubi,galliformes,cracidae,pipile,"(Pelzeln, 1858)",7.7 years,700 metres,Decreasing,Forest,Vulnerable,"Red-throated Piping-guan, Red-throated Piping-Guan",https://www.iucnredlist.org/species/22678422/194242016
0,Black-fronted Piping-guan,Pipile jacutinga,galliformes,cracidae,pipile,"(Spix, 1825)",5.7 years,900 metres,Decreasing,"Forest, Wetlands (inland)",Endangered,"Black-fronted Piping-guan, Black Fronted Curassow, Black-fronted Piping Guan, Black-fronted Piping-Guan",https://www.iucnredlist.org/species/22678429/132049346
