,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,New Britain Thrush,Zoothera talaseae,passeriformes,turdidae,zoothera,"(Rothschild & Hartert, 1926)",3 years,"2,200 metres",Stable,Forest,Least Concern,New Britain Thrush,https://www.iucnredlist.org/species/103879758/177348961
0,Bougainville Thrush,Zoothera atrigena,passeriformes,turdidae,zoothera,"Ripley & Hadden, 1982",3 years,"1,500 metres",Decreasing,Forest,Near Threatened,Bougainville Thrush,https://www.iucnredlist.org/species/103879831/104353713
0,Bonin Thrush,Zoothera terrestris,passeriformes,turdidae,zoothera,"(Kittlitz, 1831)",3 years,,Unspecified,Forest,Extinct,Bonin Thrush,https://www.iucnredlist.org/species/22708535/94163698
