,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Lesser Woodcreeper,Xiphorhynchus fuscus,passeriformes,furnariidae,xiphorhynchus,"(Vieillot, 1818)",4.8 years,"1,300 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Lesser Woodcreeper,https://www.iucnredlist.org/species/103669772/93907226
0,Chestnut-rumped Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Chestnut-rumped%20Woodcreeper&searchType=species
0,Ocellated Woodcreeper,Xiphorhynchus ocellatus,passeriformes,furnariidae,xiphorhynchus,"(Spix, 1824)",4.8 years,500 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Ocellated Woodcreeper,https://www.iucnredlist.org/species/103669826/118548493
0,Line-crowned Woodcreeper,Xiphorhynchus beauperthuysii,passeriformes,furnariidae,xiphorhynchus,"(Pucheran & Lafresnaye, 1850)",4.8 years,500 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Line-crowned Woodcreeper,https://www.iucnredlist.org/species/103669951/112377362
0,Tschudi's Woodcreeper,Xiphorhynchus chunchotambo,passeriformes,furnariidae,xiphorhynchus,"(von Tschudi, 1844)",4.8 years,500 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Tschudi's Woodcreeper,https://www.iucnredlist.org/species/103670009/112378014
0,Elegant Woodcreeper,Xiphorhynchus elegans,passeriformes,furnariidae,xiphorhynchus,"(Pelzeln, 1868)",4.8 years,"1,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Elegant Woodcreeper,https://www.iucnredlist.org/species/22703121/130284868
0,Spix's Woodcreeper,Xiphorhynchus spixii,passeriformes,furnariidae,xiphorhynchus,"(Lesson, 1830)",4.8 years,600 metres,Decreasing,Forest,Least Concern,Spix's Woodcreeper,https://www.iucnredlist.org/species/22703118/130284616
0,Cocoa Woodcreeper,Xiphorhynchus susurrans,passeriformes,furnariidae,xiphorhynchus,"(Jardine, 1847)",3.3 years,"2,400 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Cocoa Woodcreeper,https://www.iucnredlist.org/species/22729055/138229608
0,Buff-throated Woodcreeper,Xiphorhynchus guttatus,passeriformes,furnariidae,xiphorhynchus,"(Lichtenstein, 1820)",4.5 years,800 metres,Decreasing,"Forest, Savanna, Artificial/Terrestrial",Least Concern,Buff-throated Woodcreeper,https://www.iucnredlist.org/species/103670045/95076630
0,Lafresnaye's Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Lafresnaye%27s%20Woodcreeper&searchType=species
0,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,passeriformes,furnariidae,xiphorhynchus,"Swainson, 1827",3.0 years,"1,500 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Ivory-billed Woodcreeper, Ivory-billed Woodcreeper",https://www.iucnredlist.org/species/22703136/138228672
0,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,passeriformes,furnariidae,xiphorhynchus,"(Lawrence, 1862)",4.3 years,"1,500 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Black-striped Woodcreeper,https://www.iucnredlist.org/species/22703140/140068061
0,Northern Spotted Woodcreeper,Xiphorhynchus erythropygius,passeriformes,furnariidae,xiphorhynchus,"(Sclater, 1859)",3.2 years,"2,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Northern Spotted Woodcreeper,https://www.iucnredlist.org/species/103670271/140443008
0,Southern Spotted Woodcreeper,Xiphorhynchus aequatorialis,passeriformes,furnariidae,xiphorhynchus,"(von Berlepsch & Taczanowski, 1884)",2.7 years,"2,200 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Southern Spotted Woodcreeper,https://www.iucnredlist.org/species/103670275/140444245
0,Olive-backed Woodcreeper,Xiphorhynchus triangularis,passeriformes,furnariidae,xiphorhynchus,"(Lafresnaye, 1842)",4.8 years,"2,400 metres",Decreasing,Forest,Least Concern,Olive-backed Woodcreeper,https://www.iucnredlist.org/species/22703146/130286041
0,Straight-billed Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Straight-billed%20Woodcreeper&searchType=species
0,Zimmer's Woodcreeper,Dendroplex kienerii,passeriformes,furnariidae,dendroplex,"(Zimmer, 1934)",4.8 years,200 metres,Decreasing,"Forest, Wetlands (inland)",Near Threatened,Zimmer's Woodcreeper,https://www.iucnredlist.org/species/22703103/110909588
0,Black-billed Scythebill,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Black-billed%20Scythebill&searchType=species
0,Brown-billed Scythebill,Campylorhamphus pusillus,passeriformes,furnariidae,campylorhamphus,"(Sclater, 1860)",2.9 years,"2,200 metres",Decreasing,Forest,Least Concern,Brown-billed Scythebill,https://www.iucnredlist.org/species/22703191/138225438
0,Red-billed Scythebill,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Red-billed%20Scythebill&searchType=species
0,Curve-billed Scythebill,Campylorhamphus procurvoides,passeriformes,furnariidae,campylorhamphus,"(Lafresnaye, 1850)",4 years,700 metres,Decreasing,Forest,Least Concern,Curve-billed Scythebill,https://www.iucnredlist.org/species/103670311/93908564
0,Tapajos Scythebill,Campylorhamphus probatus,passeriformes,furnariidae,campylorhamphus,"Zimmer, 1934",4 years,700 metres,Decreasing,Forest,Least Concern,Tapajos Scythebill,https://www.iucnredlist.org/species/103670340/112318880
0,Xingu Scythebill,Campylorhamphus multostriatus,passeriformes,furnariidae,campylorhamphus,"(E. Snethlage, 1907)",3.61 years,700 metres,Decreasing,Forest,Near Threatened,Xingu Scythebill,https://www.iucnredlist.org/species/103670382/199588470
0,Greater Scythebill,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Greater%20Scythebill&searchType=species
0,Scimitar-billed Woodcreeper,Drymornis bridgesii,passeriformes,furnariidae,drymornis,"(Eyton, 1849)",4.6 years,"1,000 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Scimitar-billed Woodcreeper,https://www.iucnredlist.org/species/22703046/110879129
0,Narrow-billed Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Narrow-billed%20Woodcreeper&searchType=species
0,Lineated Woodcreeper,Lepidocolaptes albolineatus,passeriformes,furnariidae,lepidocolaptes,"(Lafresnaye, 1846)",4.1 years,"1,100 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Lineated Woodcreeper,https://www.iucnredlist.org/species/103670471/93907411
0,Duida Woodcreeper,Lepidocolaptes duidae,passeriformes,furnariidae,lepidocolaptes,"J.T. Zimmer, 1934",4.1 years,"1,100 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Duida Woodcreeper,https://www.iucnredlist.org/species/103670608/104052119
0,Dusky-capped Woodcreeper,Lepidocolaptes fuscicapillus,passeriformes,furnariidae,lepidocolaptes,"(von Pelzeln, 1868)",4.1 years,"1,100 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Dusky-capped Woodcreeper,https://www.iucnredlist.org/species/103670637/104052365
0,Inambari Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Inambari%20Woodcreeper&searchType=species
0,Streak-headed Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Streak-headed%20Woodcreeper&searchType=species
0,Scaled Woodcreeper,Lepidocolaptes squamatus,passeriformes,furnariidae,lepidocolaptes,"(Lichtenstein, 1822)",4.1 years,"1,600 metres",Decreasing,"Forest, Savanna",Least Concern,"Scaled Woodcreeper, Scalloped Woodcreeper",https://www.iucnredlist.org/species/22733742/95063884
0,Scalloped Woodcreeper,Lepidocolaptes falcinellus,passeriformes,furnariidae,lepidocolaptes,"(Cabanis & Heine, 1859)",4.1 years,"1,600 metres",Stable,Forest,Least Concern,Scalloped Woodcreeper,https://www.iucnredlist.org/species/22733748/111150308
0,Montane Woodcreeper,Lepidocolaptes lacrymiger,passeriformes,furnariidae,lepidocolaptes,"(Des Murs, 1849)",4.1 years,"3,000 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Montane Woodcreeper, Montane Woodcreeper ",https://www.iucnredlist.org/species/22733132/95054686
0,White-striped Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=White-striped%20Woodcreeper&searchType=species
0,Northern Spot-crowned Woodcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Northern%20Spot-crowned%20Woodcreeper&searchType=species
0,Southern Spot-crowned Woodcreeper,Lepidocolaptes neglectus,passeriformes,furnariidae,lepidocolaptes,"(Ridgway, 1909)",4.1 years,"3,100 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Southern Spot-crowned Woodcreeper,https://www.iucnredlist.org/species/103670743/112319855
0,Plain Xenops,Xenops genibarbis,passeriformes,furnariidae,xenops,"Illiger, 1811",2.1 years,"1,500 metres",Decreasing,Forest,Least Concern,Plain Xenops,https://www.iucnredlist.org/species/103670758/140197097
0,White-throated Xenops,Xenops minutus,passeriformes,furnariidae,xenops,"(Sparrman, 1788)",2.9 years,"1,500 metres",Decreasing,Forest,Least Concern,White-throated Xenops,https://www.iucnredlist.org/species/103670750/112378962
0,Streaked Xenops,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Streaked%20Xenops&searchType=species
0,Slender-billed Xenops,Xenops tenuirostris,passeriformes,furnariidae,xenops,"Pelzeln, 1859",2.9 years,"1,500 metres",Stable,Forest,Least Concern,Slender-billed Xenops,https://www.iucnredlist.org/species/22702992/130280465
0,Palmcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Palmcreeper&searchType=species
0,Rufous-tailed Xenops,Microxenops milleri,passeriformes,furnariidae,microxenops,"(Chapman, 1914)",2.9 years,"1,000 metres",Stable,Forest,Least Concern,Rufous-tailed Xenops,https://www.iucnredlist.org/species/22702984/93898207
0,White-throated Treerunner,Pygarrhichas albogularis,passeriformes,furnariidae,pygarrhichas,"(King, 1831)",3.8 years,"1,200 metres",Decreasing,Forest,Least Concern,White-throated Treerunner,https://www.iucnredlist.org/species/22703004/130281335
0,Rock Earthcreeper,Ochetorhynchus andaecola,passeriformes,furnariidae,ochetorhynchus,"(d'Orbigny & Lafresnaye, 1838)",3.8 years,"4,500 metres",Decreasing,"Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Rock Earthcreeper,https://www.iucnredlist.org/species/22702046/93858235
0,Crag Earthcreeper,Ochetorhynchus melanurus,passeriformes,furnariidae,ochetorhynchus,"(Gray, 1846)",3.8 years,"3,000 metres",Stable,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,"Crag Earthcreeper, Crag Chilia",https://www.iucnredlist.org/species/22702120/93861147
0,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,passeriformes,furnariidae,ochetorhynchus,"Meyen, 1834",3.8 years,"4,300 metres",Decreasing,"Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Straight-billed Earthcreeper,https://www.iucnredlist.org/species/22702034/93858057
0,Band-tailed Earthcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Band-tailed%20Earthcreeper&searchType=species
0,Buffy Tuftedcheek,Pseudocolaptes lawrencii,passeriformes,furnariidae,pseudocolaptes,"Ridgway, 1878",4.7 years,"3,000 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Buffy Tuftedcheek,https://www.iucnredlist.org/species/22702746/140430242
0,Pacific Tuftedcheek,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Pacific%20Tuftedcheek&searchType=species
0,Streaked Tuftedcheek,Pseudocolaptes boissonneauii,passeriformes,furnariidae,pseudocolaptes,"(Lafresnaye, 1840)",4.3 years,"3,500 metres",Stable,Forest,Least Concern,Streaked Tuftedcheek,https://www.iucnredlist.org/species/22702751/93888815
0,Rusty-winged Barbtail,Premnornis guttuliger,passeriformes,furnariidae,premnornis,"(Sclater, 1864)",3.8 years,"2,750 metres",Stable,Forest,Least Concern,Rusty-winged Barbtail,https://www.iucnredlist.org/species/22702698/93886782
0,Bolivian Earthcreeper,Tarphonomus harterti,passeriformes,furnariidae,tarphonomus,"(Berlepsch, 1892)",3.8 years,"2,960 metres",Decreasing,Shrubland,Least Concern,Bolivian Earthcreeper,https://www.iucnredlist.org/species/22702012/93857725
0,Chaco Earthcreeper,Tarphonomus certhioides,passeriformes,furnariidae,tarphonomus,"(D'Orbigny & Lafresnaye, 1838)",3.8 years,"1,800 metres",Stable,"Savanna, Shrubland",Least Concern,Chaco Earthcreeper,https://www.iucnredlist.org/species/22702023/93857886
0,Pale-billed Hornero,Furnarius torridus,passeriformes,furnariidae,furnarius,"Sclater & Salvin, 1866",4.4 years,300 metres,Decreasing,"Forest, Wetlands (inland)",Least Concern,"Pale-billed Hornero, Bay Hornero",https://www.iucnredlist.org/species/22702140/93861663
0,Wing-banded Hornero,Furnarius figulus,passeriformes,furnariidae,furnarius,"(Lichtenstein, 1823)",4.4 years,900 metres,Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Wing-banded Hornero, Band-tailed Hornero",https://www.iucnredlist.org/species/22702131/110865559
0,Pale-legged Hornero,Furnarius leucopus,passeriformes,furnariidae,furnarius,"Swainson, 1837",4.4 years,"2,700 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Pale-legged Hornero,https://www.iucnredlist.org/species/103670881/95026700
0,Caribbean Hornero,Furnarius longirostris,passeriformes,furnariidae,furnarius,"von Pelzeln, 1856",4.4 years,"2,700 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Caribbean Hornero,https://www.iucnredlist.org/species/103670838/112321028
0,Pacific Hornero,Furnarius cinnamomeus,passeriformes,furnariidae,furnarius,"(Lesson, 1844)",4.4 years,"2,700 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Pacific Hornero,https://www.iucnredlist.org/species/103670862/112321356
0,Lesser Hornero,Furnarius minor,passeriformes,furnariidae,furnarius,"Pelzeln, 1858",4.4 years,200 metres,Decreasing,"Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Lesser Hornero,https://www.iucnredlist.org/species/22702128/93861308
0,Rufous Hornero,Furnarius rufus,passeriformes,furnariidae,furnarius,"(Gmelin, 1788)",4.4 years,"3,500 metres",Increasing,"Shrubland, Artificial/Terrestrial",Least Concern,Rufous Hornero,https://www.iucnredlist.org/species/22702144/93861839
0,Crested Hornero,Furnarius cristatus,passeriformes,furnariidae,furnarius,"Burmeister, 1888",4.4 years,"1,000 metres",Stable,"Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Crested Hornero,https://www.iucnredlist.org/species/22702147/93862051
0,Streamcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Streamcreeper&searchType=species
0,Wren-like Rushbird,Phleocryptes melanops,passeriformes,furnariidae,phleocryptes,"(Vieillot, 1817)",3.8 years,"4,300 metres",Decreasing,Wetlands (inland),Least Concern,Wren-like Rushbird,https://www.iucnredlist.org/species/22702646/93884618
0,Curve-billed Reedhaunter,Limnornis curvirostris,passeriformes,furnariidae,limnornis,"Gould, 1839",3.8 years,100 metres,Stable,"Wetlands (inland), Marine Coastal/Supratidal",Least Concern,Curve-billed Reedhaunter,https://www.iucnredlist.org/species/22702649/93884830
0,Striated Earthcreeper,Geocerthia serrana,passeriformes,furnariidae,geocerthia,"(Taczanowski, 1875)",3.8 years,"4,300 metres",Stable,"Forest, Shrubland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Striated Earthcreeper,https://www.iucnredlist.org/species/22702054/130272551
0,Forest Earthcreeper,Upucerthia saturatior,passeriformes,furnariidae,upucerthia,"Scott, 1900",3.8 years,"1,800 metres",Decreasing,Forest,Least Concern,"Forest Earthcreeper, Patagonian Forest Earthcreeper",https://www.iucnredlist.org/species/22736295/95129820
0,Scale-throated Earthcreeper,Upucerthia dumetaria,passeriformes,furnariidae,upucerthia,"Geoffroy Saint-Hilaire, 1832",3.8 years,"4,000 metres",Decreasing,"Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Scale-throated Earthcreeper,https://www.iucnredlist.org/species/22736290/95129638
0,White-throated Earthcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=White-throated%20Earthcreeper&searchType=species
0,Buff-breasted Earthcreeper,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Buff-breasted%20Earthcreeper&searchType=species
0,Long-tailed Cinclodes,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Long-tailed%20Cinclodes&searchType=species
0,Buff-winged Cinclodes,Cinclodes fuscus,passeriformes,furnariidae,cinclodes,"(Vieillot, 1818)",4.3 years,"5,000 metres",Stable,"Shrubland, Grassland, Wetlands (inland), Marine Intertidal",Least Concern,Buff-winged Cinclodes,https://www.iucnredlist.org/species/22736215/111157042
0,Black Cinclodes,Cinclodes maculirostris,passeriformes,furnariidae,cinclodes,"Dabbene, 1917",3.6 years,100 metres,Decreasing,"Marine Intertidal, Marine Coastal/Supratidal",Near Threatened,Black Cinclodes,https://www.iucnredlist.org/species/103670944/192074027
0,Blackish Cinclodes,Cinclodes antarcticus,passeriformes,furnariidae,cinclodes,"(Garnot, 1826)",4.3 years,100 metres,Decreasing,"Grassland, Marine Intertidal, Marine Coastal/Supratidal, Artificial/Terrestrial",Near Threatened,Blackish Cinclodes,https://www.iucnredlist.org/species/103670928/93860479
0,Cordoba Cinclodes,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Cordoba%20Cinclodes&searchType=species
0,Chestnut-winged Cinclodes,Cinclodes albidiventris,passeriformes,furnariidae,cinclodes,"Sclater, 1860",4.3 years,"5,000 metres",Stable,"Shrubland, Grassland, Wetlands (inland)",Least Concern,Chestnut-winged Cinclodes,https://www.iucnredlist.org/species/22736226/95128036
0,Olrog's Cinclodes,Cinclodes olrogi,passeriformes,furnariidae,cinclodes,"Nores & Yzurieta, 1979",4.3 years,"2,800 metres",Decreasing,"Grassland, Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,Olrog's Cinclodes,https://www.iucnredlist.org/species/22702092/93859694
0,Cream-winged Cinclodes,Cinclodes albiventris,passeriformes,furnariidae,cinclodes,"(Philippi & Landbeck, 1861)",4.3 years,"5,000 metres",Stable,"Shrubland, Grassland, Wetlands (inland)",Least Concern,Cream-winged Cinclodes,https://www.iucnredlist.org/species/22736220/111157293
0,Grey-flanked Cinclodes,Cinclodes oustaleti,passeriformes,furnariidae,cinclodes,"Scott, 1900",4.3 years,"4,200 metres",Decreasing,"Grassland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,"Grey-flanked Cinclodes, Gray-flanked Cinclodes",https://www.iucnredlist.org/species/22702088/93859499
0,Stout-billed Cinclodes,Cinclodes excelsior,passeriformes,furnariidae,cinclodes,"(Sclater, 1860)",4.3 years,"5,200 metres",Stable,"Forest, Shrubland, Grassland, Wetlands (inland)",Least Concern,Stout-billed Cinclodes,https://www.iucnredlist.org/species/22702095/93859851
0,Royal Cinclodes,Cinclodes aricomae,passeriformes,furnariidae,cinclodes,"(Carriker, 1932)",4.3 years,"4,800 metres",Decreasing,"Forest, Wetlands (inland)",Critically Endangered,Royal Cinclodes,https://www.iucnredlist.org/species/22724402/128905948
0,White-bellied Cinclodes,Cinclodes palliatus,passeriformes,furnariidae,cinclodes,"(Tschudi, 1844)",3.98 years,"5,000 metres",Decreasing,"Grassland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks)",Critically Endangered,White-bellied Cinclodes,https://www.iucnredlist.org/species/22702117/192082878
0,White-winged Cinclodes,Cinclodes atacamensis,passeriformes,furnariidae,cinclodes,"(Philippi, 1857)",4.3 years,"4,500 metres",Decreasing,"Shrubland, Grassland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks)",Least Concern,White-winged Cinclodes,https://www.iucnredlist.org/species/22702114/93860665
0,Dark-bellied Cinclodes,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Dark-bellied%20Cinclodes&searchType=species
0,Surf Cinclodes,Cinclodes taczanowskii,passeriformes,furnariidae,cinclodes,"Berlepsch & Stolzmann, 1892",4.3 years,,Stable,Marine Intertidal,Least Concern,"Surf Cinclodes, Peruvian Seaside Cinclodes",https://www.iucnredlist.org/species/22702103/93860171
0,Seaside Cinclodes,Cinclodes nigrofumosus,passeriformes,furnariidae,cinclodes,"(D'Orbigny & Lafresnaye, 1838)",4.3 years,,Stable,Marine Intertidal,Least Concern,"Seaside Cinclodes, Chilean Seaside Cinclodes",https://www.iucnredlist.org/species/22702107/93860325
0,Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,passeriformes,furnariidae,anabazenops,"Sclater & Salvin, 1880",3.8 years,"1,300 metres",Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,"Dusky-cheeked Foliage-gleaner, Bamboo Foliage-gleaner, Crested Foliage-gleaner",https://www.iucnredlist.org/species/22702913/130278500
0,White-collared Foliage-gleaner,Anabazenops fuscus,passeriformes,furnariidae,anabazenops,"(Vieillot, 1816)",3.8 years,"1,250 metres",Decreasing,Forest,Least Concern,White-collared Foliage-gleaner,https://www.iucnredlist.org/species/22702881/93893640
0,Great Xenops,Megaxenops parnaguae,passeriformes,furnariidae,megaxenops,"Reiser, 1905",3.8 years,"1,100 metres",Stable,"Forest, Savanna",Least Concern,Great Xenops,https://www.iucnredlist.org/species/22703001/130281058
0,Large Pale-browed Treehunter,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Large%20Pale-browed%20Treehunter&searchType=species
0,Small Pale-browed Treehunter,Cichlocolaptes holti,passeriformes,furnariidae,cichlocolaptes,"(Pinto, 1941)",3.8 years,"1,450 metres",Decreasing,Forest,Least Concern,Small Pale-browed Treehunter,https://www.iucnredlist.org/species/103671013/104054448
0,Cryptic Treehunter,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Cryptic%20Treehunter&searchType=species
0,Sharp-billed Treehunter,Heliobletus contaminatus,passeriformes,furnariidae,heliobletus,"Berlepsch, 1885",3.8 years,"1,830 metres",Decreasing,Forest,Least Concern,Sharp-billed Treehunter,https://www.iucnredlist.org/species/22702981/110877881
0,Alagoas Foliage-gleaner,Philydor novaesi,passeriformes,furnariidae,philydor,"Teixeira & Gonzaga, 1983",4.7 years,550 metres,Unspecified,Forest,Extinct,Alagoas Foliage-gleaner,https://www.iucnredlist.org/species/22702869/156126928
0,Black-capped Foliage-gleaner,Philydor atricapillus,passeriformes,furnariidae,philydor,"(Wied, 1821)",4.7 years,"1,050 metres",Decreasing,Forest,Least Concern,Black-capped Foliage-gleaner,https://www.iucnredlist.org/species/22702866/93892597
0,Cinnamon-rumped Foliage-gleaner,Philydor pyrrhodes,passeriformes,furnariidae,philydor,"(Cabanis, 1848)",4.7 years,750 metres,Stable,"Forest, Wetlands (inland)",Least Concern,Cinnamon-rumped Foliage-gleaner,https://www.iucnredlist.org/species/22702800/130277191
0,Slaty-winged Foliage-gleaner,Philydor fuscipenne,passeriformes,furnariidae,philydor,"Salvin, 1866",3.0 years,"1,400 metres",Decreasing,Forest,Least Concern,Slaty-winged Foliage-gleaner,https://www.iucnredlist.org/species/22702814/138222187
0,Rufous-rumped Foliage-gleaner,Philydor erythrocercum,passeriformes,furnariidae,philydor,"(Pelzeln, 1859)",4.7 years,"1,650 metres",Stable,Forest,Least Concern,Rufous-rumped Foliage-gleaner,https://www.iucnredlist.org/species/22734184/95077305
0,Chestnut-winged Foliage-gleaner,Philydor erythropterum,passeriformes,furnariidae,philydor,"(Sclater, 1856)",4.7 years,"1,200 metres",Decreasing,Forest,Least Concern,Chestnut-winged Foliage-gleaner,https://www.iucnredlist.org/species/22702835/93891747
0,Buff-fronted Foliage-gleaner,Philydor rufum,passeriformes,furnariidae,philydor,"(Vieillot, 1818)",2.8 years,"2,500 metres",Decreasing,"Forest, Wetlands (inland)",Least Concern,Buff-fronted Foliage-gleaner,https://www.iucnredlist.org/species/22702858/168548347
0,Montane Foliage-gleaner,Anabacerthia striaticollis,passeriformes,furnariidae,anabacerthia,"Lafresnaye, 1840",3.8 years,"2,600 metres",Stable,Forest,Least Concern,Montane Foliage-gleaner,https://www.iucnredlist.org/species/22702789/93890823
0,White-browed Foliage-gleaner,Anabacerthia amaurotis,passeriformes,furnariidae,anabacerthia,"(Temminck, 1823)",3.8 years,"1,500 metres",Decreasing,Forest,Near Threatened,White-browed Foliage-gleaner,https://www.iucnredlist.org/species/22702843/93891938
0,Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini,passeriformes,furnariidae,anabacerthia,"(Cabanis & Heine, 1859)",4.7 years,800 metres,Decreasing,Forest,Least Concern,Ochre-breasted Foliage-gleaner,https://www.iucnredlist.org/species/22702855/93892217
