,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Urich's Tyrannulet,Phyllomyias urichi,passeriformes,tyrannidae,phyllomyias,"(Chapman, 1899)",3.6 years,"1,100 metres",Decreasing,Forest,Endangered,Urich's Tyrannulet,https://www.iucnredlist.org/species/22728377/94982868
0,Sclater's Tyrannulet,Phyllomyias sclateri,passeriformes,tyrannidae,phyllomyias,"Berlepsch, 1901",3.6 years,"2,400 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Sclater's Tyrannulet,https://www.iucnredlist.org/species/22699097/93714835
0,Grey-capped Tyrannulet,Phyllomyias griseocapilla,passeriformes,tyrannidae,phyllomyias,"Sclater, 1861",3.6 years,"1,850 metres",Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Grey-capped Tyrannulet, Gray-capped Tyrannulet",https://www.iucnredlist.org/species/22699100/93715006
0,Sooty-headed Tyrannulet,Phyllomyias griseiceps,passeriformes,tyrannidae,phyllomyias,"(Sclater & Salvin, 1871)",3.6 years,"1,300 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Sooty-headed Tyrannulet,https://www.iucnredlist.org/species/22699107/130200424
0,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,passeriformes,tyrannidae,phyllomyias,"(Lawrence, 1869)",3.6 years,"2,200 metres",Stable,Forest,Least Concern,Plumbeous-crowned Tyrannulet,https://www.iucnredlist.org/species/22699110/93715493
0,Black-capped Tyrannulet,Phyllomyias nigrocapillus,passeriformes,tyrannidae,phyllomyias,"(Lafresnaye, 1845)",3.6 years,"3,400 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Black-capped Tyrannulet,https://www.iucnredlist.org/species/22699113/93715652
0,Ashy-headed Tyrannulet,Phyllomyias cinereiceps,passeriformes,tyrannidae,phyllomyias,"(Sclater, 1860)",3.6 years,"2,700 metres",Stable,Forest,Least Concern,Ashy-headed Tyrannulet,https://www.iucnredlist.org/species/22699116/93715831
0,Tawny-rumped Tyrannulet,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Tawny-rumped%20Tyrannulet&searchType=species
0,Tumbes Tyrannulet,Phaeomyias tumbezana,passeriformes,tyrannidae,phaeomyias,"(Taczanowski, 1877)",3.6 years,"2,400 metres",Increasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Tumbes Tyrannulet,https://www.iucnredlist.org/species/103681912/104078737
0,Mouse-colored Tyrannulet,Phaeomyias murina,passeriformes,tyrannidae,phaeomyias,"(von Spix, 1825)",3.6 years,"2,400 metres",Increasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Mouse-colored Tyrannulet,https://www.iucnredlist.org/species/103681893/93718334
0,Cocos Flycatcher,Nesotriccus ridgwayi,passeriformes,tyrannidae,nesotriccus,"Townsend, 1895",2.79 years,570 metres,Stable,"Forest, Shrubland, Wetlands (inland)",Vulnerable,Cocos Flycatcher,https://www.iucnredlist.org/species/22699191/179473022
0,Grey-and-white Tyrannulet,Pseudelaenia leucospodia,passeriformes,tyrannidae,pseudelaenia,"(Taczanowski, 1877)",3.6 years,800 metres,Decreasing,"Shrubland, Wetlands (inland)",Least Concern,"Grey-and-white Tyrannulet, Gray-and-white Tyrannulet",https://www.iucnredlist.org/species/22699251/93721311
0,White-tailed Tyrannulet,Mecocerculus poecilocercus,passeriformes,tyrannidae,mecocerculus,"Sclater & Salvin, 1873",3.6 years,"3,050 metres",Stable,Forest,Least Concern,White-tailed Tyrannulet,https://www.iucnredlist.org/species/22699316/93726012
0,Buff-banded Tyrannulet,Mecocerculus hellmayri,passeriformes,tyrannidae,mecocerculus,"Berlepsch, 1907",3.6 years,"3,000 metres",Stable,Forest,Least Concern,Buff-banded Tyrannulet,https://www.iucnredlist.org/species/22699319/93726171
0,White-banded Tyrannulet,Mecocerculus stictopterus,passeriformes,tyrannidae,mecocerculus,"(Sclater, 1858)",3.6 years,"3,600 metres",Stable,"Forest, Shrubland",Least Concern,White-banded Tyrannulet,https://www.iucnredlist.org/species/22699328/93726689
0,White-throated Tyrannulet,Mecocerculus leucophrys,passeriformes,tyrannidae,mecocerculus,"(D'Orbigny & Lafresnaye, 1837)",3.6 years,"4,400 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,White-throated Tyrannulet,https://www.iucnredlist.org/species/22699313/93725805
0,Rufous-winged Tyrannulet,Mecocerculus calopterus,passeriformes,tyrannidae,mecocerculus,"(Sclater, 1859)",3.6 years,"1,950 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,Rufous-winged Tyrannulet,https://www.iucnredlist.org/species/22699322/93726344
0,Sulphur-bellied Tyrannulet,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sulphur-bellied%20Tyrannulet&searchType=species
0,Black-crested Tit-tyrant,Anairetes nigrocristatus,passeriformes,tyrannidae,anairetes,"Taczanowski, 1884",3.6 years,"4,200 metres",Stable,"Forest, Shrubland, Wetlands (inland)",Least Concern,"Black-crested Tit-tyrant, Maranon Tit-Tyrant, Maranon Tit-tyrant, Marañón Tit-tyrant",https://www.iucnredlist.org/species/22699387/93729347
0,Pied-crested Tit-tyrant,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Pied-crested%20Tit-tyrant&searchType=species
0,Ash-breasted Tit-tyrant,Anairetes alpinus,passeriformes,tyrannidae,anairetes,"(Carriker, 1933)",3.6 years,"4,500 metres",Decreasing,Forest,Endangered,"Ash-breasted Tit-tyrant, Ash-breasted Tit-Tyrant",https://www.iucnredlist.org/species/22699383/93729059
0,Yellow-billed Tit-tyrant,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Yellow-billed%20Tit-tyrant&searchType=species
0,Tufted Tit-tyrant,Anairetes parulus,passeriformes,tyrannidae,anairetes,"(Kittlitz, 1830)",3.6 years,"4,200 metres",Stable,"Forest, Shrubland",Least Concern,"Tufted Tit-tyrant, Tufted Tit-Tyrant",https://www.iucnredlist.org/species/22699406/93730121
0,Juan Fernandez Tit-tyrant,Anairetes fernandezianus,passeriformes,tyrannidae,anairetes,"(Philippi, 1857)",3.6 years,900 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Near Threatened,"Juan Fernandez Tit-tyrant, Juan Fernandez Tit-Tyrant, Juan Fernández Tit-tyrant",https://www.iucnredlist.org/species/22699401/93729887
0,Bearded Tachuri,Polystictus pectoralis,passeriformes,tyrannidae,polystictus,"(Vieillot, 1817)",2.04 years,"1,350 metres",Decreasing,"Savanna, Grassland",Near Threatened,Bearded Tachuri,https://www.iucnredlist.org/species/22699420/181985168
0,Grey-backed Tachuri,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Grey-backed%20Tachuri&searchType=species
0,Sharp-tailed Tyrant,Culicivora caudacuta,passeriformes,tyrannidae,culicivora,"(Vieillot, 1818)",3.6 years,"1,400 metres",Decreasing,"Savanna, Grassland, Wetlands (inland)",Vulnerable,"Sharp-tailed Tyrant, Sharp-tailed Grass Tyrant, Sharp-tailed Grass-Tyrant",https://www.iucnredlist.org/species/22699415/110733573
0,Crested Doradito,Pseudocolopteryx sclateri,passeriformes,tyrannidae,pseudocolopteryx,"(Oustalet, 1892)",3.6 years,500 metres,Stable,Wetlands (inland),Least Concern,Crested Doradito,https://www.iucnredlist.org/species/22699427/93731375
0,Subtropical Doradito,Pseudocolopteryx acutipennis,passeriformes,tyrannidae,pseudocolopteryx,"(Sclater & Salvin, 1873)",3.6 years,"3,550 metres",Decreasing,"Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Subtropical Doradito,https://www.iucnredlist.org/species/22699430/93731569
0,Dinelli's Doradito,Pseudocolopteryx dinelliana,passeriformes,tyrannidae,pseudocolopteryx,"Lillo, 1905",2.08 years,500 metres,Decreasing,"Savanna, Shrubland, Grassland, Wetlands (inland)",Near Threatened,Dinelli's Doradito,https://www.iucnredlist.org/species/22699433/200209291
0,Warbling Doradito,Pseudocolopteryx flaviventris,passeriformes,tyrannidae,pseudocolopteryx,"(D'Orbigny & Lafresnaye, 1837)",3.6 years,500 metres,Decreasing,"Wetlands (inland), Artificial/Terrestrial",Least Concern,Warbling Doradito,https://www.iucnredlist.org/species/22736488/95135456
0,Ticking Doradito,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Ticking%20Doradito&searchType=species
0,Torrent Tyrannulet,Serpophaga cinerea,passeriformes,tyrannidae,serpophaga,"(Tschudi, 1844)",2.42 years,"3,700 metres",Decreasing,"Forest, Wetlands (inland)",Least Concern,Torrent Tyrannulet,https://www.iucnredlist.org/species/22699331/168260207
0,River Tyrannulet,Serpophaga hypoleuca,passeriformes,tyrannidae,serpophaga,"Sclater & Salvin, 1866",3.6 years,600 metres,Stable,"Savanna, Shrubland, Wetlands (inland)",Least Concern,River Tyrannulet,https://www.iucnredlist.org/species/22699337/118644945
0,Sooty Tyrannulet,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sooty%20Tyrannulet&searchType=species
0,White-crested Tyrannulet,Serpophaga subcristata,passeriformes,tyrannidae,serpophaga,"(Vieillot, 1817)",3.6 years,"2,000 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,White-crested Tyrannulet,https://www.iucnredlist.org/species/103681997/93727485
0,Straneck's Tyrannulet,Serpophaga griseicapilla,passeriformes,tyrannidae,serpophaga,"Straneck, 2007",3.6 years,"2,000 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Straneck's Tyrannulet,https://www.iucnredlist.org/species/22736536/118645226
0,Agile Tit-tyrant,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Agile%20Tit-tyrant&searchType=species
0,Unstreaked Tit-tyrant,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Unstreaked%20Tit-tyrant&searchType=species
0,Short-tailed Field-tyrant,Muscigralla brevicauda,passeriformes,tyrannidae,muscigralla,"d'Orbigny & Lafresnaye, 1837",3.6 years,"1,500 metres",Stable,"Shrubland, Artificial/Terrestrial",Least Concern,"Short-tailed Field-tyrant, Short-tailed Field Tyrant, Short-tailed Field-Tyrant",https://www.iucnredlist.org/species/22700208/93764019
0,Rufous-tailed Attila,Attila phoenicurus,passeriformes,tyrannidae,attila,"Pelzeln, 1868",3.2 years,"1,700 metres",Decreasing,"Forest, Shrubland",Least Concern,Rufous-tailed Attila,https://www.iucnredlist.org/species/22700334/131943271
0,Cinnamon Attila,Attila cinnamomeus,passeriformes,tyrannidae,attila,"(Gmelin, 1789)",3.2 years,500 metres,Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Cinnamon Attila,https://www.iucnredlist.org/species/22700337/93769787
0,Ochraceous Attila,Attila torridus,passeriformes,tyrannidae,attila,"Sclater, 1860",3.2 years,"1,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Ochraceous Attila,https://www.iucnredlist.org/species/22700340/93770017
0,Citron-bellied Attila,Attila citriniventris,passeriformes,tyrannidae,attila,"Sclater, 1859",3.2 years,500 metres,Stable,Forest,Least Concern,Citron-bellied Attila,https://www.iucnredlist.org/species/22700343/110738868
0,White-eyed Attila,Attila bolivianus,passeriformes,tyrannidae,attila,"Lafresnaye, 1848",3.2 years,300 metres,Decreasing,"Forest, Wetlands (inland)",Least Concern,"White-eyed Attila, Dull-capped Attila",https://www.iucnredlist.org/species/22700346/93770526
0,Grey-hooded Attila,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Grey-hooded%20Attila&searchType=species
0,Bright-rumped Attila,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Bright-rumped%20Attila&searchType=species
0,Piratic Flycatcher,Legatus leucophaius,passeriformes,tyrannidae,legatus,"(Vieillot, 1818)",2.95 years,"1,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Piratic Flycatcher,https://www.iucnredlist.org/species/22700596/168369928
0,Large-headed Flatbill,Ramphotrigon megacephalum,passeriformes,tyrannidae,ramphotrigon,"(Swainson, 1835)",3.6 years,"1,400 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Large-headed Flatbill, Bamboo Flatbill",https://www.iucnredlist.org/species/22700464/93777948
0,Rufous-tailed Flatbill,Ramphotrigon ruficauda,passeriformes,tyrannidae,ramphotrigon,"(Spix, 1825)",3.6 years,600 metres,Decreasing,"Forest, Savanna",Least Concern,Rufous-tailed Flatbill,https://www.iucnredlist.org/species/22700476/130207374
0,Dusky-tailed Flatbill,Ramphotrigon fuscicauda,passeriformes,tyrannidae,ramphotrigon,"Chapman, 1925",3.6 years,900 metres,Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Dusky-tailed Flatbill,https://www.iucnredlist.org/species/22700473/93778159
0,Flammulated Flycatcher,Deltarhynchus flammulatus,passeriformes,tyrannidae,deltarhynchus,"(Lawrence, 1875)",2.74 years,"1,400 metres",Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Flammulated Flycatcher,https://www.iucnredlist.org/species/22700461/137945388
0,Great Kiskadee,Pitangus sulphuratus,passeriformes,tyrannidae,pitangus,"(Linnaeus, 1766)",3.6 years,"1,600 metres",Increasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Great Kiskadee,https://www.iucnredlist.org/species/22700605/132069895
0,Lesser Kiskadee,Philohydor lictor,passeriformes,tyrannidae,philohydor,"(Lichtenstein, 1823)",3.03 years,500 metres,Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Lesser Kiskadee,https://www.iucnredlist.org/species/22700599/137944446
0,Cattle Tyrant,Machetornis rixosa,passeriformes,tyrannidae,machetornis,"(Vieillot, 1819)",3.56 years,300 metres,Stable,"Savanna, Marine Intertidal, Artificial/Terrestrial",Least Concern,Cattle Tyrant,https://www.iucnredlist.org/species/22700321/137976958
0,Sulphury Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sulphury%20Flycatcher&searchType=species
0,Boat-billed Flycatcher,Megarynchus pitangua,passeriformes,tyrannidae,megarynchus,"(Linnaeus, 1766)",3.86 years,"1,900 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Boat-billed Flycatcher,https://www.iucnredlist.org/species/22700533/137942490
0,Golden-bellied Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Golden-bellied%20Flycatcher&searchType=species
0,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,passeriformes,tyrannidae,myiodynastes,"(Tschudi, 1844)",3.6 years,"2,800 metres",Increasing,"Forest, Artificial/Terrestrial",Least Concern,Golden-crowned Flycatcher,https://www.iucnredlist.org/species/131366585/155449164
0,Baird's Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Baird%27s%20Flycatcher&searchType=species
0,Sulphur-bellied Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sulphur-bellied%20Flycatcher&searchType=species
0,Southern Streaked Flycatcher,Myiodynastes solitarius,passeriformes,tyrannidae,myiodynastes,"(Vieillot, 1819)",3.6 years,"3,000 metres",Stable,"Forest, Savanna, Artificial/Terrestrial",Least Concern,"Southern Streaked Flycatcher, Solitary Flycatcher",https://www.iucnredlist.org/species/22731714/104079393
0,Northern Streaked Flycatcher,Myiodynastes maculatus,passeriformes,tyrannidae,myiodynastes,"(Müller, 1776)",3.6 years,"3,000 metres",Stable,"Forest, Savanna, Artificial/Terrestrial",Least Concern,Northern Streaked Flycatcher,https://www.iucnredlist.org/species/103682222/93785126
0,Rusty-margined Flycatcher,Myiozetetes cayanensis,passeriformes,tyrannidae,myiozetetes,"(Linnaeus, 1766)",3.03 years,"1,000 metres",Stable,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Rusty-margined Flycatcher,https://www.iucnredlist.org/species/22700583/137941231
0,Social Flycatcher,Myiozetetes similis,passeriformes,tyrannidae,myiozetetes,"(Spix, 1825)",3.6 years,"1,700 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Social Flycatcher,https://www.iucnredlist.org/species/22700586/93785977
0,Grey-capped Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Grey-capped%20Flycatcher&searchType=species
0,Dusky-chested Flycatcher,Myiozetetes luteiventris,passeriformes,tyrannidae,myiozetetes,"(Sclater, 1858)",3.6 years,600 metres,Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Dusky-chested Flycatcher,https://www.iucnredlist.org/species/22700593/130208529
0,White-ringed Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=White-ringed%20Flycatcher&searchType=species
0,Yellow-throated Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Yellow-throated%20Flycatcher&searchType=species
0,Three-striped Flycatcher,Conopias trivirgatus,passeriformes,tyrannidae,conopias,"(Wied, 1831)",3.6 years,950 metres,Stable,Forest,Least Concern,Three-striped Flycatcher,https://www.iucnredlist.org/species/22700552/110778309
0,Lemon-browed Flycatcher,Conopias cinchoneti,passeriformes,tyrannidae,conopias,"(Tschudi, 1844)",3.6 years,"1,900 metres",Stable,"Forest, Artificial/Terrestrial",Vulnerable,Lemon-browed Flycatcher,https://www.iucnredlist.org/species/22700560/110778776
0,White-bearded Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=White-bearded%20Flycatcher&searchType=species
0,Variegated Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Variegated%20Flycatcher&searchType=species
0,Crowned Slaty Flycatcher,Griseotyrannus aurantioatrocristatus,passeriformes,tyrannidae,griseotyrannus,"(d'Orbigny & Lafresnaye, 1837)",3.6 years,"1,100 metres",Stable,"Forest, Savanna, Artificial/Terrestrial",Least Concern,"Crowned Slaty Flycatcher, Crowned Slaty-Flycatcher",https://www.iucnredlist.org/species/22700523/93782945
0,Snowy-throated Kingbird,Tyrannus niveigularis,passeriformes,tyrannidae,tyrannus,"Sclater, 1860",4.2 years,"1,200 metres",Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Snowy-throated Kingbird,https://www.iucnredlist.org/species/22700479/93778583
0,White-throated Kingbird,Tyrannus albogularis,passeriformes,tyrannidae,tyrannus,"Burmeister, 1856",4.2 years,"1,000 metres",Stable,"Forest, Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,White-throated Kingbird,https://www.iucnredlist.org/species/22700482/93778796
0,Tropical Kingbird,Tyrannus melancholicus,passeriformes,tyrannidae,tyrannus,"Vieillot, 1819",4.2 years,"3,100 metres",Increasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Tropical Kingbird,https://www.iucnredlist.org/species/22700485/93779037
0,Couch's Kingbird,Tyrannus couchii,passeriformes,tyrannidae,tyrannus,"Baird, 1858",4.2 years,"1,000 metres",Increasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Couch's Kingbird,https://www.iucnredlist.org/species/22700488/93779423
0,Cassin's Kingbird,Tyrannus vociferans,passeriformes,tyrannidae,tyrannus,"Swainson, 1826",2.94 years,"3,000 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,Cassin's Kingbird,https://www.iucnredlist.org/species/22700491/137922716
0,Thick-billed Kingbird,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Thick-billed%20Kingbird&searchType=species
0,Western Kingbird,Tyrannus verticalis,passeriformes,tyrannidae,tyrannus,"Say, 1823",2.86 years,"2,300 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Western Kingbird,https://www.iucnredlist.org/species/22700497/137918644
0,Eastern Kingbird,Tyrannus tyrannus,passeriformes,tyrannidae,tyrannus,"(Linnaeus, 1758)",2.72 years,"3,700 metres",Decreasing,"Forest, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Eastern Kingbird,https://www.iucnredlist.org/species/22700506/137917704
0,Grey Kingbird,Tyrannus dominicensis,passeriformes,tyrannidae,tyrannus,"(Gmelin, 1788)",2.85 years,900 metres,Stable,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Grey Kingbird, Gray Kingbird",https://www.iucnredlist.org/species/22700509/137916521
0,Loggerhead Kingbird,Tyrannus caudifasciatus,passeriformes,tyrannidae,tyrannus,"d'Orbigny, 1839",4.2 years,"2,000 metres",Stable,"Forest, Wetlands (inland)",Least Concern,Loggerhead Kingbird,https://www.iucnredlist.org/species/22700513/93782147
0,Giant Kingbird,Tyrannus cubensis,passeriformes,tyrannidae,tyrannus,"Richmond, 1898",3.77 years,400 metres,Decreasing,"Forest, Savanna, Wetlands (inland)",Endangered,"Giant Kingbird, Cuban Flycatcher",https://www.iucnredlist.org/species/22700516/179476365
0,Scissor-tailed Flycatcher,Tyrannus forficatus,passeriformes,tyrannidae,tyrannus,"(Gmelin, 1789)",2.85 years,"2,300 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Scissor-tailed Flycatcher,https://www.iucnredlist.org/species/22700500/137915793
0,Fork-tailed Flycatcher,Tyrannus savana,passeriformes,tyrannidae,tyrannus,"Vieillot, 1808",4.2 years,"4,100 metres",Stable,"Forest, Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Fork-tailed Flycatcher,https://www.iucnredlist.org/species/22700503/93780761
0,Rufous Mourner,Rhytipterna holerythra,passeriformes,tyrannidae,rhytipterna,"(Sclater & Salvin, 1860)",3.6 years,"1,200 metres",Decreasing,Forest,Least Concern,Rufous Mourner,https://www.iucnredlist.org/species/22700373/93771561
0,Greyish Mourner,Rhytipterna simplex,passeriformes,tyrannidae,rhytipterna,"(Lichtenstein, 1823)",3.6 years,800 metres,Decreasing,Forest,Least Concern,"Greyish Mourner, Grayish Mourner",https://www.iucnredlist.org/species/22700376/93771755
0,Pale-bellied Mourner,Rhytipterna immunda,passeriformes,tyrannidae,rhytipterna,"(Sclater & Salvin, 1873)",3.6 years,300 metres,Stable,"Forest, Savanna, Shrubland",Least Concern,Pale-bellied Mourner,https://www.iucnredlist.org/species/22700380/93771967
0,Rufous Casiornis,Casiornis rufus,passeriformes,tyrannidae,casiornis,"(Vieillot, 1816)",3.6 years,"1,500 metres",Decreasing,"Forest, Savanna, Shrubland, Wetlands (inland)",Least Concern,Rufous Casiornis,https://www.iucnredlist.org/species/22700357/93771180
0,Ash-throated Casiornis,Casiornis fuscus,passeriformes,tyrannidae,casiornis,"Sclater & Salvin, 1873",3.6 years,500 metres,Decreasing,"Savanna, Shrubland",Least Concern,Ash-throated Casiornis,https://www.iucnredlist.org/species/22700365/93771407
0,Choco Sirystes,Sirystes albogriseus,passeriformes,tyrannidae,sirystes,"(Lawrence, 1863)",3.02 years,,Decreasing,Forest,Least Concern,Choco Sirystes,https://www.iucnredlist.org/species/103682304/137975321
0,White-rumped Sirystes,Sirystes albocinereus,passeriformes,tyrannidae,sirystes,"Sclater & Salvin, 1880",3.6 years,,Decreasing,Forest,Least Concern,White-rumped Sirystes,https://www.iucnredlist.org/species/103682320/104079747
0,Sibilant Sirystes,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Sibilant%20Sirystes&searchType=species
0,Todd's Sirystes,Sirystes subcanescens,passeriformes,tyrannidae,sirystes,"Todd, 1920",3.6 years,,Decreasing,Forest,Least Concern,Todd's Sirystes,https://www.iucnredlist.org/species/103682324/112286596
0,Rufous Flycatcher,Myiarchus semirufus,passeriformes,tyrannidae,myiarchus,"Sclater & Salvin, 1878",3.3 years,350 metres,Decreasing,"Savanna, Shrubland, Artificial/Terrestrial",Vulnerable,Rufous Flycatcher,https://www.iucnredlist.org/species/22700393/172344268
0,Swainson's Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Swainson%27s%20Flycatcher&searchType=species
0,Sad Flycatcher,Myiarchus barbirostris,passeriformes,tyrannidae,myiarchus,"(Swainson, 1827)",5.1 years,"2,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Sad Flycatcher,https://www.iucnredlist.org/species/22700402/93773579
0,Dusky-capped Flycatcher,Myiarchus tuberculifer,passeriformes,tyrannidae,myiarchus,"(D'Orbigny & Lafresnaye, 1837)",5.1 years,"3,400 metres",Decreasing,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Dusky-capped Flycatcher,https://www.iucnredlist.org/species/22700399/93773259
0,Sooty-crowned Flycatcher,Myiarchus phaeocephalus,passeriformes,tyrannidae,myiarchus,"Sclater, 1860",5.1 years,"1,500 metres",Decreasing,"Forest, Shrubland",Least Concern,Sooty-crowned Flycatcher,https://www.iucnredlist.org/species/22700421/93774907
0,Panama Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Panama%20Flycatcher&searchType=species
0,Short-crested Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Short-crested%20Flycatcher&searchType=species
0,Venezuelan Flycatcher,Myiarchus venezuelensis,passeriformes,tyrannidae,myiarchus,"Lawrence, 1865",5.1 years,600 metres,Stable,"Forest, Artificial/Terrestrial",Least Concern,Venezuelan Flycatcher,https://www.iucnredlist.org/species/22700408/93774069
0,Pale-edged Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Pale-edged%20Flycatcher&searchType=species
0,Rufous-tailed Flycatcher,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Rufous-tailed%20Flycatcher&searchType=species
0,La Sagra's Flycatcher,Myiarchus sagrae,passeriformes,tyrannidae,myiarchus,"(Gundlach, 1852)",5.1 years,"1,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,La Sagra's Flycatcher,https://www.iucnredlist.org/species/22700449/93776959
0,Stolid Flycatcher,Myiarchus stolidus,passeriformes,tyrannidae,myiarchus,"(Gosse, 1847)",5.1 years,"1,800 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Stolid Flycatcher,https://www.iucnredlist.org/species/22700452/118648591
0,Puerto Rican Flycatcher,Myiarchus antillarum,passeriformes,tyrannidae,myiarchus,"(Bryant, 1866)",5.8 years,800 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Puerto Rican Flycatcher,https://www.iucnredlist.org/species/22700455/93777376
0,Lesser Antillean Flycatcher,Myiarchus oberi,passeriformes,tyrannidae,myiarchus,"Lawrence, 1877",5.1 years,900 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Lesser Antillean Flycatcher,https://www.iucnredlist.org/species/22700458/93777565
0,Great Crested Flycatcher,Myiarchus crinitus,passeriformes,tyrannidae,myiarchus,"(Linnaeus, 1758)",3.41 years,"1,400 metres",Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Least Concern,Great Crested Flycatcher,https://www.iucnredlist.org/species/22700433/137947972
0,Yucatan Flycatcher,Myiarchus yucatanensis,passeriformes,tyrannidae,myiarchus,"Lawrence, 1871",5.1 years,250 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Yucatan Flycatcher,https://www.iucnredlist.org/species/22700396/93773081
0,Brown-crested Flycatcher,Myiarchus tyrannulus,passeriformes,tyrannidae,myiarchus,"(Müller, 1776)",6.5 years,"1,700 metres",Increasing,"Forest, Savanna, Shrubland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Brown-crested Flycatcher,https://www.iucnredlist.org/species/22700436/93776022
0,Grenada Flycatcher,Myiarchus nugator,passeriformes,tyrannidae,myiarchus,"Riley, 1904",5.1 years,900 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Grenada Flycatcher,https://www.iucnredlist.org/species/22700439/93776414
