,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Swinhoe's Snipe,Gallinago megala,charadriiformes,scolopacidae,gallinago,"Swinhoe, 1861",4.8 years,,Unknown,"Forest, Grassland, Wetlands (inland), Artificial/Aquatic & Marine",Least Concern,Swinhoe's Snipe,https://www.iucnredlist.org/species/22693090/93383287
0,African Snipe,Gallinago nigripennis,charadriiformes,scolopacidae,gallinago,"Bonaparte, 1839",4.8 years,"2,700 metres",Unknown,"Grassland, Wetlands (inland), Marine Neritic, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,"African Snipe, Ethiopian Snipe",https://www.iucnredlist.org/species/22693102/93383652
0,Madagascar Snipe,Gallinago macrodactyla,charadriiformes,scolopacidae,gallinago,"Bonaparte, 1839",4.5 years,"2,700 metres",Decreasing,"Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Vulnerable,Madagascar Snipe,https://www.iucnredlist.org/species/22693107/196446398
0,Great Snipe,Gallinago media,charadriiformes,scolopacidae,gallinago,"(Latham, 1787)",4.1 years,"2,600 metres",Decreasing,"Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Near Threatened,Great Snipe,https://www.iucnredlist.org/species/22693093/205592142
0,Common Snipe,Gallinago gallinago,charadriiformes,scolopacidae,gallinago,"(Linnaeus, 1758)",4.8 years,,Decreasing,"Forest, Grassland, Wetlands (inland), Marine Neritic, Artificial/Aquatic & Marine",Least Concern,Common Snipe,https://www.iucnredlist.org/species/22693097/155504420
0,Wilson's Snipe,Gallinago delicata,charadriiformes,scolopacidae,gallinago,"(Ord, 1825)",2.8 years,,Increasing,"Forest, Grassland, Wetlands (inland), Marine Neritic, Artificial/Aquatic & Marine",Least Concern,Wilson's Snipe,https://www.iucnredlist.org/species/22729867/182637179
0,South American Snipe,,,,,,,,,,,,https://www.iucnredlist.org/search?query=South%20American%20Snipe&searchType=species
0,Puna Snipe,Gallinago andina,charadriiformes,scolopacidae,gallinago,"Taczanowski, 1875",4.8 years,"4,400 metres",Stable,Wetlands (inland),Least Concern,Puna Snipe,https://www.iucnredlist.org/species/22693115/93384501
0,Noble Snipe,Gallinago nobilis,charadriiformes,scolopacidae,gallinago,"Sclater, 1856",4.8000002 years,"4,000 metres",Decreasing,"Grassland, Wetlands (inland)",Near Threatened,Noble Snipe,https://www.iucnredlist.org/species/22693118/93384670
0,Giant Snipe,Gallinago undulata,charadriiformes,scolopacidae,gallinago,"(Boddaert, 1783)",4.8 years,"2,200 metres",Decreasing,"Savanna, Grassland, Wetlands (inland)",Least Concern,Giant Snipe,https://www.iucnredlist.org/species/22693121/93384942
0,Jack Snipe,Lymnocryptes minimus,charadriiformes,scolopacidae,lymnocryptes,"(Brünnich, 1764)",5.4 years,,Stable,"Grassland, Wetlands (inland), Marine Intertidal, Artificial/Aquatic & Marine",Least Concern,Jack Snipe,https://www.iucnredlist.org/species/22693133/86640472
0,Wilson's Phalarope,Steganopus tricolor,charadriiformes,scolopacidae,steganopus,"(Vieillot, 1819)",5.7 years,"2,500 metres",Increasing,"Forest, Grassland, Wetlands (inland), Marine Intertidal",Least Concern,Wilson's Phalarope,https://www.iucnredlist.org/species/22693472/93409634
0,Red-necked Phalarope,Phalaropus lobatus,charadriiformes,scolopacidae,phalaropus,"(Linnaeus, 1758)",4.9 years,,Decreasing,"Wetlands (inland), Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Red-necked Phalarope,https://www.iucnredlist.org/species/22693490/155525960
0,Red Phalarope,Phalaropus fulicarius,charadriiformes,scolopacidae,phalaropus,"(Linnaeus, 1758)",4.9 years,,Unknown,"Wetlands (inland), Marine Neritic, Marine Oceanic, Marine Intertidal",Least Concern,"Red Phalarope, Grey (Red) Phalarope, Grey Phalarope",https://www.iucnredlist.org/species/22693494/132531581
0,Terek Sandpiper,Xenus cinereus,charadriiformes,scolopacidae,xenus,"(Güldenstädt, 1775)",6.4 years,,Decreasing,"Forest, Shrubland, Wetlands (inland), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Terek Sandpiper,https://www.iucnredlist.org/species/22693251/155505422
0,Common Sandpiper,Actitis hypoleucos,charadriiformes,scolopacidae,actitis,"Linnaeus, 1758",6.8 years,,Decreasing,"Forest, Grassland, Wetlands (inland), Marine Neritic, Marine Intertidal, Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,Common Sandpiper,https://www.iucnredlist.org/species/22693264/86678952
0,Spotted Sandpiper,Actitis macularius,charadriiformes,scolopacidae,actitis,"Linnaeus, 1766",5.8 years,"2,000 metres",Decreasing,"Wetlands (inland), Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Spotted Sandpiper,https://www.iucnredlist.org/species/22693277/93394194
0,Green Sandpiper,Tringa ochropus,charadriiformes,scolopacidae,tringa,"Linnaeus, 1758",5.6 years,,Increasing,"Forest, Grassland, Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,Green Sandpiper,https://www.iucnredlist.org/species/22693243/86680632
0,Solitary Sandpiper,Tringa solitaria,charadriiformes,scolopacidae,tringa,"Wilson, 1813",5.7 years,,Decreasing,"Forest, Savanna, Grassland, Wetlands (inland), Artificial/Aquatic & Marine",Least Concern,Solitary Sandpiper,https://www.iucnredlist.org/species/22693239/130186218
0,Grey-tailed Tattler,Tringa brevipes,charadriiformes,scolopacidae,tringa,"(Vieillot, 1816)",5.7 years,,Decreasing,"Forest, Wetlands (inland), Marine Intertidal",Near Threatened,"Grey-tailed Tattler, Gray-tailed Tattler, Siberian (Grey-tailed) Tattler",https://www.iucnredlist.org/species/22693289/93394897
0,Wandering Tattler,Tringa incana,charadriiformes,scolopacidae,tringa,"(Gmelin, 1789)",5.7 years,,Stable,"Wetlands (inland), Marine Neritic, Marine Intertidal",Least Concern,"Wandering Tattler, Wandering (Alaskan) Tattler",https://www.iucnredlist.org/species/22693305/93395464
0,Willet,Tringa semipalmata,charadriiformes,scolopacidae,tringa,"(Gmelin, 1789)",7.5 years,,Stable,"Wetlands (inland), Marine Intertidal",Least Concern,Willet,https://www.iucnredlist.org/species/22693319/93395925
0,Lesser Yellowlegs,Tringa flavipes,charadriiformes,scolopacidae,tringa,"(Gmelin, 1789)",5.7 years,,Decreasing,"Shrubland, Grassland, Wetlands (inland), Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Lesser Yellowlegs,https://www.iucnredlist.org/species/22693235/93392879
0,Spotted Redshank,Tringa erythropus,charadriiformes,scolopacidae,tringa,"(Pallas, 1764)",5.6 years,,Stable,"Forest, Shrubland, Grassland, Wetlands (inland), Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Spotted Redshank,https://www.iucnredlist.org/species/22693207/86682083
0,Common Greenshank,Tringa nebularia,charadriiformes,scolopacidae,tringa,"(Gunnerus, 1767)",6.3 years,,Stable,"Forest, Grassland, Wetlands (inland), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,"Common Greenshank, Greenshank",https://www.iucnredlist.org/species/22693220/86684205
0,Greater Yellowlegs,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Greater%20Yellowlegs&searchType=species
0,Common Redshank,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Common%20Redshank&searchType=species
0,Wood Sandpiper,Tringa glareola,charadriiformes,scolopacidae,tringa,"Linnaeus, 1758",5.2 years,,Stable,"Forest, Shrubland, Grassland, Wetlands (inland), Artificial/Aquatic & Marine",Least Concern,Wood Sandpiper,https://www.iucnredlist.org/species/22693247/86689640
0,Marsh Sandpiper,Tringa stagnatilis,charadriiformes,scolopacidae,tringa,"(Bechstein, 1803)",5.6 years,,Decreasing,"Wetlands (inland), Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Marsh Sandpiper,https://www.iucnredlist.org/species/22693216/86691256
0,Spotted Greenshank,Tringa guttifer,charadriiformes,scolopacidae,tringa,"(Nordmann, 1835)",5.7 years,,Decreasing,"Forest, Grassland, Wetlands (inland), Marine Intertidal, Artificial/Terrestrial",Endangered,"Spotted Greenshank, Nordmann's Greenshank, Nordmann’s Greenshank",https://www.iucnredlist.org/species/22693225/93391729
0,Common Buttonquail,Turnix sylvaticus,charadriiformes,turnicidae,turnix,"(Desfontaines, 1787)",3.5 years,"2,400 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Common Buttonquail, Andalusian Hemipode, Kurrichane Buttonquail",https://www.iucnredlist.org/species/22680500/90008182
0,Red-backed Buttonquail,Turnix maculosus,charadriiformes,turnicidae,turnix,"(Temminck, 1815)",3.5 years,"2,400 metres",Decreasing,"Grassland, Artificial/Terrestrial",Least Concern,"Red-backed Buttonquail, Red-backed Button-quail",https://www.iucnredlist.org/species/22680512/92864941
0,Yellow-legged Buttonquail,Turnix tanki,charadriiformes,turnicidae,turnix,"Blyth, 1843",3.5 years,"2,200 metres",Stable,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Yellow-legged Buttonquail,https://www.iucnredlist.org/species/22680539/92865133
0,Black-rumped Buttonquail,Turnix nanus,charadriiformes,turnicidae,turnix,"(Sundevall, 1851)",3.5 years,"1,800 metres",Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Black-rumped Buttonquail,https://www.iucnredlist.org/species/22725531/155630512
0,Fynbos Buttonquail,Turnix hottentottus,charadriiformes,turnicidae,turnix,"Temminck, 1815",3.5 years,"1,800 metres",Decreasing,Shrubland,Endangered,"Fynbos Buttonquail, Black-rumped Buttonquail, Hottentot Buttonquail",https://www.iucnredlist.org/species/22725519/155494803
0,Spotted Buttonquail,Turnix ocellatus,charadriiformes,turnicidae,turnix,"(Scopoli, 1786)",3.5 years,"2,200 metres",Unknown,"Grassland, Artificial/Terrestrial",Least Concern,Spotted Buttonquail,https://www.iucnredlist.org/species/22680542/92865445
0,Barred Buttonquail,Turnix suscitator,charadriiformes,turnicidae,turnix,"(Gmelin, 1789)",3.5 years,"2,500 metres",Increasing,"Forest, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Barred Buttonquail,https://www.iucnredlist.org/species/22680549/92865610
0,Madagascar Buttonquail,Turnix nigricollis,charadriiformes,turnicidae,turnix,"(Gmelin, 1789)",3.5 years,"1,900 metres",Stable,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,Madagascar Buttonquail,https://www.iucnredlist.org/species/22680552/92865904
0,Black-breasted Buttonquail,Turnix melanogaster,charadriiformes,turnicidae,turnix,"(Gould, 1837)",3.5 years,800 metres,Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Near Threatened,"Black-breasted Buttonquail, Black-breasted Button-quail",https://www.iucnredlist.org/species/22680556/92866106
0,New Caledonian Buttonquail,Turnix novaecaledoniae,charadriiformes,turnicidae,turnix,"Ogilvie-Grant, 1893",3.5 years,,Unknown,Grassland,Critically Endangered,New Caledonian Buttonquail,https://www.iucnredlist.org/species/22734789/95096865
0,Painted Buttonquail,Turnix varius,charadriiformes,turnicidae,turnix,"(Latham, 1801)",3.5 years,"1,500 metres",Decreasing,"Savanna, Shrubland, Grassland",Least Concern,Painted Buttonquail,https://www.iucnredlist.org/species/62288672/95193778
0,Buff-breasted Buttonquail,Turnix olivii,charadriiformes,turnicidae,turnix,"Robinson, 1900",3.5 years,500 metres,Unknown,"Forest, Grassland",Endangered,"Buff-breasted Buttonquail, Buff-breasted Button-quail",https://www.iucnredlist.org/species/22680572/92866714
0,Chestnut-backed Buttonquail,Turnix castanotus,charadriiformes,turnicidae,turnix,"(Gould, 1840)",3.5 years,500 metres,Stable,"Savanna, Shrubland, Grassland",Least Concern,"Chestnut-backed Buttonquail, Chestnut-backed Button-quail",https://www.iucnredlist.org/species/22680560/92866466
0,Red-chested Buttonquail,Turnix pyrrhothorax,charadriiformes,turnicidae,turnix,"(Gould, 1841)",3.5 years,"1,000 metres",Decreasing,"Grassland, Artificial/Terrestrial",Least Concern,"Red-chested Buttonquail, Red-chested Button-quail",https://www.iucnredlist.org/species/22680595/92867439
0,Sumba Buttonquail,Turnix everetti,charadriiformes,turnicidae,turnix,"Hartert, 1898",3.5 years,220 metres,Decreasing,"Savanna, Shrubland, Grassland, Artificial/Terrestrial",Vulnerable,Sumba Buttonquail,https://www.iucnredlist.org/species/22680592/110139877
0,Luzon Buttonquail,Turnix worcesteri,charadriiformes,turnicidae,turnix,"McGregor, 1904",3.5 years,"1,250 metres",Unknown,Grassland,Data Deficient,"Luzon Buttonquail, Worcester's Buttonquail",https://www.iucnredlist.org/species/22680588/92866987
0,Little Buttonquail,Turnix velox,charadriiformes,turnicidae,turnix,"(Gould, 1841)",3.5 years,"1,000 metres",Decreasing,"Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Little Buttonquail, Little Button-quail",https://www.iucnredlist.org/species/22680599/92867607
0,Quail-plover,Ortyxelos meiffrenii,charadriiformes,turnicidae,ortyxelos,"(Vieillot, 1819)",3.5 years,"2,000 metres",Unknown,"Savanna, Shrubland, Grassland",Least Concern,"Quail-plover, Quail-plover",https://www.iucnredlist.org/species/22680603/92867780
0,Crab-plover,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Crab-plover&searchType=species
0,Double-banded Courser,Smutsornis africanus,charadriiformes,glareolidae,smutsornis,"(Temminck, 1807)",7.3 years,"1,800 metres",Stable,"Shrubland, Grassland, Desert",Least Concern,Double-banded Courser,https://www.iucnredlist.org/species/22694091/93438298
0,Three-banded Courser,Rhinoptilus cinctus,charadriiformes,glareolidae,rhinoptilus,"(Heuglin, 1863)",7.3 years,,Stable,"Savanna, Shrubland",Least Concern,Three-banded Courser,https://www.iucnredlist.org/species/22694099/93438873
0,Bronze-winged Courser,Rhinoptilus chalcopterus,charadriiformes,glareolidae,rhinoptilus,"(Temminck, 1824)",7.3 years,,Stable,"Savanna, Shrubland",Least Concern,Bronze-winged Courser,https://www.iucnredlist.org/species/22694095/93438523
0,Jerdon's Courser,Rhinoptilus bitorquatus,charadriiformes,glareolidae,rhinoptilus,"(Blyth, 1848)",7.3 years,,Decreasing,Shrubland,Critically Endangered,Jerdon's Courser,https://www.iucnredlist.org/species/22694103/117189206
0,Cream-coloured Courser,Cursorius cursor,charadriiformes,glareolidae,cursorius,"(Latham, 1787)",7.3 years,800 metres,Decreasing,"Shrubland, Grassland, Desert, Other",Least Concern,Cream-coloured Courser,https://www.iucnredlist.org/species/22735845/155429274
0,Somali Courser,Cursorius somalensis,charadriiformes,glareolidae,cursorius,"Shelley, 1885",7.3 years,800 metres,Stable,"Shrubland, Grassland, Desert, Other",Least Concern,Somali Courser,https://www.iucnredlist.org/species/22732297/95046219
0,Burchell's Courser,Cursorius rufus,charadriiformes,glareolidae,cursorius,"Gould, 1837",7.3 years,,Decreasing,"Shrubland, Grassland, Wetlands (inland), Desert, Artificial/Terrestrial",Least Concern,Burchell's Courser,https://www.iucnredlist.org/species/22694116/93439396
0,Temminck's Courser,Cursorius temminckii,charadriiformes,glareolidae,cursorius,"Swainson, 1822",7.3 years,"2,000 metres",Stable,"Savanna, Grassland, Artificial/Terrestrial",Least Concern,Temminck's Courser,https://www.iucnredlist.org/species/22694120/93439599
0,Indian Courser,Cursorius coromandelicus,charadriiformes,glareolidae,cursorius,"(Gmelin, 1789)",7.3 years,,Stable,"Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,Indian Courser,https://www.iucnredlist.org/species/22694124/93439977
0,Australian Pratincole,Stiltia isabella,charadriiformes,glareolidae,stiltia,"(Vieillot, 1816)",7.3 years,"1,740 metres",Stable,"Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Australian Pratincole,https://www.iucnredlist.org/species/22694157/93441878
0,Collared Pratincole,Glareola pratincola,charadriiformes,glareolidae,glareola,"(Linnaeus, 1766)",7.3 years,"2,200 metres",Decreasing,"Grassland, Wetlands (inland), Marine Intertidal, Artificial/Terrestrial",Least Concern,"Collared Pratincole, Common Pratincole",https://www.iucnredlist.org/species/22694127/120026910
0,Oriental Pratincole,Glareola maldivarum,charadriiformes,glareolidae,glareola,"Forster, 1795",7.3 years,,Decreasing,"Grassland, Wetlands (inland), Marine Intertidal, Artificial/Terrestrial",Least Concern,Oriental Pratincole,https://www.iucnredlist.org/species/22694132/93440161
0,Black-winged Pratincole,Glareola nordmanni,charadriiformes,glareolidae,glareola,"Fischer, 1842",2.99 years,"1,590 metres",Decreasing,"Grassland, Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Near Threatened,Black-winged Pratincole,https://www.iucnredlist.org/species/22694136/205787289
0,Madagascar Pratincole,Glareola ocularis,charadriiformes,glareolidae,glareola,"Verreaux, 1833",4.2 years,"1,500 metres",Decreasing,"Grassland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal",Near Threatened,Madagascar Pratincole,https://www.iucnredlist.org/species/22694140/180116686
0,Rock Pratincole,Glareola nuchalis,charadriiformes,glareolidae,glareola,"Gray, 1849",7.3 years,,Decreasing,"Wetlands (inland), Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Rock Pratincole,https://www.iucnredlist.org/species/22694144/93440927
0,Grey Pratincole,Glareola cinerea,charadriiformes,glareolidae,glareola,"Fraser, 1843",7.3 years,,Unknown,"Forest, Wetlands (inland), Marine Neritic",Least Concern,Grey Pratincole,https://www.iucnredlist.org/species/22694148/93441296
0,Little Pratincole,Glareola lactea,charadriiformes,glareolidae,glareola,"Temminck, 1820",7.3 years,"1,800 metres",Unknown,"Wetlands (inland), Marine Neritic, Marine Intertidal",Least Concern,"Little Pratincole, Little Pratincole",https://www.iucnredlist.org/species/22694152/93441581
0,Brown Noddy,Anous stolidus,charadriiformes,laridae,anous,"(Linnaeus, 1758)",10.1 years,50 metres,Stable,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Least Concern,"Brown Noddy, Common Noddy",https://www.iucnredlist.org/species/22694794/168889812
0,Lesser Noddy,Anous tenuirostris,charadriiformes,laridae,anous,"(Temminck, 1823)",11.5 years,,Stable,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Least Concern,"Lesser Noddy, Sooty Noddy",https://www.iucnredlist.org/species/22694805/132575736
0,Black Noddy,Anous minutus,charadriiformes,laridae,anous,"Boie, 1844",8.1 years,50 metres,Decreasing,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Least Concern,Black Noddy,https://www.iucnredlist.org/species/22694799/163885644
0,Blue Noddy,Anous ceruleus,charadriiformes,laridae,anous,"(Bennett, 1840)",9.1 years,,Stable,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Least Concern,Blue Noddy,https://www.iucnredlist.org/species/22727746/133493654
0,Grey Noddy,Anous albivittus,charadriiformes,laridae,anous,"(Bonaparte, 1856)",9.1 years,,Stable,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Least Concern,"Grey Noddy, Gray Noddy",https://www.iucnredlist.org/species/22733705/133493121
0,Common White Tern,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Common%20White%20Tern&searchType=species
0,Little White Tern,Gygis microrhyncha,charadriiformes,laridae,gygis,"Saunders, 1876",15.3 years,,Stable,"Rocky areas (eg. inland cliffs, mountain peaks), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal",Least Concern,"Little White Tern, Little White-Tern",https://www.iucnredlist.org/species/22694830/132576654
0,Black Skimmer,Rynchops niger,charadriiformes,laridae,rynchops,"Linnaeus, 1758",11.5 years,600 metres,Decreasing,"Wetlands (inland), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal",Least Concern,Black Skimmer,https://www.iucnredlist.org/species/22694256/93442996
0,African Skimmer,Rynchops flavirostris,charadriiformes,laridae,rynchops,"Vieillot, 1816",6.3 years,"1,800 metres",Decreasing,"Wetlands (inland), Marine Coastal/Supratidal",Least Concern,African Skimmer,https://www.iucnredlist.org/species/22694262/179400911
0,Indian Skimmer,Rynchops albicollis,charadriiformes,laridae,rynchops,"Swainson, 1838",5.3 years,500 metres,Decreasing,"Wetlands (inland), Marine Intertidal",Endangered,Indian Skimmer,https://www.iucnredlist.org/species/22694268/178970109
0,Saunders's Gull,Saundersilarus saundersi,charadriiformes,laridae,saundersilarus,"(Swinhoe, 1871)",11.5 years,,Decreasing,"Marine Neritic, Marine Intertidal",Vulnerable,"Saunders's Gull, Chinese Black-headed Gull",https://www.iucnredlist.org/species/22694436/132551327
0,Little Gull,Hydrocoloeus minutus,charadriiformes,laridae,hydrocoloeus,"Pallas, 1776",10.5 years,,Increasing,"Wetlands (inland), Marine Neritic, Marine Oceanic, Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Little Gull,https://www.iucnredlist.org/species/22694469/132554081
0,Ross's Gull,Rhodostethia rosea,charadriiformes,laridae,rhodostethia,"(MacGillivray, 1824)",5.4 years,,Unknown,"Grassland, Wetlands (inland), Marine Neritic, Marine Oceanic",Least Concern,Ross's Gull,https://www.iucnredlist.org/species/22694476/168884321
0,Swallow-tailed Gull,Creagrus furcatus,charadriiformes,laridae,creagrus,"(Néboux, 1842)",17.4 years,,Unknown,"Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal",Least Concern,Swallow-tailed Gull,https://www.iucnredlist.org/species/22694493/132556163
0,Sabine's Gull,Xema sabini,charadriiformes,laridae,xema,"(Sabine, 1819)",6.2 years,,Stable,"Grassland, Wetlands (inland), Marine Neritic, Marine Oceanic",Least Concern,Sabine's Gull,https://www.iucnredlist.org/species/22694479/157413905
0,Ivory Gull,Pagophila eburnea,charadriiformes,laridae,pagophila,"(Phipps, 1774)",28 years,,Decreasing,"Rocky areas (eg. inland cliffs, mountain peaks), Desert, Marine Neritic, Marine Oceanic, Marine Intertidal, Marine Coastal/Supratidal, Other",Near Threatened,Ivory Gull,https://www.iucnredlist.org/species/22694473/132555020
0,Red-legged Kittiwake,Rissa brevirostris,charadriiformes,laridae,rissa,"(Bruch, 1853)",12.9 years,,Decreasing,"Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",Vulnerable,Red-legged Kittiwake,https://www.iucnredlist.org/species/22694502/132557429
0,Black-legged Kittiwake,Rissa tridactyla,charadriiformes,laridae,rissa,"(Linnaeus, 1758)",12.9 years,,Decreasing,"Marine Neritic, Marine Oceanic, Marine Intertidal, Marine Coastal/Supratidal",Vulnerable,"Black-legged Kittiwake, Kittiwake",https://www.iucnredlist.org/species/22694497/155617539
0,Bonaparte's Gull,Larus philadelphia,charadriiformes,laridae,larus,"(Ord, 1815)",10.5 years,600 metres,Increasing,"Forest, Wetlands (inland), Marine Neritic",Least Concern,Bonaparte's Gull,https://www.iucnredlist.org/species/22694432/132550875
0,Slender-billed Gull,Larus genei,charadriiformes,laridae,larus,"Brème, 1839",10.5 years,,Unknown,"Grassland, Wetlands (inland), Marine Neritic, Marine Intertidal, Marine Coastal/Supratidal, Artificial/Aquatic & Marine",Least Concern,Slender-billed Gull,https://www.iucnredlist.org/species/22694428/154570382
