,Name,sci_name,order,family,genus,sci_n_year,year,altitude,populate,habitat,conservation,other_names,IUCN_link
0,Visayan Scops-owl,Otus nigrorum,strigiformes,strigidae,otus,"Rand, 1950",3.7 years,,Decreasing,Forest,Vulnerable,"Visayan Scops-owl, Negros Scops-owl",https://www.iucnredlist.org/species/22725062/119425323
0,Mindanao Lowland Scops-owl,,,,,,,,,,,,https://www.iucnredlist.org/search?query=Mindanao%20Lowland%20Scops-owl&searchType=species
0,Palawan Scops-owl,Otus fuliginosus,strigiformes,strigidae,otus,"(Sharpe, 1888)",3.7 years,,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Palawan Scops-owl, Palawan Scops Owl, Palawan Scops-Owl",https://www.iucnredlist.org/species/22688718/93207140
0,Mentawai Scops-owl,Otus mentawi,strigiformes,strigidae,otus,"Chasen & Kloss, 1926",3.7 years,,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Mentawai Scops-owl, Mentawai Scops Owl, Mentawai Scops-Owl",https://www.iucnredlist.org/species/22688713/93206881
0,Wallace's Scops-owl,Otus silvicola,strigiformes,strigidae,otus,"(Wallace, 1864)",3.7 years,"1,600 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Wallace's Scops-owl, Lesser Sunda Scops-owl, Wallace's Scops Owl, Wallace's Scops-Owl",https://www.iucnredlist.org/species/22688734/93207390
0,Enggano Scops-owl,Otus enganensis,strigiformes,strigidae,otus,"Riley, 1927",3.7 years,,Stable,Forest,Near Threatened,"Enggano Scops-owl, Engano Scops-owl",https://www.iucnredlist.org/species/22724390/94864442
0,Simeulue Scops-owl,Otus umbra,strigiformes,strigidae,otus,"(Richmond, 1903)",3.7 years,,Stable,"Forest, Artificial/Terrestrial",Near Threatened,"Simeulue Scops-owl, Simeulue Scops Owl, Simeulue Scops-Owl",https://www.iucnredlist.org/species/22688586/93201773
0,Nicobar Scops-owl,Otus alius,strigiformes,strigidae,otus,"Rasmussen, 1998",3.7 years,,Decreasing,Forest,Near Threatened,"Nicobar Scops-owl, Nicobar Scops Owl",https://www.iucnredlist.org/species/22728447/152511952
0,Andaman Scops-owl,Otus balli,strigiformes,strigidae,otus,"(Hume, 1873)",3.7 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,"Andaman Scops-owl, Andaman Scops Owl, Andaman Scops-Owl",https://www.iucnredlist.org/species/22688573/118257284
0,Flores Scops-owl,Otus alfredi,strigiformes,strigidae,otus,"(Hartert, 1897)",3.7 years,"1,400 metres",Decreasing,Forest,Endangered,"Flores Scops-owl, Flores Scops Owl",https://www.iucnredlist.org/species/22724396/94864662
0,Mountain Scops-owl,Otus spilocephalus,strigiformes,strigidae,otus,"(Blyth, 1846)",3.7 years,"2,750 metres",Stable,"Forest, Artificial/Terrestrial",Least Concern,"Mountain Scops-owl, Mountain Scops Owl, Mountain Scops-Owl",https://www.iucnredlist.org/species/22688579/93201511
0,Javan Scops-owl,Otus angelinae,strigiformes,strigidae,otus,"(Finsch, 1912)",3.7 years,"2,000 metres",Decreasing,Forest,Vulnerable,"Javan Scops-owl, Javan Scops Owl, Javan Scops-Owl",https://www.iucnredlist.org/species/22688591/93201974
0,Rajah Scops-owl,Otus brookii,strigiformes,strigidae,otus,"(Sharpe, 1892)",3.7 years,"2,400 metres",Decreasing,Forest,Least Concern,"Rajah Scops-owl, Rajah Scops Owl, Rajah Scops-Owl",https://www.iucnredlist.org/species/22688703/130155259
0,Arabian Scops-owl,Otus pamelae,strigiformes,strigidae,otus,"Bates, 1937",3.7 years,,Stable,"Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,Arabian Scops-owl,https://www.iucnredlist.org/species/61915442/113016319
0,Pemba Scops-owl,Otus pembaensis,strigiformes,strigidae,otus,"Pakenham, 1937",3.7 years,79 metres,Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,"Pemba Scops-owl, Pemba Scops Owl",https://www.iucnredlist.org/species/22688679/93205686
0,African Scops-owl,Otus senegalensis,strigiformes,strigidae,otus,"(Swainson, 1837)",3.7 years,"2,000 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,African Scops-owl,https://www.iucnredlist.org/species/61914670/95183137
0,Annobon Scops-owl,Otus feae,strigiformes,strigidae,otus,"(Salvadori, 1903)",3.7 years,,Decreasing,Forest,Critically Endangered,Annobon Scops-owl,https://www.iucnredlist.org/species/61915272/125407816
0,Sao Tome Scops-owl,Otus hartlaubi,strigiformes,strigidae,otus,"(Giebel, 1849)",3.7 years,"1,500 metres",Decreasing,Forest,Vulnerable,"Sao Tome Scops-owl, Sao Tome Scops Owl, Sao Tome Scops-Owl, Sao Tomé Scops-owl, São Tomé Scops Owl, São Tomé Scops-owl",https://www.iucnredlist.org/species/22688620/131460770
0,Eurasian Scops-owl,Otus scops,strigiformes,strigidae,otus,"(Linnaeus, 1758)",2.32 years,"2,000 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Artificial/Terrestrial",Least Concern,"Eurasian Scops-owl, Common Scops-Owl, Eurasian Scops Owl, European Scops Owl, Scops Owl",https://www.iucnredlist.org/species/155019854/206523296
0,Cyprus Scops-owl,Otus cyprius,strigiformes,strigidae,otus,"(von Madarász, 1901)",3.7 years,"1,900 metres",Unknown,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Cyprus Scops-owl,https://www.iucnredlist.org/species/155019839/155215276
0,Pallid Scops-owl,Otus brucei,strigiformes,strigidae,otus,"(Hume, 1873)",2.13 years,"1,800 metres",Stable,"Shrubland, Wetlands (inland), Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,"Pallid Scops-owl, Pallid Scops Owl, Pallid Scops-Owl, Striated Scops Owl",https://www.iucnredlist.org/species/22688631/206478716
0,Luzon Highland Scops-owl,Otus longicornis,strigiformes,strigidae,otus,"(Ogilvie-Grant, 1894)",3.7 years,"1,800 metres",Decreasing,Forest,Near Threatened,"Luzon Highland Scops-owl, Luzon Scops Owl, Luzon Scops-Owl",https://www.iucnredlist.org/species/22688602/93202286
0,Mindanao Highland Scops-owl,Otus mirus,strigiformes,strigidae,otus,"Ripley & Rabor, 1968",3.7 years,"2,950 metres",Decreasing,Forest,Near Threatened,"Mindanao Highland Scops-owl, Mindanao Scops Owl, Mindanao Scops-Owl",https://www.iucnredlist.org/species/22688614/93202795
0,Mindoro Scops-owl,Otus mindorensis,strigiformes,strigidae,otus,"(Whitehead, 1899)",3.7 years,,Decreasing,Forest,Near Threatened,"Mindoro Scops-owl, Mindoro Scops Owl, Mindoro Scops-Owl",https://www.iucnredlist.org/species/22688608/93202581
0,Madagascar Scops-owl,Otus rutilus,strigiformes,strigidae,otus,"(Pucheran, 1849)",3.7 years,,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,Madagascar Scops-owl,https://www.iucnredlist.org/species/22735960/95122449
0,Mayotte Scops-owl,Otus mayottensis,strigiformes,strigidae,otus,"Benson, 1960",3.7 years,650 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Mayotte Scops-owl, Mayotte Scops Owl",https://www.iucnredlist.org/species/22732599/95047769
0,Anjouan Scops-owl,Otus capnodes,strigiformes,strigidae,otus,"(Gurney, 1889)",3.7 years,"1,595 metres",Decreasing,"Forest, Artificial/Terrestrial",Endangered,"Anjouan Scops-owl, Anjouan Scops Owl",https://www.iucnredlist.org/species/22688686/119090936
0,Grand Comoro Scops-owl,Otus pauliani,strigiformes,strigidae,otus,"(Benson, 1960)",2.5 years,"1,900 metres",Decreasing,"Forest, Shrubland",Endangered,"Grand Comoro Scops-owl, Comoro Scops-owl, Grand Comoro Scops-Owl, Karthala Scops Owl",https://www.iucnredlist.org/species/22688694/179586821
0,Moheli Scops-owl,Otus moheliensis,strigiformes,strigidae,otus,"Lafontaine & Moulaert, 1998",3.7 years,790 metres,Decreasing,"Forest, Artificial/Terrestrial",Endangered,"Moheli Scops-owl, Moheli Scops Owl",https://www.iucnredlist.org/species/22724585/118472254
0,Socotra Scops-owl,Otus socotranus,strigiformes,strigidae,otus,"(Ogilvie-Grant & Forbes, 1899)",3.7 years,850 metres,Stable,"Rocky areas (eg. inland cliffs, mountain peaks), Desert, Artificial/Terrestrial",Least Concern,Socotra Scops-owl,https://www.iucnredlist.org/species/61915715/113016831
0,Seychelles Scops-owl,Otus insularis,strigiformes,strigidae,otus,"(Tristram, 1880)",2.83 years,700 metres,Decreasing,"Forest, Artificial/Terrestrial",Critically Endangered,"Seychelles Scops-owl, Seychelles Scops Owl",https://www.iucnredlist.org/species/22688667/177971497
0,Oriental Scops-owl,Otus sunia,strigiformes,strigidae,otus,"(Hodgson, 1836)",2.19 years,"1,500 metres",Stable,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,"Oriental Scops-owl, Oriental Scops Owl, Oriental Scops-Owl",https://www.iucnredlist.org/species/22728969/206482277
0,Ryukyu Scops-owl,Otus elegans,strigiformes,strigidae,otus,"(Cassin, 1852)",5 years,550 metres,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Ryukyu Scops-owl, Elegant Scops-Owl, Ryukyu Scops Owl",https://www.iucnredlist.org/species/22688651/117001277
0,Siau Scops-owl,Otus siaoensis,strigiformes,strigidae,otus,"(Schlegel, 1873)",3.7 years,"1,500 metres",Stable,"Forest, Artificial/Terrestrial",Critically Endangered,"Siau Scops-owl, Siau Scops Owl",https://www.iucnredlist.org/species/22728599/134199532
0,Sulawesi Scops-owl,Otus manadensis,strigiformes,strigidae,otus,"(Quoy & Gaimard, 1830)",3.7 years,,Stable,Forest,Least Concern,Sulawesi Scops-owl,https://www.iucnredlist.org/species/62290590/95195305
0,Banggai Scops-owl,Otus mendeni,strigiformes,strigidae,otus,"Neumann, 1939",3.7 years,"1,000 metres",Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Banggai Scops-owl,https://www.iucnredlist.org/species/62290488/110041533
0,Sula Scops-owl,Otus sulaensis,strigiformes,strigidae,otus,"(Hartert, 1898)",3.7 years,"1,100 metres",Stable,"Forest, Wetlands (inland), Artificial/Terrestrial",Near Threatened,Sula Scops-owl,https://www.iucnredlist.org/species/62290539/95195072
0,Sangihe Scops-owl,Otus collari,strigiformes,strigidae,otus,"Lambert & Rasmussen, 1998",3.7 years,315 metres,Stable,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Sangihe Scops-owl, Sangihe Scops Owl",https://www.iucnredlist.org/species/22732046/95041318
0,Mantanani Scops-owl,Otus mantananensis,strigiformes,strigidae,otus,"(Sharpe, 1892)",3.7 years,,Decreasing,"Forest, Artificial/Terrestrial",Near Threatened,"Mantanani Scops-owl, Mantanani Scops Owl, Mantanani Scops-Owl",https://www.iucnredlist.org/species/22688656/111043242
0,Moluccan Scops-owl,Otus magicus,strigiformes,strigidae,otus,"(Müller, 1841)",3.7 years,900 metres,Stable,"Forest, Artificial/Terrestrial",Least Concern,Moluccan Scops-owl,https://www.iucnredlist.org/species/45400973/95147236
0,Rinjani Scops-owl,Otus jolandae,strigiformes,strigidae,otus,"Sangster, King, Verbelen & Trainor, 2013",3.7 years,"1,350 metres",Stable,"Forest, Artificial/Terrestrial",Near Threatened,Rinjani Scops-owl,https://www.iucnredlist.org/species/61786867/117002556
0,Wetar Scops-owl,Otus tempestatis,strigiformes,strigidae,otus,"(Hartert, 1904)",3.7 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,Wetar Scops-owl,https://www.iucnredlist.org/species/45400982/95147409
0,Biak Scops-owl,Otus beccarii,strigiformes,strigidae,otus,"(Salvadori, 1876)",3.7 years,300 metres,Decreasing,Forest,Vulnerable,"Biak Scops-owl, Biak Scops Owl",https://www.iucnredlist.org/species/22724754/94877921
0,Palau Owl,Pyrroglaux podargina,strigiformes,strigidae,pyrroglaux,"(Hartlaub & Finsch, 1872)",3.7 years,,Stable,"Forest, Artificial/Terrestrial",Least Concern,"Palau Owl, Palau Owl",https://www.iucnredlist.org/species/22688899/93210877
0,Northern White-faced Owl,Ptilopsis leucotis,strigiformes,strigidae,ptilopsis,"(Temminck, 1820)",3.7 years,"1,700 metres",Stable,"Forest, Savanna, Shrubland, Desert, Artificial/Terrestrial",Least Concern,Northern White-faced Owl,https://www.iucnredlist.org/species/61781834/95179876
0,Southern White-faced Owl,Ptilopsis granti,strigiformes,strigidae,ptilopsis,"(Kollibay, 1910)",3.7 years,,Stable,"Forest, Savanna, Shrubland, Desert, Artificial/Terrestrial",Least Concern,Southern White-faced Owl,https://www.iucnredlist.org/species/61781923/95180220
0,Stygian Owl,Asio stygius,strigiformes,strigidae,asio,"(Wagler, 1832)",7.2 years,"3,100 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Stygian Owl,https://www.iucnredlist.org/species/22689504/95214500
0,Northern Long-eared Owl,Asio otus,strigiformes,strigidae,asio,"(Linnaeus, 1758)",5.70 years,"2,750 metres",Decreasing,"Forest, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Northern Long-eared Owl,https://www.iucnredlist.org/species/22689507/201150685
0,African Long-eared Owl,Asio abyssinicus,strigiformes,strigidae,asio,"(Guérin-Méneville, 1843)",7.2 years,"3,350 metres",Stable,"Forest, Shrubland, Grassland, Rocky areas (eg. inland cliffs, mountain peaks), Artificial/Terrestrial",Least Concern,African Long-eared Owl,https://www.iucnredlist.org/species/22689512/93233846
0,Madagascar Long-eared Owl,Asio madagascariensis,strigiformes,strigidae,asio,"(Smith, 1834)",7.2 years,"1,600 metres",Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Madagascar Long-eared Owl, Madagascar Long-eared Owl",https://www.iucnredlist.org/species/22689517/130164463
0,Striped Owl,Asio clamator,strigiformes,strigidae,asio,"(Vieillot, 1807)",5.17 years,"1,400 metres",Decreasing,"Forest, Savanna, Shrubland, Grassland, Wetlands (inland), Artificial/Terrestrial, Artificial/Aquatic & Marine",Least Concern,Striped Owl,https://www.iucnredlist.org/species/22689522/167863611
0,Short-eared Owl,Asio flammeus,strigiformes,strigidae,asio,"(Pontoppidan, 1763)",4.83 years,"4,300 metres",Decreasing,"Grassland, Wetlands (inland), Artificial/Terrestrial",Least Concern,Short-eared Owl,https://www.iucnredlist.org/species/22689531/202226582
0,Marsh Owl,Asio capensis,strigiformes,strigidae,asio,"(Smith, 1834)",5.92 years,"3,000 metres",Stable,"Savanna, Grassland, Wetlands (inland), Marine Intertidal, Artificial/Terrestrial",Least Concern,Marsh Owl,https://www.iucnredlist.org/species/22689535/202174205
0,Jamaican Owl,Pseudoscops grammicus,strigiformes,strigidae,pseudoscops,"(Gosse, 1847)",5.4 years,600 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,Jamaican Owl,https://www.iucnredlist.org/species/22689501/93232472
0,Fearful Owl,Nesasio solomonensis,strigiformes,strigidae,nesasio,"(Hartert, 1901)",5.4 years,700 metres,Decreasing,"Forest, Artificial/Terrestrial",Vulnerable,Fearful Owl,https://www.iucnredlist.org/species/22689539/93236256
0,Flammulated Owl,Psiloscops flammeolus,strigiformes,strigidae,psiloscops,"(Kaup, 1853)",3.7 years,"3,000 metres",Decreasing,Forest,Least Concern,Flammulated Owl,https://www.iucnredlist.org/species/22688637/93203659
0,Western Screech-owl,Megascops kennicottii,strigiformes,strigidae,megascops,"(Elliot, 1867)",7 years,"2,200 metres",Decreasing,"Forest, Shrubland, Desert, Artificial/Terrestrial",Least Concern,"Western Screech-owl, Western Screech Owl, Western Screech-Owl",https://www.iucnredlist.org/species/22688747/93207555
0,Balsas Screech-owl,Megascops seductus,strigiformes,strigidae,megascops,"(Moore, 1941)",4.12 years,"1,200 metres",Decreasing,"Forest, Savanna, Shrubland, Artificial/Terrestrial",Least Concern,"Balsas Screech-owl, Balsas Screech Owl, Balsas Screech-Owl",https://www.iucnredlist.org/species/22724664/167847049
0,Pacific Screech-owl,Megascops cooperi,strigiformes,strigidae,megascops,"(Ridgway, 1878)",4.1 years,950 metres,Decreasing,"Forest, Artificial/Terrestrial",Least Concern,"Pacific Screech-owl, Pacific Screech Owl, Pacific Screech-Owl",https://www.iucnredlist.org/species/155658784/167849084
0,Eastern Screech-owl,Megascops asio,strigiformes,strigidae,megascops,"(Linnaeus, 1758)",7 years,"1,500 metres",Decreasing,"Forest, Shrubland, Artificial/Terrestrial",Least Concern,"Eastern Screech-owl, Autillo yanqui, Eastern Screech Owl, Eastern Screech-Owl",https://www.iucnredlist.org/species/155660662/152331179
