,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,largebilled-reed-warbler,DD - Data deficient,Hume's Reed Warbler,"Notiocichla orina, Acrocephalus macrorhynchus",Perching Birds / Passeriformes,Reed Warblers & Allies / Acrocephalidae,Acrocephalus,Oriental Region,ne Afghanistan (Timmins et al. 2009),https://dibird.com/species/largebilled-reed-warbler/,n India and sc Thailand
0,largebilled-scrubwren,LC - Least concern,"Large billed Scrubwren, Large-billed Sericornis, Large-billed Scrub-Wren","Acanthiza magnirostra, Sericornis magnirostris",Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Sericornis,Australasia,e Australia,https://dibird.com/species/largebilled-scrubwren/,-
0,largebilled-seed-finch,LC - Least concern,"Large-billed Seed-Finch, Large-billed Seed-Finch [incl. occidentalis], Large-billed Seed-Finch (incl. ssp. occidentalis)","Oryzoborus crassirostris, Loxia crassirostris",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Sporophila,South America,"n, w SA",https://dibird.com/species/largebilled-seed-finch/,-
0,largebilled-tern,LC - Least concern,"Large billed Tern, Great-billed Tern",Sterna simplex,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Phaetusa,South America,widespread e of Andes to nc Argentina,https://dibird.com/species/largebilled-tern/,-
0,largefooted-finch,LC - Least concern,"Large-foooted Finch, Large footed Finch, Big-footed Sparrow, Large-footed Brushfinch",,Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Pezopetes,Middle America,Costa Rica and Panama,https://dibird.com/species/largefooted-finch/,-
0,largefooted-tapaculo,LC - Least concern,Large footed Tapaculo,,Perching Birds / Passeriformes,Tapaculos / Rhinocryptidae,Scytalopus,South America,Peru,https://dibird.com/species/largefooted-tapaculo/,-
0,largeheaded-flatbill,LC - Least concern,"Bamboo Flatbill, Large headed Flatbill","Ramphotrigon megacephala, Tyrannula megacephala",Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Ramphotrigon,South America,"nw, s Amazonia and se SA",https://dibird.com/species/largeheaded-flatbill/,-
0,largespotted-nutcracker,LC - Least concern,"Larger-Spotted Nut-cracker, Spotted Nutcracker, Indian Nutcracker (nominal form), Larger Spotted Nutcracker, Kashmir Nutcracker, Indian Nutcracker (nominate), Larger-spotted Nutcracker, Indian Nutcracker, Large-spotted Nutcracker",,Perching Birds / Passeriformes,"Crows, Jays / Corvidae",Nucifraga,Eurasia,w Himalayas,https://dibird.com/species/largespotted-nutcracker/,-
0,largetailed-antshrike,LC - Least concern,Large tailed Antshrike,"Thamnophilus leachii, Mackenzianea leachii",Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Mackenziaena,South America,"s Brazil, e Paraguay and ne Argentina",https://dibird.com/species/largetailed-antshrike/,-
0,largetailed-nightjar,LC - Least concern,"Coffinbird, Large tailed Nightjar, White-tailed Nightjar, Long-tailed Nightjar",,Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Caprimulgus,"Australasia, Oriental Region",e India to n Australia,https://dibird.com/species/largetailed-nightjar/,-
0,lark-bunting,LC - Least concern,"White-shouldered Blackbird, Lark-Bunting, white-shouldered bunting",,Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Calamospiza,North America,sc Canada to sc USA,https://dibird.com/species/lark-bunting/,to nc Mexico
0,lark-sparrow,LC - Least concern,"Lark-Sparrow, Lark Finch",Fringilla grammaca,Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Chondestes,North America,"w, n",https://dibird.com/species/lark-sparrow/,se USA to Guatemala
0,larklike-brushrunner,LC - Least concern,"Lark-like Bushrunner, Lark like Brushrunner",,Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Coryphistera,South America,sc,https://dibird.com/species/larklike-brushrunner/,-
0,larklike-bunting,LC - Least concern,"Pale Rock Bunting, Lark like Bunting, Larklike Bunting",Fringillaria impetuani,Perching Birds / Passeriformes,Buntings / Emberizidae,Emberiza,Africa,sw,https://dibird.com/species/larklike-bunting/,-
0,lathams-francolin,LC - Least concern,"Schubotz's Francolin, Forest Francolin, Latham's Forest Francolin",Francolinus lathami,Сhickens and relatives / Galliformes,Pheasants & Allies / Phasianidae,Peliperdix,Africa,"w, c",https://dibird.com/species/lathams-francolin/,-
0,lathams-snipe,LC - Least concern,"Japanese Snipe, Australian Snipe","Capella hardwickii, Scolopax hardwickii",Shorebirds / Charadriiformes,"Sandpipers, Snipes / Scolopacidae",Gallinago,Eurasia,e Siberia and Japan,https://dibird.com/species/lathams-snipe/,e Australia
0,latticetailed-trogon,LC - Least concern,Lattice tailed Trogon,,"Trogons, quetzals / Trogoniformes",Trogons / Trogonidae,Trogon,Middle America,Costa Rica and Panama,https://dibird.com/species/latticetailed-trogon/,-
0,laughing-dove,LC - Least concern,"Indian Little Brown Dove, Senegal Dove, Laughing Turtle-Dove, Laughing Turtle Dove, Little Brown Dove, Palm Dove","Columba senegalensis, Stigmatopelia senegalensis, Streptopelia senegalensis",Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Spilopelia,"Africa, Eurasia, Oriental Region",India and c Asia to s Arabian Pen. and AF,https://dibird.com/species/laughing-dove/,-
0,laughing-falcon,LC - Least concern,Laughing Hawk,"Falco cachinnans, Herpetotheres cachnnans",Falcons / Falconiformes,"Caracaras, Falcons / Falconidae",Herpetotheres,"South America, Middle America",Mexico to n Argentina,https://dibird.com/species/laughing-falcon/,-
0,laughing-gull,LC - Least concern,,Larus atricilla,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Leucophaeus,"South America, Middle America, North America",widespread coasts,https://dibird.com/species/laughing-gull/,-
0,laughing-kookaburra,LC - Least concern,"Jack, Kooka, Laughing Jack, Great Brown Kingfisher, Shepherd's Clock, Australian laughing jackass, Jackass, Alarm Bird, Johnny, Settler's Clock, Jacky, Breakfast Bird, Ha Ha Duck, Woop Woop Pigeon, Bushman's Clock, Kookaburra, Laughing Johnny, Laughing John, Ha ha Pigeon, Brown Kingfisher, Laughing Jackass, Giant Kingfisher","Dacelo gigas, Alcedo novae guineae, Alcedo novaeguineae",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Dacelo,Australasia,"e, sw Australia",https://dibird.com/species/laughing-kookaburra/,-
0,laughing-owl,EX - Extinct,Whekau,"Athene albifacies, Sceloglaux albifaces, Sceloglaux albifacies",Owls / Strigiformes,Owls / Strigidae,Ninox,Australasia,New Zealand,https://dibird.com/species/laughing-owl/,-
0,lauras-woodland-warbler,LC - Least concern,"Laura's Wood-Warbler, Laura's Wood Warbler, Mrs Boulton's Woodland-Warbler, Laura's Leaf Warbler, Laura's Warbler, Laura's Woodland-Warbler, Mrs. Boulton's Warbler, Mrs Boulton's Woodland Warbler, Mrs. Boulton's Woodland Warbler, Mrs Boulton's Warbler",Seicercus laurae,Perching Birds / Passeriformes,Leaf Warblers & Allies / Phylloscopidae,Phylloscopus,Africa,sc,https://dibird.com/species/lauras-woodland-warbler/,-
0,laurel-pigeon,NT - Near threatened,"Canarian Pigeon, White-tailed Laurel Pigeon, White-tailed Laurel-pigeon",Columba junionae,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Columba,Africa,Canary Is.,https://dibird.com/species/laurel-pigeon/,-
0,lava-gull,VU - Vulnerable,Dusky Gull,"Larus fuliginosus, Larus fulginosus",Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Leucophaeus,South America,Galápagos Is.,https://dibird.com/species/lava-gull/,-
0,lava-heron,NE - Not evaluated,"Galapagos Green Heron, Plumbeous Heron, Striated Heron (Galapagos), Galápagos Heron, Galapagos Heron",Ardea sundevalli,Pelicans and relatives / Pelecaniformes,"Herons, Bitterns / Ardeidae",Butorides,South America,Galápagos Is.,https://dibird.com/species/lava-heron/,-
0,lavender-waxbill,LC - Least concern,"Lavender Firefinch, Red-tailed Lavender Waxbill, Lavender Fire-finch, Bluish Waxbill","Fringilla caerulescens, Estrilda coerulescens, Estrilda caerulescens",Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Glaucestrilda,Africa,Senegal and Gambia to Guinea and e to n Central African Republic,https://dibird.com/species/lavender-waxbill/,-
0,lawess-parotia,LC - Least concern,"Lawes's Parotia (Lawes's), Lawes's Six-wired Parotia",,Perching Birds / Passeriformes,Birds-of-paradise / Paradisaeidae,Parotia,Australasia,"e, se New Guinea",https://dibird.com/species/lawess-parotia/,-
0,lawrences-goldfinch,LC - Least concern,,"Carduelis lawrencei, Astragalinus lawrencei",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Spinus,"Middle America, North America",sw USA and nw Mexico,https://dibird.com/species/lawrences-goldfinch/,-
0,lawrences-thrush,LC - Least concern,Lawrence's Thrush,Turdus lawrenceii,Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,South America,w Amazonia,https://dibird.com/species/lawrences-thrush/,-
0,layards-parakeet,LC - Least concern,Emerald-collared Parakeet,"Psittacula calthorpae, Nicopsitta calthrapae, Psittacula calthropae, Palaeornis calthrapae",Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Psittacula,Oriental Region,Sri Lanka,https://dibird.com/species/layards-parakeet/,-
0,layards-warbler,LC - Least concern,"Layard's Tit-Babbler, Layard's Tit-Warbler, Layard's Tit Warbler, Layard's Tit Babbler, Layard's Titbabbler","Parisoma layardi, Sylvia layardi",Perching Birds / Passeriformes,Sylviid Babblers / Sylviidae,Curruca,Africa,sw,https://dibird.com/species/layards-warbler/,-
0,laysan-albatross,NT - Near threatened,"white goonybird, White Gooney Bird, White Gooney",Diomedea immutabilis,Albatrosses and Petrels / Procellariiformes,Albatrosses / Diomedeidae,Phoebastria,Pacific ocean,"n, c",https://dibird.com/species/laysan-albatross/,-
0,laysan-duck,CR - Critically endangered,"Laysan Teal, Laysan Mallard",,Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Anas,Pacific ocean,Laysan I.,https://dibird.com/species/laysan-duck/,-
0,laysan-finch,VU - Vulnerable,,"Telespyza cantans, Telespyza [sic] cantans, Loxioides cantans",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Telespiza,Pacific ocean,Hawaiian Is.,https://dibird.com/species/laysan-finch/,-
0,laysan-honeycreeper,EX - Extinct,"Laysan Honeyeater, Apapane (Laysan Island)","Himatiore sanquinea, Himatione freethii",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Himatione,Pacific ocean,Laysan I. (Hawaiian Is.),https://dibird.com/species/laysan-honeycreeper/,-
0,laysan-rail,EX - Extinct,"Laysan Island Crake, Laysan Crake","Porzana palmeri, Porzanula palmeri","Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Zapornia,Pacific ocean,Laysan I.,https://dibird.com/species/laysan-rail/,-
0,lazuli-bunting,LC - Least concern,"Blue Linnet, Lazuli painted Finch","Cyanospiza amoena, Emberiza amoena",Perching Birds / Passeriformes,Cardinals & Allies / Cardinalidae,Passerina,North America,"sw, sc Canada through w USA to extreme nw Mexico",https://dibird.com/species/lazuli-bunting/,w Mexico
0,lazuli-kingfisher,NT - Near threatened,South Moluccan Kingfisher,"Alcedo lazuli, Todirhamphus lazuli, Halcyon lazuli",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Todiramphus,Australasia,s Moluccas,https://dibird.com/species/lazuli-kingfisher/,-
0,lazuline-sabrewing,LC - Least concern,,Trochilus falcatus,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Campylopterus,South America,ne Venezuela to ne Ecuador,https://dibird.com/species/lazuline-sabrewing/,-
0,lazy-cisticola,LC - Least concern,"Natal Lazy Cisticola, Rock-loving Cisticola, Plain-back Grass-Warbler, Rock-loving Cisticola (Lazy)",Drymoica aberrans,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Cisticola,Africa,"se, e",https://dibird.com/species/lazy-cisticola/,-
0,leachs-storm-petrel,NE - Not evaluated,"Leach's Storm-Petrel, Leach's, Dusky-rumped Petrel, Leach's Fork-tailed Storm-Petrel, Chapman Petrel, Beal's Petrel, Fork-tailed Storm Petrel, Socorro Petrel, Leach's Stormpetrel, Fork-tailed Storm-petrel, Leach's/Townsend's/Ainley's Storm-Petrel, Townsend's or Ainley's Storm-Petrel, Kaeding's Petrel, Leach's Petrel","Oceaonodroma leucorhoa, Procellaria leucorhoa, Oceanodroma leucorhoa, Hydrobates leucorhoa, Oceanodroma leucorhous",Albatrosses and Petrels / Procellariiformes,Northern Storm Petrels / Hydrobatidae,Hydrobates,"Pacific ocean, Atlantic ocean","n, c",https://dibird.com/species/leachs-storm-petrel/,-
0,leaden-antwren,LC - Least concern,White-backed Antwren,,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Myrmotherula,South America,"c, s Amazonia",https://dibird.com/species/leaden-antwren/,-
0,leaden-flycatcher,LC - Least concern,"Leaden Myiagra, Leaden Myiagra Flycatcher",Todus rubecula,Perching Birds / Passeriformes,Monarchs / Monarchidae,Myiagra,Australasia,"ne, s New Guinea and n, e Australia",https://dibird.com/species/leaden-flycatcher/,-
0,leaden-honeyeater,LC - Least concern,"Leaden Streaked-Honeyeater, Leaden Streaked Honeyeater",Ptilotis plumbea,Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Ptiloprora,Australasia,New Guinea,https://dibird.com/species/leaden-honeyeater/,-
0,leaf-lorikeet,NT - Near threatened,"Rainbow Lorikeet (Leaf), Flores Lorikeet, Flores Island rainbow lory",Psitteuteles weberi,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Trichoglossus,Australasia,Flores,https://dibird.com/species/leaf-lorikeet/,-
0,lears-macaw,EN - Endangered,Indigo Macaw,,Parrots / Psittaciformes,African & New World Parrots / Psittacidae,Anodorhynchus,South America,e Brazil,https://dibird.com/species/lears-macaw/,-
0,least-auklet,LC - Least concern,Knob-billed Auk,"Uria pusilla, Simorhynchus pusillus",Shorebirds / Charadriiformes,Auks / Alcidae,Aethia,"North America, Eurasia",n Pacific coasts,https://dibird.com/species/least-auklet/,n PO
0,least-bittern,LC - Least concern,Cory's Bittern,"Ardetta exilis, Ardea exilis, Botaurus exilis",Pelicans and relatives / Pelecaniformes,"Herons, Bitterns / Ardeidae",Ixobrychus,"South America, Middle America, North America","e, sw USA to se Brazil",https://dibird.com/species/least-bittern/,-
0,least-flycatcher,LC - Least concern,Chebec,Tyrannula minima,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Empidonax,North America,"w Canada to nc, ne USA and se Canada",https://dibird.com/species/least-flycatcher/,MA
0,least-grebe,LC - Least concern,"American Dabchick, Least Dabchick, Santo Domingo Grebe, St. Domingo Grebe, Short-billed Grebe","Podiceps dominicus, Pociceps dominicus, Colymbus dominicus, Poliocephalus dominicus",Grebes / Podicipediformes,Grebes / Podicipedidae,Tachybaptus,"South America, Middle America, North America",s Texas to n Argentina,https://dibird.com/species/least-grebe/,-
0,least-honeyguide,LC - Least concern,Western Least Honeyguide,"Indicator pachyrhynchus, Melignothes exilis, Indicator pygmaeus","Woodpeckers, Toucans and relatives / Piciformes",Honeyguides / Indicatoridae,Indicator,Africa,"c, w",https://dibird.com/species/least-honeyguide/,-
0,least-nighthawk,LC - Least concern,,Chordeiles ? pusillus,Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Chordeiles,South America,"n, e",https://dibird.com/species/least-nighthawk/,-
0,least-poorwill,NT - Near threatened,"Least Poor-will, Least Pauraque","Microsiphonorhis brewsteri, Siphonoris brewsteri",Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Siphonorhis,North America,Hispaniola,https://dibird.com/species/least-poorwill/,-
