,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,longtailed-duck,VU - Vulnerable,"Old-squaw, Long-tailed Duck/Oldsquaw, Oldsquaw, southerly old squaw, South- southerly, old squaw","Harelda hyemalis, Anas hyemalis",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Clangula,"North America, Eurasia",Siberia to n Canada,https://dibird.com/species/longtailed-duck/,n AO and n PO
0,longtailed-fantail,NT - Near threatened,"Tenimber Rufous Fantail, Red-backed Fantail, Long tailed Fantail",,Perching Birds / Passeriformes,Fantails / Rhipiduridae,Rhipidura,Australasia,Tanimbar Is.,https://dibird.com/species/longtailed-fantail/,-
0,longtailed-finch,LC - Least concern,"Long tailed Finch, Long-tailed Grassfinch, Long-tailed Grass-Finch, Blackheart Finch",Amadina acuticauda,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Poephila,Australasia,n Australia,https://dibird.com/species/longtailed-finch/,-
0,longtailed-fiscal,LC - Least concern,"Long tailed Fiscal, Long-tailed Fiscal Shrike","Lanius caudatus, Lanius cabinisi",Perching Birds / Passeriformes,Shrikes / Laniidae,Lanius,Africa,se Somalia to c Tanzania,https://dibird.com/species/longtailed-fiscal/,-
0,longtailed-glossy-starling,LC - Least concern,"Northern Long-tailed Glossy-Starling, Supple-tailed Glossy-Starling, Long tailed Glossy Starling, Northern Long-tailed Starling, Long-tailed Glossy-Starling, Long-tailed Purple Starling, Northern Long-tailed Glossy Starling","Lamprotornis eytoni, Turdus caudatus",Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Lamprotornis,Africa,s Mauritania to Guinea-Bissau and e to Sudan and South Sudan,https://dibird.com/species/longtailed-glossy-starling/,-
0,longtailed-ground-dove,LC - Least concern,"Long tailed Ground Dove, Mauve Spotted Ground Dove, Mauve-spotted Ground Dove, Long-tailed Ground-Dove",Columbina campestris,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Uropelia,South America,"nc, c, wc Brazil and n, e Bolivia",https://dibird.com/species/longtailed-ground-dove/,-
0,longtailed-ground-roller,VU - Vulnerable,"Long-tailed Groundroller, Long tailed Ground Roller, Long-tailed Ground-Roller",,Kingfishers and relatives / Coraciiformes,Ground Rollers / Brachypteraciidae,Uratelornis,Africa,Madagascar,https://dibird.com/species/longtailed-ground-roller/,-
0,longtailed-hawk,LC - Least concern,"Long tailed Hawk, Cameroon Long-tailed Hawk, African Long-tailed Hawk",Astur macrourus,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Urotriorchis,Africa,Liberia to Uganda and c DR Congo,https://dibird.com/species/longtailed-hawk/,-
0,longtailed-hermit,LC - Least concern,"Rusty-breasted Hermit, Long-billed Hermit, Eastern Long-tailed Hermit",Trochilus superciliosus,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Phaethornis,South America,e Amazonia,https://dibird.com/species/longtailed-hermit/,-
0,longtailed-honey-buzzard,LC - Least concern,"Long tailed Honey buzzard, Papuan Honey-buzzard, Long-tailed Honey-buzzard, Papuan Buzzard, Long-tailed Buzzard","Falco longicauda, Henicopernis longicaudus",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Henicopernis,Australasia,New Guinea,https://dibird.com/species/longtailed-honey-buzzard/,-
0,longtailed-jaeger,LC - Least concern,"Long-tailed Skua, Longtailed Skua, Parasitic Jaeger",,Shorebirds / Charadriiformes,Skuas / Stercorariidae,Stercorarius,"North America, Eurasia",n,https://dibird.com/species/longtailed-jaeger/,subantarctic oceans
0,longtailed-manakin,LC - Least concern,Long tailed Manakin,"Chiroxiphea linearis, Pipra linearis",Perching Birds / Passeriformes,Manakins / Pipridae,Chiroxiphia,Middle America,s Mexico to nw Costa Rica,https://dibird.com/species/longtailed-manakin/,-
0,longtailed-meadowlark,LC - Least concern,"Greater Red-breasted Blackbird, Greater Red-breasted Meadowlark, Long tailed Meadowlark","Sturnus loyca, Pezites loyca, Pezites militaris, Sturnella loyca",Perching Birds / Passeriformes,"Oropendolas, Orioles, Blackbirds / Icteridae",Leistes,South America,Southern Cone,https://dibird.com/species/longtailed-meadowlark/,-
0,longtailed-minivet,LC - Least concern,"Flame-colored Minivet, Flame-coloured minivet",Pericrocotus brevirostris ethologus,Perching Birds / Passeriformes,Cuckooshrikes / Campephagidae,Pericrocotus,Oriental Region,Himalayas to Laos,https://dibird.com/species/longtailed-minivet/,-
0,longtailed-mockingbird,LC - Least concern,Long tailed Mockingbird,M [imus] longicaudatus,Perching Birds / Passeriformes,"Mockingbirds, Thrashers / Mimidae",Mimus,South America,"Ecuador, Peru",https://dibird.com/species/longtailed-mockingbird/,-
0,longtailed-myna,LC - Least concern,Long-tailed Mynah,Gracula kreffti,Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Mino,Australasia,Bismarck Arch. and Solomon Is.,https://dibird.com/species/longtailed-myna/,-
0,longtailed-nightjar,LC - Least concern,"Long tailed Nightjar, Slender-tailed Nightjar",Scotornis climacurus,Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Caprimulgus,Africa,"c, wc, w",https://dibird.com/species/longtailed-nightjar/,-
0,longtailed-paradigalla,NT - Near threatened,Long-tailed or Short-tailed Paradigalla,Astrapia carunculata,Perching Birds / Passeriformes,Birds-of-paradise / Paradisaeidae,Paradigalla,Australasia,w New Guinea,https://dibird.com/species/longtailed-paradigalla/,-
0,longtailed-paradise-whydah,LC - Least concern,"African Paradise-Whydah, Long-tailed Paradise-Whydah, Eastern Paradise Widow, Eastern Paradise Whydah, Eastern Paradise-Whydah, Paradise-Whydah, Paradise Whydah, Long-tailed Paradise Widow","Emberiza paradisaea, Vidua verreauxi",Perching Birds / Passeriformes,"Indigobirds, Whydahs / Viduidae",Vidua,Africa,"se Sudan, Ethiopia and Somalia to n South Africa",https://dibird.com/species/longtailed-paradise-whydah/,-
0,longtailed-parakeet,NT - Near threatened,"Red-cheeked Parakeet, Pink-cheeked Parakeet, Malayan Red-cheeked Parakeet, Long tailed Parakeet, Malaccan Red-cheeked Parakeet","Belocercus longicaudus, Psittacus longicauda",Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Psittacula,Oriental Region,"Andaman Is., Malay Pen., Sumatra and Borneo",https://dibird.com/species/longtailed-parakeet/,-
0,longtailed-potoo,LC - Least concern,"Long tailed Potoo, Large-tailed Potoo",Caprimulgus aethereus,Nyctibiiformes,Potoos / Nyctibiidae,Nyctibius,South America,Amazonia and se SA,https://dibird.com/species/longtailed-potoo/,-
0,longtailed-reed-finch,LC - Least concern,"Long-tailed Reedfinch, Long tailed Reed Finch, Long-tailed Reed, Long-tailed Reed-Finch",Sylvia albifrons,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Donacospiza,South America,"c Bolivia, e Paraguay, s Brazil, ne Argentina and Uruguay",https://dibird.com/species/longtailed-reed-finch/,-
0,longtailed-rosefinch,LC - Least concern,,"Uragus sibiricus, Loxia sibirica",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Carpodacus,Eurasia,"c, e",https://dibird.com/species/longtailed-rosefinch/,-
0,longtailed-sabrewing,NE - Not evaluated,"Long tailed Sabrewing, Tuxtla Sabrewing","Campylopterus excellens, Pampa pampa excellens",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Pampa,Middle America,s Mexico,https://dibird.com/species/longtailed-sabrewing/,-
0,longtailed-shrike,LC - Least concern,"Philippine Shrike, Red-backed Shrike, Dusky Shrike, Black-capped Shrike, Schach Shrike, Black-headed Shrike, Rufous-backed shrike",,Perching Birds / Passeriformes,Shrikes / Laniidae,Lanius,"Australasia, Oriental Region","widespread, also Lesser Sundas and New Guinea",https://dibird.com/species/longtailed-shrike/,-
0,longtailed-sibia,LC - Least concern,Long tailed Sibia,Sibia pieaoã¯des [sic],Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Heterophasia,Oriental Region,Himalayas to Sumatra,https://dibird.com/species/longtailed-sibia/,-
0,longtailed-silkyflycatcher,LC - Least concern,"Long-tailed Ptilogonys, Long-tailed Silky Flycatcher, Long tailed Silky flycatcher",Ptilogonys caudatus,Perching Birds / Passeriformes,Silky-flycatchers / Ptiliogonatidae,Ptiliogonys,Middle America,Costa Rica and Panama,https://dibird.com/species/longtailed-silkyflycatcher/,-
0,longtailed-starling,LC - Least concern,Long tailed Starling,"Lamprotornis magnus, Aplonis magnus",Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Aplonis,Australasia,islands off nw New Guinea,https://dibird.com/species/longtailed-starling/,-
0,longtailed-sylph,LC - Least concern,,"Trochilus kingi, Aglaiocercus kingi",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Aglaiocercus,South America,Venezuela to wc Bolivia,https://dibird.com/species/longtailed-sylph/,-
0,longtailed-tapaculo,LC - Least concern,Equatorial Rufous-vented Tapaculo,Agathopus micropterus,Perching Birds / Passeriformes,Tapaculos / Rhinocryptidae,Scytalopus,South America,Colombia to n Peru,https://dibird.com/species/longtailed-tapaculo/,-
0,longtailed-thrush,LC - Least concern,"Long-tailed Mountain Thrush, Long-tailed Mountain-Thrush",Geocichla dixoni,Perching Birds / Passeriformes,Thrushes / Turdidae,Zoothera,Oriental Region,"c, e Himalayas to sc, sw China",https://dibird.com/species/longtailed-thrush/,n se Asia
0,longtailed-tit,LC - Least concern,"Northern Long-tailed Tit, Long-tailed Bushtit",Parus caudatus,Perching Birds / Passeriformes,Bushtits / Aegithalidae,Aegithalos,Eurasia,widespread,https://dibird.com/species/longtailed-tit/,-
0,longtailed-triller,LC - Least concern,"Norfolk Island long-tailed triller, Long tailed Triller","Symmorphus leucopygus, Lalage montrosieri",Perching Birds / Passeriformes,Cuckooshrikes / Campephagidae,Lalage,Australasia,Solomon Is. and Vanuatu and New Caledonia including Loyalty Is.,https://dibird.com/species/longtailed-triller/,-
0,longtailed-tyrant,LC - Least concern,"Long tailed Tyrant, White-backed Flycatcher",Muscicapa colonus,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Colonia,"South America, Middle America",se Honduras to ne Argentina,https://dibird.com/species/longtailed-tyrant/,-
0,longtailed-widowbird,LC - Least concern,"Long-tailed Widow, Long-tailed Widow-bird, Sakabula, Long-tailed Progne, Long tailed Widowbird, Long-tailed Whydah, Longtailed Widow",Emberiza progne,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Euplectes,Africa,"e, sc",https://dibird.com/species/longtailed-widowbird/,-
0,longtailed-wood-partridge,LC - Least concern,"Long-tailed Tree-Quail, Long-tailed quail, Long-tailed Tree Quail, Long-tailed Wood-Partridge, Long-tailed Partridge, Long-tailed wood partridge, Long-tailed Treequail, Long tailed Wood Partridge, Mexican Long-tailed Partridge",Ortyx macroura,Сhickens and relatives / Galliformes,New World Quail / Odontophoridae,Dendrortyx,Middle America,c Mexico,https://dibird.com/species/longtailed-wood-partridge/,-
0,longtailed-woodcreeper,LC - Least concern,"Long tailed Woodcreeper, Cherrie's Woodhewer",Dendrocincla longicauda,Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Deconychura,"South America, Middle America",Honduras to Colombia and Amazonia,https://dibird.com/species/longtailed-woodcreeper/,-
0,longtailed-woodnymph,EN - Endangered,"Long tailed Woodnymph, Waterton's Woodnymph",Trochilus watertonii,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Thalurania,South America,e Brazil,https://dibird.com/species/longtailed-woodnymph/,-
0,longtoed-lapwing,LC - Least concern,"Long-toed Plover, White-faced Lapwing, Longtoed Plover, White-winged Lapwing, Whitewinged Plover, Long toed Lapwing, White-winged Plover, White-faced Plover","Hemiparra crassirostris, Chettusia crassirostris",Shorebirds / Charadriiformes,Plovers / Charadriidae,Vanellus,Africa,"c, e, se",https://dibird.com/species/longtoed-lapwing/,-
0,longtoed-stint,LC - Least concern,Longtoed Stint,"Pisobia damacensis, Erolia subminuta, Tringa subminuta, Pisobia subminuta, Tringa damacensis, Ereunetes subminutus, Actodromas damacensis",Shorebirds / Charadriiformes,"Sandpipers, Snipes / Scolopacidae",Calidris,Eurasia,"c, e Siberia",https://dibird.com/species/longtoed-stint/,"OR, AU"
0,longtrained-nightjar,LC - Least concern,"Long trained Nightjar, Long-tailed nightjar","Macropsalis creagra, Caprimulgus forcipatus",Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Macropsalis,South America,se Brazil and ne Argentina,https://dibird.com/species/longtrained-nightjar/,-
0,longtufted-screech-owl,LC - Least concern,"Long tufted Screech Owl, Long-tufted Screech-Owl","Otus sanctaecatarinae, Scops sanctae-catarinae, Otus sanctaecaterinae, Scops sanctaecatarinae, Megascops sanctaecaterinae",Owls / Strigiformes,Owls / Strigidae,Megascops,South America,"se Brazil, ne Argentina and Uruguay",https://dibird.com/species/longtufted-screech-owl/,-
0,longuemares-sunangel,LC - Least concern,Amethyst-throated Sunangel (Longuemare's),"Heliangelus clarissae, Ornismya clarisse",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Heliangelus,South America,e Colombia and w Venezuela,https://dibird.com/species/longuemares-sunangel/,-
0,longwattled-umbrellabird,VU - Vulnerable,Long wattled Umbrellabird,,Perching Birds / Passeriformes,Cotingas / Cotingidae,Cephalopterus,South America,"Colombia, Ecuador",https://dibird.com/species/longwattled-umbrellabird/,-
0,longwhiskered-owlet,EN - Endangered,"Long whiskered Owlet, Long-whiskered Owl",,Owls / Strigiformes,Owls / Strigidae,Xenoglaux,South America,n Peru,https://dibird.com/species/longwhiskered-owlet/,-
0,longwinged-antwren,LC - Least concern,Long winged Antwren,,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Myrmotherula,South America,Amazonia,https://dibird.com/species/longwinged-antwren/,-
0,longwinged-harrier,LC - Least concern,Long winged Harrier,Falco buffoni,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Circus,South America,"Colombia to the Guianas and ne Brazil, s to c Chile and c Argentina",https://dibird.com/species/longwinged-harrier/,-
0,lord-derbys-parakeet,NT - Near threatened,"Upper Yangtze Parakeet, Derbyan Parakeet, Chinese Parakeet","Psittacula derbyana, Palaeornis derbianus",Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Psittacula,Oriental Region,"sw China, ne India",https://dibird.com/species/lord-derbys-parakeet/,-
0,lord-howe-gerygone,EX - Extinct,"Lord Howe Gerygone Warbler, Lord Howe Island Gerygone",,Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Gerygone,Australasia,Lord Howe I. (Australia),https://dibird.com/species/lord-howe-gerygone/,-
0,lord-howe-parakeet,NE - Not evaluated,"Lord Howe Island red-crowned parakeet, Lord Howe Island Parakeet, Red-Fronted Parakeet",Cyanorhamphus subflavescens,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Cyanoramphus,Australasia,Lord Howe I.,https://dibird.com/species/lord-howe-parakeet/,-
0,lord-howe-woodhen,EN - Endangered,"Lord Howe Wood Rail, Apiang Rail, Lord Howe Island Wood Hen, Lord Howe Island Woodhen, Woodhen/Lord Howe Rail, Lord Howe Island Wood Rail, Woodhen, Gilbert Rail, Lord Howe Rail, Lord Howe Island Rail","Gallirallus sylvestris, Ocydromus sylvestris, Tricholimnas sylvestris, Rallus conditicius, Rallus sylvestris","Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Hypotaenidia,Australasia,Lord Howe I. (Australia),https://dibird.com/species/lord-howe-woodhen/,-
0,lorentzs-whistler,LC - Least concern,,Pachycephala schlegelii lorentzi,Perching Birds / Passeriformes,Whistlers & Allies / Pachycephalidae,Pachycephala,Australasia,wc New Guinea,https://dibird.com/species/lorentzs-whistler/,-
0,lorias-satinbird,LC - Least concern,"Loria's Cnemophilus, Loria's Bird-of-paradise, Loria's Bird of Paradise, Velvet Satinbird",Loria loriae,Perching Birds / Passeriformes,Satinbirds / Cnemophilidae,Cnemophilus,Australasia,New Guinea,https://dibird.com/species/lorias-satinbird/,-
0,lotens-sunbird,LC - Least concern,"Maroon-breasted Sunbird, Long billed Sunbird","Nectarinia lotenia, Certhia lotenia, Cinnyris lotenia",Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Oriental Region,India and Sri Lanka,https://dibird.com/species/lotens-sunbird/,-
0,louisiade-flowerpecker,LC - Least concern,"Louisiades Flowerpecker, Luoisiade Flowerpecker",,Perching Birds / Passeriformes,Flowerpeckers / Dicaeidae,Dicaeum,Australasia,Louisiade Arch.,https://dibird.com/species/louisiade-flowerpecker/,-
0,louisiade-pitta,DD - Data deficient,Red-bellied Pitta (meeki),Pitta meeki,Perching Birds / Passeriformes,Pittas / Pittidae,Erythropitta,Australasia,Rossel I. (Louisiade Arch.),https://dibird.com/species/louisiade-pitta/,-
0,louisiade-whistler,NE - Not evaluated,,,Perching Birds / Passeriformes,Whistlers & Allies / Pachycephalidae,Pachycephala,Australasia,Louisiade Arch. (off se New Guinea),https://dibird.com/species/louisiade-whistler/,-
0,louisiade-whiteeye,LC - Least concern,"Louisiade White eye, Nissan White-eye, Louisiades White-eye, Dull-coloured White-eye, Dull-colored White-eye, Island White-eye, Islet White-eye",Zosterops griseotincta,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Australasia,Louisiade and Bismarck Archs.,https://dibird.com/species/louisiade-whiteeye/,-
0,louisiana-waterthrush,LC - Least concern,"Louisiana Water-thrush, Large-billed Waterthrush","Motacilla motacilla, Seiurus motacilla, Turdus motacilla",Perching Birds / Passeriformes,New World Warblers / Parulidae,Parkesia,North America,e USA,https://dibird.com/species/louisiana-waterthrush/,"MA, West Indies and n SA"
0,lovely-cotinga,LC - Least concern,,,Perching Birds / Passeriformes,Cotingas / Cotingidae,Cotinga,Middle America,se Mexico to Costa Rica,https://dibird.com/species/lovely-cotinga/,-
0,lovely-fairywren,LC - Least concern,"Lovely Fairy-wren, LovelyFairywren, Lovely Wren",,Perching Birds / Passeriformes,Australasian Wrens / Maluridae,Malurus,Australasia,ne Australia,https://dibird.com/species/lovely-fairywren/,-
0,lovely-sunbird,LC - Least concern,Handsome Sunbird,,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Aethopyga,Oriental Region,Philippines,https://dibird.com/species/lovely-sunbird/,-
0,loveridges-sunbird,EN - Endangered,Uluguru Regal Sunbird,Nectarinia loveridgei,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Africa,ec Tanzania,https://dibird.com/species/loveridges-sunbird/,-
0,lowland-akalat,LC - Least concern,"Whiskered Akalat, Common Akalat, Akalat, Lowland Akelat","Callene cyornithopsis, Erithacus cyornithopsis",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Sheppardia,Africa,"w, c",https://dibird.com/species/lowland-akalat/,-
0,lowland-masked-apalis,LC - Least concern,"Masked Apalis, Masked Bush-Warbler",,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Apalis,Africa,"s Cameroon, c Gabon, nw Angola, ne DR Congo, nw Tanzania and Uganda",https://dibird.com/species/lowland-masked-apalis/,-
0,lowland-peltops,LC - Least concern,"Lowland Peltops Flycatcher, Lowland Peltops-Flycatcher, Clicking Shieldbill, Clicking Peltops, Lowland Shieldbill","Eurylaimus blainvillii, Peltops blainvilli",Perching Birds / Passeriformes,"Woodswallows, Butcherbirds & Allies / Artamidae",Peltops,Australasia,New Guinea,https://dibird.com/species/lowland-peltops/,-
0,lowland-sooty-boubou,LC - Least concern,"Sooty Bushshrike, Sooty Boubou Shrike, Sooty Boubou",Telophonus leucorhynchus,Perching Birds / Passeriformes,Bushshrikes / Malaconotidae,Laniarius,Africa,"Guinea and Sierra Leone to Ghana, se Nigeria and Cameroon to Uganda, c DR Congo and n Angola",https://dibird.com/species/lowland-sooty-boubou/,-
0,lowland-tiny-greenbul,LC - Least concern,Tiny Greenbul,Xenocichla debilis,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Phyllastrephus,Africa,e,https://dibird.com/species/lowland-tiny-greenbul/,-
0,lowland-whiteeye,LC - Least concern,"Philippine White-eye, Lowland White eye, Lowland White-eye [excl. gilli], Luzon White-eye",,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Oriental Region,Philippines and Taiwan,https://dibird.com/species/lowland-whiteeye/,-
0,luapula-cisticola,LC - Least concern,"Winding Cisticola (Luapula), Greater Black-backed Cisticola",Cisticola galactotes luapula,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Cisticola,Africa,Angola and Namibia to Zambia and Zimbabwe,https://dibird.com/species/luapula-cisticola/,-
0,lucifer-sheartail,LC - Least concern,Lucifer Hummingbird,"Trochilus lucifer, Cynanthus lucifer",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Calothorax,North America,sw USA to c Mexico,https://dibird.com/species/lucifer-sheartail/,-
0,lucys-warbler,LC - Least concern,,"Helminthophaga luciae, Oreothlypis luciae, Vermivora luciae, Helminthophila luciae",Perching Birds / Passeriformes,New World Warblers / Parulidae,Leiothlypis,"Middle America, North America",sw USA and nw Mexico,https://dibird.com/species/lucys-warbler/,w Mexico
0,ludwigs-bustard,EN - Endangered,"Ludwig's Paauw, African Finfoot, Ludgwig's Bustard","Otis ludwigii, Ardeotis ludwigii",Bustards / Otidiformes,Bustards / Otididae,Neotis,Africa,"Angola, Namibia and South Africa",https://dibird.com/species/ludwigs-bustard/,-
0,ludwigs-doublecollared-sunbird,LC - Least concern,"Montane Double-collared Sunbird, Northern Double-collared Sunbird, Ludwid's Double-collared Sunbird, Montane Double collared Sunbird, Angola Double-collared Sunbird, Montane or Whyte's Double-collared Sunbird","Nectarinea [sic] ludovicensis, Nectarinia afra, Nectarinia ludovicensis",Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Africa,Angola,https://dibird.com/species/ludwigs-doublecollared-sunbird/,-
0,lufira-masked-weaver,DD - Data deficient,"Lake Lufira Masked Weaver, Lake Lufira Weaver, Ruwet's Masked-Weaver, Lake Lufira Masked-Weaver, Ruwet's Masked Weaver, Lufira Masked-Weaver",,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Ploceus,Africa,DR Congo,https://dibird.com/species/lufira-masked-weaver/,-
0,lulus-todyflycatcher,EN - Endangered,"Lulu's Tody-Tyrant, Johnson's Tody Tyrant, Johnson's Tody-Flycatcher, Johnson's Tody-Tyrant",Pseudotriccus luluae,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Poecilotriccus,South America,n Peru,https://dibird.com/species/lulus-todyflycatcher/,-
0,lunulated-antbird,LC - Least concern,"Lunulated antcacher, Lunulated Antcatcher","Gymnopithys lunulata, Pithys lunulata, Gymnopithys lunulatus",Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Oneillornis,South America,w Amazonia,https://dibird.com/species/lunulated-antbird/,-
0,luzon-bleedingheart,NT - Near threatened,"Bleedingheart Pigeon, Bleeding-Heart Pigeon, Luzon Bleedingheart, Luzon bleeding heart pigeon, Luzon Bleeding Heart, Luzon Bleeding-Heart Pigeon, Bleedig Heart",Columba luzonica,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Gallicolumba,Oriental Region,Philippines,https://dibird.com/species/luzon-bleedingheart/,-
0,luzon-flameback,LC - Least concern,,Picus haematribon,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Chrysocolaptes,Oriental Region,n Philippines,https://dibird.com/species/luzon-flameback/,-
0,luzon-hawkowl,LC - Least concern,"Philippine Hawk-Owl, Luzon Boobook, Philippine Hawk Owl",,Owls / Strigiformes,Owls / Strigidae,Ninox,Oriental Region,"n, c Philippines",https://dibird.com/species/luzon-hawkowl/,-
0,luzon-hornbill,LC - Least concern,Luzon Tarictic Hornbill,Buceros manillae,Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Penelopides,Oriental Region,n Philippines,https://dibird.com/species/luzon-hornbill/,-
0,luzon-scops-owl,NT - Near threatened,"Luzon Slender-billed Scops-Owl, Luzon Highland Scops-owl","Otus whiteheadi, Scops longicornis",Owls / Strigiformes,Owls / Strigidae,Otus,Oriental Region,Luzon (n Philippines),https://dibird.com/species/luzon-scops-owl/,-
0,luzon-striped-babbler,NT - Near threatened,"Luzon Striped-Babbler, Striped Tree Babbler, Striped Tree-Babbler","Stachyris striata, Zosterornis striata",Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterornis,Oriental Region,Philippines,https://dibird.com/species/luzon-striped-babbler/,-
0,luzon-sunbird,NE - Not evaluated,"Jeffery's Sunbird, Metallic-winged Sunbird (jefferyi), Mountain Sunbird",Eudrepanis jefferyi,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Aethopyga,Oriental Region,Luzon (n Philippines),https://dibird.com/species/luzon-sunbird/,-
0,luzon-water-redstart,VU - Vulnerable,"Philippine water redstar, Water Redstart, Philippine Water-Redstart, Luzon Water-Redstart, Luzon Redstart, Philippine Water Redstart","Rhyacornis bicolor, Chimarrhornis [sic] bicolor",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Phoenicurus,Oriental Region,Philippines,https://dibird.com/species/luzon-water-redstart/,-
0,lyalls-wren,EX - Extinct,"Stevens Island Wren, Stephens Island Rockwren, Stephens Wren, Stephens Is. Bush Wren, Steven Island Wren, Stephen Island Wren, Stephens Island Wren, Lyall's Rockwren","Traversia lyall, Xenicus lyalli",Perching Birds / Passeriformes,New Zealand Wrens / Acanthisittidae,Traversia,Australasia,Stephens I. (New Zealand),https://dibird.com/species/lyalls-wren/,-
0,lyness-cisticola,NE - Not evaluated,"Lynes' Cisticola, Kedong Cisticola, Wailing Cisticola (Lynes's), Kedong Grass-Warbler, Wailing Cisticola (Lyne's)",Cisticola distincta,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Cisticola,Africa,"Uganda, Kenya",https://dibird.com/species/lyness-cisticola/,-
0,lyretailed-honeyguide,LC - Least concern,"Blackcock-tailed Honeyguide, Lyre tailed Honeyguide","Melichneutes xenurus, Melichneutes sommerfieldi, Melignomon robustus","Woodpeckers, Toucans and relatives / Piciformes",Honeyguides / Indicatoridae,Melichneutes,Africa,"Sierra Leone and Guinea to sw Ghana, se Nigeria and Cameroon to w Uganda and e DR Congo",https://dibird.com/species/lyretailed-honeyguide/,-
0,lyretailed-nightjar,LC - Least concern,Lyre tailed Nightjar,"Uropsila lyra, Hydropsalis lyra",Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Uropsalis,South America,Venezuela to s Bolivia,https://dibird.com/species/lyretailed-nightjar/,-
0,macaroni-penguin,VU - Vulnerable,,Catarrhactes chrysolophus,Penguins / Sphenisciformes,Penguins / Spheniscidae,Eudyptes,Southern ocean,"AO, IO",https://dibird.com/species/macaroni-penguin/,-
0,maccoa-duck,VU - Vulnerable,,"Oxyura punctata, Erismatura maccoa",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Oxyura,Africa,Ethiopia to South Africa,https://dibird.com/species/maccoa-duck/,-
0,macgillivrays-warbler,LC - Least concern,"MacGillivray's Yellowthroat, Tolmie Warbler","Oporornis tolmiei, Geothlypis macgillivrayi, Sylvia tolmiei, Geothlypis tolmei",Perching Birds / Passeriformes,New World Warblers / Parulidae,Geothlypis,North America,"w, also n Mexico",https://dibird.com/species/macgillivrays-warbler/,MA
