,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,sooty-swift,LC - Least concern,,Hemiprocne fumigata,Swifts and Hummingbirds / Apodiformes,Swifts / Apodidae,Cypseloides,South America,"e Bolivia, e Paraguay, ne Argentina and se Brazil",https://dibird.com/species/sooty-swift/,-
0,sooty-tern,LC - Least concern,"Wideawake, Wiseawake Tern, Wideawake Tern","Onychoprion fuscata, Sterna fuliginosa, Sterna fuscata",Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Onychoprion,Tropical,widespread,https://dibird.com/species/sooty-tern/,-
0,sooty-thicket-fantail,LC - Least concern,"Sooty Fantail, Sooty Thicket-Fantail",,Perching Birds / Passeriformes,Fantails / Rhipiduridae,Rhipidura,Australasia,New Guinea,https://dibird.com/species/sooty-thicket-fantail/,-
0,sooty-thrush,LC - Least concern,"Sooty Ouzel, Sooty Robin",Turdus nigriscens,Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,Middle America,Costa Rica and Panama,https://dibird.com/species/sooty-thrush/,-
0,sooty-tyrannulet,LC - Least concern,,Sylvia nigricans,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Serpophaga,South America,"s Bolivia, e Paraguay and sc Brazil to c Argentina and Uruguay",https://dibird.com/species/sooty-tyrannulet/,-
0,sooty-woodpecker,NT - Near threatened,"Northern Sooty Woodpecker, Northern Sooty-Woodpecker, Sooty Woodpecker",Picus funebris,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Mulleripicus,Oriental Region,n Philippines,https://dibird.com/species/sooty-woodpecker/,-
0,sootycapped-babbler,NT - Near threatened,"Small Tree Babbler, Plain Babbler, Sooty-capped Tree-Babbler, Sooty capped Babbler, Sooty-headed Babbler","Malacopterum affine, Tr [ichastoma]. affine",Perching Birds / Passeriformes,Ground Babblers / Pellorneidae,Malacopteron,Oriental Region,"Malay Pen., Sumatra and Borneo",https://dibird.com/species/sootycapped-babbler/,-
0,sootycapped-bush-tanager,LC - Least concern,"Sooty capped Bush Tanager, Pileated Bush Tanager, Sooty-capped Chlorospingus, Sooty-capped Tanager Finch, Pileated Bush-Tanager, Sooty-capped Bush-Tanager, Volcano Bush-Tanager",,Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Chlorospingus,Middle America,Costa Rica and w Panama,https://dibird.com/species/sootycapped-bush-tanager/,-
0,sootycapped-hermit,LC - Least concern,"Sooty capped Hermit, Salle's Hermit","Trochilus augusti, Phaethornis augustii",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Phaethornis,South America,n,https://dibird.com/species/sootycapped-hermit/,-
0,sootycapped-puffbird,NT - Near threatened,Sooty capped Puffbird,Nystactes noanamae,"Woodpeckers, Toucans and relatives / Piciformes",Puffbirds / Bucconidae,Bucco,South America,w Colombia,https://dibird.com/species/sootycapped-puffbird/,-
0,sootycrowned-flycatcher,LC - Least concern,"Ashy-fronted Flycatcher, Sooty crowned Flycatcher",,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Myiarchus,South America,w Ecuador and n Peru,https://dibird.com/species/sootycrowned-flycatcher/,-
0,sootyfaced-finch,LC - Least concern,"Barranca Finch, Sooty faced Finch","Lysurus crassirostris, Buarremon crassirostris",Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Arremon,Middle America,Costa Rica and Panama,https://dibird.com/species/sootyfaced-finch/,-
0,sootyfronted-spinetail,LC - Least concern,"Sooty fronted Spinetail, Sooty-fronted Spinetail (incl. ssp. poliophrys), Sooty-fronted Spinetail (incl. poliophrys)",Synallaxis poliophrys,Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Synallaxis,South America,"e, c, s Brazil, Bolivia, n, nw Argentina, Paraguay and Uruguay",https://dibird.com/species/sootyfronted-spinetail/,-
0,sootyheaded-bulbul,LC - Least concern,"Red-vented Bulbul, Black-capped Bulbul, Golden-vented Bulbul, White-eared Bulbul, Sooty headed Bulbul",Turdus aurigaster,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Pycnonotus,Oriental Region,se Asia,https://dibird.com/species/sootyheaded-bulbul/,-
0,sootyheaded-tyrannulet,LC - Least concern,"Crested Tyrannulet, Sooty-crested Tyrannulet, Sooty headed Tyrannulet",Tyranniscus griseiceps,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Phyllomyias,South America,"e Panama to the Guianas and n Brazil, e Ecuador and e Peru, sw Colombia and nw Ecuador",https://dibird.com/species/sootyheaded-tyrannulet/,-
0,sootyheaded-wren,LC - Least concern,,Thryothorus spadix,Perching Birds / Passeriformes,Wrens / Troglodytidae,Pheugopedius,"South America, Middle America",Panama and Colombia,https://dibird.com/species/sootyheaded-wren/,-
0,sora,LC - Least concern,"Meadow Chicken, Ortolan, Sora Crake, Carolina Crake, Carolina Rail, Sora Rail",Rallus carolinus,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Porzana,North America,widespread,https://dibird.com/species/sora/,"s USA to n, nw SA"
0,souimanga-sunbird,LC - Least concern,,"Certhia sovimanga, Cinnyris souimanga",Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Africa,Madagascar,https://dibird.com/species/souimanga-sunbird/,-
0,south-african-cliff-swallow,LC - Least concern,"African Cliff-Swallow, African Cliff Swallow, South African Cliff-Swallow, South African Swallow",Hirundo spilodera,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Petrochelidon,Africa,Namibia; Zimbabwe; se Botswana to South Africa,https://dibird.com/species/south-african-cliff-swallow/,to s Congo and c DR Congo
0,south-african-shelduck,LC - Least concern,"Cape Shelduck, African Shelduck","Anas cana, Casarca cana",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Tadorna,Africa,"Namibia, Botswana and South Africa",https://dibird.com/species/south-african-shelduck/,-
0,south-american-paintedsnipe,LC - Least concern,"American Painted-snipe, South American Painted Snipe, South American Painted-Snipe, American Painted Snipe","Nycticryphes semicollari, Nycticryphes semi-collaris, Rostratula semicollaris, Totanus semi-collaris",Shorebirds / Charadriiformes,Painted-snipes / Rostratulidae,Nycticryphes,South America,Paraguay and s Brazil to c Argentina and c Chile,https://dibird.com/species/south-american-paintedsnipe/,-
0,south-american-snipe,LC - Least concern,"Paraguayan Snipe, South American Snipe (South American), Pantanal Snipe",Scolopax paraguaiae,Shorebirds / Charadriiformes,"Sandpipers, Snipes / Scolopacidae",Gallinago,South America,"Trinidad, Colombia through the Guianas s to n Argentina and Uruguay",https://dibird.com/species/south-american-snipe/,-
0,south-american-tern,LC - Least concern,,,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Sterna,South America,"coastal Peru and se Brazil to Tierra del Fuego, Falkland Is.",https://dibird.com/species/south-american-tern/,-
0,south-georgia-diving-petrel,LC - Least concern,"Georgean Diving Petrel, South Georgian Diving Petrel, South Georgian Diving-Petrel, Georgian Diving Petrel, South Georgia Diving-Petrel, Georgian Diving-petrel","Pelacanoides georgicus, Pelecanoides georgica",Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Pelecanoides,Southern ocean,widespread,https://dibird.com/species/south-georgia-diving-petrel/,-
0,south-georgia-pipit,NT - Near threatened,South Georgian Pipit,,Perching Birds / Passeriformes,"Wagtails, Pipits / Motacillidae",Anthus,Atlantic ocean,South Georgia Island,https://dibird.com/species/south-georgia-pipit/,-
0,south-georgia-shag,NE - Not evaluated,"Georgian Shag, South Georgian Shag, Georgia Cormorant, South Georgia Cormorant, South Georgian Cormorant","Phalacrocorax atriceps georgianus, Phalacrocorax georgianus, Notocarbo georgianus",Gannets and relatives / Suliformes,"Cormorants, Shags / Phalacrocoracidae",Leucocarbo,Southern ocean,"South Georgia, South Sandwich and South Orkney Is.",https://dibird.com/species/south-georgia-shag/,-
0,south-island-oystercatcher,NE - Not evaluated,"Southern Pied Oystercatcher, South Island Pied Oysterctacher, South Island Pied Oystercatcher",,Shorebirds / Charadriiformes,Oystercatchers / Haematopodidae,Haematopus,Australasia,New Zealand coasts,https://dibird.com/species/south-island-oystercatcher/,-
0,south-island-piopio,EX - Extinct,"Piopio, South Island piopio",Tanagra capensis,Perching Birds / Passeriformes,"Figbirds, Orioles, Turnagra / Oriolidae",Turnagra,Australasia,South I. (New Zealand),https://dibird.com/species/south-island-piopio/,-
0,south-island-robin,LC - Least concern,"New Zealand Robin (South I.), New Zealand Robin (South Island)",Turdus australis,Perching Birds / Passeriformes,Australasian Robins / Petroicidae,Petroica,Australasia,New Zealand (South I. and Stewart I.),https://dibird.com/species/south-island-robin/,-
0,south-island-saddleback,NT - Near threatened,"Southern saddleback, Saddleback (South Island)",Sturnus carunculatus,Perching Birds / Passeriformes,New Zealand Wattlebirds / Callaeidae,Philesturnus,Australasia,South I. (New Zealand),https://dibird.com/species/south-island-saddleback/,-
0,south-island-snipe,EX - Extinct,"Stewart Island Snipe, Stewart Island Subantarctic Snipe, Stewart Island Sub-Antarctic Snipe",Coenocorypha aucklandica iredalei,Shorebirds / Charadriiformes,"Sandpipers, Snipes / Scolopacidae",Coenocorypha,Australasia,small islands off Stewart I. (New Zealand),https://dibird.com/species/south-island-snipe/,-
0,south-melanesian-cuckooshrike,LC - Least concern,"South Melanesian Cuckoo-shrike, North Melanesian Cuckooshrike, Melanesian Cuckoo-shrike (South), Melanesian Cuckooshrike",Corvus caledonicus,Perching Birds / Passeriformes,Cuckooshrikes / Campephagidae,Coracina,Australasia,Vanuatu and New Caledonia including Loyalty Is.,https://dibird.com/species/south-melanesian-cuckooshrike/,-
0,south-moluccan-pitta,LC - Least concern,"Buru Pitta, Red-bellied Pitta (rubrinucha)",Pitta rubrinucha,Perching Birds / Passeriformes,Pittas / Pittidae,Erythropitta,Australasia,Buru I. and Seram (c Moluccas),https://dibird.com/species/south-moluccan-pitta/,-
0,south-pare-whiteeye,NE - Not evaluated,Broad-ringed White-eye (South Pare),,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Africa,s Pare Mts. (ne Tanzania),https://dibird.com/species/south-pare-whiteeye/,-
0,south-polar-skua,LC - Least concern,"Antarctic Skua, South Polar Jaeger, Antarctic Jaeger, South-Polar Skua, McCormick's Skua, McCormick's Jaeger",Catharacta maccormicki,Shorebirds / Charadriiformes,Skuas / Stercorariidae,Stercorarius,Antarctica,coasts,https://dibird.com/species/south-polar-skua/,n oceans
0,southern-antpipit,LC - Least concern,Delalande's Antpipit,Muscicapa delalandi,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Corythopis,South America,"e Bolivia and c Brazil to e Paraguay, se Brazil and ne and nw Argentina",https://dibird.com/species/southern-antpipit/,-
0,southern-bald-ibis,VU - Vulnerable,"Southern Bald-Ibis, Bald Ibis",Tantalus calvus,Pelicans and relatives / Pelecaniformes,"Ibises, Spoonbills / Threskiornithidae",Geronticus,Africa,South Africa,https://dibird.com/species/southern-bald-ibis/,-
0,southern-banded-snake-eagle,NT - Near threatened,"Fasciolated Harrier-Eagle, Fasciated Snake Eagle, Fasciated Snake-Eagle, Southern Banded Snake-eagle, Fasciated Harrier-Eagle, Southern Banded Harrier Eagle, East African Harrier-Eagle, Fasciolated Snake Eagle, Fasciolated East African Snake-eagle, Banded Harrier-Eagle, Sourthern-banded Snake Eagle, Fasciolated Snake-Eagle, Southern Banded Harrier-eagle, East African Snake-eagle","Circaëtus fasciolatus, Circaã«tus fasciolatus",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Circaetus,Africa,Kenya to ne South Africa,https://dibird.com/species/southern-banded-snake-eagle/,-
0,southern-beardless-tyrannulet,LC - Least concern,"Beardless Tyrannulet, Ridgway's Tyrannulet, Southern Beardless-Tyrannulet, Southern Camptostoma, Temminck's Tyrannulet",Muscicapa obsoleta,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Camptostoma,"South America, Middle America",Costa Rica to Uruguay,https://dibird.com/species/southern-beardless-tyrannulet/,-
0,southern-bentbill,LC - Least concern,Olivaceous Bentbill,Todirostrum olivaceum,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Oncostoma,"South America, Middle America",Panama and Colombia,https://dibird.com/species/southern-bentbill/,-
0,southern-black-flycatcher,LC - Least concern,"South African Black Flycatcher, South African Flycatcher, South African Black-Flycatcher, Southern Black-Flycatcher","Bradornis pammelaina, Sylvia pammelaina, Malaenornis pammelaina",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Melaenornis,Africa,"e, s",https://dibird.com/species/southern-black-flycatcher/,-
0,southern-black-korhaan,VU - Vulnerable,"Black Knorhaan, Black Korhaan, Black Bustard, Southern Black Bustard, Longlegged Korhaan, Northern Black Korhaan, Little Black Bustard","Eupodotis afra, Afrotis atra, Otis afra",Bustards / Otidiformes,Bustards / Otididae,Afrotis,Africa,"w, s South Africa",https://dibird.com/species/southern-black-korhaan/,-
0,southern-black-tit,LC - Least concern,"Angola Black Tit, (Southern) Black Tit, Southern Black-Tit",Parus niger,Perching Birds / Passeriformes,"Tits, Chickadees / Paridae",Melaniparus,Africa,se,https://dibird.com/species/southern-black-tit/,-
0,southern-boubou,LC - Least concern,"Cape Boubou, Natal Uplands Boubou, African Boubou, Boubou Shrike, Transvaal Boubou, Bell Shrike, Ferrugineous Boubou, Pondoland Boubou",Lanius ferrugineus,Perching Birds / Passeriformes,Bushshrikes / Malaconotidae,Laniarius,Africa,s,https://dibird.com/species/southern-boubou/,-
0,southern-bristle-tyrant,NT - Near threatened,"Sothern bristle tyrant, Southern Bristle-Tyrant, Southern Bristle Tyrannulet","Muscicapa eximia, Phylloscartes eximius",Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Pogonotriccus,South America,"e Paraguay, ne Argentina and se Brazil",https://dibird.com/species/southern-bristle-tyrant/,-
0,southern-brown-kiwi,VU - Vulnerable,"Haast Kiwi, Tokoeka, South Island Kiwi, Haast Tokoeka, Brown Kiwi",,Kiwis / Apterygiformes,Kiwis / Apterygidae,Apteryx,Australasia,New Zealand,https://dibird.com/species/southern-brown-kiwi/,-
0,southern-brownthroated-weaver,LC - Least concern,"Brown-throated Golden Weaver, Southern Brownthroated Weaver, Southern Brown throated Weaver, Brown-throated Weaver, Brownthroated Weaver",Hyphantornis xanthopterus,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Ploceus,Africa,s,https://dibird.com/species/southern-brownthroated-weaver/,-
0,southern-carmine-beeeater,LC - Least concern,"Carmine bee eater, Ruby Bee-eater, Southern Carmine Bee eater",,Kingfishers and relatives / Coraciiformes,Bee-eaters / Meropidae,Merops,Africa,"Angola to w Tanzania, s to Namibia, Botswana and n South Africa",https://dibird.com/species/southern-carmine-beeeater/,-
0,southern-cassowary,LC - Least concern,"Cassowary, Australian Cassowary, Two-wattled Cassowary, Double-wattled Cassowary","Casuarius casurius, Struthio casuarius",Emu and Cassowaries / Casuariiformes,"Cassowaries, Emu / Casuariidae",Casuarius,Australasia,"New Guinea, ne Australia and Aru Is.",https://dibird.com/species/southern-cassowary/,-
0,southern-chestnuttailed-antbird,LC - Least concern,Chestnut-tailed Antbird,Myrmeciza hemimelaena,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Sciaphylax,South America,s Amazonia,https://dibird.com/species/southern-chestnuttailed-antbird/,-
0,southern-citril,LC - Least concern,"East african citril finch, Tanzania Citril, East African Citril, Kilimanjaro Citril, Eastern Citril, Grey-faced Citril","Dendrospiza hyposticta, Serinus hyposticutus, Serinus hypostictus, Spinus citrinelloides hypostictus",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"e, se",https://dibird.com/species/southern-citril/,-
0,southern-doublecollared-sunbird,LC - Least concern,"Southern Double collared Sunbird, Lesser Doublecollared Sunbird, Lesser Double-collared Sunbird","Certhia chalybea, Nectarinia chalybea, Cinnyris chalybea",Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Africa,South Africa,https://dibird.com/species/southern-doublecollared-sunbird/,-
0,southern-emuwren,LC - Least concern,"Southern Emu Wren, Southern Emuwren",Muscicapa malachura,Perching Birds / Passeriformes,Australasian Wrens / Maluridae,Stipiturus,Australasia,"e, s Australia",https://dibird.com/species/southern-emuwren/,-
0,southern-fiscal,LC - Least concern,"Southern Fiscal (Southern), Southern Fiscal (Fiscal)",,Perching Birds / Passeriformes,Shrikes / Laniidae,Lanius,Africa,"Namibia, sw Angola e to s Mozambique and s South Africa; also ne, c, sw Tanzania and n Malawi",https://dibird.com/species/southern-fiscal/,-
0,southern-fulmar,LC - Least concern,"Silvergrey Petrel, Antarctic Fulmar, Silvergray Petrel, Silver-gray Fulmar, Silver-gray Petrel, Silver-grey Fulmar, Silver-grey Petrel","Priocella antarctica, Procellaria glacialoides, Fulmarus antarctica, Priocella glacialoides",Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Fulmarus,"Southern ocean, Antarctica",widespread,https://dibird.com/species/southern-fulmar/,-
0,southern-giant-petrel,LC - Least concern,"Southern Giant-Petrel, Giant Petrel, Stinker, Antarctic Giant-Petrel, Nellie, Antarctic Giant Petrel, Antarctic Giant Fulmar, Southern giand petrel, Giant Fulmar",Procellaria gigantea,Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Macronectes,"Southern ocean, Antarctica",widespread,https://dibird.com/species/southern-giant-petrel/,-
0,southern-greyheaded-sparrow,LC - Least concern,"Cape Sparrow, Southern Greyheaded Sparrow, Southern Gray-headed Sparrow, Greyheaded Sparrow",Pyrgita diffusa,Perching Birds / Passeriformes,"Old World Sparrows, Snowfinches / Passeridae",Passer,Africa,"se, s",https://dibird.com/species/southern-greyheaded-sparrow/,-
0,southern-grosbeakcanary,LC - Least concern,"Kenya Grosbeak Canary, Southern Grosbeak Canary, Kenya Grosbeak-Canary","Serinus buchanani, Serinus buchani",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,s Kenya and n Tanzania,https://dibird.com/species/southern-grosbeakcanary/,-
0,southern-ground-hornbill,VU - Vulnerable,"Ground-Hornbill, Kaffir Hornbill, Brom-vogel, African Ground Hornbill, Southern Ground-Hornbill","Buceros leadbeateri, Bucorvus leadbateri, Bucorvus cafer, Bucorvus abyssinicus",Hornbills and relatives / Bucerotiformes,Ground Hornbills / Bucorvidae,Bucorvus,Africa,"Kenya and Tanzania to c Angola, n Botswana and e South Africa",https://dibird.com/species/southern-ground-hornbill/,-
0,southern-hill-myna,LC - Least concern,"Southern Mynah, Southern Hill-Myna, hill myna",Eulabes indicus,Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Gracula,Oriental Region,sw India and Sri Lanka,https://dibird.com/species/southern-hill-myna/,-
0,southern-hyliota,LC - Least concern,"Southern Yellow-bellied Hyliota, Mashona Hyliota",,Perching Birds / Passeriformes,Hyliotas / Hyliotidae,Hyliota,Africa,sc,https://dibird.com/species/southern-hyliota/,-
0,southern-lapwing,LC - Least concern,"Cayenne Lapwing, Chilean Lapwing, Chilian Lapwing, Chileian Lapwing","Belonopterus chilensis, Parra chilensis, Benolopterus chilensis, Belanopteryx chilensis",Shorebirds / Charadriiformes,Plovers / Charadriidae,Vanellus,"South America, Middle America",widespread,https://dibird.com/species/southern-lapwing/,-
0,southern-marquesan-reed-warbler,LC - Least concern,"Marquesan Warbler, Southern Marquesan Reed-Warbler, Southern Marquesan Warbler, Marquesan Reed Warbler, Marquesan Reed-Warbler, Marquesas Reed-Warbler, Marquesas Warbler, Marquesan Reed-Warbler (Southern)",,Perching Birds / Passeriformes,Reed Warblers & Allies / Acrocephalidae,Acrocephalus,Pacific ocean,s Marquesas Is.,https://dibird.com/species/southern-marquesan-reed-warbler/,-
0,southern-martin,LC - Least concern,Elegant Martin,Progne ekegans,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Progne,South America,widespread,https://dibird.com/species/southern-martin/,-
0,southern-masked-weaver,LC - Least concern,"Southern Masked-Weaver, Vitelline Masked Weaver, African Masked-weaver, African Masked Weaver",,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Ploceus,Africa,"s Angola to Mozambique, s to s, e South Africa; also São Tomé",https://dibird.com/species/southern-masked-weaver/,-
0,southern-mealy-amazon,NT - Near threatened,"Mealy Parrot (nominate), Southern Mealy Parrot, Mealy Parrot (Southern), Mealy Parrot",Psittacus farinosus,Parrots / Psittaciformes,African & New World Parrots / Psittacidae,Amazona,"South America, Middle America","e Panama and Colombia to ne Bolivia, e Brazil and the Guianas",https://dibird.com/species/southern-mealy-amazon/,-
0,southern-mountain-cacique,LC - Least concern,"Bolivian Cacique, Southern Mountain-cacique, Mountain Cacique (Bolivian)",Cassicus chrysonotus,Perching Birds / Passeriformes,"Oropendolas, Orioles, Blackbirds / Icteridae",Cacicus,South America,Peru and n Bolivia,https://dibird.com/species/southern-mountain-cacique/,-
0,southern-nightingalewren,LC - Least concern,"Southern Nightingale Wren, Nightingale-Wren, Scaly-breasted Wren",Heterocnemis marginata,Perching Birds / Passeriformes,Wrens / Troglodytidae,Microcerculus,"South America, Middle America",Costa Rica through w Amazonia,https://dibird.com/species/southern-nightingalewren/,-
0,southern-pied-babbler,LC - Least concern,"Bicoloured Babbler, Bicolored Babbler, Pied Babbler, Southern Pied-Babbler",Cratopus bicolor,Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Turdoides,Africa,s Angola and Namibia to Zimbabwe and n South Africa,https://dibird.com/species/southern-pied-babbler/,-
0,southern-pochard,LC - Least concern,"Red-eyed Pochard, South African Pochard, Red-eye pochart, South American Pochard, African Pochard","Aythya erythrophthalma, Nyroca erythrophthalma, Anas erythrophthalma",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Netta,"Africa, South America","e, se, s AF and Amazonia",https://dibird.com/species/southern-pochard/,-
0,southern-red-bishop,LC - Least concern,"Little Bishop, Red Bishopbird, Grenadier Bishop, Red Bishop, Grenadier Weaver, Wembere Red Bishop, Southern Red-Bishop",Emberiza orix,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Euplectes,Africa,"s, e DR Congo and sw Kenya to Mozambique, Angola, w Zambia, n Botswana, Namibia and South Africa",https://dibird.com/species/southern-red-bishop/,-
0,southern-redbilled-hornbill,NE - Not evaluated,"Red-billed Hornbill, South African Red-billed Hornbill, South African Red-beaked Hornbill","Buceros rufirostris, Tockus erythrorhynchus",Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Tockus,Africa,Malawi and Zambia to s Angola and Transvaal,https://dibird.com/species/southern-redbilled-hornbill/,-
0,southern-rockhopper-penguin,VU - Vulnerable,"Rockhopper Penguin (Western), Western Rockhopper Penguin, Southern Rockhopper Penguin (Western), Rockhopper Penguin",Aptenodytes chrysocome,Penguins / Sphenisciformes,Penguins / Spheniscidae,Eudyptes,"South America, Atlantic ocean","Cape Horn to the Falkland Is., Kerguelen Is. and subantarctic islands of New Zealand",https://dibird.com/species/southern-rockhopper-penguin/,-
0,southern-roughwinged-swallow,LC - Least concern,Southern Rough winged Swallow,Hirundo ruficollis,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Stelgidopteryx,"South America, Middle America",Costa Rica to se SA,https://dibird.com/species/southern-roughwinged-swallow/,-
0,southern-royal-albatross,VU - Vulnerable,"Royal Albatross, Royal Albatross (Southern)",Diomedaea [sic] epomophora,Albatrosses and Petrels / Procellariiformes,Albatrosses / Diomedeidae,Diomedea,Pacific ocean,Campbell and Auckland Is. (New Zealand),https://dibird.com/species/southern-royal-albatross/,widespread SO
0,southern-screamer,LC - Least concern,"Chajá, Crested Screamer",Chaja torquata,Ducks and relatives / Anseriformes,Screamers / Anhimidae,Chauna,South America,se Peru and s Brazil to c Argentina,https://dibird.com/species/southern-screamer/,-
0,southern-scrub-flycatcher,LC - Least concern,"Smooth Flycatcher, Scrub-Flycatcher, Southern Scrub-Flycatcher",M(uscipeta) modesta,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Sublegatus,South America,"sc, e, se",https://dibird.com/species/southern-scrub-flycatcher/,-
0,southern-scrub-robin,LC - Least concern,"Southern Scrub-Robin, Southern Scrubrobin, Pale Scrub-Robin",,Perching Birds / Passeriformes,Australasian Robins / Petroicidae,Drymodes,Australasia,s Australia,https://dibird.com/species/southern-scrub-robin/,-
0,southern-shrikebill,LC - Least concern,Brown Flycatcher,,Perching Birds / Passeriformes,Monarchs / Monarchidae,Clytorhynchus,Australasia,Vanuatu and New Caledonia,https://dibird.com/species/southern-shrikebill/,-
0,southern-silvery-kingfisher,NT - Near threatened,"Southern Silvery-Kingfisher, Silvery Kingfisher, Silvery Kingfisher (nominate)","Alcedo argentata, Ceyx argentata",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Ceyx,Oriental Region,"Mindanao, Basilan, Dinagat and Siargao (s Philippines)",https://dibird.com/species/southern-silvery-kingfisher/,-
0,southern-tchagra,LC - Least concern,"Tchagra, Levaillant's Bush Shrike, Tchagra Bush-Shrike, Tchagra Shrike, Levaillant's Tchagra, Black-headed Tchagra, Levaillant's Bushshrike",Thamnophilus tchagra,Perching Birds / Passeriformes,Bushshrikes / Malaconotidae,Tchagra,Africa,s,https://dibird.com/species/southern-tchagra/,-
0,southern-variable-pitohui,LC - Least concern,Variable Pitohui (Southern),Rectes uropygialis,Perching Birds / Passeriformes,"Figbirds, Orioles, Turnagra / Oriolidae",Pitohui,Australasia,New Guinea,https://dibird.com/species/southern-variable-pitohui/,-
0,southern-whitecrowned-shrike,LC - Least concern,"Southern Whitecrowned Shrike, White-crowned Helmetshrike, Whitecrowned Shrike, White crowned Shrike, Smith's White-crowned Shrike",,Perching Birds / Passeriformes,Shrikes / Laniidae,Eurocephalus,Africa,c,https://dibird.com/species/southern-whitecrowned-shrike/,-
0,southern-whiteface,LC - Least concern,"Whiteface, Common Whiteface, Eastern Whiteface",Xerophila leucopsis,Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Aphelocephala,Australasia,"w, c, s Australia",https://dibird.com/species/southern-whiteface/,-
0,southern-whitefaced-owl,LC - Least concern,Southern white-faced scops owl,"Ptilopsis erlangeri, Otus granti, Ptilopsus granti, Pisorhina leucotis granti",Owls / Strigiformes,Owls / Strigidae,Ptilopsis,Africa,"Gabon to s Uganda and sw Kenya, s to Namibia and South Africa",https://dibird.com/species/southern-whitefaced-owl/,-
0,southern-whitefringed-antwren,LC - Least concern,"White-fringed Antwren, White-fringed Antwren (Southern)",Turdus griseus,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Formicivora,South America,Guyana to s Amazonia and se Brazil,https://dibird.com/species/southern-whitefringed-antwren/,-
0,southern-yellow-whiteeye,NE - Not evaluated,,,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Africa,s,https://dibird.com/species/southern-yellow-whiteeye/,-
0,southern-yellowbilled-hornbill,LC - Least concern,"Southern Yellow-beaked Hornbill, Yellow-billed Hornbill, Angola Yollow-billed Hornbill, Southern Yellow billed Hornbill, Yellowbilled Hornbill, Southern Yellowbilled Hornbill",Buceros leucomelas,Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Tockus,Africa,s,https://dibird.com/species/southern-yellowbilled-hornbill/,-
