,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,redvented-cockatoo,CR - Critically endangered,"Philippine Cockatoo, Philippine Islands Cockatoo, Red-vented cackatoo","Kakatoe haematuropygia, Psittacus haematuropygius",Parrots / Psittaciformes,Cockatoos / Cacatuidae,Cacatua,Oriental Region,Philippines,https://dibird.com/species/redvented-cockatoo/,-
0,redvented-malimbe,LC - Least concern,"Red vented Malimbe, Red-rumped Malimbe",S [y]cobius scutatus,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Malimbus,Africa,w,https://dibird.com/species/redvented-malimbe/,-
0,redvested-myzomela,NT - Near threatened,"Malaita Honeyeater, Malaita Myzomela, Red-bellied Honeyeater, Red bellied Myzomela, Red-bellied Myzomela",Myzomela cardinalis malaitae,Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Myzomela,Australasia,Solomon Is.,https://dibird.com/species/redvested-myzomela/,-
0,redwattled-lapwing,LC - Least concern,"Red Wattled Lapwing, Red-wattled Plover","Hoplopterus indicus, Lobivanellus indicus, Tringa indica",Shorebirds / Charadriiformes,Plovers / Charadriidae,Vanellus,Oriental Region,widespread; also Middle East,https://dibird.com/species/redwattled-lapwing/,-
0,redwhiskered-bulbul,LC - Least concern,Crested Bulbul,Lanius [] jocosus,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Pycnonotus,Oriental Region,widespread,https://dibird.com/species/redwhiskered-bulbul/,-
0,redwing,NT - Near threatened,"Red-winged Thrush, Red-wing","Arceuthornis musicus, Turdus musicus",Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,Eurasia,"c, w",https://dibird.com/species/redwing/,to n AF
0,redwinged-blackbird,LC - Least concern,Red-winged oriole,"Icterus phoeniceus, Oriolus phoeniceus",Perching Birds / Passeriformes,"Oropendolas, Orioles, Blackbirds / Icteridae",Agelaius,"Middle America, North America",widespread,https://dibird.com/species/redwinged-blackbird/,-
0,redwinged-fairywren,LC - Least concern,"Red-winged Fairy-wren, Red winged Fairywren, Red-winged Wren, Red-winged Blue-Wren",,Perching Birds / Passeriformes,Australasian Wrens / Maluridae,Malurus,Australasia,sw Australia,https://dibird.com/species/redwinged-fairywren/,-
0,redwinged-francolin,LC - Least concern,"Red-wing Francolin, Red winged Francolin, Redwing Francolin, Cape Red-wing, Redwing Partridge, Redwing, Levaillant's Francolin","Perdix levaillantii, Francolinus levaillantii",Сhickens and relatives / Galliformes,Pheasants & Allies / Phasianidae,Scleroptila,Africa,"ec, sc, s",https://dibird.com/species/redwinged-francolin/,-
0,redwinged-grey-warbler,LC - Least concern,"Red-winged Gray Warbler, Red winged Grey Warbler, Red winged Gray Warbler, Socotra Warbler",,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Drymocichla,Africa,e Nigeria and Cameroon to South Sudan and Uganda,https://dibird.com/species/redwinged-grey-warbler/,-
0,redwinged-lark,LC - Least concern,"Red-winged Bush-Lark, Red-winged Bush Lark, Red-wing Bush-Lark, Rufous-winged Bush Lark, Galla Red-winged Lark, Red winged Lark, Red-winged Bushlark",Spilocorydon hypermetrus,Perching Birds / Passeriformes,Larks / Alaudidae,Mirafra,Africa,ec,https://dibird.com/species/redwinged-lark/,-
0,redwinged-laughingthrush,LC - Least concern,"Red-winged laughing thrush, Crimson-winged Laughingthrush, Exquisite laughing thrush, Red-winged Laughing-thrush, Crimson-winged Laughing Thrush","Garrulax formosus, Garrulax famosus",Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Trochalopteron,Oriental Region,s China and nw Vietnam,https://dibird.com/species/redwinged-laughingthrush/,-
0,redwinged-parrot,LC - Least concern,Red winged Parrot,Psittacus erythropterus,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Aprosmictus,Australasia,"n, e Australia and sc New Guinea",https://dibird.com/species/redwinged-parrot/,-
0,redwinged-prinia,LC - Least concern,"Redwing Prinia, Red-winged Warbler, Red-wing Warbler, Redwing Warbler, Red winged Warbler, Red-winged Prinia, Redwinged Warbler","Heliolais erythroptera, Drymoica erythroptera, Prinia castanopsis, Heliolais erythropterus",Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Prinia,Africa,"w, c, e",https://dibird.com/species/redwinged-prinia/,-
0,redwinged-pytilia,LC - Least concern,"Aurora Pytilia, Aurora Finch, Red winged Pytilia, Aurora, Aurora Waxbill, Crimson-winged Pytilia, Crimson-winged Waxbill",Pytilia lineata,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Pytilia,Africa,"w, c",https://dibird.com/species/redwinged-pytilia/,-
0,redwinged-starling,LC - Least concern,Redwinged Starling,Turdus morio,Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Onychognathus,Africa,"e, se, s",https://dibird.com/species/redwinged-starling/,-
0,redwinged-tinamou,LC - Least concern,,Tinamus rufescens,Tinamous / Tinamiformes,Tinamous / Tinamidae,Rhynchotus,South America,"e, se, sc",https://dibird.com/species/redwinged-tinamou/,-
0,redwinged-wood-rail,LC - Least concern,"Red-winged Wood-Rail, Red-winged Rail, Red winged Wood Rail, Red-winged Woodrail, Chestnut-winged wood-rail, Ecuadorian Wood-Rail",Eulabeornis calopterus,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Aramides,South America,w Amazonia,https://dibird.com/species/redwinged-wood-rail/,-
0,reed-cormorant,LC - Least concern,"Long-tailed Shag, Reed-Duiker, Long-tailed Cormorant, Lont-tailed Cormorant, Reed Duiker, Long-tailed Cormorant/Reed Cormorant","Phalacrocorax africanus, Pelecanus africanus, Halietor africanus",Gannets and relatives / Suliformes,"Cormorants, Shags / Phalacrocoracidae",Microcarbo,Africa,widespread,https://dibird.com/species/reed-cormorant/,-
0,reed-parrotbill,NT - Near threatened,"Heude's parrotbill, Reed Parrotbill (Reed), Chinese crowtit",Paradoxornis heudei,Perching Birds / Passeriformes,Parrotbills & Allies / Paradoxornithidae,Calamornis,Eurasia,"e Mongolia to e, ne China and se Russia",https://dibird.com/species/reed-parrotbill/,-
0,reevess-pheasant,VU - Vulnerable,"Reeves' Pheasant, Reeve's Pheasant, White-cowned long-tailed Pheasant","Phasianus reevesii, Syrmaticus reevesi",Сhickens and relatives / Galliformes,Pheasants & Allies / Phasianidae,Syrmaticus,Eurasia,"n, c China",https://dibird.com/species/reevess-pheasant/,-
0,regal-sunbird,LC - Least concern,Royal Sunbird,"Cinnyris regia [sic], Cinnyris regia, Nectarinia regia",Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Cinnyris,Africa,ec,https://dibird.com/species/regal-sunbird/,-
0,regent-bowerbird,LC - Least concern,"Golden Regentbird, Australian Regent Bowerbird, Australian Regentbird","Sericulus rothschildi, Meliphaga chrysocephala, Sericulus chrysocephlaus",Perching Birds / Passeriformes,Bowerbirds / Ptilonorhynchidae,Sericulus,Australasia,e Australia,https://dibird.com/species/regent-bowerbird/,-
0,regent-honeyeater,CR - Critically endangered,"Warty-faced Honeyeater, Embroidered Honeyeater","Merops phrygius, Zanthomiza phrygia, Xanthomyza phrygia, Zanthomyza phrygia",Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Anthochaera,Australasia,se Australia,https://dibird.com/species/regent-honeyeater/,-
0,regent-parrot,LC - Least concern,"Smoker Parrot, Plaide-wing Parrot, Black-throated Parrot, Regal Parrot, Mountain Parrot, Marlock Parrot, Yellow King-Parrot, Smoker, Black-tailed Parrot, Rock Pebbler, Mallee Smoker, Royal Parrot, Marlock Parakeet, Blossom-feathered Parakeet",Palaeornis anthopeplus,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Polytelis,Australasia,"s, sw Australia",https://dibird.com/species/regent-parrot/,-
0,regent-whistler,LC - Least concern,"Schlegel's Whistler, Schelegel's whistler",Pachycephala schelgelii,Perching Birds / Passeriformes,Whistlers & Allies / Pachycephalidae,Pachycephala,Australasia,New Guinea,https://dibird.com/species/regent-whistler/,-
0,reichards-seedeater,LC - Least concern,"Reichard's Seedeater (Reichard's), Reichard's Canary, Reichard's Seedeater (nominate)",Poliospiza reichardi,Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,s DR Congo to c Tanzania and n Mozambique,https://dibird.com/species/reichards-seedeater/,-
0,reichenbachs-sunbird,LC - Least concern,,Nectarinia reichenbachii,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Anabathmis,Africa,Liberia to e DR Congo and s to n Angola,https://dibird.com/species/reichenbachs-sunbird/,-
0,reichenows-batis,LC - Least concern,"Mikindani Batis, Reichenow's Puffback Flycatcher, Reichenow's Puffback-Flycatcher, Short-tailed Batis (Reichenow's), Reichenow's Puffback",,Perching Birds / Passeriformes,"Wattle-eyes, Batises / Platysteiridae",Batis,Africa,se Tanzania,https://dibird.com/species/reichenows-batis/,-
0,reichenows-seedeater,LC - Least concern,"Kenya Yellow-rumped Canary, Reichenow's Serin, Reichenow's Canary, Kenyan Yellow-rumped Seedeater, Kenya Yellow rumped Seedeater, Reichenow's Seed-eater, Kenya Yellow-throated Seedeater, Kenya Yellow-rumped Seedeater","Ochrospiza reichenowi, Serinus reichenowi",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"Djibouti, Ethiopia and Somalia to s Tanzania",https://dibird.com/species/reichenows-seedeater/,-
0,reischeks-parakeet,NE - Not evaluated,Antipodes Red-crowned Parakeet,Platycercus hochstetteri,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Cyanoramphus,Australasia,Antipodes Is.,https://dibird.com/species/reischeks-parakeet/,-
0,reisers-tyrannulet,LC - Least concern,,,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Phyllomyias,South America,"ec Brazil, Paraguay",https://dibird.com/species/reisers-tyrannulet/,-
0,relict-gull,VU - Vulnerable,"Mongolian Gull, Lonnberg's Gull, Central Asian Gull, Relic gull","Larus melanocephalus relictus, Larus relictus",Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Ichthyaetus,Eurasia,Kazakhstan to Mongolia and nc China,https://dibird.com/species/relict-gull/,e China
0,rennell-fantail,LC - Least concern,,,Perching Birds / Passeriformes,Fantails / Rhipiduridae,Rhipidura,Australasia,Solomon Is.,https://dibird.com/species/rennell-fantail/,-
0,rennell-shrikebill,LC - Least concern,,Pinarolestes hamlini,Perching Birds / Passeriformes,Monarchs / Monarchidae,Clytorhynchus,Australasia,Solomon Is.,https://dibird.com/species/rennell-shrikebill/,-
0,rennell-starling,LC - Least concern,Rennell Island Starling,,Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Aplonis,Australasia,Solomon Is.,https://dibird.com/species/rennell-starling/,-
0,rennell-whistler,NT - Near threatened,Yellow-throated Whistler (feminina),,Perching Birds / Passeriformes,Whistlers & Allies / Pachycephalidae,Pachycephala,Australasia,Rennell I.,https://dibird.com/species/rennell-whistler/,-
0,rennell-whiteeye,LC - Least concern,"Rennell Island White-eye, Rennell White eye, Bare-ringed White-eye",Zosterops rennelliana,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Australasia,Solomon Is.,https://dibird.com/species/rennell-whiteeye/,-
0,resplendent-quetzal,NT - Near threatened,"Northern Quetzal, Quetzal, Resplendent Trogon","Pharomachurus mocinno, Pharomachrus mocino","Trogons, quetzals / Trogoniformes",Trogons / Trogonidae,Pharomachrus,Middle America,s Mexico to w Panama,https://dibird.com/species/resplendent-quetzal/,-
0,restinga-tyrannulet,VU - Vulnerable,,,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Phylloscartes,South America,se Brazil,https://dibird.com/species/restinga-tyrannulet/,-
0,restless-flycatcher,LC - Least concern,"Paperbark Flycatcher, Restless Myiagra","Seisura inquieta, Myiagra westralensis, Turdus inquietus",Perching Birds / Passeriformes,Monarchs / Monarchidae,Myiagra,Australasia,Australia,https://dibird.com/species/restless-flycatcher/,-
0,retzs-helmetshrike,LC - Least concern,"Retz's Red-billed Shrike, Red-billed Helmet-shrike, Redbilled Helmetshrike, Retz's Helmet-Shrike, Retz's Red-billed Helmet-Shrike, Red-billed Helmetshrike, Retz's Red-billed Helmet Shrike",,Perching Birds / Passeriformes,Vangas & Allies / Vangidae,Prionops,Africa,c,https://dibird.com/species/retzs-helmetshrike/,-
0,rhinoceros-auklet,LC - Least concern,"Horn-billed Auk, Horn-billed Puffin, Hornbilled Puffin, Horn-billed auklet","Cerorhynca monocerata, Alca monocerata",Shorebirds / Charadriiformes,Auks / Alcidae,Cerorhinca,"North America, Eurasia",n Pacific coasts,https://dibird.com/species/rhinoceros-auklet/,n PO
0,rhinoceros-hornbill,NT - Near threatened,Great Rhinoceros Hornbill,,Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Buceros,Oriental Region,Malay Pen. and Greater Sundas,https://dibird.com/species/rhinoceros-hornbill/,-
0,ribbontailed-astrapia,NT - Near threatened,"Ribbon tailed Astrapia, Ribbon-tailed Bird of Paradise, Ribbon-tailed Bird-of-Paradise",,Perching Birds / Passeriformes,Birds-of-paradise / Paradisaeidae,Astrapia,Australasia,ec New Guinea,https://dibird.com/species/ribbontailed-astrapia/,-
0,richards-pipit,LC - Least concern,"Oriental pipit, Paddyfield pipit","Anthus novaeseelandiae, Anthus rufulus",Perching Birds / Passeriformes,"Wagtails, Pipits / Motacillidae",Anthus,Eurasia,"se Russia to Kyrgyzstan and c, se China",https://dibird.com/species/richards-pipit/,se Asia
0,ridgetop-swiftlet,NE - Not evaluated,,Collocalia linchi isonota,Swifts and Hummingbirds / Apodiformes,Swifts / Apodidae,Collocalia,Oriental Region,Philippines,https://dibird.com/species/ridgetop-swiftlet/,-
0,ridgways-hawk,CR - Critically endangered,"Ridway's Hawk, Hispaniolan Hawk","Buteo ridgwayii, Buteo ridgway, Rupornis ridgwayi",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Buteo,North America,Hispaniola,https://dibird.com/species/ridgways-hawk/,-
0,ridgways-rail,NT - Near threatened,California Clapper Rail,Rallus elegans obsoletus,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Rallus,"Middle America, North America",sw US to Baja California,https://dibird.com/species/ridgways-rail/,-
0,rifleman,LC - Least concern,Titipounamu,Sitta chloris,Perching Birds / Passeriformes,New Zealand Wrens / Acanthisittidae,Acanthisitta,Australasia,New Zealand,https://dibird.com/species/rifleman/,-
0,rimatara-reed-warbler,CR - Critically endangered,"Rimitara Reed Warbler, Rimatara Warbler, Rimatara Reed-Warbler, Rimitara Reed-Warbler","Acrocephalus rimatarae, Conopoderas vaughani rimitarae",Perching Birds / Passeriformes,Reed Warblers & Allies / Acrocephalidae,Acrocephalus,Pacific ocean,Austral Is.,https://dibird.com/species/rimatara-reed-warbler/,-
0,ring-ouzel,LC - Least concern,"Ring Thrush, Ring Ousel",,Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,Eurasia,"w, sw",https://dibird.com/species/ring-ouzel/,n AF
0,ringbilled-gull,LC - Least concern,,,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Larus,"Middle America, North America",s Canada and n USA,https://dibird.com/species/ringbilled-gull/,"s USA, Mexico and West Indies"
0,ringed-antpipit,LC - Least concern,,Corythopis torquata,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Corythopis,South America,Amazonia,https://dibird.com/species/ringed-antpipit/,-
0,ringed-kingfisher,LC - Least concern,"Great Grey Kingfisher, Great Ringed Kingfisher, belted kingfisher, Great Gray Kingfisher","Alcedo torquata, Ceryle torquata, Megaceryle torquatus, Ceryle torquatus",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Megaceryle,"South America, Middle America, North America",sw USA to Tierra del Fuego,https://dibird.com/species/ringed-kingfisher/,-
0,ringed-teal,LC - Least concern,"Ring-necked teal, Red-shouldered teal","Calonetta leucophrys, Anas leucophrys",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Callonetta,South America,se Bolivia to se Brazil and Uruguay,https://dibird.com/species/ringed-teal/,-
0,ringed-warbling-finch,LC - Least concern,"Ringed Warbling-Finch, Ringed or Chaco Warbling-Finch, Ringed Warblingfinch","Emberiza torquata, Poospiza torquata",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Microspingus,South America,sc,https://dibird.com/species/ringed-warbling-finch/,-
0,ringed-woodpecker,NT - Near threatened,,Picus torquatus,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Celeus,South America,Amazonia and se Brazil,https://dibird.com/species/ringed-woodpecker/,-
0,ringnecked-dove,LC - Least concern,"Cape Collared-Dove, Cape Turtle Dove, Cape Turtle-Dove, Damara Dove, Cape Ring Dove, Dark-eyed Rink Dove, Ring necked Dove, Ring-necked Turtle-Dove",Columbam vinaceam var. capicolam [sic],Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Streptopelia,Africa,"e, s",https://dibird.com/species/ringnecked-dove/,-
0,ringnecked-duck,LC - Least concern,"Ring-billed Black-head, Black-head, Ring-billed Duck, Bastard broadbill, Ringneck, black-head duck","Anas collaris, Fuligula rufitorques, Nyroca collaris, Marila collaris",Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Aythya,North America,widespread,https://dibird.com/species/ringnecked-duck/,MA
0,ringnecked-francolin,NT - Near threatened,Ring necked Francolin,"Francolinus streptophorus, Scleroptila streptophorus",Сhickens and relatives / Galliformes,Pheasants & Allies / Phasianidae,Scleroptila,Africa,"Cameroon, Uganda, Kenya and Tanzania",https://dibird.com/species/ringnecked-francolin/,-
0,ringtailed-pigeon,VU - Vulnerable,"Ring-tailed Wood Pigeon, Ring tailed Pigeon, Jamaican Band-tailed Pigeon, Band-tailed Pigeon",Columba caribaea,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Patagioenas,North America,Jamaica,https://dibird.com/species/ringtailed-pigeon/,-
0,rinjani-scops-owl,NT - Near threatened,"Rinjani Scops-Owl, Lombok Scops-Owl",,Owls / Strigiformes,Owls / Strigidae,Otus,Australasia,Lombok (Lesser Sundas),https://dibird.com/species/rinjani-scops-owl/,-
0,rio-branco-antbird,CR - Critically endangered,Branco Antbird,,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Cercomacra,South America,"n Brazil, sw Guyana",https://dibird.com/species/rio-branco-antbird/,-
0,rio-de-janeiro-antbird,NT - Near threatened,,,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Cercomacra,South America,se Brazil,https://dibird.com/species/rio-de-janeiro-antbird/,-
0,rio-de-janeiro-antwren,NE - Not evaluated,,Myrmotherula fulminensis,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Myrmotherula,South America,se Brazil,https://dibird.com/species/rio-de-janeiro-antwren/,-
0,rio-madeira-stipplethroat,LC - Least concern,"Rio Madeira Stipplethroat (Madeira), Eastern Stipple-throated Antwren, Stipple-throated Antwren (Madeira), Madeira Stipple-throated Antwren, Stipple-throated Antwren (amazonica), Madeira Antwren (Madeira), Rio Madeira Stipplethroat",Myrmotherula pyrrhonota amazonica,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Epinecrophylla,South America,"c, sc Brazil and n Bolivia",https://dibird.com/species/rio-madeira-stipplethroat/,-
0,rio-negro-gnatcatcher,NE - Not evaluated,Guianan Gnatcatcher (Rio Negro),Polioptila guianensis facilis,Perching Birds / Passeriformes,Gnatcatchers / Polioptilidae,Polioptila,South America,nw Amazonian Brazil,https://dibird.com/species/rio-negro-gnatcatcher/,-
0,rio-suno-antwren,LC - Least concern,"Río Suno Antwren, Suno Antwren",,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Myrmotherula,South America,w Amazonia,https://dibird.com/species/rio-suno-antwren/,-
0,riparian-antbird,LC - Least concern,"Blackish Antbird (fuscicauda), Blackish Antbird (Riparian)","Cercomacra nigrescens fuscicauda, Cercomacra fuscicauda",Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Cercomacroides,South America,"s Colombia, e Ecuador, e Peru, n Bolivia and sw Amazonian Brazil",https://dibird.com/species/riparian-antbird/,-
0,river-lapwing,NT - Near threatened,"Asian Spur-winged Lapwing, Indian Spur-winged Lapwing, Spur-winged lapwing, Pied Lapwing, Indian Spur-winged Plover, River Plover, Asian Spur-winged Plover","Hoplopterus duvaucelii, Charadrius duvaucelii, Hoplopterus duvaucelli, Vanellus duvaucelli",Shorebirds / Charadriiformes,Plovers / Charadriidae,Vanellus,Oriental Region,nc India through se Asia,https://dibird.com/species/river-lapwing/,-
0,river-prinia,LC - Least concern,"Lake Tscahd prinia, Lake Chad Prinia, Lake Tchad Prinia",,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Prinia,Africa,nw Senegal and sw Mauritania to Chad; nw Kenya,https://dibird.com/species/river-prinia/,-
0,river-tern,NT - Near threatened,Indian River Tern,,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Sterna,Oriental Region,e Pakistan through India to s Vietnam,https://dibird.com/species/river-tern/,-
0,river-tyrannulet,LC - Least concern,,,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Serpophaga,South America,"Orinoco, Amazon and tributaries",https://dibird.com/species/river-tyrannulet/,-
0,river-warbler,LC - Least concern,Eurasian River Warbler,"Sylvia fluviatilis, Threnetria fluviatilis, Locustella flavitalis",Perching Birds / Passeriformes,Grassbirds & Allies / Locustellidae,Locustella,"Africa, Eurasia","c, e Europe and e Africa",https://dibird.com/species/river-warbler/,se Africa
0,riverbank-warbler,LC - Least concern,"American River Warbler, Riverside Warbler, Neotropical River Warbler, River Warbler, Streamside Warbler","Muscicapa rivularis, Phaeothlypis rivularis, Basileuterus rivularis",Perching Birds / Passeriformes,New World Warblers / Parulidae,Myiothlypis,South America,"n, se, sc",https://dibird.com/species/riverbank-warbler/,-
0,riverside-tyrant,LC - Least concern,"Orinoco River-Tyrant, Orinoco River Tyrant, Riverside tyrann",Cnipolegus orenocensis,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Knipolegus,South America,Amazonia,https://dibird.com/species/riverside-tyrant/,-
0,riverside-wren,LC - Least concern,Salvin's Wren,"Thryothorus semibadius, Pheugopedius semibadius",Perching Birds / Passeriformes,Wrens / Troglodytidae,Cantorchilus,Middle America,Costa Rica and Panama,https://dibird.com/species/riverside-wren/,-
0,rivolis-hummingbird,LC - Least concern,"Magnificent Hummingbird (Northern), Magnificent Hummingbird (Rivoli's), Magnificent Hummingbird",Trochilus fulgens,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Eugenes,"Middle America, North America",sw USA to Honduras and Nicaragua,https://dibird.com/species/rivolis-hummingbird/,-
0,roadside-hawk,LC - Least concern,"Insect Hawk, Large-billed Hawk","Falco magnirostris, Buteo magnirostris",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Rupornis,"South America, Middle America",Mexico to ne Argentina,https://dibird.com/species/roadside-hawk/,-
0,robertss-warbler,LC - Least concern,"Briar Prinia, Robert's Warbler, Roberts's Prinia, Roberts' Prinia, Forest Prinia, Briar Warbler, Robert's Prinia, Brier Warbler",Prinia robertsi,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Oreophilais,Africa,e Zimbabwe and w Mozambique,https://dibird.com/species/robertss-warbler/,-
0,robin-accentor,LC - Least concern,Robin hedge sparrow,Accentor rubeculoides,Perching Birds / Passeriformes,Accentors / Prunellidae,Prunella,Oriental Region,Himalayas,https://dibird.com/species/robin-accentor/,-
