,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,goldencrested-myna,LC - Least concern,"Gold-crested Munah, Gold-crested crackle, Gold-crested Myna, Gold-crested Mynah, Golden crested Myna","A[mpeliceps] coronatus, Mino coronatus",Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Ampeliceps,Oriental Region,ne India through se Asia,https://dibird.com/species/goldencrested-myna/,-
0,goldencrowned-babbler,NT - Near threatened,"Golden-crowned Wren-Babbler, Golden-crowned Tree-Babbler, Golden crowned Babbler","Zosterornis dennistouni, Stachyris dennistouni",Perching Birds / Passeriformes,White-eyes / Zosteropidae,Sterrhoptilus,Oriental Region,"Philippines (n, e Luzon)",https://dibird.com/species/goldencrowned-babbler/,-
0,goldencrowned-emerald,LC - Least concern,"Golden-crowned Sapphire, Canivet's Emerald","Trochilus auriceps, Chlorostilbon canivetii, Chlorostilbon auriceps",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Cynanthus,Middle America,"w, c Mexico",https://dibird.com/species/goldencrowned-emerald/,-
0,goldencrowned-flycatcher,LC - Least concern,Golden crowned Flycatcher,Sc [aphorhynchus] chrysocephalus,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Myiodynastes,"South America, Middle America","Panama, n Venezuela to nw Argentina",https://dibird.com/species/goldencrowned-flycatcher/,-
0,goldencrowned-kinglet,LC - Least concern,"Golden-crowned Goldcrest, Golden-crested Wren, Fiery-crowned Wren, Golden-crowned firecrest",,Perching Birds / Passeriformes,"Goldcrests, Kinglets / Regulidae",Regulus,"Middle America, North America",widespread,https://dibird.com/species/goldencrowned-kinglet/,-
0,goldencrowned-manakin,VU - Vulnerable,"Golden crowned Manakin, Golden-crowned manikin",Pipra vilasboasi,Perching Birds / Passeriformes,Manakins / Pipridae,Lepidothrix,South America,c Brazil,https://dibird.com/species/goldencrowned-manakin/,-
0,goldencrowned-spadebill,LC - Least concern,Golden crowned Spadebill,Platyrhynchus coronatus,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Platyrinchus,"South America, Middle America","Honduras to nw Ecuador, Amazonia",https://dibird.com/species/goldencrowned-spadebill/,-
0,goldencrowned-sparrow,LC - Least concern,,"Emberiza atricapilla, Zonotrichia coronata, Emberiza coronata",Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Zonotrichia,North America,w Alaska to sw Canada,https://dibird.com/species/goldencrowned-sparrow/,to nw Mexico
0,goldencrowned-tanager,LC - Least concern,"Golden-croned tanager, Golden crowned Tanager",Arremon rufivertex,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Iridosornis,South America,Venezuela to Peru,https://dibird.com/species/goldencrowned-tanager/,-
0,goldencrowned-warbler,LC - Least concern,"Stripe-crowned Warbler, Chapman's Warbler, Brasher's Warbler, Olivascent Warbler","Basileuterus culcivorus, Sylvia culicivora, Basileuterus culicivorous",Perching Birds / Passeriformes,New World Warblers / Parulidae,Basileuterus,"South America, Middle America",widespread,https://dibird.com/species/goldencrowned-warbler/,-
0,goldeneared-tanager,LC - Least concern,Golden eared Tanager,Calliste chrysotis,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Tangara,South America,Colombia to nw Bolivia,https://dibird.com/species/goldeneared-tanager/,-
0,goldeneyed-flowerpiercer,LC - Least concern,"Deep-blue Flower-piercer, Golden-eye Flowerpiercer, Deep blue Flower piercer, Golden-eyed Flower-piercer, Deep-blue Flowerpiercer","Diglossopsis glauca, Diglossopis glaucus, Diglossopis glauca",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Diglossa,South America,Colombia to Bolivia,https://dibird.com/species/goldeneyed-flowerpiercer/,-
0,goldenface,LC - Least concern,"Golden-faced Pachycare, Pachycare, Golden-faced Whistler, Dwarf Whistler","Pachycare flavogrisea, Pachycephala flavogrisea",Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Pachycare,Australasia,New Guinea,https://dibird.com/species/goldenface/,-
0,goldenfaced-tyrannulet,LC - Least concern,Golden-faced Tyrannulet (Golden-faced),Tyrannulus chrysops,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Zimmerius,South America,s Colombia and w Venezuela to Ecuador and n Peru,https://dibird.com/species/goldenfaced-tyrannulet/,-
0,goldenfronted-bowerbird,LC - Least concern,"Golden fronted Bowerbird, Yellow-fronted Gardener Bowerbird, Yellow-fronted Bowerbird",,Perching Birds / Passeriformes,Bowerbirds / Ptilonorhynchidae,Amblyornis,Australasia,nc New Guinea,https://dibird.com/species/goldenfronted-bowerbird/,-
0,goldenfronted-fulvetta,VU - Vulnerable,"Gold fronted Fulvetta, Yen's Fulvetta, Yellow-fronted Fulvetta, Variegated Fulvetta, Yellow fronted Tit Babbler, Gold-fronted Fulvetta","Alcippe variegaticeps, Pseudominla variegaticeps",Perching Birds / Passeriformes,Ground Babblers / Pellorneidae,Schoeniparus,Oriental Region,"sc, sw China",https://dibird.com/species/goldenfronted-fulvetta/,-
0,goldenfronted-greenlet,NE - Not evaluated,"Golden-front Greenlet, Golden fronted Greenlet, Golden-fronted Hylophilus",Hylophilus aurantiifrons,Perching Birds / Passeriformes,"Vireos, Greenlets, Shrike-babblers / Vireonidae",Pachysylvia,South America,"n, also Panama",https://dibird.com/species/goldenfronted-greenlet/,-
0,goldenfronted-leafbird,LC - Least concern,,Phyllornis aurifrons,Perching Birds / Passeriformes,Leafbirds / Chloropseidae,Chloropsis,Oriental Region,widespread,https://dibird.com/species/goldenfronted-leafbird/,-
0,goldenfronted-whitestart,LC - Least concern,"Ornate Redstart, Golden fronted Redstart, Golden-fronted Redstart",Setophaga ornata,Perching Birds / Passeriformes,New World Warblers / Parulidae,Myioborus,South America,Colombia and Venezuela,https://dibird.com/species/goldenfronted-whitestart/,-
0,goldenfronted-woodpecker,LC - Least concern,Golden-fronted Woodpecker (Northern),Picus aurifrons,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Melanerpes,"Middle America, North America",sc USA to c Mexico,https://dibird.com/species/goldenfronted-woodpecker/,-
0,goldengreen-woodpecker,LC - Least concern,Golden green Woodpecker,Picus chrysochloros,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Piculus,"South America, Middle America","Panama to Venezuela, Amazonia, se Brazil, Bolivia, Paraguay and n Argentina",https://dibird.com/species/goldengreen-woodpecker/,-
0,goldenheaded-cisticola,LC - Least concern,"Golden-headed Fantail Warbler, Golden headed Cisticola, Gold-capped Cisticola, Golden Cisticola, Bright-capped Cisticola, Bright-headed Cisticola, Pale-headed Fantail Warbler, Yellow-headed fantail warbler, Yellow-headed Cisticola",Malurus exilis,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Cisticola,"Australasia, Oriental Region",widespread,https://dibird.com/species/goldenheaded-cisticola/,-
0,goldenheaded-manakin,LC - Least concern,"Golden-headed manikin, Golden headed Manakin","Parus [] erythrocephalus, Dixiphia erythrocephala, Pipra erythrocephala",Perching Birds / Passeriformes,Manakins / Pipridae,Ceratopipra,"South America, Middle America","Panama, n SA, n Amazonia",https://dibird.com/species/goldenheaded-manakin/,-
0,goldenheaded-quetzal,LC - Least concern,"Yellow-bellied Quetzal, Golden headed Quetzal, Golden-headed Trogon","Trogon (calurus) auriceps, Pharomachurus auriceps, Pharomachrus xanthogaster","Trogons, quetzals / Trogoniformes",Trogons / Trogonidae,Pharomachrus,"South America, Middle America",e Panama to n Bolivia,https://dibird.com/species/goldenheaded-quetzal/,-
0,goldenhooded-tanager,LC - Least concern,"Masked Tanager, Golden-masked Tanager, Golden hooded Tanager, Golden masked Tanager","Calliste larvata, Tangara larvata",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Stilpnia,"South America, Middle America",s Mexico to Ecuador,https://dibird.com/species/goldenhooded-tanager/,-
0,goldenmantled-rackettail,LC - Least concern,"Gold-backed Racquet-tailed Parrot, Gold-mantled Racket-tailed Parrot, Golden-mantled Racquet-tail, Gold-mantled Racquet-tailed Parrot, Golden Mantled Racket-tailed Parrot, Golden mantled Racquet tail, Golden-mantled Racket-tailed Parrot, Gold-backed Racquet-tail, Gold-mantled Racket-tail, Golden-mantled Racquet-tailed Parrot, Golden-mantled Racquet-tail Parrot",Psittacus platurus,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Prioniturus,Australasia,Sulawesi,https://dibird.com/species/goldenmantled-rackettail/,-
0,goldennaped-barbet,LC - Least concern,"Kinabalu Barbet, Golden-rumped Barbet, Golden naped Barbet","Megalaema pulcherrima, Magalaima pulcherrima, Megalaima pulcherrima","Woodpeckers, Toucans and relatives / Piciformes",Asian Barbets / Megalaimidae,Psilopogon,Oriental Region,n Borneo,https://dibird.com/species/goldennaped-barbet/,-
0,goldennaped-finch,LC - Least concern,"Gold-crowned Black Finch, Golden-headed Finch, Gold-headed Finch, Gold-naped Finch, Gold-headed Black Finch",Pyrrhula epauletta,Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Pyrrhoplectes,Oriental Region,Himalayas,https://dibird.com/species/goldennaped-finch/,-
0,goldennaped-tanager,LC - Least concern,"Golden naped Tanager, Orange-naped Tanager","Tanagra ruficervix, Tangara ruficervix",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Chalcothraupis,South America,Colombia to nw Bolivia,https://dibird.com/species/goldennaped-tanager/,-
0,goldennaped-weaver,EN - Endangered,"Golden naped Weaver, Gold-naped Weaver",,Perching Birds / Passeriformes,"Weavers, Widowbirds / Ploceidae",Ploceus,Africa,DR Congo,https://dibird.com/species/goldennaped-weaver/,-
0,goldennaped-woodpecker,LC - Least concern,,,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Melanerpes,Middle America,Costa Rica and Panama,https://dibird.com/species/goldennaped-woodpecker/,-
0,goldenolive-woodpecker,LC - Least concern,Blue-headed Woodpecker,"Piculus rubiginosus, Picus rubiginosus, Piculus rufiginosus","Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Colaptes,"South America, Middle America","Mexico to Guyana, nw Peru and nw Argentina",https://dibird.com/species/goldenolive-woodpecker/,-
0,goldenplumed-parakeet,VU - Vulnerable,"Branicki's Conure, Golden-plumed Conure, Golden Plumed Conure, Golden-plumed Parrot, Golden plumed Parakeet",Leptopsittaca branickii,Parrots / Psittaciformes,African & New World Parrots / Psittacidae,Leptosittaca,South America,Colombia to Peru,https://dibird.com/species/goldenplumed-parakeet/,-
0,goldenrumped-euphonia,NE - Not evaluated,"Golden rumped Euphonia, Black-necked Euphonia","Euphonia cyanocephala, Euphonia aureata, Pipra cyanocephala",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Chlorophonia,South America,"n Colombia to Trinidad and the Guianas, s to n Argentina, se Brazil and e Paraguay",https://dibird.com/species/goldenrumped-euphonia/,-
0,goldenrumped-flowerpecker,LC - Least concern,"Sunda Flowerpecker, Golden rumped Flowerpecker, Flores Flowerpecker",Acmonorhynchus annae,Perching Birds / Passeriformes,Flowerpeckers / Dicaeidae,Dicaeum,Australasia,Lesser Sundas,https://dibird.com/species/goldenrumped-flowerpecker/,-
0,goldenshouldered-parrot,EN - Endangered,"Golden-winged Parrot, Chestnut-crowned Parrot, Golden-winged Parakeet, Chestnut-crowned Parakeet, Golden-shouldered Parrot (chrysopterygius), golden-shouldered parakeet, Golden shouldered Parrot",Psephotus chrysopterygius,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Psephotellus,Australasia,n Australia,https://dibird.com/species/goldenshouldered-parrot/,-
0,goldensided-euphonia,LC - Least concern,Golden sided Euphonia,Tanagra cayennensis,Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Euphonia,South America,n Amazonia,https://dibird.com/species/goldensided-euphonia/,-
0,goldenspangled-piculet,LC - Least concern,"Golden spangled Piculet, Golden-spangled or Black-spotted Piculet","Picumnus nigropunctatus, Picus exilis","Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Picumnus,South America,"ne, e Brazil",https://dibird.com/species/goldenspangled-piculet/,-
0,goldenspotted-ground-dove,LC - Least concern,"Bronze-winged Ground Dove, Bronze-winged Ground-Dove, Golden-spotted Ground-Dove, Golden spotted Ground Dove",Columba aymara,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Metriopelia,South America,sc Peru to n Chile,https://dibird.com/species/goldenspotted-ground-dove/,-
0,goldentailed-parrotlet,VU - Vulnerable,Golden tailed Parrotlet,"Touit surda, Psittacus surdus",Parrots / Psittaciformes,African & New World Parrots / Psittacidae,Touit,South America,e Brazil,https://dibird.com/species/goldentailed-parrotlet/,-
0,goldentailed-sapphire,LC - Least concern,"Lesson's Sapphire, Golden tailed Sapphire","Amazilia oenone, Ornismya oenone",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Chrysuronia,South America,n SA and w Amazonia,https://dibird.com/species/goldentailed-sapphire/,-
0,goldentailed-woodpecker,LC - Least concern,"Goldentailed Woodpecker, Golden tailed Woodpecker",Chrysoptilus abingoni,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Campethera,Africa,widespread,https://dibird.com/species/goldentailed-woodpecker/,-
0,goldenthroated-barbet,LC - Least concern,"Golden-throated Barbet (White-eared), Golden-throated Barbet [nominate]","Megalaima franklinii, Bucco franklinii","Woodpeckers, Toucans and relatives / Piciformes",Asian Barbets / Megalaimidae,Psilopogon,Oriental Region,wc Nepal to n Vietnam and Malay Pen.,https://dibird.com/species/goldenthroated-barbet/,-
0,goldentufted-mountain-grackle,LC - Least concern,"Golden tufted Grackle, Golden-tufted Grackle, Tepui Mountain-Grackle, Tepui Mountain Grackle",Agelaeus imthurni,Perching Birds / Passeriformes,"Oropendolas, Orioles, Blackbirds / Icteridae",Macroagelaius,South America,"tepuis of Venezuela, Guyana and Brazil",https://dibird.com/species/goldentufted-mountain-grackle/,-
0,goldenwhiskered-barbet,LC - Least concern,"Gold-whiskered Barbet (Gold-whiskered), Gold-whiskered Barbet","Megalaima chrysopogon, Bucco chrysopogon","Woodpeckers, Toucans and relatives / Piciformes",Asian Barbets / Megalaimidae,Psilopogon,Oriental Region,"Malay Pen., Sumatra and Borneo",https://dibird.com/species/goldenwhiskered-barbet/,-
0,goldenwinged-cacique,LC - Least concern,Golden winged Cacique,Xanthornus chrysopterus,Perching Birds / Passeriformes,"Oropendolas, Orioles, Blackbirds / Icteridae",Cacicus,South America,"c Bolivia to nc Argentina; s Brazil, e Paraguay, ne Argentina and Uruguay",https://dibird.com/species/goldenwinged-cacique/,-
0,goldenwinged-laughingthrush,VU - Vulnerable,Golden-winged laughing thrush,"Trochalopteron ngoclinhensis, Garrulax ngoclinhensis",Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Trochalopteron,Oriental Region,w Vietnam,https://dibird.com/species/goldenwinged-laughingthrush/,-
0,goldenwinged-manakin,LC - Least concern,"Golden winged Manakin, Golden-winged",Pipra chrysoptera,Perching Birds / Passeriformes,Manakins / Pipridae,Masius,South America,nw Venezuela to n Peru,https://dibird.com/species/goldenwinged-manakin/,-
0,goldenwinged-parakeet,LC - Least concern,"Tuipara Parakeet, Golden-winget parakeet, Golden winged Parakeet","Brotogeris chrysopterus, Psittacus chrysopterus",Parrots / Psittaciformes,African & New World Parrots / Psittacidae,Brotogeris,South America,"n, c Amazonia",https://dibird.com/species/goldenwinged-parakeet/,-
0,goldenwinged-sparrow,LC - Least concern,Golden winged Sparrow,Arremon schegeli,Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Arremon,South America,Colombia and Venezuela,https://dibird.com/species/goldenwinged-sparrow/,-
0,goldenwinged-sunbird,LC - Least concern,"Nandi Double-collared Sunbird, Golden winged Sunbird",Nectarinia reichenowi,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Drepanorhynchus,Africa,e,https://dibird.com/species/goldenwinged-sunbird/,-
0,goldenwinged-todyflycatcher,LC - Least concern,"Golden-winged Tody Flycatcher, Golden winged Tody Flycatcher","Poecilotriccus calopterum, Todirostrum calopterum, Todirostrum calopterus",Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Poecilotriccus,South America,w Amazonia,https://dibird.com/species/goldenwinged-todyflycatcher/,-
0,goldenwinged-warbler,NT - Near threatened,,"Vermivora chysoptera, Helminthophila chrysoptera, Motacilla chrysoptera",Perching Birds / Passeriformes,New World Warblers / Parulidae,Vermivora,North America,"nc, ne USA and se Canada",https://dibird.com/species/goldenwinged-warbler/,Guatemala to n SA
0,goldies-birdofparadise,VU - Vulnerable,Goldie's Bird of Paradise,Paradisea decora,Perching Birds / Passeriformes,Birds-of-paradise / Paradisaeidae,Paradisaea,Australasia,se New Guinea,https://dibird.com/species/goldies-birdofparadise/,-
0,goldies-lorikeet,NE - Not evaluated,"Red-capped Streaked Lory, Red-capped Streaked Lorikeet","Psitteuteles goldiei, Glossoptila goldiei, Trichoglossus goldiei",Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Glossoptilus,Australasia,New Guinea,https://dibird.com/species/goldies-lorikeet/,-
0,goldmans-warbler,NE - Not evaluated,"Yellow-rumped Warbler (Goldman's), Audubon's Warbler (Goldman's)",Dendroica goldmani,Perching Birds / Passeriformes,New World Warblers / Parulidae,Setophaga,Middle America,s Chiapas (se Mexico) and w Guatemala,https://dibird.com/species/goldmans-warbler/,-
0,goldringed-tanager,EN - Endangered,"Golden-ringed Tanager, Gold ringed Tanager",Buthraupis aureocincta,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Bangsia,South America,Colombia,https://dibird.com/species/goldringed-tanager/,-
0,goliath-coucal,LC - Least concern,"Goliath Cuckoo, Giant Coucal",,Cuckoos and relatives / Cuculiformes,Cuckoos / Cuculidae,Centropus,Australasia,n Moluccas,https://dibird.com/species/goliath-coucal/,-
0,goliath-heron,LC - Least concern,,,Pelicans and relatives / Pelecaniformes,"Herons, Bitterns / Ardeidae",Ardea,"Africa, Eurasia","widespread in Africa s of the Sahara, Iran and Iraq to India",https://dibird.com/species/goliath-heron/,-
0,goliath-imperial-pigeon,NT - Near threatened,"Notu Pigeon, Goliath Imperial-Pigeon, Giant Imperial Pigeon, Giant Pigeon, New Caledonian Imperial-Pigeon, New Caledonian Pigeon, Giant Imperial-Pigeon, New Caledonian Imperial Pigeon",Carpophaga (phaenorhina) goliath,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Ducula,Australasia,New Caledonia,https://dibird.com/species/goliath-imperial-pigeon/,-
0,gorgeous-bushshrike,LC - Least concern,"Four-colored Bushshrike (Gorgeous), Kivu Black-fronted Bush-Shrike, Perrin's Bushshrike, Perrin's Bushshrike (nominate), Four-colored Bushshrike, Perrin's Bush-Shrike, Four-coloured Bushshrike","Malaconotus gutteralis, Malaconotus landanae, Laniarius viridis",Perching Birds / Passeriformes,Bushshrikes / Malaconotidae,Telophorus,Africa,"w Africa to se Kenya, e Tanzania s to South Africa and Swaziland",https://dibird.com/species/gorgeous-bushshrike/,-
0,gorgeted-puffleg,CR - Critically endangered,,,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Eriocnemis,South America,sw Colombia,https://dibird.com/species/gorgeted-puffleg/,-
0,gorgeted-sunangel,LC - Least concern,,Trochilus (--?) strophianus,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Heliangelus,South America,sw Colombia and nw Ecuador,https://dibird.com/species/gorgeted-sunangel/,-
0,gorgeted-wood-quail,EN - Endangered,"Gorgeted Woodquail, Gorgetted Wood-Quail, Gorgeted Wood-Quail",Ortyx (odontophorus) strophium,Сhickens and relatives / Galliformes,New World Quail / Odontophoridae,Odontophorus,South America,Colombia,https://dibird.com/species/gorgeted-wood-quail/,-
0,gorgeted-woodstar,LC - Least concern,,"Acestrura heliodor, Ornismya heliodor",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Chaetocercus,South America,Venezuela to w Ecuador,https://dibird.com/species/gorgeted-woodstar/,-
0,goslings-apalis,LC - Least concern,"Cameroon Apalis, Uele Chestnut-throated Gray Warbler, Uele Chestnut-throated Grey Warbler",,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Apalis,Africa,"Cameroon, Equatorial Guinea and Gabon to ne, e DR Congo",https://dibird.com/species/goslings-apalis/,-
0,goslings-bunting,LC - Least concern,"Grey-throated Bunting, Cinnamon-breasted Bunting (Chad), Chad Cinnamon-breasted Bunting",Fringillaria goslingi,Perching Birds / Passeriformes,Buntings / Emberizidae,Emberiza,Africa,Mauritania and Senegal to sw Sudan and ne DR Congo,https://dibird.com/species/goslings-bunting/,-
0,gough-finch,CR - Critically endangered,"Gough Bunting, Gough Island Finch","Nesospiza goughensis, Neospiza goughensis",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Rowettia,Atlantic ocean,Gough Island,https://dibird.com/species/gough-finch/,-
0,gough-moorhen,VU - Vulnerable,"Gough Island Moorhen, Gough Gallinule, Tristan Moorhen (Gough), common moorhen",Porphyriornis comeri,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Gallinula,Atlantic ocean,Gough Is.,https://dibird.com/species/gough-moorhen/,-
0,gouldian-finch,NT - Near threatened,"Purple-breasted Finch, Rainbow Finch, Painted Finch","Amadina gouldiae, Poephila gouldiae, Erythrura gouldiae",Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Chloebia,Australasia,n Australia,https://dibird.com/species/gouldian-finch/,-
0,goulds-emerald,EX - Extinct,"Elegant Emerald, Caribbean Emerald, Brace's Emerald (Caribbean), Gould's emerald","Chlorostilbon elegans, Erythronota? elegans",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Riccordia,North America,Caribbean. ? Jamaica or Bahamas,https://dibird.com/species/goulds-emerald/,-
0,goulds-frogmouth,NT - Near threatened,,Podargus stellatus,Podargiformes,Frogmouths / Podargidae,Batrachostomus,Oriental Region,"Malay Pen., Sumatra and Borneo",https://dibird.com/species/goulds-frogmouth/,-
0,goulds-jewelfront,LC - Least concern,"Jewelfront, Gould Jewelfront, Gould's Jewel-front, Gould's Brilliant","Trochilus (lampornis) aurescens, Polyplancta aurescens, Ployplancta aurescens",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Heliodoxa,South America,"w, c Amazonia",https://dibird.com/species/goulds-jewelfront/,-
0,goulds-nightingalethrush,LC - Least concern,"Spotted Nightingale Thrush, Spotted Nightingale-Thrush, Gould's or Sclater's Nightingale-Thrush",Malacocichla dryas,Perching Birds / Passeriformes,Thrushes / Turdidae,Catharus,"South America, Middle America",s Mexico to Honduras,https://dibird.com/species/goulds-nightingalethrush/,-
0,goulds-petrel,VU - Vulnerable,"Collared Petrel, Sooty-capped Petrel, White-winged Petrel, Gould's Gadfly Petrel",Procellaria leucoptera,Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Pterodroma,Pacific ocean,Cabbage Tree and Boondelbah Is. (Australia) and New Caledonia,https://dibird.com/species/goulds-petrel/,-
0,goulds-shortwing,LC - Least concern,Chestnut Shortwing,"Brachypteryx (drymochares) stellatus, Brachypetryx stellatus, Brachypteryx stellata",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Heteroxenicus,Oriental Region,Himalayas to nw Vietnam,https://dibird.com/species/goulds-shortwing/,-
0,goulds-toucanet,LC - Least concern,,Pteroglossus gouldii,"Woodpeckers, Toucans and relatives / Piciformes",Toucans / Ramphastidae,Selenidera,South America,s Amazonia,https://dibird.com/species/goulds-toucanet/,-
0,graceful-honeyeater,LC - Least concern,"Graceful Honeyeater [Graceful], Graceful or Cryptic Honeyeater, Graceful Honeyeater (Graceful)","Ptilotis gracilis, Meliphaga gracilis",Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Microptilotis,Australasia,"s New Guinea, Aru Is., islands in the Torres Strait and Cape York Pen.",https://dibird.com/species/graceful-honeyeater/,-
0,graceful-pitta,VU - Vulnerable,"Black crowned Pitta, Black-crowned Garnet Pitta, Black-and-scarlet Pitta, Black-crowned Pitta",Pitta venusta,Perching Birds / Passeriformes,Pittas / Pittidae,Erythropitta,Oriental Region,Sumatra,https://dibird.com/species/graceful-pitta/,-
