,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,Selva cacique,Animalia,Chordata,Aves,https://eol.org/pages/45513437,Cacicus koepckeae (Selva Cacique) is a species of birds in the family New World blackbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Peru,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Southwest Amazon Moist Forests,,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Semicollared flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513710,Ficedula semitorquata (Half Collared Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,the palearctic,,United Arab Emirates,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,Elburz Range Forest Steppe,5000 Hz,10 dB,apatite,,corneal eyes,17.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Semicollared hawk,Animalia,Chordata,Aves,https://eol.org/pages/1048022,Accipiter collaris (Semi Collared Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Peru,"mountain,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Cordillera Oriental Montane Forests,,20 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Semicollared puffbird,Animalia,Chordata,Aves,https://eol.org/pages/914752,Malacoptila semicincta (Semicollared Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Peru,"subtropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,20 dB,apatite,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},corneal eyes,44 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Semipalmated plover,Animalia,Chordata,Aves,https://eol.org/pages/45509156,"Charadrius semipalmatus (Semipalmated Plover) is a species of birds in the family Charadriidae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are solitary, diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,North America,,,,1 /year,,Stable,24 days,,,,,,,,,,,,,,,,,,nectonic,terrestrial,,,invertivore,,,bilaterally symmetric,seeds,monogamous,The Neotropics,,group living,,,,,,,,,,,,,,,,,,,,,
0,Semipalmated sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509225,"Calidris pusilla (Semipalmated Sandpiper) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,Maine,,,,1 /year,,,20 days,,,,,,,,,,,,,,,,,,nectonic,freshwater,,,invertivore,,,bilaterally symmetric,worms,monogamous,The Neotropics,,group living,,,,,,,,0.3 /year,,,,,,,,,,,,,
0,Semiplumbeous hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511555,Leucopternis semiplumbeus (Semiplumbeous Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They rely on flight to move around.,,,Ecuador,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,250 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sempers warbler,Animalia,Chordata,Aves,https://eol.org/pages/1052095,Leucopeza semperi (Semper's Warbler) is a species of birds in the family New World warblers. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Saint Lucia,"lower montane,terrestrial",,,,bipedal movement,Unknown,,,,tympanic middle ear,Leeward Islands Moist Forests,,10 dB,apatite,,corneal eyes,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal batis,Animalia,Chordata,Aves,https://eol.org/pages/45515129,Batis senegalensis (Senegal Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Ficus ingens (Miq.) Miq. (Idotsi),Benin,"savanna,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,10.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal coucal,Animalia,Chordata,Aves,https://eol.org/pages/45518916,Centropus senegalensis (Senegal Coucal) is a species of birds in the family Cuculidae. They are found in the palearctic and Afrotropics. They are diurnal. They rely on flight to move around.,the palearctic,Ficus sycomorus L. (sycamore fig),Mozambique,"desert,freshwater habitat",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,,corneal eyes,180 g,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal eremomela,Animalia,Chordata,Aves,https://eol.org/pages/45514609,Eremomela pusilla (Green Backed Eremomela) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Ficus abutilifolia (Miq.) Miq. (Large-leaved rock fig),Benin,coastal,,,,flight,,,,,tympanic middle ear,Cross-Sanaga-Bioko Coastal Forests,5000 Hz,10 dB,apatite,,corneal eyes,8.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal lapwing,Animalia,Chordata,Aves,https://eol.org/pages/1049070,Vanellus lugubris (Lesser Black Winged Plover) is a species of birds in the family Charadriidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Mozambique,"coastal,terrestrial",,,,flight,Unknown,,,,tympanic middle ear,Kalahari Acacia-Baikiaea Woodlands,,20 dB,apatite,,corneal eyes,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal parrot,Animalia,Chordata,Aves,https://eol.org/pages/45510819,Poicephalus senegalus (Senegal Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are native to Ethiopia. They are diurnal. They rely on flight to move around.,Afrotropics,Parinari curatellifolia Planch. ex Benth. (Mobola plum),United States,savanna,,40 years,,flight,Decreasing,,,155 g,,,,,,Staatliches Museum fuer Naturkund Stuttgart,corneal eyes,,,,,,,,,,,,,,,,bilaterally symmetric,,,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,
0,Senegal thickknee,Animalia,Chordata,Aves,https://eol.org/pages/45515097,Burhinus senegalensis (Senegal Thick Knee) is a species of birds in the family stone-curlews. They are found in Afrotropics and the palearctic. They rely on flight to move around.,Afrotropics,,North Atlantic,"valley,freshwater habitat",,,,flight,Unknown,,,,tympanic middle ear,Northwestern Congolian Lowland Forests,,20 dB,apatite,,corneal eyes,362 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sennar penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514307,Anthoscopus punctifrons (Sennar Penduline Tit) is a species of birds in the family penduline tits. They are found in the palearctic and Afrotropics. They rely on flight to move around.,the palearctic,,North Atlantic,"savanna,terrestrial",,,,flight,Stable,,,,tympanic middle ear,East Sudanian Savanna,,10 dB,apatite,,corneal eyes,7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sentinel rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514781,Monticola explorator (Sentinel Rock Thrush) is a species of birds in the family Old World flycatchers. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Mozambique,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Maputaland-Pondoland Bushland And Thickets,,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram boobook,Animalia,Chordata,Aves,https://eol.org/pages/1178336,Ninox squamipila (Hantu Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,the indo-malayan realm,,Indonesia,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,-15 dB,apatite,,corneal eyes,210 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram friarbird,Animalia,Chordata,Aves,https://eol.org/pages/918782,Philemon subcorniculatus (Grey Necked Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"mangrove swamp,terrestrial",,,,flight,Stable,,,,tympanic middle ear,Seram Rain Forests,,10 dB,apatite,,corneal eyes,223 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram golden bulbul,Animalia,Chordata,Aves,https://eol.org/pages/920448,Thapsinillas affinis (Seram Golden Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,,,Indonesia,subtropical,,,,bipedal movement,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/912291,Lichmera monticola (Seram Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"subtropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,Seram Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516310,Ducula neglecta (Seram Imperial Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,,,Indonesia,"tropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram mountain pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516334,Gymnophaps stalkeri (Seram Mountain Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,,,Indonesia,"mountain,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516384,Aerodramus ceramensis (Seram Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,,,Indonesia,subtropical,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,
0,Seram thrush,Animalia,Chordata,Aves,https://eol.org/pages/7262884,Geokichla joiceyi (Seram Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They rely on flight to move around.,,,,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seram whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517348,Zosterops stalkeri (Seram White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,,,Indonesia,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,12 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Serendib scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036377,Otus thilohoffmanni (Serendib Scops Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They rely on flight to move around.,,,Sri Lanka,terrestrial,,,,bipedal movement,Decreasing,,,,otoliths,,1000 Hz,-15 dB,apatite,,corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Serra antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512726,Formicivora serrana (Serra Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Brazil,,,,,bipedal movement,,,,,tympanic middle ear,Alto Paraná Atlantic Forests,5000 Hz,10 dB,apatite,,corneal eyes,13 g,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Serra do Mar tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513065,Phylloscartes difficilis (Serra Do Mar Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Brazil,"montane forest,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Bahia Interior Forests,,10 dB,apatite,,corneal eyes,8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Serra do Mar tyrantmanakin,Animalia,Chordata,Aves,https://eol.org/pages/45513307,Neopelma chrysolophum (Serra Do Mar Neopelma) is a species of birds in the family Manakins. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Brazil,"mountain,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Negro-Branco Moist Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Serra finch,Animalia,Chordata,Aves,https://eol.org/pages/1050327,Embernagra longicauda (Serra Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Brazil,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Campos Rupestres Montane Savanna,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles black parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514188,Coracopsis barklyi (Seychelles Black Parrot) is a species of birds in the family Psittaculidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,,"scrubland,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,NHMUK,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles blue pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049903,Alectroenas pulcherrimus (Seychelles Blue Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,,Arecaceae (palms),Seychelles,terrestrial,,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514397,Hypsipetes crassirostris (Seychelles Black Bulbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,"mountain,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Granitic Seychelles Forests,,10 dB,apatite,,corneal eyes,79.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles fody,Animalia,Chordata,Aves,https://eol.org/pages/45515023,Foudia sechellarum (Seychelles Fody) is a species of birds in the family Weavers & allies. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,terrestrial,,,,bipedal movement,Increasing,,,,tympanic middle ear,Granitic Seychelles Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles kestrel,Animalia,Chordata,Aves,https://eol.org/pages/48885851,Falco araea (Seychelles Kestrel) is a species of .,,,Indian Ocean,,,,,,,,,,,,,,,,,72.40000000000001 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles magpierobin,Animalia,Chordata,Aves,https://eol.org/pages/45514697,Copsychus sechellarum (Seychelles Magpie Robin) is a species of birds in the family Old World flycatchers. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,"marine,terrestrial",,,,bipedal movement,Increasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,65 g,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514291,Terpsiphone corvina (Seychelles Black Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,terrestrial,,,,bipedal movement,Increasing,,,,tympanic middle ear,Granitic Seychelles Forests,,10 dB,apatite,,corneal eyes,18 g,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45514171,Psittacula wardi (Seychelles Parakeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,,,Indian Ocean,,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036376,Otus insularis (Seychelles Scops Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,"cloud forest,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Granitic Seychelles Forests,,-15 dB,apatite,,corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514927,Cinnyris dussumieri (Seychelles Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,,,Seychelles,terrestrial,,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,10.8 g,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1048584,Aerodramus elaphrus (Seychelles Swiftlet) is a species of birds in the family swifts. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Seychelles,"freshwater,freshwater habitat",,,,bipedal movement,Stable,,,,tympanic middle ear,,,,,,corneal eyes,14.3 g,,,,,vulnerable,,,,,,,insectivore,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,
0,Seychelles warbler,Animalia,Chordata,Aves,https://eol.org/pages/59046499,EOL has data for one attribute:,,,,,,,,,,,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seychelles whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/59046487,EOL has data for one attribute:,,,,,,,,,,,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shade bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/1052579,Horornis parens (Shade Bush Warbler) is a species of birds in the family Cettiidae. They rely on flight to move around.,,,South Pacific,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
