,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,type specimen repository,body shape,diet includes,eats,mating system,native range includes,parental care,social system,foraging habitat,preys on,trophic guild,hearing range,bill length,tarsus length,temperature at range midpoint latitude,ecomorphological guild,body length,life span,litters per year,prenatal development duration,weight,body temperature,parasitized by,behavioral circadian rhythm,sensory system,number of public records in bold,has ectoparasite,host of,has pathogen,onset of fertility,genome size,mutualistic with,growth rate,tarsometatarsus + middle toe length,basal metabolic rate,used for,has endoparasite,visits flowers of,is vector for,clutch/brood/litter size,is eaten by,developmental mode,wing morphology,egg mass,has host
0,Turquoise cotinga,Animalia,Chordata,Aves,https://eol.org/pages/45509869,Cotinga ridgwayi (Turquoise Cotinga) is a species of birds in the family cotingas. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,53.6 g,,Costa Rica,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Turquoise dacnis,Animalia,Chordata,Aves,https://eol.org/pages/284603,Dacnis hartlaubi (Turquoise Dacnis) is a species of birds in the family tanagers. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Colombia,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Turquoise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517481,Eumyias panayensis (Island Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,21.7 g,,The Philippines,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Turquoise jay,Animalia,Chordata,Aves,https://eol.org/pages/916481,Cyanolyca turcosa (Turquoise Jay) is a species of birds in the family Corvidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Eastern Cordillera Real Montane Forests,Colombia,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Turquoise parrot,Animalia,Chordata,Aves,https://eol.org/pages/45518000,Neophema pulchella (Turquoise Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,,australasia,,,Australia,grassland,,flight,,Stable,corneal eyes,,,,,Poaceae (True grasses),,,,,,,,,10.9 mm,13.3 mm,9.31 degrees celsius,,,21 years,,,41.4 g,,,,,,,,,,,,,,,,,,,,,,,,
0,Turquoise tanager,Animalia,Chordata,Aves,https://eol.org/pages/1052919,Tangara mexicana (Tangara Diable Enrhume) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,23.5 g,Chiquitano Dry Forests,South Pacific,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,1.291 pg,,,,,,,,,,,,,,
0,Tuxtla quaildove,Animalia,Chordata,Aves,https://eol.org/pages/1049767,Zentrygon carrikeri (Tuxtla Quail Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Mexico,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tylas vanga,Animalia,Chordata,Aves,https://eol.org/pages/45514242,Tylas eduardi (Tylas Vanga) is a species of birds in the family Vangidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,54 g,Madagascar Succulent Woodlands,Madagascar,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tyrannine woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/918322,Dendrocincla tyrannina (Tyrannine Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,54.9 g,Eastern Cordillera Real Montane Forests,Bolivia,"valley,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tyrian metaltail,Animalia,Chordata,Aves,https://eol.org/pages/45512435,"Metallura tyrianthina (Tyrian Metaltail) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Gaultheria insipida, Racinaea tetrantha, Macleania rupestris, and Guzmania candelabrum. They rely on flight to move around.",tympanic middle ear,The Neotropics,3.8 g,,Venezuela,"subtropical,terrestrial",,flight,,Stable,corneal eyes,,,,,Passiflora tripartita (A. Juss.) Poiret (banana poka),,,,,,,,,,,,,,,,,,,,,,,,,,,1.181 pg,,,,,,,Barnadesia spinosa L. fil.,,,,,,,
0,Tytlers leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517033,Phylloscopus tytleri (Tytler's Leaf Warbler) is a species of birds in the family Phylloscopidae. They are listed as near threatened by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,7.2 g,,India,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ua Pou monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518223,Pomarea mira (Ua Pou Monarch) is a species of birds in the family monarch flycatchers. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"montane forest,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,critically endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Udzungwa forest partridge,Animalia,Chordata,Aves,https://eol.org/pages/45513813,Xenoperdix udzungwensis (Udzungwa Forest Partridge) is a species of birds in the family Phasianidae. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,220 g,,Tanzania,"mountain,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uganda woodland warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514444,Phylloscopus budongoensis (Uganda Woodland Warbler) is a species of birds in the family Phylloscopidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,9 g,,Kenya,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ultramarine flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45515872,Ficedula superciliaris (Ultramarine Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,8 g,Qionglai-Minshan Conifer Forests,Arabian Sea,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ultramarine kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1064922,Todiramphus leucopygius (Ultramarine Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,52 g,,Solomon Islands,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ultramarine lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517932,"Vini ultramarina (Ultramarine Lorikeet) is a species of birds in the family Psittaculidae. They are listed as critically endangered by IUCN and in cites appendix i. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Marquesas Tropical Moist Forests,French Polynesia,"grassland,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uluguru bushshrike,Animalia,Chordata,Aves,https://eol.org/pages/45515161,Malaconotus alius (Uluguru Bushshrike) is a species of birds in the family Bushshrike. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Eastern Arc Forests,Indian Ocean,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,endangered,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uluguru greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514330,Arizelocichla neumanni (Uluguru Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,,Tanzania,mountain,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unadorned flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513081,Myiophobus inornatus (Unadorned Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,12 g,Bolivian Yungas,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Undulated antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512837,Grallaria squamigera (Undulated Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,166 g,,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.429 pg,,,,,,,,,,,,,,
0,Undulated antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512616,Frederickena unduliger (Undulated Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,,Peru,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Undulated tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511971,Crypturellus undulatus (Undulated Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,569 g,,South Pacific,"savanna,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Unicolored antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512697,Myrmotherula unicolor (Unicolored Antwren) is a species of birds in the family typical antbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,11.5 g,,Brazil,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unicolored blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45513480,Agelasticus cyanopus (Unicolored Blackbird) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Pantanal,Bolivia,"grassland,freshwater habitat",10 dB,bipedal movement,apatite,Stable,corneal eyes,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unicolored jay,Animalia,Chordata,Aves,https://eol.org/pages/45509985,Aphelocoma unicolor (Unicolored Jay) is a species of birds in the family Corvidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,130 g,Sierra Madre De Oaxaca Pine-Oak Forests,Costa Rica,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unicolored tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512936,Scytalopus unicolor (Unicolored Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,19.3 g,,Brazil,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unicolored thrush,Animalia,Chordata,Aves,https://eol.org/pages/922672,Turdus haplochrous (Unicolored Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,84 g,,Bolivia,"subtropical,terrestrial",,flight,apatite,Decreasing,corneal eyes,near threatened,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniform antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512635,Thamnophilus unicolor (Uniform Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,27.2 g,Cordillera Oriental Montane Forests,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniform crake,Animalia,Chordata,Aves,https://eol.org/pages/45509108,Amaurolimnas concolor (Uniform Crake) is a species of birds in the family rails. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,133 g,Miskito Pine Forests,North Pacific,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniform finch,Animalia,Chordata,Aves,https://eol.org/pages/1050338,Haplospiza unicolor (Uniform Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17.5 g,,Bolivia,"subtropical,terrestrial",,flight,apatite,Decreasing,corneal eyes,,Institute of Virology,,,Tapirira guianensis Aubl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniform swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516391,"Aerodramus vanikorensis (Uniform Swiftlet) is a species of birds in the family swifts. They are found in Oceania continent (Australia, NZ and islands) and australasia. They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,,South Pacific,"mountain,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,,
0,Uniform treehunter,Animalia,Chordata,Aves,https://eol.org/pages/1050225,Thripadectes ignobilis (Uniform Treehunter) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,51.5 g,Northwestern Andean Montane Forests,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniform woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1225897,Hylexetastes uniformis (Uniform Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Mato Grosso Seasonal Forests,Brazil,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unstreaked tittyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513003,Uromyias agraphia (Unstreaked Tit Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Peruvian Yungas,,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,1.301 pg,,,,,,,,,,,,,,
0,Upchers warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515437,Hippolais languida (Upcher's Warbler) is a species of birds in the family Acrocephalidae. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,12 g,,Bahrain,"desert,terrestrial",,flight,apatite,Stable,corneal eyes,,,,,,,,,,terrestrial,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Upland antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512638,Thamnophilus aroyae (Upland Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,21 g,Bolivian Yungas,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Upland buzzard,Animalia,Chordata,Aves,https://eol.org/pages/45515835,Buteo hemilasius (Upland Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,1358 g,,India,"alpine,terrestrial",,flight,,Stable,corneal eyes,cites appendix ii,,,,,,,,,terrestrial,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Upland goose,Animalia,Chordata,Aves,https://eol.org/pages/1048516,"Chloephaga picta (Magellan Goose, Upland Goose) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Neotropics and Antarctica. They rely on flight and drag powered swimming to move around.",tympanic middle ear,The Neotropics,2823 g,,United States,"pasture,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,,,Holcus lanatus L. (Yorkshire fog),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Upland pipit,Animalia,Chordata,Aves,https://eol.org/pages/45517662,Anthus sylvanus (Upland Pipit) is a species of birds in the family Motacillidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,31 g,Eastern Himalayan Broadleaf Forests,Nepal,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Upland sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509197,Bartramia longicauda (Upland Sandpiper) is a species of birds in the family Scolopacidae. They are found in The Nearctic and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Nearctic,,,United States,prairie,,flight,,Increasing,,,,,,Scarabaeidae (scarab beetles),,,,,terrestrial,,invertivore,,,,,,,8.9 years,1 /year,17 days,18 g,,,,,,,,,,,,,,,,,,,,,,,,
0,Ural owl,Animalia,Chordata,Aves,https://eol.org/pages/45518938,Strix uralensis (Ural Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,,,Belarus,temperate,,flight,,Stable,corneal eyes,,,,,,,,,,terrestrial,,vertivore,,,,,,,23.8 years,,,784.5 g,,,,,,,,,,,,0.106 /day,,,,,,,,,,,,
0,Urichs tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45512959,Phyllomyias urichi (Urich's Tyrannulet) is a species of birds in the family tyrant flycatchers. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,,Cordillera La Costa Montane Forests,Venezuela,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Urrao antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512866,Grallaria urraoensis (Urrao Antpitta) is a species of birds in the family antpittas. They rely on flight to move around.,tympanic middle ear,,,,Colombia,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ursulas sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514921,Cinnyris ursulae (Ursula's Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,7.3 g,,Cameroon,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Usambara akalat,Animalia,Chordata,Aves,https://eol.org/pages/45514771,Sheppardia montana (Usambara Akalat) is a species of birds in the family Old World flycatchers. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,25.5 g,,Tanzania,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Usambara eagleowl,Animalia,Chordata,Aves,https://eol.org/pages/1178255,Bubo vosseleri (Usambara Eagle Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,otoliths,Afrotropics,,Eastern Arc Forests,Tanzania,tropical,-15 dB,bipedal movement,apatite,,corneal eyes,cites appendix ii,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,Strigiphilus whitei Clay & T. 1974,,,,,,,,,,,,,,,,,,
0,Usambara hyliota,Animalia,Chordata,Aves,https://eol.org/pages/45514675,Hyliota usambara (Usambara Hyliota) is a species of birds in the family Hyliotidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Usambara thrush,Animalia,Chordata,Aves,https://eol.org/pages/45515567,Turdus roehli (Usambara Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,75.5 g,,Tanzania,mountain,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Usambara weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514995,Ploceus nicolli (Usambara Weaver) is a species of birds in the family Weavers & allies. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,29 g,,Indian Ocean,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Usshers Flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514732,Muscicapa ussheri (Ussher's Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,19 g,Eastern Guinean Forests,Ghana,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vampire ground finch,Animalia,Chordata,Aves,https://eol.org/pages/47043382,Geospiza septentrionalis (Vampire Ground Finch) is a species of birds in the family tanagers. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,,,freshwater,10 dB,flight,apatite,,corneal eyes,,,,,Sula granti Rothschild 1902 (Nazca Booby),,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Van Dams vanga,Animalia,Chordata,Aves,https://eol.org/pages/45514227,Xenopirostris damii (Van Dam's Vanga) is a species of birds in the family Vangidae. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Madagascar Dry Deciduous Forests,Madagascar,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Van Hasselts sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517607,Leptocoma brasiliana (Van Hasselt's Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,,Bangladesh,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vanikoro flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45518263,"Myiagra vanikorensis (Vanikoro Flycatcher) is a species of birds in the family monarch flycatchers. They are found in australasia and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,australasia,13.5 g,Vanuatu Rain Forests,Fiji,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vanikoro monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518229,Mayrornis schistaceus (Vanikoro Monarch) is a species of birds in the family monarch flycatchers. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Vanuatu Rain Forests,South Pacific,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vanikoro whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/10649438,Zosterops gibbsi (Vanikoro White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,terrestrial,10 dB,flight,apatite,Increasing,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
