,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,ecoregion,hearing range,conservation status,type specimen repository,mutualistic with,is vector for,body shape,litters per year,native range includes,prenatal development duration,weight,ecomorphological guild,life span,parasitized by,has endoparasite,preys on,bill length,tarsus length,temperature at range midpoint latitude,foraging habitat,trophic guild,genome size,behavioral circadian rhythm,body temperature,diet includes,mating system,social system,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,basal metabolic rate,growth rate,body length,has ectoparasite,has pathogen,parental care,visits flowers of,sensory system,mineralized tissue contains,reproduction,Total length,water depth,preyed upon by,clutch/brood/litter size,onset of fertility,is eaten by,used for,number of public records in bold,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,has host,pathogen of,visits,egg mass,tarsometatarsus + middle toe length,initial mortality rate,mortality rate doubling time,host of,is killed by,middle toe length
0,Javan scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178231,Otus angelinae (Javan Scops Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,90.59999999999999 g,,Indonesia,terrestrial,-15 dB,flight,apatite,Decreasing,corneal eyes,Western Java Montane Rain Forests,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517634,Aethopyga mystacalis (Javan Sunbird) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,6 g,,Ethiopia,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,Western Java Rain Forests,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan tesia,Animalia,Chordata,Aves,https://eol.org/pages/1052399,Tesia superciliaris (Javan Tesia) is a species of birds in the family Cettiidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Indonesia,"broadleaf forest,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,Western Java Montane Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan trogon,Animalia,Chordata,Aves,https://eol.org/pages/45516420,Apalharpactes reinwardtii (Blue Tailed Trogon) is a species of birds in the family Trogonidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan whistling thrush,Animalia,Chordata,Aves,https://eol.org/pages/45517530,Myophonus glaucinus (Javan Whistling Thrush) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Malaysia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Kinabalu Montane Alpine Meadows,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517337,Zosterops flavus (Javan White Eye) is a species of birds in the family white-eyes. They are listed as endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Indonesia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Borneo Peat Swamp Forests,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Javan woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516158,Scolopax saturata (Javan Woodcock) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,220 g,,Indonesia,"mountain,terrestrial",,bipedal movement,apatite,Decreasing,corneal eyes,,,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jelskis black tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513177,Knipolegus signatus (Jelski's Black Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,,,Bolivia,tropical,10 dB,bipedal movement,apatite,,corneal eyes,Eastern Cordillera Real Montane Forests,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jelskis chattyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513251,Silvicultrix jelskii (Jelski's Chat Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,,,Ecuador,"subtropical,freshwater habitat",10 dB,bipedal movement,apatite,Stable,corneal eyes,Peruvian Yungas,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons babbler,Animalia,Chordata,Aves,https://eol.org/pages/1052200,Chrysomma altirostre (Jerdon's Babbler) is a species of birds in the family Sylviidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,India,freshwater habitat,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Brahmaputra Valley Semi-Evergreen Forests,,vulnerable,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons baza,Animalia,Chordata,Aves,https://eol.org/pages/1047921,Aviceda jerdoni (Asian Baza) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,australasia,363 g,,Bangladesh,"valley,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons bush chat,Animalia,Chordata,Aves,https://eol.org/pages/45517578,Saxicola jerdoni (Jerdon's Bush Chat) is a species of birds in the family Old World flycatchers. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,,India,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,Northwestern Himalayan Alpine Shrub And Meadows,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516995,Mirafra affinis (Jerdon's Bush Lark) is a species of birds in the family larks. They rely on flight to move around.,tympanic middle ear,,,,Indian Ocean,"scrubland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons courser,Animalia,Chordata,Aves,https://eol.org/pages/1049259,Rhinoptilus bitorquatus (Jerdon's Courser) is a species of birds in the family pratincoles. They are listed as critically endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,India,"valley,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,critically endangered,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons leafbird,Animalia,Chordata,Aves,https://eol.org/pages/45517590,Chloropsis jerdoni (Jerdon's Leafbird) is a species of birds in the family leafbird. They rely on flight to move around.,otoliths,,,,India,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons minivet,Animalia,Chordata,Aves,https://eol.org/pages/45516791,Pericrocotus albifrons (Jerdon's Minivet) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,Burma,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jerdons nightjar,Animalia,Chordata,Aves,https://eol.org/pages/1178151,Caprimulgus atripennis (Jerdon's Nightjar) is a species of birds in the family Caprimulgidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,64 g,,India,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jet antbird,Animalia,Chordata,Aves,https://eol.org/pages/45509835,Cercomacra nigricans (Jet Antbird) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17.6 g,,Colombia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,Cordillera La Costa Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jet manakin,Animalia,Chordata,Aves,https://eol.org/pages/1038375,Chloropipo unicolor (Jet Manakin) is a species of birds in the family Manakins. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,15.5 g,Schefflera mathewsii (Seem.) Harms,,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Peruvian Yungas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jobi manucode,Animalia,Chordata,Aves,https://eol.org/pages/45516928,Manucodia jobiensis (Jobi Manucode) is a species of birds in the family Birds-of-Paradise. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,257 g,,Papua New Guinea,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jocotoco antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512853,Grallaria ridgelyi (Jocotoco Antpitta) is a species of birds in the family antpittas. They are listed as endangered by IUCN. They rely on flight to move around.,otoliths,,204 g,,Ecuador,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Johannas sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514914,Cinnyris johannae (Johanna's Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,14.7 g,,Angola,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jonquil parrot,Animalia,Chordata,Aves,https://eol.org/pages/1177878,Aprosmictus jonquillaceus (Jonquil Parrot) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,119 g,,East Timor,"savanna,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jos Plateau indigobird,Animalia,Chordata,Aves,https://eol.org/pages/45515049,Vidua maryae (Jos Plateau Indigobird) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14.5 g,,Nigeria,"woodland,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Josephines lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517949,Charmosyna josefinae (Josephine's Lorikeet) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,74 g,,United States,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jouanins petrel,Animalia,Chordata,Aves,https://eol.org/pages/45513829,Bulweria fallax (Jouanin's Petrel) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,185 g,,Somalia,terrestrial,20 dB,flight,apatite,Unknown,corneal eyes,,5000 Hz,near threatened,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Joyful greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514354,Chlorocichla laetissima (Joyful Greenbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,55 g,Celtis (hackberry),Uganda,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Juan Fernández firecrown,Animalia,Chordata,Aves,https://eol.org/pages/45512388,"Sephanoides fernandensis (Juan Fernandez Firecrown) is a species of birds in the family hummingbirds. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They visit flowers of Rhaphithamnus venustus, Escallonia callcottiae, Eryngium bupleuroides, and Lobelia tupa. They rely on flight to move around.",tympanic middle ear,The Neotropics,10.9 g,,Chile,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhaphithamnus venustus (Phil.) B. L. Rob.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Juan Fernández petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511289,Pterodroma externa (Juan Fernandez Petrel) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Neotropics,428 g,Vinciguerria,New Zealand,coastal,,flight,,Stable,corneal eyes,,,,,,,,,,,,nectonic,,,,,,,,marine pelagic,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Juan Fernández tittyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513000,Anairetes fernandezianus (Juan Fernandez Tit Tyrant) is a species of birds in the family tyrant flycatchers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,South Pacific,"marine,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,Juan FernáNdez Islands Temperate Forests,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Juba weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514979,Ploceus dichrocephalus (Juba Weaver) is a species of birds in the family Weavers & allies. They rely on flight to move around.,tympanic middle ear,,19 g,,Indian Ocean,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle babbler,Animalia,Chordata,Aves,https://eol.org/pages/57691170,Turdoides striata (Jungle Babbler) is a species of  in the family Leiothrichidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle bush quail,Animalia,Chordata,Aves,https://eol.org/pages/45513811,Perdicula asiatica (Jungle Bush Quail) is a species of birds in the family Phasianidae. They are native to Asia. They are omnivores. They have parental care (paternal care and female provides care). They rely on flight and gliding to move around.,,the indo-malayan realm,,,Laccadive Sea,forest,,gliding,,Stable,corneal eyes,,,,,,,bilaterally symmetric,,Asia,,,,,,,,,,,,,,,,seeds,monogamous,group living,,,,,,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle myna,Animalia,Chordata,Aves,https://eol.org/pages/45510978,Acridotheres fuscus (Jungle Myna) is a species of birds in the family starlings. They are native to India. They rely on flight to move around.,tympanic middle ear,the palearctic,98 g,Polyalthia simiarum (Buch.-Ham. ex Hook. fil. & Thomson) Benth. & Hook.,South Pacific,"arid,terrestrial",,flight,,Decreasing,corneal eyes,,,,"University Museum of Zoology, Cambridge",,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45517873,"Caprimulgus indicus (Grey Nightjar) is a species of birds in the family Caprimulgidae. They are found in the palearctic, Oceania continent (Australia, NZ and islands), and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,the palearctic,113 g,,Indian Ocean,"grassland,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,Kazakh Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle owlet,Animalia,Chordata,Aves,https://eol.org/pages/1178282,Glaucidium radiatum (Jungle Owlet) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,114 g,,United States,freshwater habitat,-15 dB,flight,apatite,Stable,corneal eyes,,,cites appendix ii,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jungle prinia,Animalia,Chordata,Aves,https://eol.org/pages/916317,Prinia sylvatica (Jungle Prinia) is a species of birds in the family African warblers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,21 g,,India,"grassland,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Junín canastero,Animalia,Chordata,Aves,https://eol.org/pages/918031,Asthenes virgata (Junin Canastero) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,22 g,,Peru,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,1.441 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Junin grebe,Animalia,Chordata,Aves,https://eol.org/pages/45512139,Podiceps taczanowskii (Junin Grebe) is a species of birds in the family grebes. They are listed as endangered by IUCN. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,423 g,,Peru,"lake,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Junin tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512950,Scytalopus gettyae (Junin Tapaculo) is a species of birds in the family tapaculos. They rely on flight to move around.,tympanic middle ear,,,,Peru,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Juniper titmouse,Animalia,Chordata,Aves,https://eol.org/pages/45511433,Baeolophus ridgwayi (Juniper Titmouse) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,,,United States,"desert,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,(MVZ) - MVZ Bird Collection (Arctos) {http://mvz.berkeley.edu/Bird_Collection.html},,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kabobo apalis,Animalia,Chordata,Aves,https://eol.org/pages/45514563,Apalis kaboboensis (Kabobo Apalis) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Democratic Republic Of The Congo,,10 dB,flight,apatite,,corneal eyes,Albertine Rift Montane Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kadavu fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518735,"Rhipidura personata (Kadavu Fantail) is a species of birds in the family Rhipiduridae. They are listed as near threatened by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,,South Pacific,"tropical,freshwater habitat",10 dB,flight,apatite,Decreasing,corneal eyes,fiji tropical moist forests,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kadavu honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518731,"Xanthotis provocator (Kadavu Honeyeater) is a species of birds in the family honeyeaters. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,,South Pacific,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,fiji tropical moist forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kaempfers todytyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513114,Hemitriccus kaempferi (Kaempfer's Tody Tyrant) is a species of birds in the family tyrant flycatchers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,Brazil,freshwater habitat,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Araucaria Moist Forests,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kaempfers woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/321137,Celeus obrieni (Caatinga Woodpecker) is a species of birds in the family woodpeckers. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,,,Brazil,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kagu,Animalia,Chordata,Aves,https://eol.org/pages/1045974,Rhynochetos jubatus (Kagu) is a species of birds in the family kagus. They are listed as endangered by IUCN and in cites appendix i. They are found in australasia. They are nocturnal. They rely on flight to move around.,tympanic middle ear,australasia,860 g,,United States,"mountain,terrestrial",,bipedal movement,apatite,Decreasing,corneal eyes,,,endangered,,,,,,,,,,,,,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kai cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/49067266,Edolisoma dispar (Kai Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kākā,Animalia,Chordata,Aves,https://eol.org/pages/45515491,Kakamega poliothorax (Grey Chested Babbler) is a species of birds in the family Modulatricidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,36.4 g,,Cameroon,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,East African Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kakamega greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514325,Arizelocichla kakamegae (Kakamega Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,,Kenya,tropical,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kakapo,Animalia,Chordata,Aves,https://eol.org/pages/45517890,"Strigops habroptila (Kakapo) is a species of birds in the family Strigopidae. They are listed as critically endangered by IUCN and in cites appendix i. They are native to Australia. They are solitary, nocturnal herbivores. They have parental care (female provides care).",,,,,New Zealand,,,climbing,,Increasing,,,,,NHMUK,,,bilaterally symmetric,,Australia,30 days,,,60 years,,,,,,,,granivore,,,,seeds,,solitary,,,,,,,,,,,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kākāwahie,Animalia,Chordata,Aves,https://eol.org/pages/45510281,Paroreomyza flammea (Kakawahie) is a species of birds in the family finches. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,United States,terrestrial,10 dB,flight,apatite,,corneal eyes,,5000 Hz,extinct,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kalahari scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45514692,Cercotrichas paena (Kalahari Scrub Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,23 g,Lycium (desert-thorn),Angola,"savanna,terrestrial",,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,1.187 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
