,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,ecoregion,hearing range,conservation status,type specimen repository,mutualistic with,is vector for,body shape,litters per year,native range includes,prenatal development duration,weight,ecomorphological guild,life span,parasitized by,has endoparasite,preys on,bill length,tarsus length,temperature at range midpoint latitude,foraging habitat,trophic guild,genome size,behavioral circadian rhythm,body temperature,diet includes,mating system,social system,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,basal metabolic rate,growth rate,body length,has ectoparasite,has pathogen,parental care,visits flowers of,sensory system,mineralized tissue contains,reproduction,Total length,water depth,preyed upon by,clutch/brood/litter size,onset of fertility,is eaten by,used for,number of public records in bold,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,has host,pathogen of,visits,egg mass,tarsometatarsus + middle toe length,initial mortality rate,mortality rate doubling time,host of,is killed by,middle toe length
0,Greyish mourner,Animalia,Chordata,Aves,https://eol.org/pages/45513276,Rhytipterna simplex (Grayish Mourner) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,37 g,Guatteria punctata (Aubl.) R. A. Howard,South Pacific,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greyish piculet,Animalia,Chordata,Aves,https://eol.org/pages/1177576,Picumnus granadensis (Grayish Piculet) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,12.2 g,,North Pacific,"valley,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,Northwestern Andean Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greyish saltator,Animalia,Chordata,Aves,https://eol.org/pages/915862,Saltator coerulescens (Grayish Saltator) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,67 g,Musa paradisiaca L. (),South Pacific,,10 dB,flight,apatite,,corneal eyes,Orinoco Wetlands,5000 Hz,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greylag goose,Animalia,Chordata,Aves,https://eol.org/pages/1226815,Anser anser anser (Western Greylag Goose) is a subspecies of birds in the family Anatidae. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Griffon vulture,Animalia,Chordata,Aves,https://eol.org/pages/55388509,Griffon vulture papillomavirus is a species of  in the family Papillomaviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grimwoods longclaw,Animalia,Chordata,Aves,https://eol.org/pages/45515075,Macronyx grimwoodi (Grimwood's Longclaw) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Zambia,"grassland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,Angolan Miombo Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grosbeak starling,Animalia,Chordata,Aves,https://eol.org/pages/45517384,Scissirostrum dubium (Finch Billed Myna) is a species of birds in the family starlings. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,United States,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Sulawesi Lowland Rain Forests,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ground cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45518188,Coracina maxima (Ground Cuckoo Shrike) is a species of birds in the family cuckoo-shrikes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,130 g,,Australia,"savanna,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Southwest Australia Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ground tit,Animalia,Chordata,Aves,https://eol.org/pages/45518809,Pseudopodoces humilis (Ground Tit) is a species of birds in the family Paridae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Tibet,"steppe,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,Alashan Plateau Semi-Desert,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ground woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177594,Geocolaptes olivaceus (Ground Woodpecker) is a species of birds in the family woodpeckers. They are listed as near threatened by IUCN. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,Afrotropics,130 g,Amitermes hastatus (Haviland 1898),Swaziland,river,,bipedal movement,,Decreasing,corneal eyes,,,,NHMUK,,,,,,,,,,,,Amitermes hastatus (Haviland 1898),,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Growling riflebird,Animalia,Chordata,Aves,https://eol.org/pages/45518689,Ptiloris intercedens (Growling Riflebird) is a species of birds in the family Birds-of-Paradise. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,,Papua New Guinea,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,cites appendix ii,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalcanal dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999963,Ceyx nigromaxilla (Guadalcanal Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,,"tropical,freshwater habitat",20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalcanal honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518574,Guadalcanaria inexpectata (Guadalcanal Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,44.5 g,,,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Solomon Islands Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalcanal thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518358,Zoothera turipavae (Guadalcanal Thrush) is a species of birds in the family thrushes. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,53.5 g,,,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalupe caracara,Animalia,Chordata,Aves,https://eol.org/pages/1065024,Caracara lutosa (Guadalupe Caracara) is a species of birds in the family falcons. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,Mexico,terrestrial,20 dB,flight,apatite,,corneal eyes,,5000 Hz,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalupe junco,Animalia,Chordata,Aves,https://eol.org/pages/45511922,Junco insularis (Guadalupe Junco) is a species of birds in the family Passerellidae. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,,,United States,,10 dB,flight,apatite,,corneal eyes,Baja California Desert,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalupe murrelet,Animalia,Chordata,Aves,https://eol.org/pages/45509356,Synthliboramphus hypoleucus (Guadalupe Murrelet) is a species of birds in the family auks. They are listed as endangered by IUCN. They are found in The Nearctic. They are nocturnal. They rely on flight and lift powered swimming to move around.,,The Nearctic,,Etrumeus sadina (Mitchill 1814) (Atlantic round herring),North Pacific,arid,,flight,,Decreasing,,,,,,,,,1 /year,,34 days,24.8 g,nectonic,15 years,,,Sebastes (Rockcod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadalupe storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509019,Oceanodroma macrodactyla (Guadalupe Storm Petrel) is a species of birds in the family storm petrels. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,coastal,20 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,Halipeurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guadeloupe woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509724,Melanerpes herminieri (Guadeloupe Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,100 g,,North Atlantic,"tropical,terrestrial",20 dB,flight,apatite,Increasing,corneal eyes,Leeward Islands Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guaiabero,Animalia,Chordata,Aves,https://eol.org/pages/1177848,Bolbopsittacus lunulatus (Guaiabero) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,80 g,,The Philippines,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,Luzon Rain Forests,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guaiquinima whitestart,Animalia,Chordata,Aves,https://eol.org/pages/1052076,Myioborus cardonai (Guaiquinima Whitestart) is a species of birds in the family New World warblers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,Venezuela,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Tepuis,5000 Hz,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guam flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45518258,"Myiagra freycineti (Guam Flycatcher) is a species of birds in the family monarch flycatchers. This species is extinct. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",12.5 g,,North Pacific,terrestrial,10 dB,flight,apatite,,corneal eyes,marianas tropical dry forests,5000 Hz,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guam kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516480,Todiramphus cinnamominus (Guam Kingfisher) is a species of birds in the family Alcedinidae. They are listed as extinct in the wild by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Micronesia,"tropical,terrestrial",20 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,extinct in the wild,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium avium ssp. paratuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guam rail,Animalia,Chordata,Aves,https://eol.org/pages/915545,"Gallirallus owstoni (Guam Rail) is a species of birds in the family rails. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",274 g,,United States,mixed forest,20 dB,bipedal movement,apatite,,corneal eyes,marianas tropical dry forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rallicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guanay cormorant,Animalia,Chordata,Aves,https://eol.org/pages/47364086,They are diurnal. They have parental care (pair provides care).,,The Neotropics,2483 g,,South Pacific,,,,,,,Low Monte,,,,,,,,,,,nectonic,,,,,,,,coastal,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guatemalan pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/45511588,Glaucidium cobanense (Guatemalan Pygmy Owl) is a species of birds in the family typical owls. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,,terrestrial,-15 dB,bipedal movement,apatite,Decreasing,corneal eyes,Chimalapas Montane Forests,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guatemalan tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45511763,Zimmerius vilissimus (Guatemalan Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,9.699999999999999 g,,Belize,pasture,10 dB,bipedal movement,apatite,,corneal eyes,Central American Pine-Oak Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guayaquil woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177549,Campephilus gayaquilensis (Guayaquil Woodpecker) is a species of birds in the family woodpeckers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,253 g,,Colombia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan gnatcatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513392,Polioptila guianensis (Guianan Gnatcatcher) is a species of birds in the family gnatcatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,South Atlantic,savanna,10 dB,flight,apatite,,corneal eyes,Rio Negro Campinarana,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan puffbird,Animalia,Chordata,Aves,https://eol.org/pages/914705,Notharchus macrorhynchos (Guianan Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,South Atlantic,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,Central American Atlantic Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan red cotinga,Animalia,Chordata,Aves,https://eol.org/pages/916280,Phoenicircus carnifex (Guianan Red Cotinga) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,77 g,,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Guianan Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan schiffornis,Animalia,Chordata,Aves,https://eol.org/pages/36654854,Schiffornis olivacea (Guianan Schiffornis) is a species of birds in the family Tityridae. They rely on flight to move around.,otoliths,,,,Brazil,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan streaked antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512682,Myrmotherula surinamensis (Guianan Streaked Antwren) is a species of birds in the family typical antbirds. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,9 g,,South Atlantic,"subtropical,terrestrial",,flight,apatite,Stable,corneal eyes,,,vulnerable,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan toucanet,Animalia,Chordata,Aves,https://eol.org/pages/45512562,Selenidera piperivora (Guianan Toucanet) is a species of birds in the family Ramphastidae. They rely on flight to move around.,tympanic middle ear,,147 g,,Brazil,"tropical,terrestrial",,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,62.36 mm,32.56 mm,20.55 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan trogon,Animalia,Chordata,Aves,https://eol.org/pages/1178435,Trogon violaceus (Guianan Trogon) is a species of birds in the family Trogonidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,55 g,Dilodendron elegans (Radlk.) A. Gentry & Steyerm.,South Pacific,"tropical,terrestrial",20 dB,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513039,Zimmerius acer (Guianan Tyrannulet) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,otoliths,,,,Brazil,terrestrial,10 dB,bipedal movement,apatite,Increasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan warbling antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512772,Hypocnemis cantator (Guianan Warbling Antbird) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,14 g,,South Atlantic,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,Negro-Branco Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guianan woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/917813,Lepidocolaptes albolineatus (Guianan Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,24 g,,Bolivia,tropical,10 dB,flight,apatite,,corneal eyes,Juruá-Purus Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guinea turaco,Animalia,Chordata,Aves,https://eol.org/pages/45513987,Tauraco persa (Guinea Turaco) is a species of birds in the family turacos. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,350 g,Griffonia,United States,"subtropical,terrestrial",,flight,,Stable,corneal eyes,,,cites appendix ii,,,Ficus lingua Warb. ex De Wild. & Dur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guira cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/913243,Guira guira (Guira Cuckoo) is a species of birds in the family Cuculidae. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,169 g,Leptodactylus Fitzinger 1826 (Neotropical Grass Frogs),South Atlantic,terrestrial,,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,Sphingidae (sphinx moths),,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guira tanager,Animalia,Chordata,Aves,https://eol.org/pages/921796,Hemithraupis guira (Guira Tanager) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,14 g,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),Brazil,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Güldenstädts redstart,Animalia,Chordata,Aves,https://eol.org/pages/45514778,Phoenicurus erythrogastrus (Güldenstädt's Redstart) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,28 g,,Azerbaijan,"alpine,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gundlachs hawk,Animalia,Chordata,Aves,https://eol.org/pages/914053,Accipiter gundlachi (Gundlach's Hawk) is a species of birds in the family Accipitridae. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,675 g,,Cuba,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,Cuban Cactus Scrub,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gunnison grouse,Animalia,Chordata,Aves,https://eol.org/pages/45510626,Centrocercus minimus (Gunnison Grouse) is a species of birds in the family Phasianidae. They are listed as endangered by IUCN. They are native to United States and The Nearctic. They are diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.,,,,,United States,temperate,,flight,,Decreasing,corneal eyes,,,,(DMNS) - DMNS Bird Collection (Arctos) {http://www.dmns.org/science/collections/dmns-zoology-collections},,,bilaterally symmetric,,United States,,,,,,,,,,,,,,,,seeds,polygynous,group living,,,,,,,,,,,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gunnison sagegrouse,Animalia,Chordata,Aves,https://eol.org/pages/45510626,Centrocercus minimus (Gunnison Grouse) is a species of birds in the family Phasianidae. They are listed as endangered by IUCN. They are native to United States and The Nearctic. They are diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.,,,,,United States,temperate,,flight,,Decreasing,corneal eyes,,,,(DMNS) - DMNS Bird Collection (Arctos) {http://www.dmns.org/science/collections/dmns-zoology-collections},,,bilaterally symmetric,,United States,,,,,,,,,,,,,,,,seeds,polygynous,group living,,,,,,,,,,,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gurneys eagle,Animalia,Chordata,Aves,https://eol.org/pages/1048434,Aquila gurneyi (Gurney's Eagle) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,3060 g,,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,New Guinea Mangroves,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gurneys pitta,Animalia,Chordata,Aves,https://eol.org/pages/59044959,Pitta gurneyi (Black Breasted Pitta) is a species of . They are listed in cites appendix i.,,,,,Thailand,,,,,,,,,cites appendix i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gurneys sugarbird,Animalia,Chordata,Aves,https://eol.org/pages/45514670,"Promerops gurneyi (Gurney's Sugarbird) is a species of birds in the family Sugarbird. They are listed as near threatened by IUCN. They are found in Afrotropics. They visit flowers of candelabra aloe, Natal bottlebrush, Sugarbushes, and Common Coral tree. They rely on flight to move around.",tympanic middle ear,Afrotropics,45 g,,Swaziland,"mountain,terrestrial",,flight,apatite,Decreasing,corneal eyes,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protea (Sugarbushes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Guttulate foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/1050219,Syndactyla guttulata (Guttulate Foliage Gleaner) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,36 g,,Venezuela,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,Cordillera La Costa Montane Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gyrfalcon,Animalia,Chordata,Aves,https://eol.org/pages/45510794,Falco rusticolus (Gyrfalcon) is a species of birds in the family falcons. They are listed in cites appendix i. They are native to The Nearctic and the Palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,United States,,,flight,,Stable,,,,,,,,bilaterally symmetric,1 /year,The Nearctic,35 days,1406.5 g,,13.5 years,,,,,,,terrestrial,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hadada ibis,Animalia,Chordata,Aves,https://eol.org/pages/45513845,Bostrychia hagedash (Hadada Ibis) is a species of birds in the family Threskiornithidae. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,1512 g,Syzygium guineense (Willd.) DC. (Water Pear),Mozambique,lake,,flight,,Increasing,corneal eyes,,,,,,,,,,,1238 g,,16 years,,,,,,,,,1.466 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hainan blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517441,Cyornis hainanus (Hainan Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,,Cambodia,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Mizoram-Manipur-Kachin Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hainan leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517042,Phylloscopus hainanus (Hainan Leaf Warbler) is a species of birds in the family Phylloscopidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Hainan Island Monsoon Rain Forests,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
