,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Northern lapwing,Animalia,Chordata,Aves,https://eol.org/pages/45509146,"Vanellus vanellus (Lapwing) is a species of birds in the family Charadriidae. They are listed as near threatened by IUCN. They are native to Asia and the Palearctic. They are solitary, diurnal carnivores. They have parental care (cooperative breeding, pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,,,United States,,,,Decreasing,,,,,,,bilaterally symmetric,insects,promiscuous,Asia,,solitary,invertivore,,,,,,,,,terrestrial,0.2 /year,,,24 days,,,,,,,,,,,,,,,,,,,,6 years,,,,,,,,,,,,,,,,,,
0,Northern Marquesan reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518752,Acrocephalus percernis (Northern Marquesan Reed Warbler) is a species of birds in the family Acrocephalidae. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern masked weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514966,Ploceus taeniopterus (Northern Masked Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,15.5 g,,,Cameroon,"lake,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern mealy amazon,Animalia,Chordata,Aves,https://eol.org/pages/45511654,Amazona guatemalae (Northern Mealy Amazon) is a species of birds in the family parrots. They are listed as near threatened by IUCN. They are diurnal. They rely on flight to move around.,otoliths,,,,,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,1000 Hz,20 dB,,,,,,,,,,,,,,,near threatened,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern mockingbird,Animalia,Chordata,Aves,https://eol.org/pages/45510149,"Mimus polyglottos (Northern Mockingbird) is a species of birds in the family Mimidae. They are native to The Nearctic. They are solitary, diurnal omnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,,,United States,,,,Stable,,,,,,The Neotropics,bilaterally symmetric,worms,monogamous,The Nearctic,,solitary,omnivore,,,,,,,,,terrestrial,,,,14 days,,,,,,,,,,,,,,,,,,0.452 /day,,,,,,,,,,,,,,,,,,,,
0,Northern mountain cacique,Animalia,Chordata,Aves,https://eol.org/pages/45513440,Cacicus leucoramphus (Northern Mountain Cacique) is a species of birds in the family New World blackbirds. They rely on flight to move around.,tympanic middle ear,,,,Peru,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern nightingalewren,Animalia,Chordata,Aves,https://eol.org/pages/45510133,Microcerculus philomela (Nightingale Wren) is a species of birds in the family wrens. They are native to The Neotropics. They rely on flight to move around.,tympanic middle ear,21.5 g,,,Belize,"tropical,terrestrial",flight,,Decreasing,,corneal eyes,,,,The Neotropics,bilaterally symmetric,,,The Neotropics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,
0,Northern parula,Animalia,Chordata,Aves,https://eol.org/pages/45511096,Setophaga americana (Northern Parula) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,Tenebrionidae (darkling beetles),,United States,"forest,terrestrial",flight,apatite,Increasing,Diptera,corneal eyes,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
0,Northern pied babbler,Animalia,Chordata,Aves,https://eol.org/pages/45514639,Turdoides hypoleuca (Northern Pied Babbler) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,Kenya,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern pintail,Animalia,Chordata,Aves,https://eol.org/pages/45510569,"Anas acuta (Northern Pintail) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to United States, The Nearctic, and the Palearctic. They are diurnal omnivores. They have parental care (female provides care). They rely on drag powered swimming and flight to move around.",,,,,United States,,,,Decreasing,,,,,,Afrotropics,bilaterally symmetric,leaves,monogamous,United States,,group living,,,,,,,,,,freshwater,,,1 /year,22 days,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern potoo,Animalia,Chordata,Aves,https://eol.org/pages/45511599,Nyctibius jamaicensis (Common Potoo) is a species of birds in the family potoos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,North Pacific,"scrubland,terrestrial",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,The Neotropics,,,,,,,,,,,,,,,Oaxacan Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern puffback,Animalia,Chordata,Aves,https://eol.org/pages/45515187,Dryoscopus gambensis (Northern Puffback) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,35 g,,,North Atlantic,"subtropical,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Niger Delta Swamp Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/45510739,Glaucidium californicum (Northern Pygmy Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,United States,"temperate,terrestrial",bipedal movement,apatite,Increasing,,corneal eyes,,5000 Hz,-15 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern red bishop,Animalia,Chordata,Aves,https://eol.org/pages/45510248,Euplectes franciscanus (Northern Red Bishop) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,22 g,,,United States,"coastal,freshwater habitat",flight,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Ethiopian Montane Grasslands And Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern rockhopper penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512084,Eudyptes moseleyi (Northern Rockhopper Penguin) is a species of birds in the family penguins. They are listed as endangered by IUCN. They rely on lift powered swimming and flight to move around.,tympanic middle ear,,,nectonic,New Zealand,"subtropical,marine",bipedal movement,apatite,Decreasing,,,,5000 Hz,20 dB,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern rosella,Animalia,Chordata,Aves,https://eol.org/pages/45517983,Platycercus venustus (Northern Rosella) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,United States,terrestrial,bipedal movement,,Stable,,corneal eyes,,,,australasia,,,,,,,,15.4 mm,19.1 years,18.1 mm,19.61 degrees celsius,,89.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern royal albatross,Animalia,Chordata,Aves,https://eol.org/pages/45512095,Diomedea sanfordi (Northern Royal Albatross) is a species of birds in the family albatrosses. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,Illex Steenstrup 1880,nectonic,New Zealand,terrestrial,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern royal flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45509887,Onychorhynchus mexicanus (Northern Royal Flycatcher) is a species of birds in the family Tityridae. They rely on flight to move around.,tympanic middle ear,,,,Belize,"river,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern schiffornis,Animalia,Chordata,Aves,https://eol.org/pages/45509898,Schiffornis veraepacis (Northern Schiffornis) is a species of birds in the family Tityridae. They rely on flight to move around.,tympanic middle ear,,,,Belize,subtropical,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern screamer,Animalia,Chordata,Aves,https://eol.org/pages/45512012,Chauna chavaria (Northern Screamer) is a species of birds in the family screamers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,2117 g,,,United States,freshwater habitat,bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,near threatened,,,,,,42 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern scrub flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511775,Sublegatus arenarum (Northern Scrub Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,15 g,,,Aruba,"mangrove swamp,terrestrial",flight,apatite,Unknown,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Isthmian-Atlantic Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45518331,Drymodes superciliaris (Northern Scrub Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,58 g,,,South Pacific,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,Vogelkop Montane Rain Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
0,Northern shrike,Animalia,Chordata,Aves,https://eol.org/pages/1226360,Lanius excubitor borealis (Northern Shrike) is a subspecies of birds in the family true shrikes. They rely on flight to move around.,tympanic middle ear,79 g,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern silvery kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999954,Ceyx flumenicola (Northern Silvery Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"tropical,freshwater habitat",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern slaty antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512639,Thamnophilus punctatus (Northern Slaty Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,21.5 g,Formicidae (ants),,South Atlantic,terrestrial,flight,apatite,Unknown,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern tufted flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510890,Mitrephanes phaeocercus (Northern Tufted Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,8.9 g,,,United States,"cloud forest,freshwater habitat",flight,apatite,Stable,,corneal eyes,,,10 dB,The Nearctic,,,,,,,,,,,,,,,Sierra Madre De Oaxaca Pine-Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern variable pitohui,Animalia,Chordata,Aves,https://eol.org/pages/45518640,Pitohui kirhocephalus (Northern Variable Pitohui) is a species of birds in the family orioles. They are found in australasia. They rely on flight to move around.,tympanic middle ear,79 g,Virola (virola),,Indonesia,coastal,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,Huon Peninsula Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern waterthrush,Animalia,Chordata,Aves,https://eol.org/pages/45511062,Parkesia noveboracensis (Northern Waterthrush) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,United States,freshwater habitat,flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Northern wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45511011,"Oenanthe oenanthe (Northern Wheatear) is a species of birds in the family Old World flycatchers. They are found in Afrotropics, The Nearctic, and the palearctic. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,,Nysius (False Chinch Bug),,United States,desert,flight,,,Bombus sylvicola Kirby 1837 (Forest Bumble Bee),,,,,Afrotropics,,,,,,,invertivore,,10.1 years,,,,2.8 g,,,terrestrial,,,,14 days,,,,,,,,,,,,,,,,,,0.48 /day,,,,,,,,,,,,,,,,,,,,
0,Northern yellow whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514649,Zosterops senegalensis (African Yellow White Eye) is a species of birds in the family white-eyes. They are found in Afrotropics. They visit flowers of African walnut. They are diurnal. They rely on flight to move around.,tympanic middle ear,14.1 g,Celtis (hackberry),,United States,montane forest,flight,,Stable,,corneal eyes,,,,Afrotropics,,,,,,,,,,,,Schotia brachypetala Sond. (African walnut),,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,Allophylus abyssinicus (Hochst.) Radk. (Forest velvet false-currant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nubian bustard,Animalia,Chordata,Aves,https://eol.org/pages/45513867,Neotis nuba (Nubian Bustard) is a species of birds in the family bustards. They are listed as near threatened by IUCN and in cites appendix ii. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,5440 g,,,Nigeria,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,Afrotropics,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nubian nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514023,Caprimulgus nubicus (Nubian Nightjar) is a species of birds in the family Caprimulgidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,Indian Ocean,freshwater habitat,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,Afrotropics,,,,,,,,,,,,,,,Sahelian Acacia Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nubian woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177584,Campethera nubica (Nubian Woodpecker) is a species of birds in the family woodpeckers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,66.59999999999999 g,Termitidae (higher termites),,Mozambique,terrestrial,flight,apatite,Stable,,corneal eyes,,,20 dB,Afrotropics,,,,,,,,,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nuku Hiva monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518224,Pomarea nukuhivae (Nuku Hiva Monarch) is a species of birds in the family monarch flycatchers. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nullarbor quailthrush,Animalia,Chordata,Aves,https://eol.org/pages/45518157,Cinclosoma alisteri (Nullarbor Quail Thrush) is a species of birds in the family Psophodidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,arid,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Numfor leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517053,Phylloscopus maforensis (Island Leaf Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Numfor paradise kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516447,Tanysiptera carolinae (Numfor Paradise Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"coastal,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,near threatened,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nuthatch vanga,Animalia,Chordata,Aves,https://eol.org/pages/45514244,Hypositta corallirostris (Coral Billed Nuthatch Vanga) is a species of birds in the family Vangidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,15.5 g,,,Madagascar,"subtropical,terrestrial",bipedal movement,apatite,Unknown,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Madagascar Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nuttalls woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/912560,Dryobates nuttallii (Nuttall's Woodpecker) is a species of birds in the family woodpeckers. They rely on flight to move around.,tympanic middle ear,,,,,"arid,terrestrial",bipedal movement,apatite,Increasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nuttings flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510937,Myiarchus nuttingi (Nutting's Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,23.9 g,,,United States,"desert,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Jalisco Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nyanza swift,Animalia,Chordata,Aves,https://eol.org/pages/1048570,Apus niansae (Nyanza Swift) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,39 g,,,Uganda,terrestrial,flight,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,Afrotropics,,,,,,,,,,,,,,,Ethiopian Xeric Grasslands And Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Oahu akepa,Animalia,Chordata,Aves,https://eol.org/pages/47043298,Loxops wolstenholmei (Oahu Akepa) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Oahu akialoa,Animalia,Chordata,Aves,https://eol.org/pages/45510315,Akialoa ellisiana (Oahu Akialoa) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,United States,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Oahu alauahio,Animalia,Chordata,Aves,https://eol.org/pages/45510280,"Paroreomyza maculata (O'ahu 'Alauahio) is a species of birds in the family finches. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,,United States,"valley,terrestrial",bipedal movement,apatite,Unknown,,corneal eyes,,,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,critically endangered,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
