,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,type specimen repository,preys on,behavioral circadian rhythm,eats,conservation status,life span,weight,body shape,foraging habitat,growth rate,litters per year,native range includes,prenatal development duration,trophic guild,diet includes,clutch/brood/litter size,bill length,ecomorphological guild,mating system,social system,tarsometatarsus + middle toe length,tarsus length,temperature at range midpoint latitude,parental care,host of,visits flowers of,parasitized by,has ectoparasite,pathogen of,has host,genome size,is vector for,sensory system,basal metabolic rate,body length,is eaten by,trophic level,has endoparasite,mutualistic with,visits,is killed by,initial mortality rate,motility,onset of fertility,egg mass,body temperature,used for,symbiont of,mortality rate doubling time,harvested in,number of public records in bold,parasite of
0,Chestnut bulbul,Animalia,Chordata,Aves,https://eol.org/pages/920494,Hemixos castanonotus (Chestnut Bulbul) is a species of birds in the family bulbuls. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Hainan Island Monsoon Rain Forests,China,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Increasing,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut bunting,Animalia,Chordata,Aves,https://eol.org/pages/45518903,Emberiza rutila (Chestnut Bunting) is a species of birds in the family New World sparrows. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,24 g,Meghalaya Subtropical Forests,Japan,"terrestrial,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut forest rail,Animalia,Chordata,Aves,https://eol.org/pages/45516084,Rallicula rubra (Chestnut Forest Crake) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"subtropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut munia,Animalia,Chordata,Aves,https://eol.org/pages/45511035,Lonchura atricapilla (Chestnut Munia) is a species of birds in the family Estrildid finches. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,,United States,"grassland,terrestrial",5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut piculet,Animalia,Chordata,Aves,https://eol.org/pages/1177577,Picumnus cinnamomeus (Chestnut Piculet) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Guajira-Barranquilla Xeric Scrub,Colombia,"tropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut quailthrush,Animalia,Chordata,Aves,https://eol.org/pages/1050504,Cinclosoma castanotum (Chestnut Quail Thrush) is a species of birds in the family Psophodidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,"temperate,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut rail,Animalia,Chordata,Aves,https://eol.org/pages/45516118,Eulabeornis castaneoventris (Chestnut Rail) is a species of birds in the family rails. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,710 g,Kimberly Tropical Savanna,Australia,"subtropical,marine",,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut seedeater,Animalia,Chordata,Aves,https://eol.org/pages/916005,Sporophila cinnamomea (Chestnut Seedeater) is a species of birds in the family tanagers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Mato Grosso Seasonal Forests,Brazil,"subtropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45515603,Passer eminibey (Chestnut Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15 g,Southern Acacia-Commiphora Bushlands And Thickets,Ethiopia,"arid,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut teal,Animalia,Chordata,Aves,https://eol.org/pages/1047368,Anas castanea (Chestnut Teal) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in australasia. They rely on flight and drag powered swimming to move around.,tympanic middle ear,australasia,660 g,,United States,"terrestrial,marine",,20 dB,flight,apatite,Stable,corneal eyes,,,,Elatine (waterwort),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518874,Turdus rubrocanus (Chestnut Thrush) is a species of birds in the family thrushes. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,99.7 g,Qionglai-Minshan Conifer Forests,United States,"temperate,terrestrial",,10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut wattleeye,Animalia,Chordata,Aves,https://eol.org/pages/45515144,Platysteira castanea (Chestnut Wattle Eye) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15 g,Nigerian Lowland Forests,South Atlantic,subtropical,,10 dB,flight,apatite,,corneal eyes,NHMUK,,,Ficus sur Forssk. (Broom-cluster fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514983,Ploceus rubiginosus (Chestnut Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Ethiopian Xeric Grasslands And Shrublands,United States,freshwater habitat,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut wood quail,Animalia,Chordata,Aves,https://eol.org/pages/45512065,Odontophorus hyperythrus (Chestnut Wood Quail) is a species of birds in the family New World quails. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,330 g,,Colombia,"montane forest,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chestnut woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509781,Celeus elegans (Chestnut Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,172 g,Caqueta Moist Forests,South Atlantic,terrestrial,,20 dB,flight,apatite,Decreasing,corneal eyes,,,,Pseudolmedia laevis (Ruiz & Pav.) Macbride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chicos tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513037,Zimmerius chicomendesi (Chico's Tyrannulet) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Brazil,tropical,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiguanco thrush,Animalia,Chordata,Aves,https://eol.org/pages/922663,Turdus chiguanco (Chiguanco Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,120 g,Bolivian Montane Dry Forests,Bolivia,subtropical,,10 dB,flight,apatite,,corneal eyes,,,,Schinus gracilipes I. M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,1.396 pg,,,,,,,,,,,,,,,,,,,,,
0,Chihuahuan raven,Animalia,Chordata,Aves,https://eol.org/pages/45510017,Corvus cryptoleucus (Chihuahuan Raven) is a species of birds in the family Corvidae. They are found in The Neotropics and The Nearctic. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,,United States,arid,,,flight,,Stable,,,,,,,21.8 years,534 g,,terrestrial,0.252 /day,1 /year,,21 days,,,,,,,,,,,,,,,,,,,,,3.86705 watts,,,,,,,,,,,,,,,,,,
0,Chilean elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45510882,Elaenia chilensis (Chilean Elaenia) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,otoliths,,,,,tropical,1000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean flamingo,Animalia,Chordata,Aves,https://eol.org/pages/45518773,Phoenicopterus chilensis (Chilean Flamingo) is a species of birds in the family flamingos. They are listed as near threatened by IUCN and in cites appendix ii. They are associated with freshwater habitat. They are native to The Neotropics. They are nocturnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,The Neotropics,,,United States,,,,flight,,Decreasing,,,,,,,,,bilaterally symmetric,,,,The Neotropics,,molluscivore,phytoplankton,,,nectonic,monogamous,group living,,,,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean flicker,Animalia,Chordata,Aves,https://eol.org/pages/1177470,Colaptes pitius (Chilean Flicker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,173 g,,Brazil,"subtropical,terrestrial",,20 dB,flight,apatite,Stable,corneal eyes,,,,Muehlenbeckia hastulata (J. E. Smith) I M. Johnst. (Wirevine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean hawk,Animalia,Chordata,Aves,https://eol.org/pages/4378237,Accipiter chilensis (Chilean Hawk) is a species of birds in the family Accipitridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,415 g,High Monte,Chile,mixed forest,5000 Hz,20 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean mockingbird,Animalia,Chordata,Aves,https://eol.org/pages/918916,Mimus thenca (Chilean Mockingbird) is a species of birds in the family Mimidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,66 g,,Chile,"savanna,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,Aristotelia chilensis (Molina) Stuntz (maquei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1064951,Patagioenas araucana (Chilean Pigeon) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Patagonian Steppe,Chile,"temperate,terrestrial",,20 dB,flight,apatite,Increasing,corneal eyes,,,,Porlieria chilensis I. M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean seaside cinclodes,Animalia,Chordata,Aves,https://eol.org/pages/917666,Cinclodes nigrofumosus (Chilean Seaside Cinclodes) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,67 g,Atacama Desert,Chile,"coastal,marine",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean skua,Animalia,Chordata,Aves,https://eol.org/pages/45512180,Stercorarius chilensis (Chilean Skua) is a species of birds in the family skuas. They rely on flight to move around.,tympanic middle ear,,1525 g,,Chile,,5000 Hz,20 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,Haffneria grandis (Piaget 1880),,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean swallow,Animalia,Chordata,Aves,https://eol.org/pages/45513369,Tachycineta leucopyga (Chilean Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,desert,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511990,Nothoprocta perdicaria (Chilean Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,,Southern Andean Steppe,United States,"subtropical,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chilean woodstar,Animalia,Chordata,Aves,https://eol.org/pages/45512480,Eulidia yarrellii (Chilean Woodstar) is a species of birds in the family hummingbirds. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Atacama Desert,Chile,"valley,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiloé wigeon,Animalia,Chordata,Aves,https://eol.org/pages/49114167,Mareca sibilatrix (Chiloe Wigeon) is a species of birds in the family Anatidae. They rely on drag powered swimming and flight to move around.,otoliths,,,,South Pacific,"lagoon,freshwater habitat",1000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chimango caracara,Animalia,Chordata,Aves,https://eol.org/pages/45512593,Milvago chimango (Chimango Caracara) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,296 g,Pantanal,Chile,subtropical,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiming wedgebill,Animalia,Chordata,Aves,https://eol.org/pages/45518152,Psophodes occidentalis (Chiming Wedgebill) is a species of birds in the family Psophodidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,40 g,Pilbara Shrublands,Australia,terrestrial,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chimney swift,Animalia,Chordata,Aves,https://eol.org/pages/45510767,"Chaetura pelagica (Chiimney Swift) is a species of birds in the family swifts. They are listed as vulnerable by IUCN and as threatened by COSEWIC. They are native to The Nearctic and The Neotropics. They are diurnal carnivores. They have parental care (paternal care, cooperative breeding, and female provides care). They rely on flight to move around.",,,,,United States,,,,,,Decreasing,,,,,,,,,bilaterally symmetric,terrestrial,0.345 /day,1 /year,The Nearctic,22 days,invertivore,arthropods,,,,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chin Hills wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/45517123,Spelaeornis oatesi (Chin Hills Wren Babbler) is a species of birds in the family babblers. They rely on flight to move around.,tympanic middle ear,,,,Burma,"subtropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516525,Psilopogon faber (Chinese Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,,China,terrestrial,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese beautiful rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517691,Carpodacus davidianus (Chinese Beautiful Rosefinch) is a species of birds in the family finches. They rely on flight to move around.,otoliths,,,,China,temperate,1000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese blackbird,Animalia,Chordata,Aves,https://eol.org/pages/12120834,Turdus mandarinus (Chinese Blackbird) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,,Hong Kong,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517454,Cyornis glaucicomans (Chinese Blue Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517079,Locustella tacsanowskia (Chinese Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,Thailand,"temperate,terrestrial",5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,Senckenberg Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese crested tern,Animalia,Chordata,Aves,https://eol.org/pages/45516174,"Thalasseus bernsteini (Chinese Crested Tern) is a species of birds in the family Laridae. They are listed as critically endangered by IUCN. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,320 g,,Asia,"coastal,terrestrial",,,flight,,Decreasing,corneal eyes,,,,Pollachius virens (Linnaeus 1758) (coalfish),critically endangered,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese cupwing,Animalia,Chordata,Aves,https://eol.org/pages/43481577,Pnoepyga mutica (Chinese Cupwing) is a species of birds in the family Pnoepygidae. They rely on flight to move around.,tympanic middle ear,,,,China,subtropical,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese egret,Animalia,Chordata,Aves,https://eol.org/pages/45511360,Egretta eulophotes (Chinese Egret) is a species of birds in the family Ardeidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,578 g,,Sulu Sea,"coastal,freshwater habitat",,,flight,apatite,Decreasing,corneal eyes,,,,,vulnerable,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese francolin,Animalia,Chordata,Aves,https://eol.org/pages/45513765,Francolinus pintadeanus (Chinese Francolin) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,388 g,,United States,"tropical,terrestrial",,20 dB,flight,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/45518836,Fulvetta striaticollis (Chinese Fulvetta) is a species of birds in the family Sylviidae. They rely on flight to move around.,tympanic middle ear,,,,China,terrestrial,5000 Hz,10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese grassbird,Animalia,Chordata,Aves,https://eol.org/pages/28355399,Graminicola striatus (Chinese Grassbird) is a species of birds in the family Pellorneidae. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,freshwater,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese grey shrike,Animalia,Chordata,Aves,https://eol.org/pages/1050935,Lanius sphenocercus (Chinese Grey Shrike) is a species of birds in the family true shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,100 g,Huang He Plain Mixed Forests,Japan,temperate,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,Centrorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese grosbeak,Animalia,Chordata,Aves,https://eol.org/pages/45517668,Eophona migratoria (Yellow Billed Grosbeak) is a species of birds in the family finches. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,57 g,Mongolian-Manchurian Grassland,Japan,"temperate,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese grouse,Animalia,Chordata,Aves,https://eol.org/pages/51399709,Bonasa sewerzowi (Chinese Grouse) is a species of . They are listed as near threatened by IUCN. They are found in the palearctic.,,the palearctic,290 g,Tibetan Plateau Alpine Shrub And Meadows,,terrestrial,,,,,Decreasing,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese hwamei,Animalia,Chordata,Aves,https://eol.org/pages/45510060,Garrulax canorus (Chinese Hwamei) is a species of birds in the family Leiothrichidae. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,75 g,,United States,"tropical,terrestrial",,,flight,apatite,Unknown,corneal eyes,,,,Cinnamomum camphora (L.) J. Presl (camphor),cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517026,Phylloscopus yunnanensis (Chinese Leaf Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,,China,"subtropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese monal,Animalia,Chordata,Aves,https://eol.org/pages/45516015,Lophophorus lhuysii (Chinese Monal) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN and in cites appendix i. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,3178 g,,United States,"mountain,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/1051063,Sitta villosa (Chinese Nuthatch) is a species of birds in the family Sittidae. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,11 g,Tibetan Plateau Alpine Shrub And Meadows,China,terrestrial,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45516987,Remiz consobrinus (Chinese Penduline Tit) is a species of birds in the family penduline tits. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,10 g,Ordos Plateau Steppe,Afghanistan,freshwater habitat,5000 Hz,10 dB,bipedal movement,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese pond heron,Animalia,Chordata,Aves,https://eol.org/pages/45511345,Ardeola bacchus (Chinese Pond Heron) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are found in the palearctic and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,305 g,,North Pacific,"saline water,marine",,,flight,apatite,Stable,corneal eyes,,,,,,,,,freshwater,,,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese rubythroat,Animalia,Chordata,Aves,https://eol.org/pages/47043108,Calliope tschebaiewi (Chinese Rubythroat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese shortwing,Animalia,Chordata,Aves,https://eol.org/pages/52469196,Brachypteryx sinensis (Chinese Shortwing) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,tropical,5000 Hz,10 dB,flight,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/45518719,"Accipiter soloensis (Chinese Sparrowhawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the indo-malayan realm, Oceania continent (Australia, NZ and islands), the palearctic, and australasia. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,159 g,Lesser Sundas Deciduous Forests,Malaysia,terrestrial,,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinese thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518880,Turdus mupinensis (Chinese Thrush) is a species of birds in the family thrushes. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,65 g,Central China Loess Plateau Mixed Forests,China,subtropical,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinspot batis,Animalia,Chordata,Aves,https://eol.org/pages/45515128,Batis molitor (Chinspot Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14 g,Eastern Arc Forests,Indian Ocean,"arid,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chinstrap penguin,Animalia,Chordata,Aves,https://eol.org/pages/55381794,Chinstrap penguin adenovirus 1 is a species of  in the family Adenoviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
