,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,type specimen repository,preys on,behavioral circadian rhythm,eats,conservation status,life span,weight,body shape,foraging habitat,growth rate,litters per year,native range includes,prenatal development duration,trophic guild,diet includes,clutch/brood/litter size,bill length,ecomorphological guild,mating system,social system,tarsometatarsus + middle toe length,tarsus length,temperature at range midpoint latitude,parental care,host of,visits flowers of,parasitized by,has ectoparasite,pathogen of,has host,genome size,is vector for,sensory system,basal metabolic rate,body length,is eaten by,trophic level,has endoparasite,mutualistic with,visits,is killed by,initial mortality rate,motility,onset of fertility,egg mass,body temperature,used for,symbiont of,mortality rate doubling time,harvested in,number of public records in bold,parasite of
0,Comoros olive pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049705,Columba pollenii (Comoro Olive Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Comoros Forests,Comoros,"marine,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Comoros thrush,Animalia,Chordata,Aves,https://eol.org/pages/922659,Turdus bewsheri (Comoro Thrush) is a species of birds in the family thrushes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,68 g,Comoros Forests,Comoros,"marine,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Compact weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514989,Ploceus superciliosus (Compact Weaver) is a species of birds in the family Weavers & allies. They rely on flight to move around.,tympanic middle ear,,,,Senegal,"subtropical,terrestrial",5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,Polyscias fulva (Hiern) Harms (Parasol tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Congo bay owl,Animalia,Chordata,Aves,https://eol.org/pages/45514016,Phodilus prigoginei (Congo Bay Owl) is a species of birds in the family Tytonidae. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,otoliths,Afrotropics,195 g,,Democratic Republic Of The Congo,"mountain,terrestrial",,-15 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Congo martin,Animalia,Chordata,Aves,https://eol.org/pages/45515376,Riparia congica (Congo Martin) is a species of birds in the family swallows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Eastern Congolian Swamp Forests,Democratic Republic Of The Congo,freshwater habitat,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Congo moor chat,Animalia,Chordata,Aves,https://eol.org/pages/45514803,Myrmecocichla tholloni (Congo Moor Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Angolan Miombo Woodlands,Angola,"subtropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Congo peafowl,Animalia,Chordata,Aves,https://eol.org/pages/45513819,Afropavo congensis (Congo Peacock) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,Afrotropics,1154 g,,United States,"forest,terrestrial",,,bipedal movement,apatite,Decreasing,corneal eyes,,,diurnal,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Congo sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514903,Cinnyris congensis (Congo Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,,Democratic Republic Of The Congo,freshwater habitat,5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Connecticut warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511083,Oporornis agilis (Connecticut Warbler) is a species of birds in the family New World warblers. They are native to The Neotropics and The Nearctic. They are solitary carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,The Nearctic,,,United States,coastal,,,flight,,Decreasing,corneal eyes,,,,,,,,bilaterally symmetric,,,,The Neotropics,,frugivore,seeds,,,,,solitary,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cook reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518758,"Acrocephalus kerearako (Cook Islands Reed Warbler) is a species of birds in the family Acrocephalidae. They are listed as near threatened by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",28 g,,French Polynesia,"tropical,freshwater habitat",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cooks petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511293,Pterodroma cookii (Cook's Petrel) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,241 g,,New Zealand,"coastal,marine",,,flight,,Increasing,corneal eyes,,,,Spirula spirula (Linnaeus 1758) (Little Post Horn Squid),vulnerable,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cooks swift,Animalia,Chordata,Aves,https://eol.org/pages/45516414,Apus cooki (Cook's Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cooks swift   ,Animalia,Chordata,Aves,https://eol.org/pages/45516414,Apus cooki (Cook's Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coopers hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511394,"Accipiter cooperii (Cooper's Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are native to The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (paternal care, occasionally breeds cooperatively, and female provides care). They rely on flight to move around.",,,,,United States,,,,,,Increasing,,,,,,,,,bilaterally symmetric,terrestrial,0.212 /day,1 /year,The Nearctic,24 days,vertivore,birds,,,,monogamous,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Copper pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516036,Syrmaticus soemmerringii (Copper Pheasant) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,,Taiheiyo Montane Deciduous Forests,United States,"mountain,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Copper seedeater,Animalia,Chordata,Aves,https://eol.org/pages/915999,Sporophila bouvreuil (Capped Seedeater) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,10 g,Northeastern Brazil Restingas,Brazil,savanna,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Copper sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514923,Cinnyris cupreus (Copper Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,,Mozambique,"tropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,
0,Copperback quailthrush,Animalia,Chordata,Aves,https://eol.org/pages/45518155,Cinclosoma clarum (Copperback Quail Thrush) is a species of birds in the family Psophodidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Copperback quailthrush   ,Animalia,Chordata,Aves,https://eol.org/pages/45518155,Cinclosoma clarum (Copperback Quail Thrush) is a species of birds in the family Psophodidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coppersmith barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516538,Psilopogon haemacephalus (Coppersmith Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,,Sulu Sea,terrestrial,5000 Hz,20 dB,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coppery emerald,Animalia,Chordata,Aves,https://eol.org/pages/45512286,Chlorostilbon russatus (Coppery Emerald) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Santa Marta Montane Forests,Venezuela,"montane forest,terrestrial",,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coppery metaltail,Animalia,Chordata,Aves,https://eol.org/pages/45512440,Metallura theresiae (Black Metaltail) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,4.9 g,,Peru,"montane forest,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coquerels coua,Animalia,Chordata,Aves,https://eol.org/pages/1047937,Coua coquereli (Coquerel's Coua) is a species of birds in the family Cuculidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,160 g,Madagascar Succulent Woodlands,Ireland,"tropical,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coqui francolin,Animalia,Chordata,Aves,https://eol.org/pages/45513768,Peliperdix coqui (Coqui Francolin) is a species of birds in the family Phasianidae. They rely on flight to move around.,tympanic middle ear,,,,Kenya,"scrubland,freshwater habitat",5000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coraya wren,Animalia,Chordata,Aves,https://eol.org/pages/1052971,Pheugopedius coraya (Coraya Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,"subtropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Unknown,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cordillera Azul antbird,Animalia,Chordata,Aves,https://eol.org/pages/51507914,Myrmoderus eowilsoni (Cordillera Azul Antbird) is a species of birds in the family typical antbirds. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"montane forest,terrestrial",5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cordillera ground warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517068,Robsonius rabori (Cordillera Ground Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,subtropical,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cordilleran canastero,Animalia,Chordata,Aves,https://eol.org/pages/917777,Asthenes modesta (Cordilleran Canastero) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,21.5 g,Southern Andean Steppe,Bolivia,"subtropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cordilleran flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510907,Empidonax occidentalis (Cordilleran Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,15 g,,United States,"coastal,terrestrial",,10 dB,flight,apatite,Decreasing,corneal eyes,,,,Empididae (dagger flies and balloon flies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cordilleran parakeet,Animalia,Chordata,Aves,https://eol.org/pages/51507822,Psittacara frontatus (Cordilleran Parakeet) is a species of birds in the family parrots. They are listed as near threatened by IUCN. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,,diurnal,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Corn bunting,Animalia,Chordata,Aves,https://eol.org/pages/45515755,Emberiza calandra (Black Headed Bunting) is a species of birds in the family New World sparrows. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (cooperative breeding). They rely on flight to move around.,tympanic middle ear,Afrotropics,49 g,,Bahrain,,,,flight,,Decreasing,corneal eyes,SNSB-Zoologische Staatssammlung Muenchen,,,,,10.6 years,48.8 g,,terrestrial,,,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Corn crake,Animalia,Chordata,Aves,https://eol.org/pages/45509103,Crex crex (Corn Crake) is a species of birds in the family rails. They are found in the palearctic and Afrotropics. They are crepuscular omnivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,155 g,,United States,"grassland,terrestrial",,,flight,apatite,Stable,corneal eyes,,,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,,
0,Coroneted fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/45516289,Ptilinopus coronulatus (Coroneted Fruit Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,76.59999999999999 g,Southern New Guinea Freshwater Swamp Forests,Indonesia,"tropical,terrestrial",,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Correndera pipit,Animalia,Chordata,Aves,https://eol.org/pages/1051337,Anthus correndera (Correndera Pipit) is a species of birds in the family Motacillidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,26.6 g,Atacama Desert,Bolivia,"subtropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Corsican finch,Animalia,Chordata,Aves,https://eol.org/pages/45518971,Carduelis corsicana (Corsican Citril Finch) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,France,terrestrial,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felis catus Linnaeus 1758 (cat),,,,,,,,,,,
0,Corsican nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/45513688,Sitta whiteheadi (Corsican Nuthatch) is a species of birds in the family Sittidae. They are listed as vulnerable by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,11.8 g,,France,"mountain,terrestrial",,,bipedal movement,apatite,Decreasing,corneal eyes,NHMUK,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Corys shearwater,Animalia,Chordata,Aves,https://eol.org/pages/60278482,Calonectris diomedea diomedea (Cory's Shearwater) is a subspecies of .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Coscoroba swan,Animalia,Chordata,Aves,https://eol.org/pages/1048508,Coscoroba coscoroba (Coscoroba Swan) is a species of birds in the family Anatidae. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,The Neotropics,5400 g,,United States,"lagoon,terrestrial",,20 dB,flight,apatite,Stable,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Costa Rican brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45511944,Arremon costaricensis (Costa Rican Brushfinch) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,,North Pacific,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Costa Rican pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/45511589,Glaucidium costaricanum (Costa Rican Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They rely on flight to move around.,otoliths,,66 g,,Costa Rica,terrestrial,1000 Hz,-15 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Costa Rican swift,Animalia,Chordata,Aves,https://eol.org/pages/45511607,Chaetura fumosa (Costa Rican Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,19.4 g,,Costa Rica,"subtropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Costas hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509652,"Calypte costae (Costa's Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are native to The Nearctic. They visit flowers of Saguaro, Mexican bush sage, Flamboyant, and yellow paloverde. They are diurnal. They rely on flight to move around.",,The Neotropics,,,United States,arid,,,flight,,Stable,,,,,Monardella (monardella),,6 years,3.1 g,bilaterally symmetric,,,1 /year,The Nearctic,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cotton pygmy goose,Animalia,Chordata,Aves,https://eol.org/pages/45515914,"Nettapus coromandelianus (Cotton Pygmy Goose) is a species of birds in the family Anatidae. They are found in Afrotropics, the palearctic, the indo-malayan realm, and australasia. They rely on flight and drag powered swimming to move around.",tympanic middle ear,Afrotropics,439 g,,Bahrain,"aquatic,terrestrial",,20 dB,flight,apatite,Stable,corneal eyes,,,,Cyperaceae (sedges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Couchs kingbird,Animalia,Chordata,Aves,https://eol.org/pages/45510925,Tyrannus couchii (Couch's Kingbird) is a species of birds in the family tyrant flycatchers. They are native to The Nearctic and The Neotropics. They are crepuscular carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,The Nearctic,,,United States,valley,,,flight,,Increasing,,,,,Eugenia acapulcensis Steud.,,,,bilaterally symmetric,,,,The Nearctic,,insectivore,fruit,,,,monogamous,,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cozumel emerald,Animalia,Chordata,Aves,https://eol.org/pages/45509546,"Chlorostilbon forficatus (Cozumel Emerald) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of passionflower, scarletbush, Brazilian red-cloak, and largeleaf geigertree. They rely on flight to move around.",tympanic middle ear,The Neotropics,2.6 g,,Mexico,"subtropical,terrestrial",,,flight,apatite,Unknown,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Cordia sebestena L. (largeleaf geigertree),,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cozumel thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510158,Toxostoma guttatum (Cozumel Thrasher) is a species of birds in the family Mimidae. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,59.8 g,YucatáN Moist Forests,Mexico,terrestrial,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cozumel vireo,Animalia,Chordata,Aves,https://eol.org/pages/45509926,Vireo bairdi (Cozumel Vireo) is a species of birds in the family vireos. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,12.7 g,,Costa Rica,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crabplover,Animalia,Chordata,Aves,https://eol.org/pages/45513948,"Dromas ardeola (Crab Plover) is a species of birds in the family crab-plovers. They are found in the indo-malayan realm, Afrotropics, and the palearctic. They are nocturnal. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,325 g,,South Africa,"marine,marine",,,flight,apatite,Stable,corneal eyes,,,nocturnal,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crag chilia,Animalia,Chordata,Aves,https://eol.org/pages/918086,Ochetorhynchus melanurus (Crag Chilia) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,,,,Chile,terrestrial,1000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crane hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511408,Geranospiza caerulescens (Crane Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,325 g,,Honduras,"tropical,terrestrial",,,flight,apatite,Decreasing,corneal eyes,,Fritziana goeldii (Boulenger 1895),,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Craveris murrelet,Animalia,Chordata,Aves,https://eol.org/pages/45509358,Synthliboramphus craveri (Craveri's Murrelet) is a species of birds in the family auks. They are listed as vulnerable by IUCN. They are found in The Nearctic. They rely on flight and lift powered swimming to move around.,tympanic middle ear,The Nearctic,151 g,,North Pacific,"arid,marine",,,flight,,Decreasing,corneal eyes,,,,Ammodytes hexapterus Pallas 1814 (Pacific sand lance),vulnerable,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crescent honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518441,Phylidonyris pyrrhopterus (Crescent Honeyeater) is a species of birds in the family honeyeaters. They rely on flight to move around.,tympanic middle ear,,,,Australia,"coastal,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crested ant tanager,Animalia,Chordata,Aves,https://eol.org/pages/921775,Habia cristata (Crested Ant Tanager) is a species of birds in the family cardinals. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Chocó-DariéN Moist Forests,Colombia,"river,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crested auklet,Animalia,Chordata,Aves,https://eol.org/pages/45509366,Aethia cristatella (Crested Auklet) is a species of birds in the family auks. They are native to The Nearctic and the Palearctic. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight and lift powered swimming to move around.,,,,,Arctic Ocean,,,,,,Decreasing,,,,,,,,,bilaterally symmetric,,0.197 /day,1 /year,The Nearctic,34 days,planktivore,marine invertebrates,,,nectonic,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crested barbet,Animalia,Chordata,Aves,https://eol.org/pages/1177734,Trachyphonus vaillantii (Crested Barbet) is a species of birds in the family African barbets. They are found in Afrotropics. They visit flowers of African walnut. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Mozambique,,,,flight,,Decreasing,corneal eyes,,,,Phymateus (Phymateus) viridipes Stål 1873 (African bush grasshopper),,,,,,,,,,,,,23.7 mm,,,,,26.7 mm,14.5 degrees celsius,,,Schotia brachypetala Sond. (African walnut),,,,,1.74 pg,,,,,,,,,,,,,,,,,,,,,
0,Crested becard,Animalia,Chordata,Aves,https://eol.org/pages/916617,Pachyramphus validus (Crested Becard) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,49 g,,South Atlantic,"subtropical,terrestrial",,,flight,apatite,Decreasing,corneal eyes,,,,Psidium guajava L. (guava),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupania vernalis Cambess.,,,,,,,,,,,,,
0,Crested bellbird,Animalia,Chordata,Aves,https://eol.org/pages/45518215,Oreoica gutturalis (Crested Bellbird) is a species of birds in the family Oreoicidae. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,Pilbara Shrublands,Indian Ocean,"arid,terrestrial",,10 dB,flight,apatite,Decreasing,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Crested berrypecker,Animalia,Chordata,Aves,https://eol.org/pages/45518608,Paramythia montium (Crested Berrypecker) is a species of birds in the family flock berrypeckers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,43 g,Central Range Montane Rain Forests,Indonesia,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menacanthus eurysternus (Burmeister 1838),,,,,,,,,,,,,,,,,,,,,,,,
0,Crested black tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513184,Knipolegus lophotes (Crested Black Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,34 g,,Brazil,"savanna,terrestrial",,,flight,apatite,Stable,corneal eyes,"University Museum of Zoology, Cambridge",,,Copaifera (copaifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
