,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,population trend,conservation status,weight,eats,type specimen repository,ecomorphological guild,behavioral circadian rhythm,genome size,has ectoparasite,body shape,diet includes,foraging habitat,native range includes,parental care,social system,trophic guild,body length,life span,preys on,parasitized by,basal metabolic rate,prenatal development duration,mating system,visits flowers of,is eaten by,host of,preyed upon by,growth rate,litters per year,visits,sensory system,body temperature,bill length,tarsus length,temperature at range midpoint latitude,mutualistic with,number of public records in bold,onset of fertility,used for,clutch/brood/litter size,leaf arrangement,life cycle habit,developmental mode,wing morphology,middle toe length,symbiont of,motility,supporting structures and enclosures,initial mortality rate
0,Ringed teal,Animalia,Chordata,Aves,https://eol.org/pages/1048543,Callonetta leucophrys (Ringed Teal) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,The Neotropics,450 g,,United States,"tropical,freshwater habitat",Stable,,365.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,,,,,,,
0,Ringed warbling finch,Animalia,Chordata,Aves,https://eol.org/pages/1050396,Poospiza torquata (Ringed Warbling Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,13.2 g,High Monte,Bolivia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ringed woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177640,Celeus torquatus (Ringed Woodpecker) is a species of birds in the family woodpeckers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,The Neotropics,134 g,,South Pacific,"subtropical,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rinjani scops owl,Animalia,Chordata,Aves,https://eol.org/pages/33295044,Otus jolandae (Rinjani Scops Owl) is a species of birds in the family typical owls. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,1000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,,,,Indonesia,freshwater habitat,Stable,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio Branco antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512756,Cercomacra carbonaria (Rio Branco Antbird) is a species of birds in the family typical antbirds. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,,,bipedal movement,apatite,corneal eyes,The Neotropics,14.5 g,,Brazil,"subtropical,terrestrial",Decreasing,critically endangered,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio de Janeiro antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512750,Cercomacra brasiliana (Rio De Janeiro Antbird) is a species of birds in the family typical antbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Bahia Interior Forests,Brazil,"subtropical,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio de Janeiro antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512695,Myrmotherula fluminensis (Rio De Janeiro Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,9 g,Serra Do Mar Coastal Forests,,tropical,,,,,Museu Paraense Emilio Goeldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio Madeira stipplethroat,Animalia,Chordata,Aves,https://eol.org/pages/45512673,Epinecrophylla amazonica (Madeira Stipple Throated Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio Negro gnatcatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513393,Polioptila facilis (Rio Negro Gnatcatcher) is a species of birds in the family gnatcatchers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Río Orinoco spinetail,Animalia,Chordata,Aves,https://eol.org/pages/10692652,Synallaxis beverlyae (Rio Orinoco Spinetail) is a species of birds in the family ovenbirds. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Venezuela,"river island,freshwater habitat",Stable,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rio Suno antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512690,Myrmotherula sunensis (Rio Suno Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Iquitos Varzea,Ecuador,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Riparian antbird,Animalia,Chordata,Aves,https://eol.org/pages/49016952,Cercomacroides fuscicauda (Riparian Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River lapwing,Animalia,Chordata,Aves,https://eol.org/pages/45516136,Vanellus duvaucelii (River Lapwing) is a species of birds in the family Charadriidae. They are listed as near threatened by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,the palearctic,143 g,,Vietnam,"grassland,freshwater habitat",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River prinia,Animalia,Chordata,Aves,https://eol.org/pages/45514521,Prinia fluviatilis (River Prinia) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Inner Niger Delta Flooded Savanna,Cameroon,"tropical,freshwater habitat",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River tern,Animalia,Chordata,Aves,https://eol.org/pages/45516175,Sterna aurantia (Indian River Tern) is a species of birds in the family Laridae. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,the palearctic,,,Asia,"freshwater,freshwater habitat",Decreasing,vulnerable,,Pleuronectidae (righteye flounders),,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513004,Serpophaga hypoleuca (River Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,6.7 g,,Bolivia,"tropical,terrestrial",Stable,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River warbler,Animalia,Chordata,Aves,https://eol.org/pages/45513680,Locustella fluviatilis (Eurasian River Warbler) is a species of birds in the family Locustellidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,Afrotropics,21.2 g,,Mozambique,terrestrial,Decreasing,,16.1 g,,,,,,,,,,,,,,,6.9 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Riverbank warbler,Animalia,Chordata,Aves,https://eol.org/pages/284251,Myiothlypis rivularis (Riverbank Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Bolivia,river bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Riverside tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513181,Knipolegus orenocensis (Riverside Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,19.7 g,Purus Varzea,Brazil,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Riverside wren,Animalia,Chordata,Aves,https://eol.org/pages/45510110,Cantorchilus semibadius (Riverside Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Costa Rica,freshwater habitat,Unknown,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rivolis hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509624,"Eugenes fulgens (Magnificent Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Nearctic and The Neotropics. They visit flowers of firecrackerbush, Castilleja, Agave guadalajarana, and sage. They are diurnal. They rely on flight to move around.",tympanic middle ear,,,flight,,corneal eyes,The Nearctic,,,United States,mountain,Increasing,,8.1 g,Miridae (plant bugs),,,,,,,,,,,,,,11 years,,,,14 days,,Dianthus caryophyllus L. (Carnation),,,,,,,,,,,,,,,,,,,,,,,,,
0,Roadside hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511413,Rupornis magnirostris (Roadside Hawk) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,United States,"coastal,terrestrial",Increasing,,,Colubridae (colubrid snakes),,,,,,,,,,,,,,,Anolis sagrei Duméril & Bibron 1837 (Bahaman brown anole),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Robin accentor,Animalia,Chordata,Aves,https://eol.org/pages/45518885,Prunella rubeculoides (Robin Accentor) is a species of birds in the family accentors. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the indo-malayan realm,24.1 g,Nujiang Langcang Gorge Alpine Conifer And Mixed Forests,Tibet,"river,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Robust whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518711,Zosterops strenuus (Robust White Eye) is a species of birds in the family white-eyes. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,South Pacific,terrestrial,,extinct,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Robust woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177546,Campephilus robustus (Robust Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,200 g,Bahia Coastal Forests,Brazil,"montane forest,terrestrial",Increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock bunting,Animalia,Chordata,Aves,https://eol.org/pages/45515757,Emberiza cia (European Rock Bunting) is a species of birds in the family New World sparrows. They are found in the indo-malayan realm and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,the indo-malayan realm,23 g,,North Atlantic,terrestrial,Increasing,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,terrestrial,,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock bush quail,Animalia,Chordata,Aves,https://eol.org/pages/45515964,Perdicula argoondah (Rock Bush Quail) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,59 g,Deccan Thorn Scrub Forests,India,"grassland,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock dove,Animalia,Chordata,Aves,https://eol.org/pages/45509376,"Columba livia (Carrier Pigeon) is a species of birds in the family Columbidae. They are associated with freshwater habitat. They are native to Zambia, Egypt, Côte D’Ivoire, Guam, China, Myanmar, Ghana, Mozambique, Libya, Estonia, Finland, Tunisia, Serbia And Montenegro, Bulgaria, North Korea, South Korea, Poland, Cyprus, Togo, Greece, Mali, Denmark, Andorra, Lithuania, Kyrgyzstan, United Kingdom, Kazakhstan, Australia, Sao Tome And Principe Exclusive Economic Zone, Ethiopia, Guinea, Macedonia, Chad, Turkey, French Polynesia, Mauritania, Tajikistan, Ukraine, Syria, Belarus, Moldova, Pakistan, Morocco, Uganda, Algeria, Belgium, Guernsey, Senegal, Ireland, Scandinavia, Democratic Republic Of The Congo, Kenya, Cook Islands, Slovakia, Mauritius, Slovenia, Romania, France, San Marino, Latvia, RéUnion, South Africa, Italy, Iceland, Malta, Monaco, Gabon, Turkmenistan, Namibia, Indonesia, Gambia, Bosnia & Herzegovina, Cape Verde, Laos, Germany, Burkina Faso, the Palearctic, Nepal, Vietnam, Faroe Islands, Norway, Somalia, Albania, Liberia, Isle Of Man, New Caledonia, Sudan, Seychelles, Lebanon, Western Sahara, Uzbekistan, Sweden, Yugoslavia, Croatia, Russia, Nigeria, Mongolia, Guinea-Bissau, Eritrea, India, Afghanistan, and Spain. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,,,,,,the palearctic,,,United States,,Decreasing,,,,NHMUK,,,,,bilaterally symmetric,,terrestrial,Ethiopia,,,granivore,,,,,,18 days,,,,,,0.28 /day,3 /year,,,,,,,,,,communication,,,,,,,,,,
0,Rock earthcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050235,Ochetorhynchus andaecola (Rock Earthcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Bolivia,"grassland,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock firefinch,Animalia,Chordata,Aves,https://eol.org/pages/45515661,Lagonosticta sanguinodorsalis (Rock Firefinch) is a species of birds in the family Estrildid finches. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,11.4 g,,Cameroon,"temperate,terrestrial",Stable,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45514152,Falco rupicolus (Rock Kestrel) is a species of birds in the family falcons. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,Mozambique,desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock martin,Animalia,Chordata,Aves,https://eol.org/pages/45515392,Ptyonoprogne fuligula (Rock Martin) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock parrot,Animalia,Chordata,Aves,https://eol.org/pages/45517998,Neophema petrophila (Rock Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,corneal eyes,australasia,,,Australia,dune,Decreasing,,,Paspalum (crowngrass),,,,,,,,terrestrial,,,,granivore,,,,,,,,,,,,,,,,,10.9 mm,16 mm,10.77 degrees celsius,,,,,,,,,,,,,,
0,Rock partridge,Animalia,Chordata,Aves,https://eol.org/pages/45513759,Alectoris graeca (Rock Partridge) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They are found in the palearctic. They are diurnal herbivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the palearctic,594 g,,United States,"alpine,terrestrial",Decreasing,near threatened,,,NHMUK,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock pratincole,Animalia,Chordata,Aves,https://eol.org/pages/45513968,Glareola nuchalis (Rock Pratincole) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,Afrotropics,82.5 g,,Gulf Of Guinea,"coastal,terrestrial",Decreasing,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock ptarmigan,Animalia,Chordata,Aves,https://eol.org/pages/45510636,Lagopus muta (Rock Ptarmigan) is a species of birds in the family Phasianidae. They are native to the Palearctic and The Nearctic. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,,620 g,,United States,"temperate,terrestrial",Decreasing,,535.5 g,Aphididae (aphids),,,,,,bilaterally symmetric,,,the Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509238,Calidris ptilocnemis (Rock Sandpiper) is a species of birds in the family Scolopacidae. They are found in the palearctic and The Nearctic. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the palearctic,,,United States,coastal,Decreasing,,9.7 g,,,nectonic,,,,,,,,,,,,,,,,20 days,,,,,,,1 /year,,,,,,,,,,,4,,,,,,,,,
0,Rock shag,Animalia,Chordata,Aves,https://eol.org/pages/1049415,Phalacrocorax magellanicus (Magellan Cormorant) is a species of birds in the family cormorants. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,The Neotropics,1680 g,Humid Pampas,South America,marine benthic,,,,CORRUPTED VALUE for trait R20-PK38329227,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45513735,Petronia petronia (Rock Sparrow) is a species of birds in the family Old World sparrows. They are found in the palearctic and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the palearctic,,,Russia,alpine,Increasing,,30.2 g,,Museum of Zoology Senckenberg Dresden,,,,,,,terrestrial,,,,granivore,,7 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512917,Scytalopus petrophilus (Rock Tapaculo) is a species of birds in the family tapaculos. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Brazil,cloud forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rock wren,Animalia,Chordata,Aves,https://eol.org/pages/45510083,Salpinctes obsoletus (Rock Wren) is a species of birds in the family wrens. They are native to South America. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,,The Neotropics,,,United States,lake,Decreasing,,,Caelifera,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,terrestrial,South America,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,opposite,perennial,,,,,,,
0,Rockefellers sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514893,Cinnyris rockefelleri (Rockefeller's Sunbird) is a species of birds in the family Sunbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,5.5 g,,Democratic Republic Of The Congo,"subtropical,terrestrial",Stable,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rockrunner,Animalia,Chordata,Aves,https://eol.org/pages/45514411,Achaetops pycnopygius (Damara Rock Jumper) is a species of birds in the family Macrosphenidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Namib Desert,Angola,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rockwarbler,Animalia,Chordata,Aves,https://eol.org/pages/45518098,Origma solitaria (Origma) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,16 g,Eastern Australian Temperate Forests,Australia,"cave,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues fody,Animalia,Chordata,Aves,https://eol.org/pages/45515024,Foudia flavicans (Rodrigues Fody) is a species of birds in the family Weavers & allies. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,16 g,Mascarene Forests,Mauritius,terrestrial,Increasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues night heron,Animalia,Chordata,Aves,https://eol.org/pages/7242851,Nycticorax megacephalus (Rodrigues Night Heron) is a species of birds in the family Ardeidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,freshwater habitat,,extinct,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues owl,Animalia,Chordata,Aves,https://eol.org/pages/7237790,Mascarenotus murivorus (Rodrigues Owl) is a species of birds in the family typical owls. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514178,Necropsittacus rodricanus (Rodrigues Parrot) is a species of birds in the family Psittaculidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues pigeon,Animalia,Chordata,Aves,https://eol.org/pages/43002068,Nesoenas rodericanus (Rodrigues Pigeon) is a species of birds in the family Columbidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues rail,Animalia,Chordata,Aves,https://eol.org/pages/45513912,Erythromachus leguati (Rodrigues Rail) is a species of birds in the family rails. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues solitaire,Animalia,Chordata,Aves,https://eol.org/pages/1049953,Pezophaps solitaria (Rodrigues Solitaire) is a species of birds in the family Columbidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,Indian Ocean,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues starling,Animalia,Chordata,Aves,https://eol.org/pages/1052511,Necropsar rodericanus (Rodrigues Starling) is a species of birds in the family starlings. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rodrigues warbler,Animalia,Chordata,Aves,https://eol.org/pages/1052173,Acrocephalus rodericanus (Rodrigues Warbler) is a species of birds in the family Acrocephalidae. They are listed as near threatened by IUCN and in cites appendix iii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,12.2 g,,Mauritius,"tropical,terrestrial",Increasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rolls partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515982,Arborophila rolli (Roll's Partridge) is a species of birds in the family Phasianidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,Indian Ocean,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Romblon hawkowl,Animalia,Chordata,Aves,https://eol.org/pages/37659347,Ninox spilonotus (Romblon Hawk Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,The Philippines,"tropical,terrestrial",Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rondônia bushbird,Animalia,Chordata,Aves,https://eol.org/pages/45512656,Clytoctantes atrogularis (Rondonia Bushbird) is a species of birds in the family typical antbirds. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,31 g,,Brazil,"tropical,terrestrial",Decreasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rondonia warbling antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512776,Hypocnemis ochrogyna (Rondonia Warbling Antbird) is a species of birds in the family typical antbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Brazil,terrestrial,Decreasing,vulnerable,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rondonia woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/44480387,Lepidocolaptes fuscicapillus (Rondonia Woodcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Bolivia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rook,Animalia,Chordata,Aves,https://eol.org/pages/363128,Grapholita janthinana is a species of Lepidoptera in the family tortricid moths. They are nocturnal.,,,,,,refracting superposition eyes,,,,United Kingdom,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holometabolous,has wings,,,,,
