New Zealand kaka,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '555 g', 'eats': 'New Zealand', 'geographic distribution includes': 'terrestrial', 'habitat': 'flight', 'locomotion': 'Decreasing', 'parasite of': 'CORRUPTED VALUE for trait R20-PK36854440', 'population trend': 'corneal eyes', 'preys on': '429 g'}"
New Zealand king shag,"{'parasitized by': 'tympanic middle ear', 'auditory system': 'vulnerable', 'conservation status': 'New Zealand', 'geographic distribution includes': 'marine', 'habitat': '5000 Hz', 'hearing range': '20 dB', 'hearing threshold': 'bipedal movement', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
New Zealand merganser,"{'auditory system': 'tympanic middle ear', 'body mass': '898 g', 'conservation status': 'extinct', 'geographic distribution includes': 'New Zealand', 'habitat': 'freshwater habitat', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'drag powered swimming', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
New Zealand quail,"{'auditory system': 'tympanic middle ear', 'body mass': '220 g', 'body shape': 'bilaterally symmetric', 'conservation status': 'extinct', 'diet includes': 'leaves', 'geographic distribution includes': 'South Pacific', 'habitat': 'oceanic island,terrestrial', 'locomotion': 'flight', 'parental care': 'no parental care', 'trophic guild': 'folivore', 'visual system': 'corneal eyes'}"
New Zealand rock wren,NODATA
New Zealand scaup,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '746 g', 'eats': 'South Pacific', 'geographic distribution includes': 'freshwater', 'habitat': 'freshwater habitat,20 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Increasing', 'population trend': 'corneal eyes'}"
New Zealand storm petrel,"{'auditory system': 'tympanic middle ear', 'conservation status': 'critically endangered', 'ecomorphological guild': 'nectonic', 'geographic distribution includes': 'Australia', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Unknown', 'visual system': 'corneal eyes'}"
Newell's shearwater,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'United States', 'habitat': 'tropical', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Newton's parakeet,"{'auditory system': 'tympanic middle ear', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Newton's sunbird,"{'parasitized by': 'tympanic middle ear', 'auditory system': '7 g', 'body mass': 'Sao Tome And Principe', 'geographic distribution includes': 'terrestrial', 'habitat': '5000 Hz', 'hearing range': '10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
