ID,Common Name
2570,Cochabamba mountain finch
2571,Cockatiel
2572,Cockerells fantail
2573,Cocktailed tyrant
2574,Cocoa thrush
2575,Cocoa woodcreeper
2576,Cocoi heron
2577,Coconut lorikeet
2578,Cocos cuckoo
2579,Cocos finch
2580,Cocos flycatcher
2581,Coiba spinetail
2582,Coleto
2583,Colima pygmy owl
2584,Colima warbler
2585,Collared antshrike
2586,Collared aracari
2587,Collared babbler
2588,Collared brushturkey
2589,Collared bush robin
2590,Collared crescentchest
2591,Collared crow
2592,Collared falconet
2593,Collared finchbill
2594,Collared flycatcher
2595,Collared forest falcon
2596,Collared gnatwren
2597,Collared grosbeak
2598,Collared imperial pigeon
2599,Collared inca
2600,Collared kingfisher
2601,Collared lark
2602,Collared laughingthrush
2603,Collared lory
2604,Collared myna
2605,Collared nightjar
2606,Collared owlet
2607,Collared palm thrush
2608,Collared petrel
2609,Collared plover
2610,Collared pratincole
2611,Collared puffbird
2612,Collared scops owl
2613,Collared sparrowhawk
2614,Collared sunbird
2615,Collared towhee
2616,Collared treepie
2617,Collared trogon
2618,Collared warbling finch
2619,Collared whitestart
2620,Colombian chachalaca
2621,Colombian crake
2622,Colombian grebe
2623,Colombian mountain grackle
2624,Colorful puffleg
2625,Comb duck
2626,Combcrested jacana
2627,Common Murre
2628,Common babbler
2629,Common black hawk
2630,Common blackbird
2631,Common bronzewing
2632,Common bulbul
2633,Common bush tanager
2634,Common buttonquail
2635,Common buzzard
2636,Common cactus finch
2637,Common chaffinch
2638,Common chiffchaff
2639,Common cicadabird
2640,Common crane
2641,Common cuckoo
2642,Common diuca finch
2643,Common diving petrel
2644,Common eider
2645,Common emerald dove
2646,Common firecrest
2647,Common flameback
2648,Common flameback
2649,Common gallinule
2650,Common goldeneye
2651,Common grackle
2652,Common grasshopper warbler
2653,Common green magpie
2654,Common greenshank
2655,Common ground dove
2656,Common gull
2657,Common hawkcuckoo
2658,Common hill myna
2659,Common house martin
2660,Common iora
2661,Common jery
2662,Common kestrel
2663,Common kingfisher
2664,Common linnet
2665,Common loon
2666,Common merganser
2667,Common miner
2668,Common moorhen
2669,Common murre
2670,Common myna
2671,Common newtonia
2672,Common nighthawk
2673,Common nightingale
2674,Common ostrich
2675,Common paradise kingfisher
2676,Common pheasant
2677,Common pochard
2678,Common poorwill
2679,Common potoo
2680,Common quail
2681,Common raven
2682,Common redpoll
2683,Common redshank
2684,Common redstart
2685,Common reed bunting
2686,Common ringed plover
2687,Common rock thrush
2688,Common rosefinch
2689,Common sandpiper
2690,Common scalebacked antbird
2691,Common scimitarbill
2692,Common scoter
2693,Common shelduck
2694,Common smoky honeyeater
2695,Common snipe
2696,Common squaretailed drongo
2697,Common starling
2698,Common sunbirdasity
2699,Common swift
2700,Common tailorbird
2701,Common tern
2702,Common todyflycatcher
2703,Common waxbill
2704,Common whitethroat
2705,Common wood pigeon
2706,Common woodshrike
2707,Common yellowthroat
2708,Comoros blue pigeon
2709,Comoros cuckooshrike
2710,Comoros fody
2711,Comoros green pigeon
2712,Comoros olive pigeon
2713,Comoros thrush
2714,Compact weaver
2715,Conebilled tanager
2716,Congo bay owl
2717,Congo martin
2718,Congo moor chat
2719,Congo peafowl
2720,Congo serpent eagle
2721,Congo sunbird
2722,Connecticut warbler
2723,Cook reed warbler
2724,Cooks petrel
2725,Cooks swift
2726,Cooks swift   
2727,Coopers hawk
2728,Coopmanss elaenia
2729,Coopmanss tyrannulet
2730,Copper pheasant
2731,Copper seedeater
2732,Copper sunbird
2733,Copperback quailthrush
2734,Copperback quailthrush   
2735,Copperrumped hummingbird
2736,Coppersmith barbet
2737,Coppertailed starling
2738,Copperthroated sunbird
2739,Coppery emerald
2740,Coppery metaltail
2741,Copperybellied puffleg
2742,Copperychested jacamar
2743,Copperyheaded emerald
2744,Copperytailed coucal
2745,Coquerels coua
2746,Coqui francolin
2747,Coralbilled ground cuckoo
2748,Coralbilled scimitar babbler
2749,Coraya wren
2750,Cordillera Azul antbird
2751,Cordillera ground warbler
2752,Cordilleran canastero
2753,Cordilleran flycatcher
2754,Cordilleran parakeet
2755,Corn bunting
2756,Corn crake
2757,Coroneted fruit dove
2758,Correndera pipit
2759,Corsican finch
2760,Corsican nuthatch
2761,Corys shearwater
2762,Coscoroba swan
2763,Costa Rican brushfinch
2764,Costa Rican pygmy owl
2765,Costa Rican swift
2766,Costas hummingbird
2767,Cotton pygmy goose
2768,Couchs kingbird
2769,Cozumel emerald
2770,Cozumel thrasher
2771,Cozumel vireo
2772,Crabplover
2773,Crag chilia
2774,Crane hawk
2775,Craveris murrelet
2776,Creambacked woodpecker
2777,Creambreasted fruit dove
2778,Creambrowed whiteeye
2779,Creamcolored courser
2780,Creamcolored woodpecker
2781,Creameyed bulbul
2782,Creamstriped bulbul
2783,Creamthroated whiteeye
2784,Creamvented bulbul
2785,Creamwinged cinclodes
2786,Creamybellied antwren
2787,Creamybellied gnatcatcher
2788,Creamybellied thrush
2789,Creamycrested spinetail
2790,Creamyrumped miner
2791,Crescent honeyeater
2792,Crescentchested babbler
2793,Crescentchested puffbird
2794,Crescentchested warbler
2795,Crescentfaced antpitta
2796,Crested ant tanager
2797,Crested auklet
2798,Crested barbet
2799,Crested becard
2800,Crested bellbird
2801,Crested berrypecker
2802,Crested black tyrant
2803,Crested bobwhite
2804,Crested bunting
2805,Crested caracara
2806,Crested coua
2807,Crested cuckoodove
2808,Crested doradito
2809,Crested drongo
2810,Crested duck
2811,Crested eagle
2812,Crested finchbill
2813,Crested fireback
2814,Crested francolin
2815,Crested gallito
2816,Crested goshawk
2817,Crested guan
2818,Crested guineafowl
2819,Crested honey buzzard
2820,Crested hornero
2821,Crested ibis
2822,Crested jay
2823,Crested kingfisher
2824,Crested lark
2825,Crested malimbe
2826,Crested myna
2827,Crested oropendola
2828,Crested owl
2829,Crested partridge
2830,Crested pigeon
2831,Crested quaildove
2832,Crested quetzal
2833,Crested satinbird
2834,Crested serpent eagle
2835,Crested shelduck
2836,Crested shriketit
2837,Crested spinetail
2838,Crested titwarbler
2839,Crested treeswift
2840,Crested whiteeye
2841,Crestless curassow
2842,Crestless fireback
2843,Cretzschmars bunting
2844,Cricket warbler
2845,Crimson chat
2846,Crimson finch
2847,Crimson fruitcrow
2848,Crimson rosella
2849,Crimson seedcracker
2850,Crimson shining parrot
2851,Crimson sunbird
2852,Crimson topaz
2853,Crimsonbacked flameback
2854,Crimsonbacked sunbird
2855,Crimsonbacked tanager
2856,Crimsonbellied conure
2857,Crimsonbellied parakeet
2858,Crimsonbellied woodpecker
2859,Crimsonbreasted finch
2860,Crimsonbreasted flowerpecker
2861,Crimsonbreasted shrike
2862,Crimsonbreasted woodpecker
2863,Crimsonbrowed finch
2864,Crimsoncollared grosbeak
2865,Crimsoncollared tanager
2866,Crimsoncrested woodpecker
2867,Crimsoncrowned flowerpecker
2868,Crimsoncrowned fruit dove
2869,Crimsonfronted barbet
2870,Crimsonfronted cardinal
2871,Crimsonheaded partridge
2872,Crimsonhooded manakin
2873,Crimsonhooded myzomela
2874,Crimsonmantled woodpecker
2875,Crimsonrumped myzomela
2876,Crimsonrumped toucanet
2877,Crimsonrumped waxbill
2878,Crimsonwinged woodpecker
2879,Crinklecollared manucode
2880,Crissal thrasher
2881,Croaking cisticola
2882,Croaking ground dove
2883,Crossleys ground thrush
2884,Crossleys vanga
2885,Crow honeyeater
2886,Crowbilled drongo
2887,Crowned chattyrant
2888,Crowned cormorant
2889,Crowned eagle
2890,Crowned hornbill
2891,Crowned lapwing
2892,Crowned sandgrouse
2893,Crowned slaty flycatcher
2894,Crowned woodnymph
2895,Crozet shag
2896,Crozet shag   
2897,Cryptic antthrush
2898,Cryptic antthrush1
2899,Cryptic flycatcher
2900,Cryptic forest falcon
2901,Cryptic honeyeater
2902,Cryptic treehunter
2903,Cryptic warbler
2904,Cuban amazon
2905,Cuban black hawk
2906,Cuban blackbird
2907,Cuban bullfinch
2908,Cuban crow
2909,Cuban emerald
2910,Cuban gnatcatcher
2911,Cuban grassquit
2912,Cuban green woodpecker
2913,Cuban kite
2914,Cuban macaw
2915,Cuban martin
2916,Cuban nightjar
2917,Cuban oriole
2918,Cuban palm crow
2919,Cuban parakeet
2920,Cuban pewee
2921,Cuban pygmy owl
2922,Cuban solitaire
2923,Cuban tody
2924,Cuban trogon
2925,Cuban vireo
2926,Cuckoo roller
2927,Cuckoofinch
2928,Cundinamarca antpitta
2929,Curlcrested aracari
2930,Curlcrested jay
2931,Curlcrested manucode
2932,Curlew sandpiper
2933,Curvebilled reedhaunter
2934,Curvebilled scythebill
2935,Curvebilled thrasher
2936,Curvebilled tinamou
2937,Curvewinged sabrewing
2938,Cutthroat finch
2939,Cuzco brushfinch
2940,Cyprus scops owl
2941,Cyprus warbler
2942,Cyprus wheatear
2943,Córdoba cinclodes
2944,DArnauds barbet
2945,DOrbignys chattyrant
2946,Dagua thrush
2947,Dalat bush warbler
2948,Dalat shrikebabbler
2949,Dalmatian pelican
2950,Dalmatian pelican
2951,Damar flycatcher
2952,Damar flycatcher
2953,Damara redbilled hornbill
2954,Damara redbilled hornbill
2955,Damara tern
2956,Damara tern
2957,Dambo cisticola
2958,Dambo cisticola
2959,Dapplethroat
2960,Dapplethroat
2961,Darjeeling woodpecker
2962,Darjeeling woodpecker
2963,Dark batis
2964,Dark chanting goshawk
2965,Dark chanting goshawk
2966,Dark hawkcuckoo
2967,Dark hawkcuckoo
2968,Dark newtonia
2969,Dark pewee
2970,Dark pewee
2971,Darkbacked imperial pigeon
2972,Darkbacked imperial pigeon
2973,Darkbacked sibia
2974,Darkbacked sibia
2975,Darkbacked weaver
2976,Darkbacked weaver
2977,Darkbacked wood quail
2978,Darkbacked wood quail
2979,Darkbellied cinclodes
2980,Darkbellied cinclodes
2981,Darkbilled cuckoo
2982,Darkbilled cuckoo
2983,Darkbreasted rosefinch
2984,Darkbreasted rosefinch
2985,Darkbreasted spinetail
2986,Darkbreasted spinetail
2987,Darkcapped bulbul
2988,Darkeared myza
2989,Darkeared myza
2990,Darkeyed junco
2991,Darkeyed whiteeye
2992,Darkfaced ground tyrant
2993,Darkfronted babbler
2994,Darknecked tailorbird
2995,Darkrumped rosefinch
2996,Darkrumped swift
2997,Darksided flycatcher
2998,Darksided thrush
2999,Darksided thrush1
3000,Darkthroated oriole
3001,Darkthroated seedeater
3002,Darkwinged canastero
3003,Darkwinged miner
3004,Darkwinged trumpeter
3005,Dartford warbler
3006,Darwins flycatcher
3007,Darwins nothura
3008,Darwins rhea
3009,Daurian jackdaw
3010,Daurian partridge
3011,Daurian redstart
3012,Daurian starling
3013,Davids fulvetta
3014,Davisons leaf warbler
3015,De Filippis petrel
3016,Dead Sea sparrow
3017,Deepthroated antbird
3018,Deignans prinia
3019,Delalandes coua
3020,Delta Amacuro softtail
3021,Demoiselle crane
3022,Denhams bustard
3023,Des Murss wiretail
3024,Desert cisticola
3025,Desert finch
3026,Desert lark
3027,Desert owl
3028,Desert sparrow
3029,Desert wheatear
3030,Desert whitethroat
3031,Desertas petrel
3032,Diademed amazon
3033,Diademed sandpiperplover
3034,Diademed tanager
3035,Diademed tapaculo
3036,Diamantina tapaculo
3037,Diamond dove
3038,Diamond firetail
3039,Diards trogon
3040,Dickcissel
3041,Dickinsons kestrel
3042,Diederik cuckoo
3043,Dieffenbachs rail
3044,Dimorphic dwarf kingfisher
3045,Dimorphic egret
3046,Dimorphic fantail
3047,Dinellis doradito
3048,Diuca finch
3049,Dja River scrub warbler
3050,Djibouti spurfowl
3051,Dodo
3052,DodoTemporal range Holocene
3053,Dodsons bulbul
3054,Dohertys bushshrike
3055,Dohrns warbler
3056,Dolphin gull
3057,Donaldson Smiths nightjar
3058,Donaldson Smiths sparrowweaver
3059,Dorias goshawk
3060,Dorsts cisticola
3061,Dotbacked antbird
3062,Doteared coquette
3063,Dotfronted woodpecker
3064,Dotted tanager
3065,Dotwinged antwren
3066,Dotwinged crake
3067,Doublebanded courser
3068,Doublebanded greytail
3069,Doublebanded plover
3070,Doublebanded pygmy tyrant
3071,Doublebanded sandgrouse
3072,Doublebarred finch
3073,Doublecollared crescentchest
3074,Doublecollared seedeater
3075,Doublecrested cormorant
3076,Doublecrested cormorantTemporal range Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓
3077,Doubledays hummingbird
3078,Doubleeyed fig parrot
3079,Doublespurred spurfowl
3080,Doublestriped thickknee
3081,Doubletoothed barbet
3082,Doubletoothed kite
3083,Downy woodpecker
3084,Drab hemispingus
3085,Drab myzomela
3086,Drab seedeater
3087,Drab swiftlet
3088,Drab water tyrant
3089,Drab whistler
3090,Drabbreasted bamboo tyrant
3091,Drakensberg prinia
3092,Drakensberg rockjumper
3093,Drakensberg siskin
3094,Drongo fantail
3095,Duboiss seedeater
3096,Duchess lorikeet
3097,Dugands antwren
3098,Duida grass finch
3099,Duida woodcreeper
3100,Dulit frogmouth
3101,Dulit partridge
3102,Dullblue flycatcher
3103,Dullcoloured grassquit
3104,Dullmantled antbird
3105,Dune lark
3106,Dunlin
3107,Dunnock
3108,Dunns lark
3109,Duponts lark
3110,Dusky antbird
3111,Dusky babbler
3112,Dusky broadbill
3113,Dusky bush tanager
3114,Dusky crag martin
3115,Dusky crested flycatcher
3116,Dusky crimsonwing
3117,Dusky eagleowl
3118,Dusky friarbird
3119,Dusky fulvetta
3120,Dusky gerygone
3121,Dusky grasswren
3122,Dusky grouse
3123,Dusky hummingbird
3124,Dusky indigobird
3125,Dusky lark
3126,Dusky leaftosser
3127,Dusky longtailed cuckoo
3128,Dusky lory
3129,Dusky megapode
3130,Dusky moorhen
3131,Dusky munia
3132,Dusky myzomela
3133,Dusky nightjar
3134,Dusky parrot
3135,Dusky pigeon
3136,Dusky piha
3137,Dusky purpletuft
3138,Dusky robin
3139,Dusky spinetail
3140,Dusky starfrontlet
3141,Dusky sunbird
3142,Dusky tapaculo
3143,Dusky tetraka
3144,Dusky thrush
3145,Dusky tit
3146,Dusky turtle dove
3147,Dusky twinspot
3148,Dusky warbler
3149,Dusky whiteeye
3150,Dusky woodswallow
3151,Duskybacked jacamar
3152,Duskybilled parrotlet
3153,Duskyblue flycatcher
3154,Duskybrown oriole
3155,Duskycapped flycatcher
3156,Duskycapped greenlet
3157,Duskychested flycatcher
3158,Duskyfaced tanager
3159,Duskygreen oropendola
3160,Duskyheaded brushfinch
3161,Duskyheaded parakeet
3162,Duskylegged guan
3163,Duskytailed antbird
3164,Duskytailed canastero
3165,Duskytailed flatbill
3166,Duskythroated antshrike
3167,Duskythroated hermit
3168,Dwarf bittern
3169,Dwarf cassowary
3170,Dwarf cuckoo
3171,Dwarf fruit dove
3172,Dwarf honeyguide
3173,Dwarf jay
3174,Dwarf koel
3175,Dwarf longbill
3176,Dwarf sparrowhawk
3177,Dwarf tinamou
3178,Dwarf tyrantmanakin
3179,Dwarf vireo
3180,Dybowskis twinspot
3181,Eared dove
3182,Eared pitta
3183,Eared poorwill
3184,Eared pygmy tyrant
3185,Eared quetzal
3186,East Amazonian fireeye
3187,East Andean antbird
3188,East Brazilian chachalaca
3189,East Brazilian pygmy owl
3190,East Coast boubou
3191,East coast akalat
3192,Eastern Bonellis warbler
3193,Eastern Orphean warbler
3194,Eastern alpine mannikin
3195,Eastern barn owl
3196,Eastern bearded greenbul
3197,Eastern blackeared wheatear
3198,Eastern blackheaded batis
3199,Eastern bluebird
3200,Eastern bluebonnet
3201,Eastern bristlebird
3202,Eastern bronzenaped pigeon
3203,Eastern buzzard
3204,Eastern cattle egret
3205,Eastern chanting goshawk
3206,Eastern chattanager
3207,Eastern clapper lark
3208,Eastern crowned warbler
3209,Eastern doublecollared sunbird
3210,Eastern golden weaver
3211,Eastern grass owl
3212,Eastern grey woodpecker
3213,Eastern ground parrot
3214,Eastern imperial eagle
3215,Eastern jungle crow
3216,Eastern kingbird
3217,Eastern longbilled lark
3218,Eastern marsh harrier
3219,Eastern meadowlark
3220,Eastern miombo sunbird
3221,Eastern nicator
3222,Eastern olivaceous warbler
3223,Eastern osprey
3224,Eastern parotia
3225,Eastern parotia   
3226,Eastern phoebe
3227,Eastern plantaineater
3228,Eastern rock nuthatch
3229,Eastern rosella
3230,Eastern screech owl
3231,Eastern spinebill
3232,Eastern spotbilled duck
3233,Eastern striolated puffbird
3234,Eastern subalpine warbler
3235,Eastern towhee
3236,Eastern violetbacked sunbird
3237,Eastern wattled cuckooshrike
3238,Eastern whipbird
3239,Eastern whippoorwill
3240,Eastern wood pewee
3241,Eastern woodhaunter
3242,Eastern yellow robin
3243,Eastern yellow wagtail
3244,Eastern yellowbilled hornbill
3245,Eastern yellowspotted barbet
3246,Eatons pintail
3247,Echo parakeet
3248,Eclectus parrot
3249,Ecuadorian cacique
3250,Ecuadorian ground dove
3251,Ecuadorian hillstar
3252,Ecuadorian piculet
3253,Ecuadorian piedtail
3254,Ecuadorian rail
3255,Ecuadorian seedeater
3256,Ecuadorian seedeater   
3257,Ecuadorian thrush
3258,Ecuadorian trogon
3259,Ecuadorian tyrannulet
3260,Ediblenest swiftlet
3261,Edwardss fig parrot
3262,Edwardss pheasant
3263,Egyptian goose
3264,Egyptian nightjar
3265,Egyptian plover
3266,Egyptian vulture
3267,Eiao monarch
3268,El Oro parakeet
3269,El Oro tapaculo
3270,Elegant crescentchest
3271,Elegant crested tinamou
3272,Elegant euphonia
3273,Elegant honeyeater
3274,Elegant imperial pigeon
3275,Elegant parrot
3276,Elegant pitta
3277,Elegant quail
3278,Elegant sunbird
3279,Elegant tern
3280,Elegant tit
3281,Elegant trogon
3282,Elegant woodcreeper
3283,Eleonoras falcon
3284,Elf owl
3285,Elfin woods warbler
3286,Elliots laughingthrush
3287,Elliots pheasant
3288,Elliots storm petrel
3289,Elliots woodpecker
3290,Elusive antpitta
3291,Emei Shan liocichla
3292,Emei leaf warbler
3293,Emerald starling
3294,Emerald tanager
3295,Emerald toucanet
3296,Emeraldbellied puffleg
3297,Emeraldchinned hummingbird
3298,Emeraldspotted wood dove
3299,Emins Shrike
3300,Emins shrike
3301,Emperor birdofparadise
3302,Emperor fairywren
3303,Emperor goose
3304,Emperor penguin
3305,Empress brilliant
3306,Emu
3307,Enggano cuckoodove
3308,Enggano cuckoodove   
3309,Enggano hill myna
3310,Enggano hill myna   
3311,Enggano scops owl
3312,Enggano thrush
3313,Epaulet oriole
3314,Equatorial akalat
3315,Equatorial greytail
3316,Erckels spurfowl
3317,Erectcrested penguin
3318,Eskimo curlew
3319,Esmeraldas antbird
3320,Esmeraldas woodstar
3321,Española cactus finch
3322,Ethiopian boubou
3323,Ethiopian cisticola
3324,Ethiopian oriole
3325,Ethiopian siskin
3326,Ethiopian swallow
3327,Eulers flycatcher
3328,Eungella honeyeater
3329,Eurasian bittern
3330,Eurasian blackcap
3331,Eurasian blue tit
3332,Eurasian bullfinch
3333,Eurasian collared dove
3334,Eurasian coot
3335,Eurasian crag martin
3336,Eurasian curlew
3337,Eurasian dotterel
3338,Eurasian eagleowl
3339,Eurasian golden oriole
3340,Eurasian hobby
3341,Eurasian hoopoe
3342,Eurasian jay
3343,Eurasian magpie
3344,Eurasian nuthatch
3345,Eurasian oystercatcher
3346,Eurasian penduline tit
3347,Eurasian pygmy owl
3348,Eurasian reed warbler
3349,Eurasian rock pipit
3350,Eurasian scops owl
3351,Eurasian siskin
3352,Eurasian skylark
3353,Eurasian sparrowhawk
3354,Eurasian spoonbill
3355,Eurasian stonecurlew
3356,Eurasian teal
3357,Eurasian threetoed woodpecker
3358,Eurasian tree sparrow
3359,Eurasian treecreeper
3360,Eurasian whimbrel
3361,Eurasian wigeon
3362,Eurasian woodcock
3363,Eurasian wren
3364,Eurasian wryneck
3365,European beeeater
3366,European crested tit
3367,European golden plover
3368,European goldfinch
3369,European green woodpecker
3370,European greenfinch
3371,European herring gull
3372,European honey buzzard
3373,European nightjar
3374,European nightjar
3375,European pied flycatcher
3376,European robin
3377,European rock pipit
3378,European roller
3379,European scops owl
3380,European serin
3381,European shag
3382,European stonechat
3383,European storm petrel
3384,European turtle dove
3385,Evening grosbeak
3386,Everetts scops owl
3387,Everetts thrush
3388,Everetts whiteeye
3389,Evergreen forest warbler
3390,Eversmanns redstart
3391,Exclamatory paradise whydah
3392,Eyebrowed jungle flycatcher
3393,Eyebrowed thrush
3394,Eyebrowed wrenbabbler
3395,Eyeringed flatbill
3396,Eyeringed thistletail
3397,Eyeringed todytyrant
3398,Eyrean grasswren
3399,Fairy flycatcher
3400,Fairy gerygone
3401,Fairy lorikeet
3402,Fairy martin
3403,Fairy pitta
3404,Fairy prion
3405,Fairy tern
3406,Falcated duck
3407,Falcated wrenbabbler
3408,Falkensteins greenbul
3409,Falkland steamer duck
3410,Familiar chat
3411,Fantailed berrypecker
3412,Fantailed cuckoo
3413,Fantailed gerygone
3414,Fantailed grassbird
3415,Fantailed raven
3416,Fantailed warbler
3417,Fantailed widowbird
3418,Fanti drongo
3419,Fanti drongo   
3420,Fanti sawwing
3421,Far Eastern curlew
3422,Fasciated antshrike
3423,Fasciated tiger heron
3424,Fasciated wren
3425,Fatu Hiva monarch
3426,Fawnbreasted bowerbird
3427,Fawnbreasted brilliant
3428,Fawnbreasted tanager
3429,Fawnbreasted thrush
3430,Fawnbreasted waxbill
3431,Fawnbreasted whistler
3432,Fawnbreasted wren
3433,Fawncoloured lark
3434,Fearful owl
3435,Feas petrel
3436,Feline owletnightjar
3437,Fernandinas flicker
3438,Fernando Po batis
3439,Fernando Po speirops
3440,Fernando Po swift
3441,Fernwren
3442,Ferruginous antbird
3443,Ferruginous babbler
3444,Ferruginous duck
3445,Ferruginous flycatcher
3446,Ferruginous hawk
3447,Ferruginous partridge
3448,Ferruginous pygmy owl
3449,Ferruginousbacked antbird
3450,Festive amazon
3451,Festive coquette
3452,Field sparrow
3453,Fieldfare
3454,Fiery minivet
3455,Fiery topaz
3456,Fierybilled aracari
3457,Fierybreasted bushshrike
3458,Fierybrowed starling
3459,Fierycapped manakin
3460,Fierynecked nightjar
3461,Fieryshouldered parakeet
3462,Fierytailed awlbill
3463,Fierythroated fruiteater
3464,Fierythroated hummingbird
3465,Fierythroated metaltail
3466,Fiji bush warbler
3467,Fiji goshawk
3468,Fiji parrotfinch
3469,Fiji petrel
3470,Fiji shrikebill
3471,Fiji wattled honeyeater
3472,Fiji whistler
3473,Fiji whiteeye
3474,Fiji woodswallow
3475,Finebanded woodpecker
3476,Finebarred piculet
3477,Finespotted woodpecker
3478,Finns weaver
3479,Finschs bulbul
3480,Finschs euphonia
3481,Finschs francolin
3482,Finschs imperial pigeon
3483,Finschs parakeet
3484,Finschs pygmy parrot
3485,Finschs rufous thrush
3486,Finschs wheatear
3487,Fiordland penguin
3488,Firebellied woodpecker
3489,Firebreasted flowerpecker
3490,Firecapped tit
3491,Firecrested alethe
3492,Fireeyed diucon
3493,Firefronted bishop
3494,Firemaned bowerbird
3495,Firetailed myzornis
3496,Firetailed sunbird
3497,Firethroat
3498,Firetufted barbet
3499,Firewoodgatherer
3500,Fiscal flycatcher
3501,Fischers greenbul
3502,Fischers lovebird
3503,Fischers sparrowlark
3504,Fischers starling
3505,Fischers turaco
3506,Fish crow
3507,Fivecolored barbet
3508,Fivecolored munia
3509,Fivestriped sparrow
3510,Flame bowerbird
3511,Flame robin
3512,Flamebreasted flowerpecker
3513,Flamebreasted fruit dove
3514,Flamebreasted sunbird
3515,Flamecolored tanager
3516,Flamecrest
3517,Flamecrested manakin
3518,Flamecrested tanager
3519,Flamecrowned flowerpecker
3520,Flameeared honeyeater
3521,Flamefaced tanager
3522,Flamefronted barbet
3523,Flamerumped tanager
3524,Flametempled babbler
3525,Flamethroated bulbul
3526,Flamethroated sunangel
3527,Flamethroated warbler
3528,Flamewinged parakeet
3529,Flaming sunbird
3530,Flammulated bamboo tyrant
3531,Flammulated flycatcher
3532,Flammulated owl
3533,Flammulated treehunter
3534,Flappet lark
3535,Flatbilled kingfisher
3536,Flatbilled vireo
3537,Flavescent bulbul
3538,Flavescent flycatcher
3539,Flavescent warbler
3540,Fleshfooted shearwater
3541,Flightless cormorant
3542,Flock bronzewing
3543,Floreana mockingbird
3544,Flores Sea cuckoodove
3545,Flores Sea cuckoodove   
3546,Flores crow
3547,Flores green pigeon
3548,Flores hawkeagle
3549,Flores monarch
3550,Flores scops owl
3551,Florida scrub jay
3552,Fluffybacked titbabbler
3553,Flutist wren
3554,Fluttering shearwater
3555,Fly River grassbird
3556,Flying steamer duck
3557,Foothill elaenia
3558,Foothill schiffornis
3559,Foothill screech owl
3560,Foothill screech owl   
3561,Foothill stipplethroat
3562,ForbesWatsons swift
3563,Forbess blackbird
3564,Forbess forest rail
3565,Forbess mannikin
3566,Forbess plover
3567,Forest batis
3568,Forest bittern
3569,Forest buzzard
3570,Forest canary
3571,Forest doublecollared sunbird
3572,Forest elaenia
3573,Forest fody
3574,Forest honeyeater
3575,Forest kingfisher
3576,Forest owlet
3577,Forest penduline tit
3578,Forest raven
3579,Forest robin
3580,Forest rock thrush
3581,Forest scrub robin
3582,Forest swallow
3583,Forest thrush
3584,Forest wagtail
3585,Forest whiteeye
3586,Forest wood hoopoe
3587,Forktailed drongo
3588,Forktailed drongocuckoo
3589,Forktailed flycatcher
3590,Forktailed storm petrel
3591,Forktailed sunbird
3592,Forktailed todytyrant
3593,Forktailed woodnymph
3594,Forsters tern
3595,Fortyspotted pardalote
3596,Fourbanded sandgrouse
3597,Foveaux shag
3598,Fox kestrel
3599,Foxs weaver
3600,Foxy cisticola
3601,Foxy lark
3602,Francess sparrowhawk
3603,Franklins gull
3604,Franklin’s gull
3605,Frasers eagleowl
3606,Frasers forest flycatcher
3607,Frasers rufous thrush
3608,Frasers sunbird
3609,Frecklebreasted thornbird
3610,Frecklebreasted woodpecker
3611,Freckled duck
3612,Freckled nightjar
3613,Friedmanns lark
3614,Friendly bush warbler
3615,Friendly fantail
3616,Frilled coquette
3617,Frilled monarch
3618,Frillnecked monarch
3619,Fringebacked fireeye
3620,Fruithunter
3621,Fuegian snipe
3622,Fuegian steamer duck
3623,Fuertess parrot
3624,Fujian niltava
3625,Fulmar prion
3626,Fulvous antshrike
3627,Fulvous antshrike   
3628,Fulvous babbler
3629,Fulvous owl
3630,Fulvous parrotbill
3631,Fulvous shriketanager
3632,Fulvous whistling duck
3633,Fulvous wren
3634,Fulvousbreasted flatbill
3635,Fulvousbreasted woodpecker
3636,Fulvouschested jungle flycatcher
3637,Fulvouschinned nunlet
3638,Fulvouscrested tanager
3639,Fulvousheaded brushfinch
3640,Fulvousheaded tanager
3641,Fulvousvented euphonia
3642,Furtive flycatcher
3643,Fuscous flycatcher
3644,Fuscous honeyeater
3645,Fynbos buttonquail
3646,Fülleborns boubou
3647,Fülleborns longclaw
3648,Gabar goshawk
3649,Gabela akalat
3650,Gabela bushshrike
3651,Gabela helmetshrike
3652,Gabon batis
3653,Gabon coucal
3654,Gabon woodpecker
3655,Gadwall
3656,Galah
3657,Galapagos crake
3658,Galapagos flycatcher
3659,Galapagos hawk
3660,Galapagos penguin
3661,Galápagos dove
3662,Galápagos martin
3663,Galápagos mockingbird
3664,Galápagos petrel
3665,Galápagos shearwater
3666,Gambaga flycatcher
3667,Gambels quail
3668,Ganggang cockatoo
3669,Gansu leaf warbler
3670,Garden emerald
3671,Garden warbler
3672,Garganey
3673,Garnet pitta
3674,Garnet robin
3675,Garnetthroated hummingbird
3676,Garretts reed warbler
3677,Gartered trogon
3678,Geelvink pygmy parrot
3679,Genovesa cactus finch
3680,Genovesa ground finch
3681,Gentoo penguin
3682,Geoffroys daggerbill
3683,Geomalia
3684,Germains peacockpheasant
3685,Germains swiftlet
3686,Giant antpitta
3687,Giant antshrike
3688,Giant babax
