ID,Common Bird Names
3044,Dusky tapaculo
3045,Dusky tetraka
3046,Dusky thrush
3047,Dusky tit
3048,Dusky turtle dove
3049,Dusky twinspot
3050,Dusky warbler
3051,Dusky whiteeye
3052,Dusky woodswallow
3053,Duskybacked jacamar
3054,Duskybilled parrotlet
3055,Duskyblue flycatcher
3056,Duskybrown oriole
3057,Duskycapped flycatcher
3058,Duskycapped greenlet
3059,Duskychested flycatcher
3060,Duskyfaced tanager
3061,Duskygreen oropendola
3062,Duskyheaded brushfinch
3063,Duskyheaded parakeet
3064,Duskylegged guan
3065,Duskytailed antbird
3066,Duskytailed canastero
3067,Duskytailed flatbill
3068,Duskythroated antshrike
3069,Duskythroated hermit
3070,Dwarf bittern
3071,Dwarf cassowary
3072,Dwarf cuckoo
3073,Dwarf fruit dove
3074,Dwarf honeyguide
3075,Dwarf jay
3076,Dwarf koel
3077,Dwarf longbill
3078,Dwarf sparrowhawk
3079,Dwarf tinamou
3080,Dwarf tyrantmanakin
3081,Dwarf vireo
3082,Dybowskis twinspot
3083,Eared dove
3084,Eared pitta
3085,Eared poorwill
3086,Eared pygmy tyrant
3087,Eared quetzal
3088,East Amazonian fireeye
3089,East Andean antbird
3090,East Brazilian chachalaca
3091,East Brazilian pygmy owl
3092,East Coast boubou
3093,East coast akalat
3094,Eastern Bonellis warbler
3095,Eastern Orphean warbler
3096,Eastern alpine mannikin
3097,Eastern barn owl
3098,Eastern bearded greenbul
3099,Eastern blackeared wheatear
3100,Eastern blackheaded batis
3101,Eastern bluebird
3102,Eastern bluebonnet
3103,Eastern bristlebird
3104,Eastern bronzenaped pigeon
3105,Eastern buzzard
3106,Eastern cattle egret
3107,Eastern chanting goshawk
3108,Eastern chattanager
3109,Eastern clapper lark
3110,Eastern crowned warbler
3111,Eastern doublecollared sunbird
3112,Eastern golden weaver
3113,Eastern grass owl
3114,Eastern grey woodpecker
3115,Eastern ground parrot
3116,Eastern imperial eagle
3117,Eastern jungle crow
3118,Eastern kingbird
3119,Eastern longbilled lark
3120,Eastern marsh harrier
3121,Eastern meadowlark
3122,Eastern miombo sunbird
3123,Eastern nicator
3124,Eastern olivaceous warbler
3125,Eastern osprey
3126,Eastern parotia
3127,Eastern phoebe
3128,Eastern plantaineater
3129,Eastern rock nuthatch
3130,Eastern rosella
3131,Eastern screech owl
3132,Eastern spinebill
3133,Eastern spotbilled duck
3134,Eastern striolated puffbird
3135,Eastern subalpine warbler
3136,Eastern towhee
3137,Eastern violetbacked sunbird
3138,Eastern wattled cuckooshrike
3139,Eastern whippoorwill
3140,Eastern whipbird
3141,Eastern wood pewee
3142,Eastern woodhaunter
3143,Eastern yellow robin
3144,Eastern yellow wagtail
3145,Eastern yellowbilled hornbill
3146,Eastern yellowspotted barbet
3147,Eatons pintail
3148,Echo parakeet
3149,Eclectus parrot
3150,Ecuadorian cacique
3151,Ecuadorian ground dove
3152,Ecuadorian hillstar
3153,Ecuadorian piculet
3154,Ecuadorian piedtail
3155,Ecuadorian rail
3156,Ecuadorian seedeater
3157,Ecuadorian thrush
3158,Ecuadorian trogon
3159,Ecuadorian tyrannulet
3160,Ediblenest swiftlet
3161,Edwardss fig parrot
3162,Edwardss pheasant
3163,Egyptian goose
3164,Egyptian nightjar
3165,Egyptian plover
3166,Egyptian vulture
3167,Eiao monarch
3168,El Oro parakeet
3169,El Oro tapaculo
3170,Elegant crescentchest
3171,Elegant crested tinamou
3172,Elegant euphonia
3173,Elegant honeyeater
3174,Elegant imperial pigeon
3175,Elegant parrot
3176,Elegant pitta
3177,Elegant quail
3178,Elegant sunbird
3179,Elegant tern
3180,Elegant tit
3181,Elegant trogon
3182,Elegant woodcreeper
3183,Eleonoras falcon
3184,Elf owl
3185,Elfin woods warbler
3186,Elliots laughingthrush
3187,Elliots pheasant
3188,Elliots storm petrel
3189,Elliots woodpecker
3190,Elusive antpitta
3191,Emei Shan liocichla
3192,Emei leaf warbler
3193,Emerald starling
3194,Emerald tanager
3195,Emerald toucanet
3196,Emeraldbellied puffleg
3197,Emeraldchinned hummingbird
3198,Emeraldspotted wood dove
3199,Emins shrike
3200,Emperor birdofparadise
3201,Emperor fairywren
3202,Emperor goose
3203,Emperor penguin
3204,Empress brilliant
3205,Emu
3206,Enggano cuckoodove
3207,Enggano hill myna
3208,Enggano scops owl
3209,Enggano thrush
3210,Epaulet oriole
3211,Equatorial akalat
3212,Equatorial greytail
3213,Erckels spurfowl
3214,Erectcrested penguin
3215,Eskimo curlew
3216,Esmeraldas antbird
3217,Esmeraldas woodstar
3218,Española cactus finch
3219,Ethiopian boubou
3220,Ethiopian cisticola
3221,Ethiopian oriole
3222,Ethiopian siskin
3223,Ethiopian swallow
3224,Eulers flycatcher
3225,Eungella honeyeater
3226,Eurasian bittern
3227,Eurasian blackcap
3228,Eurasian blue tit
3229,Eurasian bullfinch
3230,Eurasian collared dove
3231,Eurasian coot
3232,Eurasian crag martin
3233,Eurasian curlew
3234,Eurasian dotterel
3235,Eurasian eagleowl
3236,Eurasian golden oriole
3237,Eurasian hobby
3238,Eurasian hoopoe
3239,Eurasian jay
3240,Eurasian magpie
3241,Eurasian nuthatch
3242,Eurasian oystercatcher
3243,Eurasian penduline tit
3244,Eurasian pygmy owl
3245,Eurasian reed warbler
3246,Eurasian rock pipit
3247,Eurasian scops owl
3248,Eurasian siskin
3249,Eurasian skylark
3250,Eurasian sparrowhawk
3251,Eurasian spoonbill
3252,Eurasian stonecurlew
3253,Eurasian teal
3254,Eurasian threetoed woodpecker
3255,Eurasian tree sparrow
3256,Eurasian treecreeper
3257,Eurasian whimbrel
3258,Eurasian wigeon
3259,Eurasian woodcock
3260,Eurasian wren
3261,Eurasian wryneck
3262,European beeeater
3263,European crested tit
3264,European golden plover
3265,European goldfinch
3266,European green woodpecker
3267,European greenfinch
3268,European herring gull
3269,European honey buzzard
3270,European nightjar
3271,European pied flycatcher
3272,European robin
3273,European roller
3274,European serin
3275,European shag
3276,European stonechat
3277,European storm petrel
3278,European turtle dove
3279,Evening grosbeak
3280,Everetts scops owl
3281,Everetts thrush
3282,Everetts whiteeye
3283,Evergreen forest warbler
3284,Eversmanns redstart
3285,Exclamatory paradise whydah
3286,Eyeringed flatbill
3287,Eyeringed thistletail
3288,Eyeringed todytyrant
3289,Eyebrowed jungle flycatcher
3290,Eyebrowed thrush
3291,Eyebrowed wrenbabbler
3292,Eyrean grasswren
3293,Fairy flycatcher
3294,Fairy gerygone
3295,Fairy lorikeet
3296,Fairy martin
3297,Fairy pitta
3298,Fairy prion
3299,Fairy tern
3300,Falcated duck
3301,Falcated wrenbabbler
3302,Falkensteins greenbul
3303,Falkland steamer duck
3304,Familiar chat
3305,Fantailed berrypecker
3306,Fantailed cuckoo
3307,Fantailed gerygone
3308,Fantailed grassbird
3309,Fantailed raven
3310,Fantailed warbler
3311,Fantailed widowbird
3312,Fanti drongo
3313,Fanti sawwing
3314,Far Eastern curlew
3315,Fasciated antshrike
3316,Fasciated tiger heron
3317,Fasciated wren
3318,Fatu Hiva monarch
3319,Fawnbreasted bowerbird
3320,Fawnbreasted brilliant
3321,Fawnbreasted tanager
3322,Fawnbreasted thrush
3323,Fawnbreasted waxbill
3324,Fawnbreasted whistler
3325,Fawnbreasted wren
3326,Fawncoloured lark
3327,Feas petrel
3328,Fearful owl
3329,Feline owletnightjar
3330,Fernandinas flicker
3331,Fernando Po batis
3332,Fernando Po speirops
3333,Fernando Po swift
3334,Fernwren
3335,Ferruginous antbird
3336,Ferruginous babbler
3337,Ferruginous duck
3338,Ferruginous flycatcher
3339,Ferruginous hawk
3340,Ferruginous partridge
3341,Ferruginous pygmy owl
3342,Ferruginousbacked antbird
3343,Festive amazon
3344,Festive coquette
3345,Field sparrow
3346,Fieldfare
3347,Fiery minivet
3348,Fiery topaz
3349,Fierybilled aracari
3350,Fierybreasted bushshrike
3351,Fierybrowed starling
3352,Fierycapped manakin
3353,Fierynecked nightjar
3354,Fieryshouldered parakeet
3355,Fierytailed awlbill
3356,Fierythroated fruiteater
3357,Fierythroated hummingbird
3358,Fierythroated metaltail
3359,Fiji bush warbler
3360,Fiji goshawk
3361,Fiji parrotfinch
3362,Fiji petrel
3363,Fiji shrikebill
3364,Fiji wattled honeyeater
3365,Fiji whistler
3366,Fiji whiteeye
3367,Fiji woodswallow
3368,Finebanded woodpecker
3369,Finebarred piculet
3370,Finespotted woodpecker
3371,Finns weaver
3372,Finschs bulbul
3373,Finschs euphonia
3374,Finschs francolin
3375,Finschs imperial pigeon
3376,Finschs parakeet
3377,Finschs pygmy parrot
3378,Finschs rufous thrush
3379,Finschs wheatear
3380,Fiordland penguin
3381,Firebellied woodpecker
3382,Firebreasted flowerpecker
3383,Firecapped tit
3384,Firecrested alethe
3385,Fireeyed diucon
3386,Firefronted bishop
3387,Firemaned bowerbird
3388,Firetailed myzornis
3389,Firetailed sunbird
3390,Firetufted barbet
3391,Firethroat
3392,Firewoodgatherer
3393,Fiscal flycatcher
3394,Fischers greenbul
3395,Fischers lovebird
3396,Fischers sparrowlark
3397,Fischers starling
3398,Fischers turaco
3399,Fish crow
3400,Fivecolored barbet
3401,Fivecolored munia
3402,Fivestriped sparrow
3403,Flame bowerbird
3404,Flame robin
3405,Flamebreasted flowerpecker
3406,Flamebreasted fruit dove
3407,Flamebreasted sunbird
3408,Flamecolored tanager
3409,Flamecrested manakin
3410,Flamecrested tanager
3411,Flamecrowned flowerpecker
3412,Flameeared honeyeater
3413,Flamefaced tanager
3414,Flamefronted barbet
3415,Flamerumped tanager
3416,Flametempled babbler
3417,Flamethroated bulbul
3418,Flamethroated sunangel
3419,Flamethroated warbler
3420,Flamewinged parakeet
3421,Flamecrest
3422,Flaming sunbird
3423,Flammulated bamboo tyrant
3424,Flammulated flycatcher
3425,Flammulated owl
3426,Flammulated treehunter
3427,Flappet lark
3428,Flatbilled kingfisher
3429,Flatbilled vireo
3430,Flavescent bulbul
3431,Flavescent flycatcher
3432,Flavescent warbler
3433,Fleshfooted shearwater
3434,Flightless cormorant
3435,Flock bronzewing
3436,Floreana mockingbird
3437,Flores Sea cuckoodove
3438,Flores crow
3439,Flores green pigeon
3440,Flores hawkeagle
3441,Flores monarch
3442,Flores scops owl
3443,Florida scrub jay
3444,Fluffybacked titbabbler
3445,Flutist wren
3446,Fluttering shearwater
3447,Fly River grassbird
3448,Flying steamer duck
3449,Foothill elaenia
3450,Foothill schiffornis
3451,Foothill screech owl
3452,Foothill stipplethroat
3453,Forbess blackbird
3454,Forbess forest rail
3455,Forbess mannikin
3456,Forbess plover
3457,ForbesWatsons swift
3458,Forest batis
3459,Forest bittern
3460,Forest buzzard
3461,Forest canary
3462,Forest doublecollared sunbird
3463,Forest elaenia
3464,Forest fody
3465,Forest honeyeater
3466,Forest kingfisher
3467,Forest owlet
3468,Forest penduline tit
3469,Forest raven
3470,Forest robin
3471,Forest rock thrush
3472,Forest scrub robin
3473,Forest swallow
3474,Forest thrush
3475,Forest wagtail
3476,Forest whiteeye
3477,Forest wood hoopoe
3478,Forktailed drongo
3479,Forktailed drongocuckoo
3480,Forktailed flycatcher
3481,Forktailed storm petrel
3482,Forktailed sunbird
3483,Forktailed todytyrant
3484,Forktailed woodnymph
3485,Forsters tern
3486,Fortyspotted pardalote
3487,Fourbanded sandgrouse
3488,Foveaux shag
3489,Fox kestrel
3490,Foxs weaver
3491,Foxy cisticola
3492,Foxy lark
3493,Francess sparrowhawk
3494,Franklins gull
3495,Frasers eagleowl
3496,Frasers forest flycatcher
3497,Frasers rufous thrush
3498,Frasers sunbird
3499,Frecklebreasted thornbird
3500,Frecklebreasted woodpecker
3501,Freckled duck
3502,Freckled nightjar
3503,Friedmanns lark
3504,Friendly bush warbler
3505,Friendly fantail
3506,Frillnecked monarch
3507,Frilled coquette
3508,Frilled monarch
3509,Fringebacked fireeye
3510,Fruithunter
3511,Fuegian snipe
3512,Fuegian steamer duck
3513,Fuertess parrot
3514,Fujian niltava
3515,Fulmar prion
3516,Fulvous antshrike
3517,Fulvous babbler
3518,Fulvous owl
3519,Fulvous parrotbill
3520,Fulvous shriketanager
3521,Fulvous whistling duck
3522,Fulvous wren
3523,Fulvousbreasted flatbill
3524,Fulvousbreasted woodpecker
3525,Fulvouschested jungle flycatcher
3526,Fulvouschinned nunlet
3527,Fulvouscrested tanager
3528,Fulvousheaded brushfinch
3529,Fulvousheaded tanager
3530,Fulvousvented euphonia
3531,Furtive flycatcher
3532,Fuscous flycatcher
3533,Fuscous honeyeater
3534,Fynbos buttonquail
3535,Fülleborns boubou
3536,Fülleborns longclaw
3537,Gabar goshawk
3538,Gabela akalat
3539,Gabela bushshrike
3540,Gabela helmetshrike
3541,Gabon batis
3542,Gabon coucal
3543,Gabon woodpecker
3544,Gadwall
3545,Galah
3546,Galapagos crake
3547,Galapagos flycatcher
3548,Galapagos hawk
3549,Galapagos penguin
3550,Galápagos dove
3551,Galápagos martin
3552,Galápagos mockingbird
3553,Galápagos petrel
3554,Galápagos shearwater
3555,Gambaga flycatcher
3556,Gambels quail
3557,Ganggang cockatoo
3558,Gansu leaf warbler
3559,Garden emerald
3560,Garden warbler
3561,Garganey
3562,Garnet pitta
3563,Garnet robin
3564,Garnetthroated hummingbird
3565,Garretts reed warbler
3566,Gartered trogon
3567,Geelvink pygmy parrot
3568,Genovesa cactus finch
3569,Genovesa ground finch
3570,Gentoo penguin
3571,Geoffroys daggerbill
3572,Geomalia
3573,Germains peacockpheasant
3574,Germains swiftlet
3575,Giant antpitta
3576,Giant antshrike
3577,Giant babax
3578,Giant conebill
3579,Giant coot
3580,Giant coua
3581,Giant cowbird
3582,Giant honeyeater
3583,Giant hummingbird
3584,Giant ibis
3585,Giant kingbird
3586,Giant kingfisher
3587,Giant laughingthrush
3588,Giant nuthatch
3589,Giant pitta
3590,Giant scops owl
3591,Giant snipe
3592,Giant sunbird
3593,Giant swiftlet
3594,Giant weaver
3595,Giant whiteeye
3596,Giant wood rail
3597,Giant wren
3598,Gibberbird
3599,Gila woodpecker
3600,Gilberts honeyeater
3601,Gilberts whistler
3602,Gilded barbet
3603,Gilded flicker
3604,Gilded sapphire
3605,Gilletts lark
3606,Gilliards honeyeater
3607,Giltedged tanager
3608,Gizo whiteeye
3609,Glaucous gull
3610,Glaucous macaw
3611,Glaucous tanager
3612,Glaucousblue grosbeak
3613,Glaucouswinged gull
3614,Glisteninggreen tanager
3615,Glittering kingfisher
3616,Glitteringbellied emerald
3617,Glitteringthroated emerald
3618,Glossy antshrike
3619,Glossy black cockatoo
3620,Glossy flowerpiercer
3621,Glossy ibis
3622,Glossy swiftlet
3623,Glossybacked becard
3624,Glossybacked drongo
3625,Glossyblack thrush
3626,Glossymantled manucode
3627,Glowthroated hummingbird
3628,Glowing puffleg
3629,Godlewskis bunting
3630,Goeldis antbird
3631,Gola malimbe
3632,Goldringed tanager
3633,Goldcrest
3634,Golden babbler
3635,Golden bowerbird
3636,Golden bush robin
3637,Golden cuckooshrike
3638,Golden eagle
3639,Golden fruit dove
3640,Golden greenbul
3641,Golden grosbeak
3642,Golden masked owl
3643,Golden monarch
3644,Golden myna
3645,Golden nightjar
3646,Golden palm weaver
3647,Golden parakeet
3648,Golden parrotbill
3649,Golden pheasant
3650,Golden pipit
3651,Golden swallow
3652,Golden tanager
3653,Golden vireo
3654,Golden whiteeye
3655,Goldenbacked bishop
3656,Goldenbacked mountain tanager
3657,Goldenbacked weaver
3658,Goldenbacked whistler
3659,Goldenbellied flycatcher
3660,Goldenbellied flyrobin
3661,Goldenbellied gerygone
3662,Goldenbellied starfrontlet
3663,Goldenbellied warbler
3664,Goldenbellied whiteeye
3665,Goldenbilled saltator
3666,Goldenbreasted bunting
3667,Goldenbreasted fruiteater
3668,Goldenbreasted fulvetta
3669,Goldenbreasted puffleg
3670,Goldenbreasted starling
3671,Goldenbrowed chattyrant
3672,Goldenbrowed chlorophonia
3673,Goldenbrowed warbler
3674,Goldencapped parakeet
3675,Goldencheeked warbler
3676,Goldencheeked woodpecker
3677,Goldenchested tanager
3678,Goldenchevroned tanager
3679,Goldencollared honeycreeper
3680,Goldencollared macaw
3681,Goldencollared manakin
3682,Goldencollared tanager
3683,Goldencollared toucanet
3684,Goldencollared woodpecker
3685,Goldencrested myna
3686,Goldencrowned babbler
3687,Goldencrowned emerald
3688,Goldencrowned flycatcher
3689,Goldencrowned kinglet
3690,Goldencrowned manakin
3691,Goldencrowned spadebill
3692,Goldencrowned sparrow
3693,Goldencrowned tanager
3694,Goldencrowned warbler
3695,Goldeneared tanager
3696,Goldeneyed flowerpiercer
3697,Goldenfaced tyrannulet
3698,Goldenfronted bowerbird
3699,Goldenfronted fulvetta
3700,Goldenfronted greenlet
3701,Goldenfronted leafbird
3702,Goldenfronted whitestart
3703,Goldenfronted woodpecker
3704,Goldengreen woodpecker
3705,Goldenheaded cisticola
3706,Goldenheaded manakin
3707,Goldenheaded quetzal
3708,Goldenhooded tanager
3709,Goldenmantled rackettail
3710,Goldennaped barbet
3711,Goldennaped finch
3712,Goldennaped tanager
3713,Goldennaped weaver
3714,Goldennaped woodpecker
3715,Goldenolive woodpecker
3716,Goldenplumed parakeet
3717,Goldenrumped euphonia
3718,Goldenrumped flowerpecker
3719,Goldenshouldered parrot
3720,Goldensided euphonia
3721,Goldenspangled piculet
3722,Goldenspotted ground dove
3723,Goldentailed parrotlet
3724,Goldentailed sapphire
3725,Goldentailed woodpecker
3726,Goldenthroated barbet
3727,Goldentufted mountain grackle
3728,Goldenwhiskered barbet
3729,Goldenwinged cacique
3730,Goldenwinged laughingthrush
3731,Goldenwinged manakin
3732,Goldenwinged parakeet
3733,Goldenwinged sparrow
3734,Goldenwinged sunbird
3735,Goldenwinged todyflycatcher
3736,Goldenwinged warbler
3737,Goldenface
3738,Goldies birdofparadise
3739,Goldies lorikeet
3740,Goldmans warbler
3741,Goliath coucal
3742,Goliath heron
3743,Goliath imperial pigeon
3744,Gorgeous bushshrike
3745,Gorgeted puffleg
3746,Gorgeted sunangel
3747,Gorgeted wood quail
3748,Gorgeted woodstar
3749,Goslings apalis
3750,Goslings bunting
3751,Gough finch
3752,Gough moorhen
3753,Goulds emerald
3754,Goulds frogmouth
3755,Goulds jewelfront
3756,Goulds nightingalethrush
3757,Goulds petrel
3758,Goulds shortwing
3759,Goulds toucanet
3760,Gouldian finch
3761,Graces warbler
3762,Graceful honeyeater
3763,Graceful pitta
3764,Graceful prinia
3765,Gran Canaria blue chaffinch
3766,Grand Cayman thrush
3767,Grand Comoro brush warbler
3768,Grand Comoro bulbul
3769,Grand Comoro drongo
3770,Grand rhabdornis
3771,Grandala
3772,Grants bluebill
3773,Grants wood hoopoe
3774,Grass wren
3775,Grassgreen tanager
3776,Grasshopper buzzard
3777,Grasshopper sparrow
3778,Grassland sparrow
3779,Grassland yellow finch
3780,Grauers broadbill
3781,Grauers cuckooshrike
3782,Grauers swamp warbler
3783,Grauers warbler
3784,Gray catbird
3785,Gray hawk
3786,Gray kingbird
3787,Gray thrasher
3788,Gray vireo
3789,Grays grasshopper warbler
3790,Grays lark
3791,Graybarred wren
3792,Graycrowned rosy finch
3793,Grayheaded kite
3794,Graylined hawk
3795,Graythroated warbling finch
3796,Grayish baywing
3797,Great Inca finch
3798,Great Indian bustard
3799,Great Nicobar serpent eagle
3800,Great antpitta
3801,Great antshrike
3802,Great argus
3803,Great auk
3804,Great barbet
3805,Great black hawk
3806,Great blackbacked gull
3807,Great blue heron
3808,Great blue turaco
3809,Great bowerbird
3810,Great bustard
3811,Great cormorant
3812,Great crested flycatcher
3813,Great crested grebe
3814,Great cuckoodove
3815,Great curassow
3816,Great dusky swift
3817,Great eared nightjar
3818,Great egret
3819,Great elaenia
3820,Great frigatebird
3821,Great grebe
3822,Great green macaw
3823,Great grey owl
3824,Great grey shrike
3825,Great hanging parrot
3826,Great hornbill
3827,Great horned owl
3828,Great iora
3829,Great jacamar
3830,Great kiskadee
3831,Great knot
3832,Great lizard cuckoo
3833,Great myna
3834,Great parrotbill
3835,Great potoo
3836,Great reed warbler
3837,Great rosefinch
3838,Great rufous woodcreeper
3839,Great sapphirewing
3840,Great shearwater
3841,Great shortwing
3842,Great shriketyrant
3843,Great skua
3844,Great slaty woodpecker
3845,Great snipe
3846,Great sparrow
3847,Great spinetail
3848,Great spotted cuckoo
3849,Great spotted kiwi
3850,Great spotted woodpecker
3851,Great stonecurlew
3852,Great swallowtailed swift
3853,Great thrush
3854,Great tinamou
3855,Great tit
3856,Great white pelican
3857,Great woodswallow
3858,Great xenops
3859,Greatbilled hermit
3860,Greatbilled heron
3861,Greatbilled kingfisher
3862,Greatbilled mannikin
3863,Greatbilled parrot
3864,Greatbilled seed finch
3865,Greattailed grackle
3866,Greatwinged petrel
3867,Greater Antillean bullfinch
3868,Greater Antillean elaenia
3869,Greater Antillean grackle
3870,Greater adjutant
3871,Greater ani
3872,Greater birdofparadise
3873,Greater blueeared starling
3874,Greater coucal
3875,Greater crested tern
3876,Greater doublecollared sunbird
3877,Greater flameback
3878,Greater flamingo
3879,Greater flowerpiercer
3880,Greater green leafbird
3881,Greater ground robin
3882,Greater honeyguide
3883,Greater hoopoelark
3884,Greater kestrel
3885,Greater koa finch
3886,Greater lophorina
3887,Greater melampitta
3888,Greater necklaced laughingthrush
3889,Greater paintedsnipe
3890,Greater pewee
3891,Greater prairie chicken
3892,Greater rackettailed drongo
3893,Greater rhea
3894,Greater roadrunner
3895,Greater sagegrouse
3896,Greater sand plover
3897,Greater scaup
3898,Greater scythebill
3899,Greater shorttoed lark
3900,Greater sooty owl
3901,Greater spotted eagle
3902,Greater striped swallow
3903,Greater swamp warbler
3904,Greater thornbird
3905,Greater vasa parrot
3906,Greater wagtailtyrant
3907,Greater whitefronted goose
3908,Greater yellow finch
3909,Greater yellowheaded vulture
3910,Greater yellowlegs
3911,Greater yellownape
3912,Greater amakihi
3913,Green aracari
3914,Green avadavat
3915,Green barbet
3916,Green beeeater
3917,Green broadbill
3918,Green catbird
3919,Green cochoa
3920,Green crombec
3921,Green figbird
3922,Green hermit
3923,Green heron
3924,Green honeycreeper
3925,Green hylia
3926,Green ibis
3927,Green imperial pigeon
3928,Green iora
3929,Green jay
3930,Green jery
3931,Green junglefowl
3932,Green kingfisher
3933,Green longtail
3934,Green malkoha
3935,Green manakin
3936,Green mango
3937,Green oriole
3938,Green oropendola
3939,Green parakeet
3940,Green peafowl
3941,Green pheasant
3942,Green pygmy goose
3943,Green rackettail
3944,Green rosella
3945,Green sandpiper
3946,Green shrikebabbler
3947,Green shrikevireo
3948,Green thorntail
3949,Green tinkerbird
3950,Green warbler
3951,Green warblerfinch
3952,Green whiteeye
3953,Green wood hoopoe
3954,Greenandblack fruiteater
3955,Greenandgold tanager
3956,Greenandrufous kingfisher
3957,Greenandwhite hummingbird
3958,Greenbacked becard
3959,Greenbacked camaroptera
3960,Greenbacked eremomela
3961,Greenbacked firecrown
3962,Greenbacked flycatcher
3963,Greenbacked gerygone
3964,Greenbacked hillstar
3965,Greenbacked honeybird
3966,Greenbacked honeyeater
3967,Greenbacked kingfisher
3968,Greenbacked robin
3969,Greenbacked sparrow
3970,Greenbacked tit
3971,Greenbacked trogon
3972,Greenbacked twinspot
3973,Greenbacked whistler
3974,Greenbacked whiteeye
3975,Greenbacked woodpecker
3976,Greenbarred woodpecker
3977,Greenbearded helmetcrest
3978,Greenbellied hummingbird
3979,Greenbilled coucal
3980,Greenbilled malkoha
3981,Greenbilled toucan
3982,Greenbreasted bushshrike
3983,Greenbreasted mango
3984,Greenbreasted mountaingem
3985,Greenbreasted pitta
3986,Greencapped eremomela
3987,Greencapped tanager
3988,Greencheeked parakeet
3989,Greenchinned euphonia
3990,Greencrowned brilliant
3991,Greencrowned plovercrest
3992,Greencrowned warbler
3993,Greeneared barbet
3994,Greenfaced parrotfinch
3995,Greenfronted hummingbird
3996,Greenfronted lancebill
3997,Greenheaded hillstar
3998,Greenheaded oriole
3999,Greenheaded sunbird
4000,Greenheaded tanager
4001,Greenlegged partridge
4002,Greennaped tanager
4003,Greenrumped parrotlet
4004,Greenstriped brushfinch
4005,Greentailed bristlebill
4006,Greentailed emerald
4007,Greentailed goldenthroat
4008,Greentailed jacamar
4009,Greentailed sunbird
4010,Greentailed towhee
4011,Greentailed trainbearer
4012,Greentailed warbler
4013,Greenthighed parrot
4014,Greenthroated carib
4015,Greenthroated mango
4016,Greenthroated mountaingem
4017,Greenthroated sunbird
4018,Greenwinged pytilia
4019,Greenwinged saltator
4020,Greenwinged teal
4021,Greenish elaenia
4022,Greenish puffleg
4023,Greenish schiffornis
4024,Greenish tyrannulet
4025,Greenish warbler
4026,Greenish yellow finch
4027,Grenada dove
4028,Grenada flycatcher
4029,Grey antbird
4030,Grey antwren
4031,Grey apalis
4032,Grey bunting
4033,Grey bush chat
4034,Grey butcherbird
4035,Grey crested tit
4036,Grey crow
4037,Grey crowned crane
4038,Grey cuckooshrike
4039,Grey currawong
4040,Grey elaenia
4041,Grey emutail
4042,Grey falcon
4043,Grey fantail
4044,Grey francolin
4045,Grey friarbird
4046,Grey gerygone
4047,Grey goawaybird
4048,Grey goshawk
4049,Grey grasswren
4050,Grey ground thrush
4051,Grey gull
4052,Grey heron
4053,Grey honeyeater
4054,Grey hypocolius
4055,Grey imperial pigeon
4056,Grey junglefowl
4057,Grey kestrel
4058,Grey laughingthrush
4059,Grey longbill
4060,Grey monjita
4061,Grey nightjar
4062,Grey noddy
4063,Grey parrot
4064,Grey partridge
4065,Grey peacockpheasant
4066,Grey penduline tit
4067,Grey petrel
4068,Grey pileated finch
4069,Grey plover
4070,Grey pratincole
4071,Grey seedeater
4072,Grey shrikethrush
4073,Grey sibia
4074,Grey silkyflycatcher
4075,Grey sunbird
4076,Grey teal
4077,Grey thornbill
4078,Grey tinamou
4079,Grey tit
4080,Grey titflycatcher
4081,Grey treepie
4082,Grey trembler
4083,Grey wagtail
4084,Grey warblerfinch
4085,Grey waxbill
4086,Grey whistler
4087,Grey wren
4088,Grey wrenwarbler
4089,Greyandbuff woodpecker
4090,Greyandgold tanager
4091,Greyandgold warbler
4092,Greyandwhite tyrannulet
4093,Greybacked camaroptera
4094,Greybacked cisticola
4095,Greybacked fiscal
4096,Greybacked hawk
4097,Greybacked shrike
4098,Greybacked sparrowlark
4099,Greybacked storm petrel
4100,Greybacked tachuri
4101,Greybacked tailorbird
4102,Greybacked thrush
4103,Greybanded mannikin
4104,Greybellied antbird
4105,Greybellied bulbul
4106,Greybellied comet
4107,Greybellied cuckoo
4108,Greybellied flowerpiercer
4109,Greybellied hawk
4110,Greybellied shriketyrant
4111,Greybellied spinetail
4112,Greybellied tesia
4113,Greybellied wrenbabbler
4114,Greybreasted babbler
4115,Greybreasted crake
4116,Greybreasted flycatcher
4117,Greybreasted martin
4118,Greybreasted mountain toucan
4119,Greybreasted parakeet
4120,Greybreasted partridge
4121,Greybreasted prinia
4122,Greybreasted sabrewing
4123,Greybreasted seedsnipe
4124,Greybreasted spiderhunter
4125,Greybreasted spurfowl
4126,Greybreasted wood wren
4127,Greybreasted woodpecker
4128,Greybrowed brushfinch
4129,Greybrown whiteeye
4130,Greycapped cicadabird
4131,Greycapped cuckoo
4132,Greycapped flycatcher
4133,Greycapped greenfinch
4134,Greycapped hemispingus
4135,Greycapped pygmy woodpecker
4136,Greycapped social weaver
4137,Greycapped tyrannulet
4138,Greycapped warbler
4139,Greycheeked bulbul
4140,Greycheeked fulvetta
4141,Greycheeked green pigeon
4142,Greycheeked nunlet
4143,Greycheeked parakeet
4144,Greycheeked thrush
4145,Greycheeked titbabbler
4146,Greycheeked warbler
4147,Greychested babbler
4148,Greychested dove
4149,Greychested greenlet
4150,Greychested jungle flycatcher
