
Duida grass finch,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'conservation status': 'near threatened', 'ecoregion': 'Tepuis', 'habitat': 'mountain,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Duida woodcreeper,"{'auditory system': 'otoliths', 'geographic distribution includes': 'Ecuador', 'habitat': 'subtropical', 'hearing range': '1000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Dulit frogmouth,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'conservation status': 'near threatened', 'geographic distribution includes': 'Malaysia', 'habitat': 'lower montane,terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': 'NHMUK', 'visual system': 'corneal eyes'}"
Dull-blue flycatcher,"{'auditory system': 'tympanic middle ear', 'conservation status': 'near threatened', 'geographic distribution includes': 'Sri Lanka', 'habitat': 'mountain,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Dull-coloured grassquit,"{'auditory system': 'tympanic middle ear', 'body mass': '11.2 g', 'genome size': '1.298 pg', 'geographic distribution includes': 'Bolivia', 'habitat': 'montane forest', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Dull-mantled antbird,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Costa Rica', 'habitat': 'tropical,freshwater habitat', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Dune lark,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Namibia', 'habitat': 'subtropical', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Dunlin,"{'body shape': 'bilaterally symmetric', 'diet includes': 'worms', 'ecomorphological guild': 'nectonic', 'foraging habitat': 'freshwater', 'geographic distribution includes': 'New Zealand', 'litters per year': '1 /year', 'mating system': 'monogamous', 'native range includes': 'The Nearctic', 'population trend': 'Decreasing', 'prenatal development duration': '21 days', 'social system': 'group living', 'trophic guild': 'invertivore'}"
Dunn's lark,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the palearctic', 'body mass': '20.5 g', 'ecoregion': 'South Saharan Steppe And Woodlands', 'geographic distribution includes': 'Oman', 'habitat': 'desert', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Dunnock,"{'basal metabolic rate': '0.325 watts', 'biogeographic realm': 'the palearctic', 'eats': 'terrestrial', 'foraging habitat': 'South Pacific', 'geographic distribution includes': 'temperate', 'habitat': '20.8 years', 'life span': 'flight', 'locomotion': 'Decreasing', 'population trend': 'invertivore', 'trophic guild': 'NHMUK', 'type specimen repository': '20.2 g'}"
