,Common Name,Kingdom,Phylum,Class,Order,Family,Binomial Name,Link,Description
0,Jamaican Oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus leucopteryx,https://ebird.org/species/jamori1,"A fruit-loving inhabitant of woodlands and gardens. Adult is yellow (often tinged green or orange), sports a black beard, and has very large white wing patches covering half of the otherwise black wing. Immatures look similar, but they have two broad white wingbars instead of a white patch. Immature male Orchard Oriole looks somewhat similar, but it is smaller and lacks the bold white wing markings seen on Jamaican Orioles. Songs include a rapid series of rich, whistled, and mostly down-slurred phrases and “cheat-you, cheat-you, cheat-you, cheat-you, cheat.”"
0,Jamaican Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio grammicus,https://ebird.org/species/jamowl1,"A somewhat large nocturnal inhabitant of wooded areas including gardens and parks; roosts in tree cavities or dense foliage during the day. The Barn Owl is of similar size, but it is much paler and lacks the Jamaican Owl’s prominent ear tufts. Vocalizations include a low, gruff “wa-waaa-o” and a crescendo/decrescendo “whoa.”"
0,Jamaican Pewee,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus pallidus,https://ebird.org/species/jampew1,"A small, plain woodland species often found flycatching from exposed perches at middle levels in the forest; often flicks tail once upon landing. Note that this species has relatively inconspicuous wingbars and no eyering. The similar Eastern Wood-Pewee has distinctly longer primaries (assessed by looking at how far the primaries extend beyond tertials), whitish wingbars, and rarely flicks its tail upon landing. The Greater Antillean Elaenia has bold white wingbars and an entirely dark bill unlike the Jamaican Pewee. Vocalizations include plaintive “wee-wee,” with the second note louder and both notes upslurred, a similarly plaintive ‘uh-weee-oo” with the middle portion upslurred, and a slightly rough, whistled “weeah.”"
0,Jamaican Spindalis,Animalia,Chordata,Aves,Passeriformes,Spindalidae,Spindalis nigricephala,https://ebird.org/species/jamspi,"A somewhat small woodland and scrubland bird that moves rather deliberately as it feeds on fruits and flowers and the occasional insect. Brilliant male is a swirl of yellows, oranges, and reds with black-and-white striped head; unlike any other Jamaican bird. Female has a similar pattern but drab colors. Call is a thin high-pitched “tsee” given singularly or in a rapid series."
0,Jamaican Tody,Animalia,Chordata,Aves,Coraciiformes,Todidae,Todus todus,https://ebird.org/species/jamtod1,"A small, gemlike, woodland species usually found in pairs. Its rather large head, long bill, and short tail create a unique profile. Also note the shimmering green upperparts and red throat. No similar species occur within its range. It usually hunts from low-to-middle level perches, sitting nearly still before leaping upwards to snatch prey. Vocalizations include a scratchy “zheh,” given in series at a rate of about one per second and a brief rapid rattle."
0,Jamaican Vireo,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo modestus,https://ebird.org/species/jamvir1,"A small inhabitant of thickets in woodlands and scrublands where it feeds by actively searching for insects within tangles; avoids mangroves and well-manicured woodlands that lack dense undergrowth. The Greater Antillean Elaenia shares this species’ wingbars and overall dull coloration, but the elaenia has prominent whitish markings around the eye and is usually found perched upright or flycatching. The Jamaican Vireo’s song includes a “chi-wee, chi-wee, chi-wee, chi-wee, you,” a “chi-wuh, chi-wuh, chi-wuh, zha,” and a “wee-wee-zhrr.” Calls include “jip,” given singly or in a series, and a harsh upslurred “zhweee.”"
0,Jamaican Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes radiolatus,https://ebird.org/species/jamwoo1,"A striking medium-sized species of wooded habitats. The white face framed by the red of its nape and crown and its finely barred black-and-white back is distinctive; resembles no other species in its range. Sometimes first detected by its determined excavation of rotting wood. Vocalizations include an emphatic, slightly rough “urp,” and a burry “urr-urr-urr-urr” given as a rapid rolling burst."
0,Jambandu Indigobird,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua raricola,https://ebird.org/species/jamind1,"A nest parasite that lays its eggs in the nests of Zebra Waxbills. Breeding males are glossy black with green or blue iridescence and a pale brownish panel in the wings. Females and non-breeding males are streaky and brown on the back and pale below, with a bold facial pattern. The bill is whitish and the legs very pale purplish. A scarce and poorly known species. Found in wetlands, moist grasslands, and cultivation. Given current knowledge, can only be confidently identified by vocalizations. Imitates the “svet” calls of its host, Zebra Waxbill, and often mixes them into a scratchy jumble of high-pitched notes."
0,Jambu Fruit-Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus jambu,https://ebird.org/species/jafdov1,"The plum-red face and pink “blush” on the white chest of the cartoonish-looking male are unique. Plainer female and juvenile can be difficult to separate from female Black-naped Fruit Dove; look out for Jambu’s bright white eye-ring and orange bill. Generally uncommon and nomadic; roams widely across lowland and foothill forests, where it seeks out fruiting trees. Forages quietly in the canopy, typically singly or in pairs."
0,James's Flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus jamesi,https://ebird.org/species/jamfla1,"Rather local; found at salt lakes and bogs in the high Andes. Associates readily with Chilean and Andean Flamingos, although each species often stays slightly apart within mixed groups. James’s is the smallest New World flamingo best identified by its relatively short, stubby bill, which is yellow with a black tip. Adult and older immature have distinctive red legs and feet (can be whitish when caked with dried salt). Immature is whitish overall, like other immature flamingos."
0,Jameson's Antpecker,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Parmoptila jamesoni,https://ebird.org/species/jamant1,"A small, slender-billed, warbler-like waxbill with pinkish-brown legs and different-looking sexes: the male has a red forehead, dull brown upperparts, and a rusty-chestnut face and underparts, while the female has a tawny-brown face and cheeks, pale buff underparts with scattered dark chevrons, and dull brown upperparts. Pairs and small groups forage by themselves or in mixed-species flocks, in the understory and middle levels of primary, secondary, and gallery forest, often near water. Eats insects, with a fondness for ants. Call is a high-pitched, downslurred “whseet.”"
0,Jameson's Firefinch,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lagonosticta rhodopareia,https://ebird.org/species/jamfir1,"Small pinkish waxbill with a blue-gray bill and black under the tail. Found along forest edge, and in cultivation, thick woodland, and scrub. Usually in pairs or small groups. Most common vocalization is a short trill. Similar to Red-billed and Bar-breasted firefinches but shows black under the tail. Can be extremely similar to African Firefinch subspecies without gray on the head, but Jameson’s is paler and more pinkish overall."
0,Jameson's Snipe,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago jamesoni,https://ebird.org/species/andsni1,"Chunky snipe of very high elevations in the Andes. Plumage has a complicated pattern of brown, buff, and black; note extensive barring on underparts and thick, drooping bill. Might be confused with Noble Snipe, but does not have a white belly. Compared to Imperial Snipe, it is smaller and lacks the warm, cinnamon coloration. Jameson’s Snipe inhabits paramo grasslands and stunted forest near tree line. Shy and rarely encountered unless flushed, when it gives a burst of sharp, abrupt “kek” notes."
0,James's Flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus jamesi,https://ebird.org/species/jamfla1,"Rather local; found at salt lakes and bogs in the high Andes. Associates readily with Chilean and Andean Flamingos, although each species often stays slightly apart within mixed groups. James’s is the smallest New World flamingo best identified by its relatively short, stubby bill, which is yellow with a black tip. Adult and older immature have distinctive red legs and feet (can be whitish when caked with dried salt). Immature is whitish overall, like other immature flamingos."
0,Jandaya Parakeet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga jandaya,https://ebird.org/species/janpar1,"Strikingly colored parakeet with a yellow head and chest, orange around the eyes and bill, orange on the belly, and blue flight feathers. Highly gregarious and noisy; can be seen flying over forests, woodlands, and agricultural areas, as well as in cities."
0,Japanese Accentor,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella rubida,https://ebird.org/species/japacc1,"Sparrow-sized songbird with brownish, streaked upperparts and flanks, grayish breast, and thin, pointed bill. Bright red iris and fine white streaking in the face distinctive. Occurs in high-elevation dwarf pine forests near and above the tree line during the breeding season and in streamside thickets of lower elevations during nonbreeding season. Gives intricate high-pitched songs from the top of dwarf pines. Its “tililili” call recalls the first portion of the song."
0,Japanese Bush Warbler,Animalia,Chordata,Aves,Passeriformes,Scotocercidae,Horornis diphone,https://ebird.org/species/jabwar,"A small, plain brown warbler of dense undergrowth. Note the narrow dark line through eye and the narrow white line above the eye. Occurs in forest understory, dense shrubland, bamboo thickets, and forest edges. Usually secretive and hard to see well, but males sometimes sing from an exposed perch. Song is a long introductory tone followed by a rapid warble, “uuuuuu-guisu,” from which the Japanese name is derived. Introduced to the Hawaiian Islands where it occurs on all of the main islands."
0,Japanese Cormorant,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax capillatus,https://ebird.org/species/japcor1,"A large dark cormorant of rocky marine shorelines, rarely recorded inland, unlike similar Great Cormorant, which is widespread inland. Similar to Great, but adult has more extensive white in the throat and in breeding plumage shows green (not bronze) sheen above. Juvenile usually has paler underparts than young Great. In all plumages, Japanese shows more bare orange-yellow skin above the eye than Great but has a much smaller gular pouch (bare skin of the throat)."
0,Japanese Grosbeak,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Eophona personata,https://ebird.org/species/japgro1,"A large finch with a powerful hulking bill that is an inhabitant of deciduous and mixed forests. Adults are not extremely sexually dimorphic, unlike the closely related Yellow-billed Grosbeak; both males and females have gray bodies with black heads, wings, and tail. Migratory race breeds in northern and central Japan and northeastern China and Russia, and winters in eastern and southeastern China, where it tends to be less common than Yellow-billed Grosbeak. Resident race present year-round in central and southern Japan."
0,Japanese Leaf Warbler,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus xanthodryas,https://ebird.org/species/arcwar3,"Small songbird, a member of the Arctic Warbler complex, this species looks essentially identical to Arctic Warbler and Kamchatka Leaf Warbler but is more evenly yellowish. Normally only distinguished in the field by breeding range and song: breeds in forests on all of the main Japanese islands except Hokkaido, where it is replaced in summer by Kamchatka Leaf Warbler. Favors foothill to montane areas with dense brushy understory; can be found in more open wooded habitats in migration and on wintering grounds. Song resembles that of Arctic in general pitch and register but is less uniform, like a more rising and falling version of Arctic’s song. Call also similar but averages lower in pitch."
0,Japanese Murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus wumizusume,https://ebird.org/species/japmur1,"Small, plump seabird of marine habitats, closer to shore during breeding season, in open waters otherwise; occasionally visits inlets and harbors, especially in late winter and spring. Similar to thinner-billed Ancient Murrelet, both being gray above, white below, darker flight feathers and white underwing coverts. In nonbreeding plumage, Japanese has white throat and lores, white stippling in crown; in breeding plumage, white plumes in crest much broader than Ancient. Sharp “chi-chi-chi” call recalls buntings’ flight calls."
0,Japanese Night-Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Gorsachius goisagi,https://ebird.org/species/janher1,"A small brown heron with awkward-looking, hunched appearance. Occurs in dense, damp lowland and foothill forests next to bodies of water, where it hunts prey in dense cover. Paler crown and weaker crest than similar Malayan Night-Heron and lacks the white wingtips of that species. Shy and difficult to see; most readily observed during migration, when it sometimes visits more open habitats. Gives hooting calls at regular intervals, especially in early evening."
0,Japanese Paradise-Flycatcher,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone atrocaudata,https://ebird.org/species/japfly1,"Graceful songbird of well-shaded forests, particularly stream gullies; often in more open habitat in migration. Stunning breeding male purplish-black above and white below, with a short crest, neon-blue eyerings, and long black tail streamers. Female and non-breeding male have dark gray head and chest, paler eyering, shorter crest, and chestnut-brown wings and tail, without streamers. Compare with female and non-breeding male Amur and Blyth’s paradise-flycatchers, with which Japanese overlaps on its Southeast Asian wintering grounds. Note Japanese’s contiguous dark gray throat and chest (Amur has a more sharply-demarcated black throat and gray chest), dull darkish wings (Blyth’s has brighter rufous wings), and fairly clean demarcation between gray breast and white belly (Blyth’s has a more gradual fade). Song a run-on series of coarse whistles; call a rough, nasal “bee.”"
0,Japanese Pygmy Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Yungipicus kizuki,https://ebird.org/species/pygwoo1,"Small black-and-white woodpecker with round-headed, short-billed profile. Both sexes have a pale, lightly streaked belly and white bars on the back, but only the male has a tiny red fleck at the back of the eyebrow. Often forages on thin twigs and outreaching branches too slender for other woodpeckers, hanging upside down like a tit or nuthatch. Slightly larger Gray-capped Woodpecker is longer-billed, with a buffy belly and different head pattern. Gives extremely high, thin “tsi tsi tsi” calls and a single quick, echoing drum."
0,Japanese Quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix japonica,https://ebird.org/species/japqua,"A compact, cryptically-colored, very shy bird of grassy areas, including both natural meadows and some agricultural fields, where it remains hidden from view on the ground unless flushed at close range. Both sexes brown overall with a pale face, long white eyebrows, and subtle stippling and striping on the back and breast. Breeding males have a reddish-brown face and throat. Vocal mostly during the breeding season; males give a dry, explosive three-noted song from cover. Flushed birds fly with noisy, whistling wings, unlike crakes or shorebirds. Introduced to Hawaii, found on all of the main islands. A common avicultural bird, so escapees may occur around the world."
0,Japanese Robin,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Larvivora akahige,https://ebird.org/species/japrob1,"Small songbird with distinctive orange breast and dull brown upperparts; male has dark breast band separating orange chest from pale belly. Sticks to the undergrowth in both its montane breeding grounds and lowland wintering grounds, though its presence in the former may be given away by its loud song: a trill following a single loud introductory note. Occasionally found in parks and gardens on migration."
0,Japanese Scops-Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus semitorques,https://ebird.org/species/jasowl1,"Small grayish owl with prominent ear tufts and dark red eyes, found in lowland and hill forests, forest edges, parks, and gardens. Ryukyu Scops-Owl and Oriental Scops-Owl both have yellow to orangish eyes; Japanese has a more complete collar and more contrastingly pale facial disc. Vocalizations include a variety of meowing, croaking, and barking calls, as well as shrill screeches."
0,Japanese Sparrowhawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter gularis,https://ebird.org/species/japspa1,"Typical Accipiter hawk. Adult slaty gray above and finely barred with brownish orange below. Smaller and more compact-looking than Eurasian Sparrowhawk. Soaring adults can be distinguished from Chinese Sparrowhawk by the lack of dark wingtips and striped (instead of solidly pale) underwings. In all plumages, heavily marked underwing coverts distinguish this species from Chinese Sparrowhawk. Breeds in a variety of forested hill and lowland habitats; wintering birds can also be found in more open habitats, such as forest edge and fields."
0,Japanese Thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus cardis,https://ebird.org/species/japthr1,"Elusive thrush, seldom seen far from cover. Favors well-shaded streamsides, gullies, and valleys in broadleaf hill forests during the breeding season, but can be found in sparser habitats in the non-breeding season. Adult male sharply marked and beautiful if seen well, combining coal-black upperparts with a snow-white belly punctuated with dark speckles. Immature male gray above, belly tinged orange. Female medium brown above with white underparts marked with both dark speckles and an orange suffusion; can be confused with female Gray-backed Thrush, but dark markings in Japanese extend to lower belly (restricted to the throat in Gray-backed). Rich, lengthy song often very repetitive."
0,Japanese Tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus minor,https://ebird.org/species/gretit4,"Large and pugnacious, this common tit is found in a wide range of wooded habitats, from dense hill forests to manicured city parks. Found throughout much of East Asia, this species is closely-related to the more brightly-colored Great Tit, from which it was split as a distinct species. Adult has a flashy white cheek on a black head, a black stripe on a white belly, and gray wings with a hint of green near the shoulder. Juveniles are duller, replacing the adult’s black with gray. Very vocal; song is a bright “tzi-hei tzi-hei!”; also gives loud chips, seeps, and harsh “tzi-tzi-tzshhhhhh.”"
0,Japanese Wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla grandis,https://ebird.org/species/japwag1,"Large, boldly patterned, long-tailed songbird of waterside areas, particularly fast-flowing streams but also rivers, pools, inland lakes, and coastal areas. Adult male velveteen black with white belly, wings, throat, brow, and outer tail feathers. Adult female similar but grayish black above. Juvenile similar, with soft, pale gray upperparts; juvenile of Japanese subspecies of White Wagtail similar but shows white arc behind eye. Calls distinctively buzzy."
0,Japanese Waxwing,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla japonica,https://ebird.org/species/japwax1,"The only waxwing endemic to the old world, this species is similar to its Bohemian relative, but with pink instead of yellow tail tips and a yellow-tinged belly. Irruptive and inconsistent in its movements during the colder months, following crops of berries to wintering grounds, where it frequently gathers in large and noisy feeding flocks. Combination of dark mask, loose crest, and overall brown coloration distinguish it from similarly-sized non-waxwing species in its range."
0,Japanese Wood-Pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba janthina,https://ebird.org/species/jawpig1,"The largest pigeon in the region, with dark purplish plumage except for metallic green around the neck. Generally uncommon endemic of offshore Japanese and to a lesser extent Chinese and Korean islands. Occurs in mature broadleaf forests, where it forages on the ground or in canopy. Also favors pines, especially in the Ryukyu Islands. Rustles about loudly when feeding. Deep call and slow moaning song may recall the everyday Rock Pigeon."
0,Java Sparrow,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Padda oryzivora,https://ebird.org/species/javspa,"A small, plump finch with a very thick pink bill. The black head and white cheek patch are distinctive. Juveniles have a similar color pattern but are grayer. Social; forages in flocks and roosts communally. Forages in rice fields, grasslands, meadows, and urban and suburban areas (in introduced range). Call consists of one or more musical chirps. Native to the Indonesian islands of Java and Bali, where now quite rare. Introduced widely across the globe including India, Philippines, Venezuela, Puerto Rico, and the Hawaiian Islands."
0,Javan Banded-Pitta,Animalia,Chordata,Aves,Passeriformes,Pittidae,Hydrornis guajanus,https://ebird.org/species/banpit2,"Beautiful ground-dweller with black mask, clean white throat, and finely barred underparts. Male has an egg-yolk-yellow eyebrow, royal-blue “bib”, and black crown. Female has a dull tan-yellow eyebrow and brown crown. Both sexes have a bright blue tail and a white “racing stripe” down the edge of the wing. Inhabits a range of wooded habitats, from primary wet forest to overgrown plantations and dry scrub, in the lowlands and foothills of Java and Bali. Forages on the ground, either singly or in pairs. Gives a loud, bright “whOW!” and a low rolling trill."
0,Javan Blue Flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cyornis banyumas,https://ebird.org/species/hibfly3,"A medium-sized flycatcher with strikingly different male and female plumages. Male is beautifully colored, with deep blue upperparts, mostly orange underparts, and a white belly. Female is much duller, with a grayish head, gray-brown wings, a rufous tail, and rufous-washed underparts. Found at low and middle elevations in forest, especially in densely vegetated ravines and stands of bamboo. Song mixes melodious warbling and whistling with thin “seet” notes. Calls are a loud “chek” or “tak,” reminiscent of stones tapping. Male resembles male Mangove Blue Flycatcher, but generally found in different habitat and separated by darker blue back and more uniformly rufous underparts, including the chin. Female can be confused with many other flycatchers, but is usually identified by its combination of a rufous-washed breast and a lack of wingbars."
0,Javan Cochoa,Animalia,Chordata,Aves,Passeriformes,Turdidae,Cochoa azurea,https://ebird.org/species/javcoc1,"Slow-moving and highly elusive chunky Javan endemic, found only in montane and foothill forests. Generally scarce and difficult to pick out in the dark forest due to its coloration and inactive behavior. Males are entirely blue, with some paler highlights on the crown and wings. Female has a mostly dark brownish body with blue most evident in the wings, tail, and crown. Combination of size, shape, and behavior serve to distinguish this infrequently-encountered species from other dark blue forest birds, such as Javan Whistling-Thrush and the Javan subspecies of Sunda Robin. Vocalizations include high, thin whistles and harsh chattering."
0,Javan Cuckooshrike,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina javensis,https://ebird.org/species/javcus1,"Burly bird with a dark and heavy bill. Gray above and pale whitish below. Smudgy dark patch around the eye is present on both sexes, but more prominent on males. Females can have faint barring on the underparts, and average paler overall. Sunda Cuckooshrike is darker, with a gray belly and darker mask. Like other large cuckooshrikes, often perches up prominently in bare trees, hawking for insects from exposed perches. Typically singly, or in pairs or small loose groups. Regularly flicks wings. Quite vocal, often giving a loud, rippling “wheeEEIR!”, as well as a squeaky “whee’yiiIIP!”"
0,Javan Flameback,Animalia,Chordata,Aves,Piciformes,Picidae,Chrysocolaptes strictus,https://ebird.org/species/javfla1,"Dashing and uncommon pale-eyed woodpecker, found only in lowland and foothill woodlands and forests on Bali and eastern Java. Note lustrous golden-brown back and wings, black-and-white barring on the sides, black mask, and well-defined scaling on the neck and breast. Male and female differ primarily in crest color: red on the former, yellow on the latter. Pairs often forage close together. Gives a high, piping “dididididi.”"
0,Javan Frogmouth,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Batrachostomus javensis,https://ebird.org/species/javfro3,"Endemic to Java, where it is the only frogmouth. Fairly typical-looking small frogmouth, with brown plumage broken up by white patches and pale barring on the tail. Readily separated from nightjars by its upright pose and forward-facing eyes, and from owls by its bristly “whiskered” face, lack of a facial disc, large broad-based bill, and long tail. Inhabits a wide range of wooded habitats from lowlands up into montane foothills, from dense rainforests to the edges of large plantations with suitable tall growth. Nocturnal, and can be difficult to spot on day roost. Gives a variety of calls, including a series of descending whistles, a high-pitched growl followed by a strangled whistle, and short, grating screams."
0,Javan Fulvetta,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Alcippe pyrrhoptera,https://ebird.org/species/javful1,"Unremarkable-looking warm brown songbird. Endemic to Java’s montane and submontane broadleaf forests, where it is a common member of mixed flocks. Note warm rusty-toned wings and tail, long-tailed and round-headed profile, and slender dark line above the eye (sometimes inconspicuous). Song is a sad-sounding series of whistles. Calls include a fast rattling call, as well as a high-pitched, tinkling “ji’jink.”"
0,Javan Green-Magpie,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cissa thalassina,https://ebird.org/species/shtmag1,"Extremely rare and nearing extinction in the wild, this fluorescent green Javan endemic with a black bandit’s mask and bulbous lipstick-red bill is an unmistakable and unforgettable sight for any birder lucky enough to glimpse one. Found only in foothill forests, often joining mixed flocks. Can be quite loud, even when hidden away in dense middle levels of forest, giving chattering shrieks and a vibrant, liquid-sounding “wee’da’da!”"
0,Javan Kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon cyanoventris,https://ebird.org/species/javkin1,"Large kingfisher with a massive lipstick-red bill. Note dark head, dark chestnut throat and chest, purplish body, electric blue wings, and large black shoulder patch. Bright white wing patches revealed in flight. Uses a variety of both wet and dry lowland and foothill habitats, including ponds, mangroves, agricultural fields, open forest, and scrub. Can be close to human habitation. Gives high piping screams, often in series."
0,Javan Munia,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura leucogastroides,https://ebird.org/species/javmun1,"Plain brown munia with a dark face and a white belly. Similar in appearance to White-rumped Munia, with which it overlaps in southern Sumatra; look out for dark, instead of white rump. Inhabits lowland fields, meadows, wetlands, and edge. Occasionally mixes with other species of munias, particularly when food is plentiful; otherwise found in small flocks, in pairs, and singly. Native to Indonesia; introduced to parts of Malaysia and Singapore."
0,Javan Myna,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres javanicus,https://ebird.org/species/whvmyn,"Originally restricted to the Indonesian islands of Java and Bali, this crested myna has since been introduced to Singapore, Taiwan, and various parts of Malaysia and Indonesia. Dark gray overall with a spiffy erect crest and a bright yellowish-orange bill. Darker than Jungle Myna, with which it overlaps in both its native and introduced ranges. Also compare with Crested Myna; note Javan’s brighter bill and white vent. Bold and social, foraging in farms, parks, and gardens. Roosts in large noisy flocks, often close to human habitation."
0,Javan Owlet,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium castanopterum,https://ebird.org/species/javowl1,"Chunky small owl with a big rounded head. Note finely barred head, bright chestnut back and wings, and white underparts marked with long brown streaks. The only owlet on Java; shape and coloration eliminate any scops-owl. Unlike Collared Owlet, this is a primarily nocturnal species, only rarely remaining active through the day. Inhabits forest and forest edge from lowlands up into foothills. Song is a barbet-like series of trilling barks which accelerates rapidly before ending suddenly."
0,Javan Plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius javanicus,https://ebird.org/species/javplo1,"Relatively small plain plover, found from Java east through the Lesser Sundas. Brown above and white below, with a neat white collar, forehead, and eyebrow. Brown shoulder spur sometimes forms a complete thin band across the chest. Breeding adults have orange tinging behind the eye and around the collar. Juvenile is similar to non-breeding adult, but has pale-fringed upper body feathers. Very similar to Kentish Plover, but note Javan’s warm brown patch behind ears, lack of orange on the crown in breeding plumage, and paler legs. Malaysian Plover is also similar, but always has white fringes on brown upper body feathers, and warm tones on the head. A coastal species, found on beaches, mudflats, estuaries, fishponds, and wet fields. Gives soft peeps and a questioning “week?”"
0,Javan Pond-Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola speciosa,https://ebird.org/species/japher1,"Stout heron with flashing white wings; can be mistaken for a egret in flight, but note darker head in all plumages. Handsome in breeding plumage, with creamy head, dark red breast, and lacy black plumes on the back. Streaky brown nonbreeding plumage is nearly indistinguishable from other pond-herons. Forages in rice paddies, pond and lake edges, and mangroves."
0,Javan Scops-Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus angelinae,https://ebird.org/species/jasowl2,"Typical scops-owl, endemic to Java’s montane and foothill forests. Favors the upper and middle levels of the forest, frequently roosting and foraging in the lower canopy. Warm brown with black streaks on the chest and prominent white eyebrows. Also note bright orange eyes. Collared Scops-Owl can be similar, but is larger overall, with darker eyes, more solid facial border, and less contrasting eyebrows. Quiet for a scops-owl, vocalizing fairly infrequently--listen for its squealing “eEEE-eeee”, which often has a trembling quality. Also gives sharper, shorter squeal calls, and a gruff “wurk.”"
0,Javan Sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga mystacalis,https://ebird.org/species/scasun1,"Medium-sized sunbird of foothill forest and forest edge on Java; uncommon to rare in upper montane and lowland habitats. Forages actively in pairs, mixed flocks, or singly. Both sexes are very similar to Crimson Sunbird, but note Javan's bright white belly and sides. Female Javans can also be confused with White-flanked and the Leptocoma sunbirds, but have more white on the sides and belly than those species. Song is a very flat and insect-like series of dry “chit” notes; also gives a sparrow-like “chiweet.”"
0,Javan Tesia,Animalia,Chordata,Aves,Passeriformes,Scotocercidae,Tesia superciliaris,https://ebird.org/species/javtes1,"Tiny short-tailed ground-dweller, restricted to foothill and montane forests on Java. Favors areas with dense, tangled undergrowth, in which it bounces around actively. Olive-brown with a gray head and chest. Black line through the eye gives this little bird a strongly “eyebrowed” appearance. Due to size and dense habitat, this tiny warbler can be difficult to track down; listen for its song, a tumbling, jumbled series of beautiful high-pitched notes. Also note call, a dry rattling trill."
0,Javan Trogon,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Harpactes reinwardtii,https://ebird.org/species/javtro1,"Beautiful and highly range-restricted trogon found only in Java’s far western belt of volcanoes, where it inhabits montane and foothill forests at 900-2500 meters. Unmistakable, decked out in all the colors of the rainbow: note bright red bill, yellow breast, orange belly, olive-green head and chest, glossy blue-green back, and purple-and-green bare facial skin. Perches quietly in the middle levels of the forest. Sometimes joins mixed feeding flocks, flying noisily with whirring windbeats. Gives a harsh descending trill."
0,Javan Whistling-Thrush,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myophonus glaucinus,https://ebird.org/species/javwht1,"Chunky dark blue bird. Brightest blue on the nape and shoulder. Readily distinguished from similar species by shape, uniform plumage, and dark bill. Often spreads its short tail in a rather unimpressive gesture. Endemic to Java and Bali, where it inhabits foothill and montane forests at 800-2400 meters. Typically encountered close to or on the ground, but will also perch up on branches at mid-height. Favors areas with rocky outcrops, sometimes (but not always) near water. Can be quite tame, especially in areas frequented by people. Gives a sharp, resonant “tsee-chk-chk!”"
0,Javan Woodcock,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax saturata,https://ebird.org/species/duswoo4,"Rare and reclusive long-billed inhabitant of moist montane and foothill forests at 1350-3000 meters. Dark brown and heavily patterned overall, with densest patterning on the back. Small pale patch present on upper belly. Forages in dense vegetation, flushing explosively if sufficiently startled. Can be quite tame, allowing close approach if located. Flies between and sings from display perches, giving a fast-paced series of “chu” notes. Also gives a high-pitched sneezing call, and a lower harsh note."
